Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
703¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Program
917¿Identifier¿¿1235¿socket¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
918¿Identifier¿¿1235¿destroy¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
919¿ExpressionStatement¿¿1235¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
920¿Identifier¿¿1235¿v63¿¿¿¿¿Identifier
921¿VariableDeclarator¿¿1235¿v64¿¿¿{"start":{"line":62,"column":30},"end":{"line":62,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
922¿MemberExpression¿¿1235¿¿¿¿{"start":{"line":62,"column":30},"end":{"line":62,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
923¿Identifier¿¿1235¿err¿¿¿{"start":{"line":62,"column":30},"end":{"line":62,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
924¿Identifier¿¿1235¿message¿¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
925¿VariableDeclarator¿¿1235¿v65¿¿¿{"start":{"line":62,"column":23},"end":{"line":62,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
926¿LogicalExpression¿&&¿1235¿¿¿¿{"start":{"line":62,"column":23},"end":{"line":62,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿LogicalExpression
927¿Identifier¿¿1235¿err¿¿¿{"start":{"line":62,"column":23},"end":{"line":62,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
928¿Identifier¿¿1235¿v64¿¿¿¿¿Identifier
929¿ExpressionStatement¿¿1235¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
930¿AssignmentExpression¿=¿1235¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
931¿MemberExpression¿¿1235¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
932¿Identifier¿¿1235¿output¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
933¿Identifier¿¿1235¿error¿¿¿{"start":{"line":62,"column":15},"end":{"line":62,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
934¿LogicalExpression¿||¿1235¿¿¿¿{"start":{"line":62,"column":23},"end":{"line":62,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿LogicalExpression
935¿Identifier¿¿1235¿v65¿¿¿¿¿Identifier
936¿Identifier¿¿1235¿err¿¿¿{"start":{"line":62,"column":45},"end":{"line":62,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
937¿VariableDeclarator¿¿1235¿v66¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
938¿CallExpression¿¿1235¿¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
939¿Identifier¿¿1235¿callback¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
940¿Identifier¿¿1235¿err¿¿¿{"start":{"line":63,"column":24},"end":{"line":63,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
941¿Identifier¿¿1235¿output¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
942¿ReturnStatement¿¿1235¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ReturnStatement
943¿Identifier¿¿1235¿v66¿¿¿¿¿Identifier
944¿BlockStatement¿¿1235¿¿¿¿{"start":{"line":60,"column":38},"end":{"line":64,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
945¿VariableDeclarator¿¿1231¿v68¿¿¿{"start":{"line":60,"column":4},"end":{"line":64,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
946¿CallExpression¿¿1231¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":64,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
947¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
948¿Identifier¿¿1231¿socket¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
949¿Identifier¿¿1231¿on¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
950¿Literal¿string¿1231¿¿'error'¿¿{"start":{"line":60,"column":14},"end":{"line":60,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
951¿Identifier¿¿1231¿v67¿¿¿¿¿Identifier
952¿ExpressionStatement¿¿1231¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":64,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
953¿Identifier¿¿1231¿v68¿¿¿¿¿Identifier
954¿VariableDeclarator¿¿1231¿v74¿¿¿{"start":{"line":67,"column":25},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
955¿FunctionExpression¿¿1231¿anon¿¿¿{"start":{"line":67,"column":25},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿FunctionExpression
956¿Identifier¿¿0¿err¿¿¿{"start":{"line":67,"column":35},"end":{"line":67,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
957¿VariableDeclarator¿¿1237¿v69¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
958¿CallExpression¿¿1237¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
959¿MemberExpression¿¿1237¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
960¿Identifier¿¿1237¿socket¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
961¿Identifier¿¿1237¿destroy¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
962¿ExpressionStatement¿¿1237¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
963¿Identifier¿¿1237¿v69¿¿¿¿¿Identifier
964¿VariableDeclarator¿¿1237¿v70¿¿¿{"start":{"line":69,"column":30},"end":{"line":69,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
965¿MemberExpression¿¿1237¿¿¿¿{"start":{"line":69,"column":30},"end":{"line":69,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
966¿Identifier¿¿1237¿err¿¿¿{"start":{"line":69,"column":30},"end":{"line":69,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
967¿Identifier¿¿1237¿message¿¿¿{"start":{"line":69,"column":34},"end":{"line":69,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
968¿VariableDeclarator¿¿1237¿v71¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
969¿LogicalExpression¿&&¿1237¿¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿LogicalExpression
970¿Identifier¿¿1237¿err¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
971¿Identifier¿¿1237¿v70¿¿¿¿¿Identifier
972¿VariableDeclarator¿¿1237¿v72¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
973¿LogicalExpression¿||¿1237¿¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿LogicalExpression
974¿Identifier¿¿1237¿v71¿¿¿¿¿Identifier
975¿Identifier¿¿1237¿err¿¿¿{"start":{"line":69,"column":45},"end":{"line":69,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
976¿ExpressionStatement¿¿1237¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
977¿AssignmentExpression¿=¿1237¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
978¿MemberExpression¿¿1237¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
979¿Identifier¿¿1237¿output¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
980¿Identifier¿¿1237¿error¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
981¿LogicalExpression¿||¿1237¿¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿LogicalExpression
982¿Identifier¿¿1237¿v72¿¿¿¿¿Identifier
983¿Literal¿string¿1237¿¿'socket TIMEOUT'¿¿{"start":{"line":69,"column":52},"end":{"line":69,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
984¿VariableDeclarator¿¿1237¿v73¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
985¿CallExpression¿¿1237¿¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
986¿Identifier¿¿1237¿callback¿¿¿{"start":{"line":70,"column":15},"end":{"line":70,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
987¿Identifier¿¿1237¿err¿¿¿{"start":{"line":70,"column":24},"end":{"line":70,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
988¿Identifier¿¿1237¿output¿¿¿{"start":{"line":70,"column":29},"end":{"line":70,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
989¿ReturnStatement¿¿1237¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ReturnStatement
990¿Identifier¿¿1237¿v73¿¿¿¿¿Identifier
991¿BlockStatement¿¿1237¿¿¿¿{"start":{"line":67,"column":40},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
992¿VariableDeclarator¿¿1231¿v75¿¿¿{"start":{"line":67,"column":4},"end":{"line":71,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
993¿CallExpression¿¿1231¿¿¿¿{"start":{"line":67,"column":4},"end":{"line":71,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
994¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":67,"column":4},"end":{"line":67,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
995¿Identifier¿¿1231¿socket¿¿¿{"start":{"line":67,"column":4},"end":{"line":67,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
996¿Identifier¿¿1231¿on¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
997¿Literal¿string¿1231¿¿'timeout'¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
998¿Identifier¿¿1231¿v74¿¿¿¿¿Identifier
999¿ExpressionStatement¿¿1231¿¿¿¿{"start":{"line":67,"column":4},"end":{"line":71,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1000¿Identifier¿¿1231¿v75¿¿¿¿¿Identifier
1001¿BlockStatement¿¿1231¿¿¿¿{"start":{"line":41,"column":57},"end":{"line":72,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1002¿VariableDeclarator¿exported¿1223¿v78¿¿¿{"start":{"line":76,"column":13},"end":{"line":84,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1003¿FunctionExpression¿¿1223¿anon¿¿¿{"start":{"line":76,"column":13},"end":{"line":84,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿FunctionExpression
1004¿Identifier¿¿0¿socketTimeout¿¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1005¿VariableDeclarator¿¿1239¿v76¿¿¿{"start":{"line":78,"column":13},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1006¿UnaryExpression¿!¿1239¿¿¿¿{"start":{"line":78,"column":13},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1007¿Identifier¿¿1239¿socketTimeout¿¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1008¿VariableDeclarator¿¿1239¿v77¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1009¿UnaryExpression¿!¿1239¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1010¿Identifier¿¿1239¿v76¿¿¿¿¿Identifier
1011¿IfStatement¿¿1239¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1012¿Identifier¿¿1239¿v77¿¿¿¿¿Identifier
1013¿ExpressionStatement¿¿1239¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1014¿AssignmentExpression¿=¿1239¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1015¿Identifier¿¿1239¿SOCKET_TIMEOUT¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1016¿Identifier¿¿1239¿socketTimeout¿¿¿{"start":{"line":79,"column":29},"end":{"line":79,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1017¿BlockStatement¿¿1239¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1018¿ReturnStatement¿¿1239¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ReturnStatement
1019¿Identifier¿¿1239¿SOCKET_TIMEOUT¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1020¿BlockStatement¿¿1239¿¿¿¿{"start":{"line":76,"column":38},"end":{"line":84,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1021¿VariableDeclarator¿exported¿1223¿v101¿¿¿{"start":{"line":85,"column":10},"end":{"line":128,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1022¿FunctionExpression¿¿1223¿ConnectionTester¿¿¿{"start":{"line":85,"column":10},"end":{"line":128,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿FunctionExpression
1023¿Identifier¿¿0¿host¿¿¿{"start":{"line":85,"column":36},"end":{"line":85,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1024¿Identifier¿¿0¿port¿¿¿{"start":{"line":85,"column":42},"end":{"line":85,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1025¿Identifier¿¿0¿connectTimeout¿¿¿{"start":{"line":85,"column":48},"end":{"line":85,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1026¿Identifier¿¿0¿callback¿¿¿{"start":{"line":85,"column":64},"end":{"line":85,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1027¿VariableDeclarator¿¿1242¿v79¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1028¿CallExpression¿¿1242¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
1029¿Identifier¿¿1242¿isValidHostNameOrIP¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1030¿Identifier¿¿1242¿host¿¿¿{"start":{"line":88,"column":33},"end":{"line":88,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
