graph_dir,y_path,y_cmd,group,nodes,edges
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/onion-oled-js_0.0.2,,1.0,onion-oled-js_0.0.2,412,609
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/open-device_4.0.1,1.0,,open-device_4.0.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/open_0.0.5,,1.0,open_0.0.5,256,381
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/opened,,1.0,opened,2012,3032
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/path-sanitizer,1.0,,path-sanitizer,15,15
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pdf-image_1.0.5,,1.0,pdf-image_1.0.5,1675,2510
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pdf-image_2.0.0,,1.0,pdf-image_2.0.0,1675,2510
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pdfinfojs_0.3.6,,1.0,pdfinfojs_0.3.6,892,1286
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pdftotext_cli,,1.0,pdftotext_cli,455,667
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/peiserver_1.0.0,1.0,,peiserver_1.0.0,302,441
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pi_video_recording,,1.0,pi_video_recording,528,748
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/pico-static-server_2.3.4,1.0,,pico-static-server_2.3.4,218,317
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pidusage_1.0.0,,1.0,pidusage_1.0.0,1720,2510
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/plotter_0.5.0,,1.0,plotter_0.5.0,1594,2544
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pomelo-monitor,,1.0,pomelo-monitor,657,967
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/portprocesses_1.0.4,,1.0,portprocesses_1.0.4,643,933
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/priest-runner_controller,,1.0,priest-runner_controller,2420,3478
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/priest-runner_middleware,,1.0,priest-runner_middleware,2717,4064
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/proxey_0.4.2,1.0,,proxey_0.4.2,269,380
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/ps-visitor_0.0.2,,1.0,ps-visitor_0.0.2,2617,3856
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/ps_0.0.2,,1.0,ps_0.0.2,452,682
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/psnode_0.0.1,,1.0,psnode_0.0.1,523,774
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/ptest_1.0.0,1.0,,ptest_1.0.0,1854,2777
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/public_0.1.2,1.0,,public_0.1.2,314,459
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pullit,,1.0,pullit,726,1033
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pulsar-tidalcycles,,1.0,pulsar-tidalcycles,28,33
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/pulverizr,,1.0,pulverizr,1051,1503
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/pytservce_1.0.0,1.0,,pytservce_1.0.0,302,441
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/rctf-server,1.0,,rctf-server,668,961
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/react-dev-utils_11.0.0,,1.0,react-dev-utils_11.0.0,399,608
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/react-marked-markdown,,1.0,react-marked-markdown,773,1085
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/reg-keygen-git-hash-plugin,,1.0,reg-keygen-git-hash-plugin,22,25
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/restify-swagger-jsdoc,1.0,,restify-swagger-jsdoc,1168,1700
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/ritp_1.0.5,1.0,,ritp_1.0.5,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/rjpserver_1.0.0,1.0,,rjpserver_1.0.0,302,441
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/roar-pidusage_1.1.6,,1.0,roar-pidusage_1.1.6,1667,2424
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/rollup-plugin-dev-server_0.4.3,1.0,,rollup-plugin-dev-server_0.4.3,217,317
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/rollup-plugin-serve-favicon_0.4.2,1.0,,rollup-plugin-serve-favicon_0.4.2,217,317
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/rollup-plugin-serve_0.4.2,1.0,,rollup-plugin-serve_0.4.2,217,317
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/rollup-plugin-server_0.7.0,1.0,,rollup-plugin-server_0.7.0,217,317
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/rsync_cli,,1.0,rsync_cli,487,711
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/rtcmulticonnection-client_1.0.5,1.0,,rtcmulticonnection-client_1.0.5,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/run-this-place_1.0.2,1.0,,run-this-place_1.0.2,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/sabu_1.0.6,1.0,,sabu_1.0.6,645,959
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/samsung-remote_1.2.5,,1.0,samsung-remote_1.2.5,977,1448
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/scp_0.0.3,,1.0,scp_0.0.3,401,579
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/serve-here.js_1.1.0,1.0,,serve-here.js_1.1.0,582,839
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/serve46_1.0.0,1.0,,serve46_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/serverabc_1.0.0,1.0,,serverabc_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/serverfff_1.1.1,1.0,,serverfff_1.1.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/serverxxx_1.0.0,1.0,,serverxxx_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/serverzyy_1.0.0,1.0,,serverzyy_1.0.0,302,441
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/servey_2.2.0,1.0,,servey_2.2.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/shell-quote,,1.0,shell-quote,1698,2615
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/shit-server_1.0.0,1.0,,shit-server_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/simple-mock-server_0.2.1,1.0,,simple-mock-server_0.2.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/snyk-cocoapods-plugin,,1.0,snyk-cocoapods-plugin,211,298
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/snyk-docker-plugin,,1.0,snyk-docker-plugin,218,308
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/snyk-mvn-plugin,,1.0,snyk-mvn-plugin,372,533
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/snyk-python-plugin,,1.0,snyk-python-plugin,272,392
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/snyk-sbt-plugin,,1.0,snyk-sbt-plugin,594,868
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/soletta-dev-app,,1.0,soletta-dev-app,4210,6198
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/spiderjs,1.0,,spiderjs,916,1306
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/spritesheet-js,,1.0,spritesheet-js,2587,3719
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/ssh_proxy_http,,1.0,ssh_proxy_http,395,563
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/starfruit_0.2.2,1.0,,starfruit_0.2.2,237,346
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/static-html-server_0.1.2,1.0,,static-html-server_0.1.2,286,418
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/static-server-gx_1.2.1,1.0,,static-server-gx_1.2.1,286,418
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/statichttpserver_0.9.7,1.0,,statichttpserver_0.9.7,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/statics-server_0.0.9,1.0,,statics-server_0.0.9,286,417
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/stattic_0.2.3,1.0,,stattic_0.2.3,231,340
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/sys_runner_http,,1.0,sys_runner_http,563,812
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/tar_list_http,,1.0,tar_list_http,596,859
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/tetflix,1.0,,tetflix,656,962
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/theme-core_0.2.5,,1.0,theme-core_0.2.5,778,1143
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/thi.ng-egf_0.3.0,,1.0,thi.ng-egf_0.3.0,4326,6470
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/tinyserver2_0.5.2,1.0,,tinyserver2_0.5.2,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/tinyserver_0.1.1,1.0,,tinyserver_0.1.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/tomato,,1.0,tomato,559,805
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/total.js_3.4.6,,1.0,total.js_3.4.6,5849,8924
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/traceroute-1.0.0,,1.0,traceroute-1.0.0,821,1218
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/ts-process-promises_1.0.2,,1.0,ts-process-promises_1.0.2,865,1345
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/uekw1511server_1.0.1,1.0,,uekw1511server_1.0.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/umount_1.1.6,,1.0,umount_1.1.6,470,710
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/ungit_0.8.4,,1.0,ungit_0.8.4,4342,6465
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/unzip_cli,,1.0,unzip_cli,493,721
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/vboxmanage.js_1.0.6,,1.0,vboxmanage.js_1.0.6,3087,4646
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-dochub-express,1.0,,vuln-dochub-express,1052,1570
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-electron-file,1.0,,vuln-electron-file,337,495
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-express-glob-download,1.0,,vuln-express-glob-download,492,723
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-gov-labor,1.0,,vuln-gov-labor,677,942
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-graphql-files,1.0,,vuln-graphql-files,289,414
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-hapi-serve,1.0,,vuln-hapi-serve,406,592
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-http-range,1.0,,vuln-http-range,397,572
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-image-resizer,1.0,,vuln-image-resizer,400,588
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-koa-static,1.0,,vuln-koa-static,527,758
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-koa-template-assets,1.0,,vuln-koa-template-assets,421,610
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-m3u-playlist-streamer,1.0,,vuln-m3u-playlist-streamer,840,1268
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-multer-subdir,1.0,,vuln-multer-subdir,395,565
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-socketio-readfile,1.0,,vuln-socketio-readfile,340,495
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-static-brotli,1.0,,vuln-static-brotli,410,601
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-tar-extract,1.0,,vuln-tar-extract,437,647
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-webdav-like,1.0,,vuln-webdav-like,616,925
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln-zip-extract,1.0,,vuln-zip-extract,471,687
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vuln_express_file_browser_downloader,1.0,,vuln_express_file_browser_downloader,818,1216
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/vulnerable-kyc-api,1.0,,vulnerable-kyc-api,369,501
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/wc-cmd_1.0.9,,1.0,wc-cmd_1.0.9,598,880
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/web-node-server_0.1.0,1.0,,web-node-server_0.1.0,299,434
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/webrepl_0.4.7,1.0,,webrepl_0.4.7,210,309
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/webvrrocks,1.0,,webvrrocks,1038,1498
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/wffserve_1.0.0,1.0,,wffserve_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/whereis_0.4.0,,1.0,whereis_0.4.0,411,596
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/wifiscanner,,1.0,wifiscanner,182,248
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/wincred_1.0.2,,1.0,wincred_1.0.2,198,285
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/wind-mvc_0.0.6,1.0,,wind-mvc_0.0.6,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/wintiwebdev_1.0.0,1.0,,wintiwebdev_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/wizard-syncronizer,,1.0,wizard-syncronizer,761,1156
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/wrlc_0.2.5,1.0,,wrlc_0.2.5,227,333
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/wxchangba,,1.0,wxchangba,2040,3062
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/xopen_1.0.0,,1.0,xopen_1.0.0,150,212
/Users/elza/Documents/Final_Dataset/Graph_files/ci_vuln/xps_1.0.2,,1.0,xps_1.0.2,191,273
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/zero_1.0.4,1.0,,zero_1.0.4,2124,3106
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/zhanglina_1.0.0,1.0,,zhanglina_1.0.0,302,441
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/zhangranbigman_0.0.1,1.0,,zhangranbigman_0.0.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/zjjserver_1.0.0,1.0,,zjjserver_1.0.0,302,441
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/zs123_1.0.0,1.0,,zs123_1.0.0,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/zwserver_0.1.1,1.0,,zwserver_0.1.1,284,415
/Users/elza/Documents/Final_Dataset/Graph_files/pt_vuln/zxyserver_1.0.0,1.0,,zxyserver_1.0.0,302,441
