Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3087¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":627,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Program
4224¿MemberExpression¿¿5342¿¿¿¿{"start":{"line":305,"column":11},"end":{"line":305,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4225¿ThisExpression¿¿5342¿¿¿¿{"start":{"line":305,"column":11},"end":{"line":305,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ThisExpression
4226¿Identifier¿¿5342¿manage¿¿¿{"start":{"line":305,"column":16},"end":{"line":305,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4227¿Identifier¿¿5342¿v391¿¿¿¿¿Identifier
4228¿ReturnStatement¿¿5342¿¿¿¿{"start":{"line":305,"column":4},"end":{"line":305,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ReturnStatement
4229¿Identifier¿¿5342¿v392¿¿¿¿¿Identifier
4230¿BlockStatement¿¿5342¿¿¿¿{"start":{"line":304,"column":48},"end":{"line":306,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
4231¿ExpressionStatement¿¿5268¿¿¿¿{"start":{"line":304,"column":0},"end":{"line":306,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
4232¿AssignmentExpression¿=¿5268¿¿¿¿{"start":{"line":304,"column":0},"end":{"line":306,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
4233¿MemberExpression¿¿5268¿¿¿¿{"start":{"line":304,"column":0},"end":{"line":304,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4234¿Identifier¿¿5268¿VBoxManage¿¿¿{"start":{"line":304,"column":0},"end":{"line":304,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4235¿Identifier¿¿5268¿stopAndSaveState¿¿¿{"start":{"line":304,"column":11},"end":{"line":304,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4236¿Identifier¿¿5268¿v393¿¿¿¿¿Identifier
4237¿VariableDeclarator¿exported¿5268¿v396¿¿¿{"start":{"line":312,"column":0},"end":{"line":314,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4238¿FunctionExpression¿¿5268¿anon¿¿¿{"start":{"line":312,"column":22},"end":{"line":314,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿FunctionExpression
4239¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":312,"column":32},"end":{"line":312,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4240¿VariableDeclarator¿¿5344¿v394¿¿¿{"start":{"line":313,"column":23},"end":{"line":313,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4241¿ArrayExpression¿¿5344¿¿¿¿{"start":{"line":313,"column":23},"end":{"line":313,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrayExpression
4242¿Literal¿string¿5344¿¿'controlvm'¿¿{"start":{"line":313,"column":24},"end":{"line":313,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4243¿Identifier¿¿5344¿vmname¿¿¿{"start":{"line":313,"column":37},"end":{"line":313,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4244¿Literal¿string¿5344¿¿'poweroff'¿¿{"start":{"line":313,"column":45},"end":{"line":313,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4245¿VariableDeclarator¿¿5344¿v395¿¿¿{"start":{"line":313,"column":11},"end":{"line":313,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4246¿CallExpression¿¿5344¿¿¿¿{"start":{"line":313,"column":11},"end":{"line":313,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
4247¿MemberExpression¿¿5344¿¿¿¿{"start":{"line":313,"column":11},"end":{"line":313,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4248¿ThisExpression¿¿5344¿¿¿¿{"start":{"line":313,"column":11},"end":{"line":313,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ThisExpression
4249¿Identifier¿¿5344¿manage¿¿¿{"start":{"line":313,"column":16},"end":{"line":313,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4250¿Identifier¿¿5344¿v394¿¿¿¿¿Identifier
4251¿ReturnStatement¿¿5344¿¿¿¿{"start":{"line":313,"column":4},"end":{"line":313,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ReturnStatement
4252¿Identifier¿¿5344¿v395¿¿¿¿¿Identifier
4253¿BlockStatement¿¿5344¿¿¿¿{"start":{"line":312,"column":40},"end":{"line":314,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
4254¿ExpressionStatement¿¿5268¿¿¿¿{"start":{"line":312,"column":0},"end":{"line":314,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
4255¿AssignmentExpression¿=¿5268¿¿¿¿{"start":{"line":312,"column":0},"end":{"line":314,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
4256¿MemberExpression¿¿5268¿¿¿¿{"start":{"line":312,"column":0},"end":{"line":312,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4257¿Identifier¿¿5268¿VBoxManage¿¿¿{"start":{"line":312,"column":0},"end":{"line":312,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4258¿Identifier¿¿5268¿powerOff¿¿¿{"start":{"line":312,"column":11},"end":{"line":312,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4259¿Identifier¿¿5268¿v396¿¿¿¿¿Identifier
4260¿VariableDeclarator¿exported¿5268¿v399¿¿¿{"start":{"line":320,"column":0},"end":{"line":322,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4261¿FunctionExpression¿¿5268¿anon¿¿¿{"start":{"line":320,"column":29},"end":{"line":322,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿FunctionExpression
4262¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":320,"column":39},"end":{"line":320,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4263¿VariableDeclarator¿¿5346¿v397¿¿¿{"start":{"line":321,"column":23},"end":{"line":321,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4264¿ArrayExpression¿¿5346¿¿¿¿{"start":{"line":321,"column":23},"end":{"line":321,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrayExpression
4265¿Literal¿string¿5346¿¿'controlvm'¿¿{"start":{"line":321,"column":24},"end":{"line":321,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4266¿Identifier¿¿5346¿vmname¿¿¿{"start":{"line":321,"column":37},"end":{"line":321,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4267¿Literal¿string¿5346¿¿'acpipowerbutton'¿¿{"start":{"line":321,"column":45},"end":{"line":321,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4268¿VariableDeclarator¿¿5346¿v398¿¿¿{"start":{"line":321,"column":11},"end":{"line":321,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4269¿CallExpression¿¿5346¿¿¿¿{"start":{"line":321,"column":11},"end":{"line":321,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
4270¿MemberExpression¿¿5346¿¿¿¿{"start":{"line":321,"column":11},"end":{"line":321,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4271¿ThisExpression¿¿5346¿¿¿¿{"start":{"line":321,"column":11},"end":{"line":321,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ThisExpression
4272¿Identifier¿¿5346¿manage¿¿¿{"start":{"line":321,"column":16},"end":{"line":321,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4273¿Identifier¿¿5346¿v397¿¿¿¿¿Identifier
4274¿ReturnStatement¿¿5346¿¿¿¿{"start":{"line":321,"column":4},"end":{"line":321,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ReturnStatement
4275¿Identifier¿¿5346¿v398¿¿¿¿¿Identifier
4276¿BlockStatement¿¿5346¿¿¿¿{"start":{"line":320,"column":47},"end":{"line":322,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
4277¿ExpressionStatement¿¿5268¿¿¿¿{"start":{"line":320,"column":0},"end":{"line":322,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
4278¿AssignmentExpression¿=¿5268¿¿¿¿{"start":{"line":320,"column":0},"end":{"line":322,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
4279¿MemberExpression¿¿5268¿¿¿¿{"start":{"line":320,"column":0},"end":{"line":320,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4280¿Identifier¿¿5268¿VBoxManage¿¿¿{"start":{"line":320,"column":0},"end":{"line":320,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4281¿Identifier¿¿5268¿acpiPowerButton¿¿¿{"start":{"line":320,"column":11},"end":{"line":320,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4282¿Identifier¿¿5268¿v399¿¿¿¿¿Identifier
4283¿VariableDeclarator¿exported¿5268¿v402¿¿¿{"start":{"line":328,"column":0},"end":{"line":330,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4284¿FunctionExpression¿¿5268¿anon¿¿¿{"start":{"line":328,"column":29},"end":{"line":330,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿FunctionExpression
4285¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":328,"column":39},"end":{"line":328,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4286¿VariableDeclarator¿¿5348¿v400¿¿¿{"start":{"line":329,"column":23},"end":{"line":329,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4287¿ArrayExpression¿¿5348¿¿¿¿{"start":{"line":329,"column":23},"end":{"line":329,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrayExpression
4288¿Literal¿string¿5348¿¿'controlvm'¿¿{"start":{"line":329,"column":24},"end":{"line":329,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4289¿Identifier¿¿5348¿vmname¿¿¿{"start":{"line":329,"column":37},"end":{"line":329,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4290¿Literal¿string¿5348¿¿'acpisleepbutton'¿¿{"start":{"line":329,"column":45},"end":{"line":329,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4291¿VariableDeclarator¿¿5348¿v401¿¿¿{"start":{"line":329,"column":11},"end":{"line":329,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4292¿CallExpression¿¿5348¿¿¿¿{"start":{"line":329,"column":11},"end":{"line":329,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
4293¿MemberExpression¿¿5348¿¿¿¿{"start":{"line":329,"column":11},"end":{"line":329,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4294¿ThisExpression¿¿5348¿¿¿¿{"start":{"line":329,"column":11},"end":{"line":329,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ThisExpression
4295¿Identifier¿¿5348¿manage¿¿¿{"start":{"line":329,"column":16},"end":{"line":329,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4296¿Identifier¿¿5348¿v400¿¿¿¿¿Identifier
4297¿ReturnStatement¿¿5348¿¿¿¿{"start":{"line":329,"column":4},"end":{"line":329,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ReturnStatement
4298¿Identifier¿¿5348¿v401¿¿¿¿¿Identifier
4299¿BlockStatement¿¿5348¿¿¿¿{"start":{"line":328,"column":47},"end":{"line":330,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
4300¿ExpressionStatement¿¿5268¿¿¿¿{"start":{"line":328,"column":0},"end":{"line":330,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
4301¿AssignmentExpression¿=¿5268¿¿¿¿{"start":{"line":328,"column":0},"end":{"line":330,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
4302¿MemberExpression¿¿5268¿¿¿¿{"start":{"line":328,"column":0},"end":{"line":328,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4303¿Identifier¿¿5268¿VBoxManage¿¿¿{"start":{"line":328,"column":0},"end":{"line":328,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4304¿Identifier¿¿5268¿acpiSleepButton¿¿¿{"start":{"line":328,"column":11},"end":{"line":328,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4305¿Identifier¿¿5268¿v402¿¿¿¿¿Identifier
4306¿VariableDeclarator¿exported¿5268¿v408¿¿¿{"start":{"line":341,"column":0},"end":{"line":362,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4307¿FunctionExpression¿¿5268¿anon¿¿¿{"start":{"line":341,"column":22},"end":{"line":362,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿FunctionExpression
4308¿Identifier¿¿0¿vmname¿¿¿{"start":{"line":341,"column":32},"end":{"line":341,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4309¿Identifier¿¿0¿username¿¿¿{"start":{"line":341,"column":40},"end":{"line":341,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4310¿Identifier¿¿0¿password¿¿¿{"start":{"line":341,"column":50},"end":{"line":341,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4311¿Identifier¿¿0¿source¿¿¿{"start":{"line":341,"column":60},"end":{"line":341,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4312¿Identifier¿¿0¿dest¿¿¿{"start":{"line":341,"column":68},"end":{"line":341,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4313¿Identifier¿¿0¿recursive¿¿¿{"start":{"line":341,"column":74},"end":{"line":341,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4314¿VariableDeclarator¿¿5350¿args¿¿¿{"start":{"line":343,"column":8},"end":{"line":343,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4315¿ArrayExpression¿¿5350¿¿¿¿{"start":{"line":343,"column":15},"end":{"line":343,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrayExpression
4316¿Literal¿string¿5350¿¿'guestcontrol'¿¿{"start":{"line":343,"column":16},"end":{"line":343,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4317¿Identifier¿¿5350¿vmname¿¿¿{"start":{"line":343,"column":32},"end":{"line":343,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4318¿Literal¿string¿5350¿¿'copyto'¿¿{"start":{"line":343,"column":40},"end":{"line":343,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4319¿IfStatement¿¿5350¿¿¿¿{"start":{"line":345,"column":4},"end":{"line":347,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
4320¿Identifier¿¿5350¿username¿¿¿{"start":{"line":345,"column":8},"end":{"line":345,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4321¿VariableDeclarator¿¿5350¿v403¿¿¿{"start":{"line":346,"column":8},"end":{"line":346,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4322¿CallExpression¿¿5350¿¿¿¿{"start":{"line":346,"column":8},"end":{"line":346,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
4323¿MemberExpression¿¿5350¿¿¿¿{"start":{"line":346,"column":8},"end":{"line":346,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4324¿Identifier¿¿5350¿args¿¿¿{"start":{"line":346,"column":8},"end":{"line":346,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4325¿Identifier¿¿5350¿push¿¿¿{"start":{"line":346,"column":13},"end":{"line":346,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4326¿Literal¿string¿5350¿¿'--username'¿¿{"start":{"line":346,"column":18},"end":{"line":346,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
4327¿Identifier¿¿5350¿username¿¿¿{"start":{"line":346,"column":32},"end":{"line":346,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4328¿ExpressionStatement¿¿5350¿¿¿¿{"start":{"line":346,"column":8},"end":{"line":346,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
4329¿Identifier¿¿5350¿v403¿¿¿¿¿Identifier
4330¿BlockStatement¿¿5350¿¿¿¿{"start":{"line":345,"column":18},"end":{"line":347,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
4331¿IfStatement¿¿5350¿¿¿¿{"start":{"line":349,"column":4},"end":{"line":351,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
4332¿Identifier¿¿5350¿password¿¿¿{"start":{"line":349,"column":8},"end":{"line":349,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4333¿VariableDeclarator¿¿5350¿v404¿¿¿{"start":{"line":350,"column":8},"end":{"line":350,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
4334¿CallExpression¿¿5350¿¿¿¿{"start":{"line":350,"column":8},"end":{"line":350,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
4335¿MemberExpression¿¿5350¿¿¿¿{"start":{"line":350,"column":8},"end":{"line":350,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
4336¿Identifier¿¿5350¿args¿¿¿{"start":{"line":350,"column":8},"end":{"line":350,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4337¿Identifier¿¿5350¿push¿¿¿{"start":{"line":350,"column":13},"end":{"line":350,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
4338¿Literal¿string¿5350¿¿'--password'¿¿{"start":{"line":350,"column":18},"end":{"line":350,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
