Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
997¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Program
1235¿Identifier¿¿1718¿current¿¿¿{"start":{"line":49,"column":57},"end":{"line":49,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1236¿VariableDeclarator¿¿1718¿v116¿¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1237¿CallExpression¿¿1718¿¿¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1238¿MemberExpression¿¿1718¿¿¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1239¿Identifier¿¿1718¿result¿¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1240¿Identifier¿¿1718¿push¿¿¿{"start":{"line":49,"column":40},"end":{"line":49,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1241¿Identifier¿¿1718¿v115¿¿¿¿¿Identifier
1242¿ExpressionStatement¿¿1718¿¿¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1243¿Identifier¿¿1718¿v116¿¿¿¿¿Identifier
1244¿ExpressionStatement¿¿1718¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1245¿AssignmentExpression¿=¿1718¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿AssignmentExpression
1246¿Identifier¿¿1718¿v114¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1247¿BinaryExpression¿<¿1718¿¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BinaryExpression
1248¿Identifier¿¿1718¿v113¿¿¿¿¿Identifier
1249¿Identifier¿¿1718¿last¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1250¿BlockStatement¿¿1718¿¿¿¿¿¿BlockStatement
1251¿BlockStatement¿¿1718¿¿¿¿{"start":{"line":45,"column":58},"end":{"line":50,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1252¿ExpressionStatement¿¿1718¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1253¿AssignmentExpression¿=¿1718¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿AssignmentExpression
1254¿Identifier¿¿1718¿v102¿¿¿{"start":{"line":43,"column":4},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1255¿UpdateExpression¿¿1718¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UpdateExpression
1256¿Identifier¿¿1718¿i¿¿¿{"start":{"line":43,"column":35},"end":{"line":43,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1257¿BlockStatement¿¿1718¿¿¿¿{"start":{"line":43,"column":41},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1258¿BlockStatement¿¿1718¿¿¿¿{"start":{"line":41,"column":30},"end":{"line":52,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1259¿ReturnStatement¿¿1718¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1260¿Identifier¿¿1718¿result¿¿¿{"start":{"line":54,"column":9},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1261¿BlockStatement¿¿1718¿¿¿¿{"start":{"line":37,"column":23},"end":{"line":55,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1262¿VariableDeclarator¿¿1713¿pingServers¿¿¿{"start":{"line":60,"column":0},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1263¿FunctionExpression¿¿1713¿anon¿¿¿{"start":{"line":60,"column":0},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1264¿VariableDeclarator¿¿1724¿v117¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1265¿CallExpression¿¿1724¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1266¿MemberExpression¿¿1724¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1267¿Identifier¿¿1724¿servers¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1268¿Identifier¿¿1724¿map¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1269¿Identifier¿¿1724¿pingServer¿¿¿{"start":{"line":61,"column":33},"end":{"line":61,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1270¿VariableDeclarator¿¿1724¿v118¿¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1271¿CallExpression¿¿1724¿¿¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1272¿MemberExpression¿¿1724¿¿¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1273¿Identifier¿¿1724¿Promise¿¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1274¿Identifier¿¿1724¿all¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1275¿Identifier¿¿1724¿v117¿¿¿¿¿Identifier
1276¿ReturnStatement¿¿1724¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1277¿Identifier¿¿1724¿v118¿¿¿¿¿Identifier
1278¿BlockStatement¿¿1724¿¿¿¿{"start":{"line":60,"column":24},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1279¿VariableDeclarator¿¿1713¿pingServer¿¿¿{"start":{"line":67,"column":0},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1280¿FunctionExpression¿¿1713¿anon¿¿¿{"start":{"line":67,"column":0},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1281¿Identifier¿¿0¿address¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1282¿VariableDeclarator¿¿1726¿v124¿¿¿{"start":{"line":68,"column":21},"end":{"line":78,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1283¿FunctionExpression¿¿1726¿anon¿¿¿{"start":{"line":68,"column":21},"end":{"line":78,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1284¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1285¿VariableDeclarator¿¿1728¿socket¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1286¿NewExpression¿¿1728¿¿¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿NewExpression
1287¿MemberExpression¿¿1728¿¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1288¿Identifier¿¿1728¿net¿¿¿{"start":{"line":69,"column":21},"end":{"line":69,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1289¿Identifier¿¿1728¿Socket¿¿¿{"start":{"line":69,"column":25},"end":{"line":69,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1290¿VariableDeclarator¿¿1728¿v119¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1291¿CallExpression¿¿1728¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1292¿MemberExpression¿¿1728¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1293¿Identifier¿¿1728¿socket¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1294¿Identifier¿¿1728¿setTimeout¿¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1295¿Literal¿number¿1728¿¿1000¿¿{"start":{"line":70,"column":22},"end":{"line":70,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1296¿Identifier¿¿1728¿close¿¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1297¿ExpressionStatement¿¿1728¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1298¿Identifier¿¿1728¿v119¿¿¿¿¿Identifier
1299¿VariableDeclarator¿¿1728¿v120¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1300¿CallExpression¿¿1728¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1301¿MemberExpression¿¿1728¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1302¿Identifier¿¿1728¿socket¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1303¿Identifier¿¿1728¿connect¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1304¿Literal¿number¿1728¿¿80¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1305¿Identifier¿¿1728¿address¿¿¿{"start":{"line":71,"column":23},"end":{"line":71,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1306¿Identifier¿¿1728¿close¿¿¿{"start":{"line":71,"column":32},"end":{"line":71,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1307¿ExpressionStatement¿¿1728¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1308¿Identifier¿¿1728¿v120¿¿¿¿¿Identifier
1309¿VariableDeclarator¿¿1728¿v121¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1310¿CallExpression¿¿1728¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1311¿MemberExpression¿¿1728¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1312¿Identifier¿¿1728¿socket¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1313¿Identifier¿¿1728¿once¿¿¿{"start":{"line":72,"column":11},"end":{"line":72,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1314¿Literal¿string¿1728¿¿'error'¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1315¿Identifier¿¿1728¿close¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1316¿ExpressionStatement¿¿1728¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1317¿Identifier¿¿1728¿v121¿¿¿¿¿Identifier
1318¿VariableDeclarator¿¿1728¿close¿¿¿{"start":{"line":74,"column":4},"end":{"line":77,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1319¿FunctionExpression¿¿1728¿anon¿¿¿{"start":{"line":74,"column":4},"end":{"line":77,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1320¿VariableDeclarator¿¿1730¿v122¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1321¿CallExpression¿¿1730¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1322¿MemberExpression¿¿1730¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1323¿Identifier¿¿1730¿socket¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1324¿Identifier¿¿1730¿destroy¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1325¿ExpressionStatement¿¿1730¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1326¿Identifier¿¿1730¿v122¿¿¿¿¿Identifier
1327¿VariableDeclarator¿¿1730¿v123¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1328¿CallExpression¿¿1730¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1329¿Identifier¿¿1730¿resolve¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1330¿Identifier¿¿1730¿address¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1331¿ExpressionStatement¿¿1730¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ExpressionStatement
1332¿Identifier¿¿1730¿v123¿¿¿¿¿Identifier
1333¿BlockStatement¿¿1730¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":77,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1334¿BlockStatement¿¿1728¿¿¿¿{"start":{"line":68,"column":40},"end":{"line":78,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1335¿VariableDeclarator¿¿1726¿v125¿¿¿{"start":{"line":68,"column":9},"end":{"line":78,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1336¿NewExpression¿¿1726¿¿¿¿{"start":{"line":68,"column":9},"end":{"line":78,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿NewExpression
1337¿Identifier¿¿1726¿Promise¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1338¿Identifier¿¿1726¿v124¿¿¿¿¿Identifier
1339¿ReturnStatement¿¿1726¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":78,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1340¿Identifier¿¿1726¿v125¿¿¿¿¿Identifier
1341¿BlockStatement¿¿1726¿¿¿¿{"start":{"line":67,"column":30},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1342¿VariableDeclarator¿¿1713¿arpAll¿¿¿{"start":{"line":84,"column":0},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1343¿FunctionExpression¿¿1713¿anon¿¿¿{"start":{"line":84,"column":0},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1344¿VariableDeclarator¿¿1732¿v126¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1345¿CallExpression¿¿1732¿¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1346¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1347¿Identifier¿¿1732¿cp¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1348¿Identifier¿¿1732¿exec¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1349¿Literal¿string¿1732¿¿'arp -a'¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1350¿Identifier¿¿1732¿options¿¿¿{"start":{"line":85,"column":27},"end":{"line":85,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1351¿VariableDeclarator¿¿1732¿v127¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1352¿CallExpression¿¿1732¿¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
