Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
882¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":126,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Program
1122¿Identifier¿¿1570¿err¿¿¿{"start":{"line":49,"column":54},"end":{"line":49,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1123¿Identifier¿¿1570¿message¿¿¿{"start":{"line":49,"column":58},"end":{"line":49,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1124¿VariableDeclarator¿¿1570¿v121¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1125¿CallExpression¿¿1570¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1126¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1127¿Identifier¿¿1570¿console¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1128¿Identifier¿¿1570¿error¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1129¿Literal¿string¿1570¿¿'[API] Error reading directory:'¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1130¿Identifier¿¿1570¿v120¿¿¿¿¿Identifier
1131¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1132¿Identifier¿¿1570¿v121¿¿¿¿¿Identifier
1133¿VariableDeclarator¿¿1570¿v122¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1134¿CallExpression¿¿1570¿¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1135¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1136¿Identifier¿¿1570¿res¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1137¿Identifier¿¿1570¿status¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1138¿Literal¿number¿1570¿¿500¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1139¿VariableDeclarator¿¿1570¿v123¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1140¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1141¿Identifier¿¿1570¿err¿¿¿{"start":{"line":52,"column":17},"end":{"line":52,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1142¿Identifier¿¿1570¿message¿¿¿{"start":{"line":52,"column":21},"end":{"line":52,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1143¿VariableDeclarator¿¿1570¿v124¿¿¿{"start":{"line":50,"column":34},"end":{"line":53,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1144¿ObjectExpression¿¿1570¿¿¿¿{"start":{"line":50,"column":34},"end":{"line":53,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ObjectExpression
1145¿Property¿¿1570¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1146¿Identifier¿¿1570¿error¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1147¿Literal¿string¿1570¿¿'Cannot read directory'¿¿{"start":{"line":51,"column":15},"end":{"line":51,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1148¿Property¿¿1570¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1149¿Identifier¿¿1570¿details¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1150¿Identifier¿¿1570¿v123¿¿¿¿¿Identifier
1151¿VariableDeclarator¿¿1570¿v125¿¿¿{"start":{"line":50,"column":13},"end":{"line":53,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1152¿CallExpression¿¿1570¿¿¿¿{"start":{"line":50,"column":13},"end":{"line":53,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1153¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1154¿Identifier¿¿1570¿v122¿¿¿¿¿Identifier
1155¿Identifier¿¿1570¿json¿¿¿{"start":{"line":50,"column":29},"end":{"line":50,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1156¿Identifier¿¿1570¿v124¿¿¿¿¿Identifier
1157¿ReturnStatement¿¿1570¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":53,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ReturnStatement
1158¿Identifier¿¿1570¿v125¿¿¿¿¿Identifier
1159¿BlockStatement¿¿1570¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":54,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1160¿VariableDeclarator¿¿1570¿files¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1161¿ArrayExpression¿¿1570¿¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ArrayExpression
1162¿VariableDeclarator¿¿1570¿directories¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1163¿ArrayExpression¿¿1570¿¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ArrayExpression
1164¿VariableDeclarator¿¿1570¿baseReal¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1165¿CallExpression¿¿1570¿¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1166¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1167¿Identifier¿¿1570¿fs¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1168¿Identifier¿¿1570¿realpathSync¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1169¿Identifier¿¿1570¿BASE_DIR¿¿¿{"start":{"line":60,"column":37},"end":{"line":60,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1170¿VariableDeclarator¿¿1570¿hereReal¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1171¿CallExpression¿¿1570¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1172¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1173¿Identifier¿¿1570¿fs¿¿¿{"start":{"line":61,"column":21},"end":{"line":61,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1174¿Identifier¿¿1570¿realpathSync¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1175¿Identifier¿¿1570¿targetDir¿¿¿{"start":{"line":61,"column":37},"end":{"line":61,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1176¿VariableDeclarator¿¿1570¿v126¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1177¿BinaryExpression¿!==¿1570¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BinaryExpression
1178¿Identifier¿¿1570¿hereReal¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1179¿Identifier¿¿1570¿baseReal¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1180¿IfStatement¿¿1570¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":73,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1181¿Identifier¿¿1570¿v126¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1570¿parent¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1183¿CallExpression¿¿1570¿¿¿¿{"start":{"line":63,"column":21},"end":{"line":63,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1184¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":63,"column":21},"end":{"line":63,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1185¿Identifier¿¿1570¿path¿¿¿{"start":{"line":63,"column":21},"end":{"line":63,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1186¿Identifier¿¿1570¿dirname¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1187¿Identifier¿¿1570¿hereReal¿¿¿{"start":{"line":63,"column":34},"end":{"line":63,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1570¿v127¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1189¿CallExpression¿¿1570¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1190¿Identifier¿¿1570¿safeInsideBase¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1191¿Identifier¿¿1570¿parent¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1192¿IfStatement¿¿1570¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":72,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1193¿Identifier¿¿1570¿v127¿¿¿¿¿Identifier
1194¿VariableDeclarator¿¿1570¿v128¿¿¿{"start":{"line":66,"column":25},"end":{"line":71,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1195¿ObjectExpression¿¿1570¿¿¿¿{"start":{"line":66,"column":25},"end":{"line":71,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ObjectExpression
1196¿Property¿¿1570¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1197¿Identifier¿¿1570¿name¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1198¿Literal¿string¿1570¿¿'..'¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1199¿Property¿¿1570¿¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1200¿Identifier¿¿1570¿path¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1201¿Identifier¿¿1570¿parent¿¿¿{"start":{"line":68,"column":16},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1202¿Property¿¿1570¿¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1203¿Identifier¿¿1570¿type¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1204¿Literal¿string¿1570¿¿'directory'¿¿{"start":{"line":69,"column":16},"end":{"line":69,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1205¿Property¿¿1570¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1206¿Identifier¿¿1570¿isParent¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1207¿Literal¿boolean¿1570¿¿true¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1208¿VariableDeclarator¿¿1570¿v129¿¿¿{"start":{"line":66,"column":8},"end":{"line":71,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1209¿CallExpression¿¿1570¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":71,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1210¿MemberExpression¿¿1570¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1211¿Identifier¿¿1570¿directories¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1212¿Identifier¿¿1570¿push¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1213¿Identifier¿¿1570¿v128¿¿¿¿¿Identifier
1214¿ExpressionStatement¿¿1570¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":71,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1215¿Identifier¿¿1570¿v129¿¿¿¿¿Identifier
1216¿BlockStatement¿¿1570¿¿¿¿{"start":{"line":65,"column":34},"end":{"line":72,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1217¿BlockStatement¿¿1570¿¿¿¿{"start":{"line":62,"column":31},"end":{"line":73,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1218¿VariableDeclarator¿¿1570¿v154¿¿¿{"start":{"line":75,"column":20},"end":{"line":106,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1219¿ArrowFunctionExpression¿¿1570¿¿¿¿{"start":{"line":75,"column":20},"end":{"line":106,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ArrowFunctionExpression
1220¿Identifier¿¿0¿entry¿¿¿{"start":{"line":75,"column":20},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1221¿TryStatement¿¿1575¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":105,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿TryStatement
1222¿VariableDeclarator¿¿1575¿v130¿¿¿{"start":{"line":77,"column":47},"end":{"line":77,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1223¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":77,"column":47},"end":{"line":77,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1224¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":77,"column":47},"end":{"line":77,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1225¿Identifier¿¿1575¿name¿¿¿{"start":{"line":77,"column":53},"end":{"line":77,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1226¿VariableDeclarator¿¿1575¿entryPath¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1227¿CallExpression¿¿1575¿¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1228¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1229¿Identifier¿¿1575¿path¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1230¿Identifier¿¿1575¿join¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1231¿Identifier¿¿1575¿targetDir¿¿¿{"start":{"line":77,"column":36},"end":{"line":77,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1232¿Identifier¿¿1575¿v130¿¿¿¿¿Identifier
1233¿VariableDeclarator¿¿1575¿v131¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1234¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1235¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1236¿Identifier¿¿1575¿name¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1237¿VariableDeclarator¿¿1575¿v132¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1238¿CallExpression¿¿1575¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
