Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5201¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":617,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Program
7933¿MemberExpression¿¿9164¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
7934¿Identifier¿¿9164¿LOPManager¿¿¿{"start":{"line":9,"column":6},"end":{"line":9,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7935¿Identifier¿¿9164¿escapeTemplate¿¿¿{"start":{"line":416,"column":2},"end":{"line":416,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7936¿Identifier¿¿9164¿escapeTemplate¿¿¿{"start":{"line":416,"column":2},"end":{"line":416,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7937¿VariableDeclarator¿¿9164¿validatePath¿¿¿{"start":{"line":9,"column":0},"end":{"line":615,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7938¿FunctionExpression¿¿9164¿validatePath¿¿¿{"start":{"line":435,"column":14},"end":{"line":462,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿FunctionExpression
7939¿Identifier¿¿0¿filePath¿¿¿{"start":{"line":435,"column":15},"end":{"line":435,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7940¿Identifier¿¿0¿allowedBasePath¿¿¿{"start":{"line":435,"column":25},"end":{"line":435,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7941¿VariableDeclarator¿¿9254¿v851¿¿¿{"start":{"line":436,"column":8},"end":{"line":436,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7942¿UnaryExpression¿!¿9254¿¿¿¿{"start":{"line":436,"column":8},"end":{"line":436,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿UnaryExpression
7943¿Identifier¿¿9254¿filePath¿¿¿{"start":{"line":436,"column":9},"end":{"line":436,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7944¿VariableDeclarator¿¿9254¿v852¿¿¿{"start":{"line":436,"column":21},"end":{"line":436,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7945¿UnaryExpression¿typeof¿9254¿¿¿¿{"start":{"line":436,"column":21},"end":{"line":436,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿UnaryExpression
7946¿Identifier¿¿9254¿filePath¿¿¿{"start":{"line":436,"column":28},"end":{"line":436,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7947¿VariableDeclarator¿¿9254¿v853¿¿¿{"start":{"line":436,"column":21},"end":{"line":436,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7948¿BinaryExpression¿!==¿9254¿¿¿¿{"start":{"line":436,"column":21},"end":{"line":436,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BinaryExpression
7949¿Identifier¿¿9254¿v852¿¿¿¿¿Identifier
7950¿Literal¿string¿9254¿¿'string'¿¿{"start":{"line":436,"column":41},"end":{"line":436,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
7951¿VariableDeclarator¿¿9254¿v854¿¿¿{"start":{"line":436,"column":8},"end":{"line":436,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7952¿LogicalExpression¿||¿9254¿¿¿¿{"start":{"line":436,"column":8},"end":{"line":436,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿LogicalExpression
7953¿Identifier¿¿9254¿v851¿¿¿¿¿Identifier
7954¿Identifier¿¿9254¿v853¿¿¿¿¿Identifier
7955¿IfStatement¿¿9254¿¿¿¿{"start":{"line":436,"column":4},"end":{"line":438,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
7956¿Identifier¿¿9254¿v854¿¿¿¿¿Identifier
7957¿VariableDeclarator¿¿9254¿v855¿¿¿{"start":{"line":437,"column":12},"end":{"line":437,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7958¿NewExpression¿¿9254¿¿¿¿{"start":{"line":437,"column":12},"end":{"line":437,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿NewExpression
7959¿Identifier¿¿9254¿Error¿¿¿{"start":{"line":437,"column":16},"end":{"line":437,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7960¿Literal¿string¿9254¿¿'Invalid file path provided'¿¿{"start":{"line":437,"column":22},"end":{"line":437,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
7961¿ThrowStatement¿¿9254¿¿¿¿{"start":{"line":437,"column":6},"end":{"line":437,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThrowStatement
7962¿Identifier¿¿9254¿v855¿¿¿¿¿Identifier
7963¿BlockStatement¿¿9254¿¿¿¿{"start":{"line":436,"column":51},"end":{"line":438,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
7964¿VariableDeclarator¿¿9254¿normalizedPath¿¿¿{"start":{"line":441,"column":10},"end":{"line":441,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7965¿CallExpression¿¿9254¿¿¿¿{"start":{"line":441,"column":27},"end":{"line":441,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
7966¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":441,"column":27},"end":{"line":441,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
7967¿Identifier¿¿9254¿path¿¿¿{"start":{"line":441,"column":27},"end":{"line":441,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7968¿Identifier¿¿9254¿normalize¿¿¿{"start":{"line":441,"column":32},"end":{"line":441,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7969¿Identifier¿¿9254¿filePath¿¿¿{"start":{"line":441,"column":42},"end":{"line":441,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7970¿VariableDeclarator¿¿9254¿v856¿¿¿{"start":{"line":442,"column":38},"end":{"line":442,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7971¿CallExpression¿¿9254¿¿¿¿{"start":{"line":442,"column":38},"end":{"line":442,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
7972¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":442,"column":38},"end":{"line":442,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
7973¿Identifier¿¿9254¿process¿¿¿{"start":{"line":442,"column":38},"end":{"line":442,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7974¿Identifier¿¿9254¿cwd¿¿¿{"start":{"line":442,"column":46},"end":{"line":442,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7975¿VariableDeclarator¿¿9254¿resolvedPath¿¿¿{"start":{"line":442,"column":10},"end":{"line":442,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7976¿CallExpression¿¿9254¿¿¿¿{"start":{"line":442,"column":25},"end":{"line":442,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
7977¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":442,"column":25},"end":{"line":442,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
7978¿Identifier¿¿9254¿path¿¿¿{"start":{"line":442,"column":25},"end":{"line":442,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7979¿Identifier¿¿9254¿resolve¿¿¿{"start":{"line":442,"column":30},"end":{"line":442,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7980¿Identifier¿¿9254¿v856¿¿¿¿¿Identifier
7981¿Identifier¿¿9254¿normalizedPath¿¿¿{"start":{"line":442,"column":53},"end":{"line":442,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7982¿VariableDeclarator¿¿9254¿v857¿¿¿{"start":{"line":443,"column":42},"end":{"line":443,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7983¿CallExpression¿¿9254¿¿¿¿{"start":{"line":443,"column":42},"end":{"line":443,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
7984¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":443,"column":42},"end":{"line":443,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
7985¿Identifier¿¿9254¿process¿¿¿{"start":{"line":443,"column":42},"end":{"line":443,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7986¿Identifier¿¿9254¿cwd¿¿¿{"start":{"line":443,"column":50},"end":{"line":443,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7987¿VariableDeclarator¿¿9254¿resolvedBasePath¿¿¿{"start":{"line":443,"column":10},"end":{"line":443,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7988¿CallExpression¿¿9254¿¿¿¿{"start":{"line":443,"column":29},"end":{"line":443,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
7989¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":443,"column":29},"end":{"line":443,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
7990¿Identifier¿¿9254¿path¿¿¿{"start":{"line":443,"column":29},"end":{"line":443,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7991¿Identifier¿¿9254¿resolve¿¿¿{"start":{"line":443,"column":34},"end":{"line":443,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7992¿Identifier¿¿9254¿v857¿¿¿¿¿Identifier
7993¿Identifier¿¿9254¿allowedBasePath¿¿¿{"start":{"line":443,"column":57},"end":{"line":443,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7994¿VariableDeclarator¿¿9254¿v858¿¿¿{"start":{"line":446,"column":52},"end":{"line":446,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7995¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":446,"column":52},"end":{"line":446,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
7996¿Identifier¿¿9254¿path¿¿¿{"start":{"line":446,"column":52},"end":{"line":446,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7997¿Identifier¿¿9254¿sep¿¿¿{"start":{"line":446,"column":57},"end":{"line":446,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
7998¿VariableDeclarator¿¿9254¿v859¿¿¿{"start":{"line":446,"column":33},"end":{"line":446,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
7999¿BinaryExpression¿+¿9254¿¿¿¿{"start":{"line":446,"column":33},"end":{"line":446,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BinaryExpression
8000¿Identifier¿¿9254¿resolvedBasePath¿¿¿{"start":{"line":446,"column":33},"end":{"line":446,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8001¿Identifier¿¿9254¿v858¿¿¿¿¿Identifier
8002¿VariableDeclarator¿¿9254¿v860¿¿¿{"start":{"line":446,"column":9},"end":{"line":446,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8003¿CallExpression¿¿9254¿¿¿¿{"start":{"line":446,"column":9},"end":{"line":446,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8004¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":446,"column":9},"end":{"line":446,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8005¿Identifier¿¿9254¿resolvedPath¿¿¿{"start":{"line":446,"column":9},"end":{"line":446,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8006¿Identifier¿¿9254¿startsWith¿¿¿{"start":{"line":446,"column":22},"end":{"line":446,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8007¿Identifier¿¿9254¿v859¿¿¿¿¿Identifier
8008¿VariableDeclarator¿¿9254¿v861¿¿¿{"start":{"line":446,"column":8},"end":{"line":446,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8009¿UnaryExpression¿!¿9254¿¿¿¿{"start":{"line":446,"column":8},"end":{"line":446,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿UnaryExpression
8010¿Identifier¿¿9254¿v860¿¿¿¿¿Identifier
8011¿VariableDeclarator¿¿9254¿v862¿¿¿{"start":{"line":446,"column":65},"end":{"line":446,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8012¿BinaryExpression¿!==¿9254¿¿¿¿{"start":{"line":446,"column":65},"end":{"line":446,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BinaryExpression
8013¿Identifier¿¿9254¿resolvedPath¿¿¿{"start":{"line":446,"column":65},"end":{"line":446,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8014¿Identifier¿¿9254¿resolvedBasePath¿¿¿{"start":{"line":446,"column":82},"end":{"line":446,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8015¿VariableDeclarator¿¿9254¿v863¿¿¿{"start":{"line":446,"column":8},"end":{"line":446,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8016¿LogicalExpression¿&&¿9254¿¿¿¿{"start":{"line":446,"column":8},"end":{"line":446,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿LogicalExpression
8017¿Identifier¿¿9254¿v861¿¿¿¿¿Identifier
8018¿Identifier¿¿9254¿v862¿¿¿¿¿Identifier
8019¿IfStatement¿¿9254¿¿¿¿{"start":{"line":446,"column":4},"end":{"line":448,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
8020¿Identifier¿¿9254¿v863¿¿¿¿¿Identifier
8021¿VariableDeclarator¿¿9254¿v864¿¿¿{"start":{"line":447,"column":12},"end":{"line":447,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8022¿NewExpression¿¿9254¿¿¿¿{"start":{"line":447,"column":12},"end":{"line":447,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿NewExpression
8023¿Identifier¿¿9254¿Error¿¿¿{"start":{"line":447,"column":16},"end":{"line":447,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8024¿TemplateLiteral¿¿9254¿¿¿¿{"start":{"line":447,"column":22},"end":{"line":447,"column":108},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TemplateLiteral
8025¿Identifier¿¿9254¿filePath¿¿¿{"start":{"line":447,"column":50},"end":{"line":447,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8026¿Identifier¿¿9254¿allowedBasePath¿¿¿{"start":{"line":447,"column":91},"end":{"line":447,"column":106},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8027¿ThrowStatement¿¿9254¿¿¿¿{"start":{"line":447,"column":6},"end":{"line":447,"column":110},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThrowStatement
8028¿Identifier¿¿9254¿v864¿¿¿¿¿Identifier
8029¿BlockStatement¿¿9254¿¿¿¿{"start":{"line":446,"column":100},"end":{"line":448,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
8030¿VariableDeclarator¿¿9254¿v865¿¿¿{"start":{"line":451,"column":8},"end":{"line":451,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8031¿CallExpression¿¿9254¿¿¿¿{"start":{"line":451,"column":8},"end":{"line":451,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8032¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":451,"column":8},"end":{"line":451,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8033¿Identifier¿¿9254¿normalizedPath¿¿¿{"start":{"line":451,"column":8},"end":{"line":451,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8034¿Identifier¿¿9254¿includes¿¿¿{"start":{"line":451,"column":23},"end":{"line":451,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8035¿Literal¿string¿9254¿¿'..'¿¿{"start":{"line":451,"column":32},"end":{"line":451,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8036¿VariableDeclarator¿¿9254¿v866¿¿¿{"start":{"line":451,"column":41},"end":{"line":451,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8037¿CallExpression¿¿9254¿¿¿¿{"start":{"line":451,"column":41},"end":{"line":451,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8038¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":451,"column":41},"end":{"line":451,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8039¿Identifier¿¿9254¿normalizedPath¿¿¿{"start":{"line":451,"column":41},"end":{"line":451,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8040¿Identifier¿¿9254¿includes¿¿¿{"start":{"line":451,"column":56},"end":{"line":451,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8041¿Literal¿string¿9254¿¿'~'¿¿{"start":{"line":451,"column":65},"end":{"line":451,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8042¿VariableDeclarator¿¿9254¿v867¿¿¿{"start":{"line":451,"column":8},"end":{"line":451,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8043¿LogicalExpression¿||¿9254¿¿¿¿{"start":{"line":451,"column":8},"end":{"line":451,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿LogicalExpression
8044¿Identifier¿¿9254¿v865¿¿¿¿¿Identifier
8045¿Identifier¿¿9254¿v866¿¿¿¿¿Identifier
8046¿IfStatement¿¿9254¿¿¿¿{"start":{"line":451,"column":4},"end":{"line":453,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
8047¿Identifier¿¿9254¿v867¿¿¿¿¿Identifier
8048¿VariableDeclarator¿¿9254¿v868¿¿¿{"start":{"line":452,"column":12},"end":{"line":452,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8049¿NewExpression¿¿9254¿¿¿¿{"start":{"line":452,"column":12},"end":{"line":452,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿NewExpression
8050¿Identifier¿¿9254¿Error¿¿¿{"start":{"line":452,"column":16},"end":{"line":452,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8051¿TemplateLiteral¿¿9254¿¿¿¿{"start":{"line":452,"column":22},"end":{"line":452,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TemplateLiteral
8052¿Identifier¿¿9254¿filePath¿¿¿{"start":{"line":452,"column":58},"end":{"line":452,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8053¿ThrowStatement¿¿9254¿¿¿¿{"start":{"line":452,"column":6},"end":{"line":452,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThrowStatement
8054¿Identifier¿¿9254¿v868¿¿¿¿¿Identifier
8055¿BlockStatement¿¿9254¿¿¿¿{"start":{"line":451,"column":71},"end":{"line":453,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
8056¿VariableDeclarator¿¿9254¿filename¿¿¿{"start":{"line":456,"column":10},"end":{"line":456,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8057¿CallExpression¿¿9254¿¿¿¿{"start":{"line":456,"column":21},"end":{"line":456,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8058¿MemberExpression¿¿9254¿¿¿¿{"start":{"line":456,"column":21},"end":{"line":456,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
