Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
843¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":195,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Program
1097¿Identifier¿¿1473¿map¿¿¿{"start":{"line":100,"column":25},"end":{"line":100,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1098¿Identifier¿¿1473¿v82¿¿¿¿¿Identifier
1099¿VariableDeclarator¿¿1473¿v83¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1100¿ObjectExpression¿¿1473¿¿¿¿{"start":{"line":102,"column":17},"end":{"line":102,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ObjectExpression
1101¿Property¿¿1473¿¿¿¿{"start":{"line":102,"column":19},"end":{"line":102,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1102¿Identifier¿¿1473¿name¿¿¿{"start":{"line":102,"column":19},"end":{"line":102,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1103¿Literal¿string¿1473¿¿'commonName'¿¿{"start":{"line":102,"column":25},"end":{"line":102,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1104¿Property¿¿1473¿¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1105¿Identifier¿¿1473¿value¿¿¿{"start":{"line":102,"column":39},"end":{"line":102,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1106¿Literal¿string¿1473¿¿'pilothouse.dev'¿¿{"start":{"line":102,"column":46},"end":{"line":102,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1107¿VariableDeclarator¿¿1473¿attrs¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1108¿ArrayExpression¿¿1473¿¿¿¿{"start":{"line":102,"column":16},"end":{"line":102,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ArrayExpression
1109¿Identifier¿¿1473¿v83¿¿¿¿¿Identifier
1110¿VariableDeclarator¿¿1473¿v84¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1111¿ObjectExpression¿¿1473¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ObjectExpression
1112¿Property¿¿1473¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1113¿Identifier¿¿1473¿name¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1114¿Literal¿string¿1473¿¿'basicConstraints'¿¿{"start":{"line":108,"column":14},"end":{"line":108,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1115¿Property¿¿1473¿¿¿¿{"start":{"line":108,"column":34},"end":{"line":108,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1116¿Identifier¿¿1473¿cA¿¿¿{"start":{"line":108,"column":34},"end":{"line":108,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1117¿Literal¿boolean¿1473¿¿true¿¿{"start":{"line":108,"column":38},"end":{"line":108,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1118¿VariableDeclarator¿¿1473¿v85¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1119¿ObjectExpression¿¿1473¿¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ObjectExpression
1120¿Property¿¿1473¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1121¿Identifier¿¿1473¿name¿¿¿{"start":{"line":109,"column":8},"end":{"line":109,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1122¿Literal¿string¿1473¿¿'subjectAltName'¿¿{"start":{"line":109,"column":14},"end":{"line":109,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1123¿Property¿¿1473¿¿¿¿{"start":{"line":109,"column":32},"end":{"line":109,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1124¿Identifier¿¿1473¿altNames¿¿¿{"start":{"line":109,"column":32},"end":{"line":109,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1125¿Identifier¿¿1473¿altNames¿¿¿{"start":{"line":109,"column":42},"end":{"line":109,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1126¿VariableDeclarator¿¿1473¿v86¿¿¿{"start":{"line":107,"column":16},"end":{"line":110,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1127¿ArrayExpression¿¿1473¿¿¿¿{"start":{"line":107,"column":16},"end":{"line":110,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ArrayExpression
1128¿Identifier¿¿1473¿v84¿¿¿¿¿Identifier
1129¿Identifier¿¿1473¿v85¿¿¿¿¿Identifier
1130¿VariableDeclarator¿¿1473¿options¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1131¿ObjectExpression¿¿1473¿¿¿¿¿¿ObjectExpression
1132¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1133¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1134¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1135¿Identifier¿¿1473¿options¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1136¿Identifier¿¿1473¿algorithm¿¿¿{"start":{"line":105,"column":4},"end":{"line":105,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1137¿Literal¿string¿1473¿¿'sha256'¿¿{"start":{"line":105,"column":15},"end":{"line":105,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1138¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1139¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1140¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1141¿Identifier¿¿1473¿options¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1142¿Identifier¿¿1473¿days¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1143¿Literal¿number¿1473¿¿3650¿¿{"start":{"line":106,"column":10},"end":{"line":106,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1144¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1145¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1146¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1147¿Identifier¿¿1473¿options¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1148¿Identifier¿¿1473¿extensions¿¿¿{"start":{"line":107,"column":4},"end":{"line":107,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1149¿Identifier¿¿1473¿v86¿¿¿¿¿Identifier
1150¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1151¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1152¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":104,"column":8},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1153¿Identifier¿¿1473¿options¿¿¿{"start":{"line":104,"column":8},"end":{"line":104,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1154¿Identifier¿¿1473¿keySize¿¿¿{"start":{"line":111,"column":4},"end":{"line":111,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1155¿Literal¿number¿1473¿¿2048¿¿{"start":{"line":111,"column":13},"end":{"line":111,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1156¿VariableDeclarator¿¿1473¿pems¿¿¿{"start":{"line":114,"column":8},"end":{"line":114,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1157¿CallExpression¿¿1473¿¿¿¿{"start":{"line":114,"column":15},"end":{"line":114,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1158¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":114,"column":15},"end":{"line":114,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1159¿Identifier¿¿1473¿selfsigned¿¿¿{"start":{"line":114,"column":15},"end":{"line":114,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1160¿Identifier¿¿1473¿generate¿¿¿{"start":{"line":114,"column":26},"end":{"line":114,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1161¿Identifier¿¿1473¿attrs¿¿¿{"start":{"line":114,"column":35},"end":{"line":114,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1162¿Identifier¿¿1473¿options¿¿¿{"start":{"line":114,"column":42},"end":{"line":114,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1163¿VariableDeclarator¿¿1473¿v87¿¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1164¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1165¿Identifier¿¿1473¿environment¿¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1166¿Identifier¿¿1473¿httpsCertificateCertPath¿¿¿{"start":{"line":116,"column":31},"end":{"line":116,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1167¿VariableDeclarator¿¿1473¿v88¿¿¿{"start":{"line":116,"column":57},"end":{"line":116,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1168¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":116,"column":57},"end":{"line":116,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1169¿Identifier¿¿1473¿pems¿¿¿{"start":{"line":116,"column":57},"end":{"line":116,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1170¿Identifier¿¿1473¿cert¿¿¿{"start":{"line":116,"column":62},"end":{"line":116,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1473¿v89¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1172¿CallExpression¿¿1473¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1173¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1174¿Identifier¿¿1473¿fs¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1175¿Identifier¿¿1473¿writeFileSync¿¿¿{"start":{"line":116,"column":5},"end":{"line":116,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1176¿Identifier¿¿1473¿v87¿¿¿¿¿Identifier
1177¿Identifier¿¿1473¿v88¿¿¿¿¿Identifier
1178¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":116,"column":2},"end":{"line":116,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1179¿Identifier¿¿1473¿v89¿¿¿¿¿Identifier
1180¿VariableDeclarator¿¿1473¿v90¿¿¿{"start":{"line":117,"column":19},"end":{"line":117,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1181¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":117,"column":19},"end":{"line":117,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1182¿Identifier¿¿1473¿environment¿¿¿{"start":{"line":117,"column":19},"end":{"line":117,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1183¿Identifier¿¿1473¿httpsCertificateKeyPath¿¿¿{"start":{"line":117,"column":31},"end":{"line":117,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1184¿VariableDeclarator¿¿1473¿v91¿¿¿{"start":{"line":117,"column":56},"end":{"line":117,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1185¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":117,"column":56},"end":{"line":117,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1186¿Identifier¿¿1473¿pems¿¿¿{"start":{"line":117,"column":56},"end":{"line":117,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1187¿Identifier¿¿1473¿private¿¿¿{"start":{"line":117,"column":61},"end":{"line":117,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1473¿v92¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1189¿CallExpression¿¿1473¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1190¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1191¿Identifier¿¿1473¿fs¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1192¿Identifier¿¿1473¿writeFileSync¿¿¿{"start":{"line":117,"column":5},"end":{"line":117,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1193¿Identifier¿¿1473¿v90¿¿¿¿¿Identifier
1194¿Identifier¿¿1473¿v91¿¿¿¿¿Identifier
1195¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":117,"column":2},"end":{"line":117,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1196¿Identifier¿¿1473¿v92¿¿¿¿¿Identifier
1197¿VariableDeclarator¿¿1473¿v93¿¿¿{"start":{"line":119,"column":15},"end":{"line":119,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1198¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":119,"column":15},"end":{"line":119,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1199¿Identifier¿¿1473¿environment¿¿¿{"start":{"line":119,"column":15},"end":{"line":119,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1200¿Identifier¿¿1473¿appHomeDirectory¿¿¿{"start":{"line":119,"column":27},"end":{"line":119,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1201¿VariableDeclarator¿¿1473¿v94¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1202¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1203¿Identifier¿¿1473¿environment¿¿¿{"start":{"line":125,"column":4},"end":{"line":125,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1204¿Identifier¿¿1473¿httpsCertificateCertPath¿¿¿{"start":{"line":125,"column":16},"end":{"line":125,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1205¿VariableDeclarator¿¿1473¿v95¿¿¿{"start":{"line":119,"column":53},"end":{"line":126,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1206¿ArrayExpression¿¿1473¿¿¿¿{"start":{"line":119,"column":53},"end":{"line":126,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ArrayExpression
1207¿Literal¿string¿1473¿¿'security'¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1208¿Literal¿string¿1473¿¿'add-trusted-cert'¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1209¿Literal¿string¿1473¿¿'-d'¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1210¿Literal¿string¿1473¿¿'-r'¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1211¿Literal¿string¿1473¿¿'trustRoot'¿¿{"start":{"line":123,"column":10},"end":{"line":123,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1212¿Literal¿string¿1473¿¿'-k'¿¿{"start":{"line":124,"column":4},"end":{"line":124,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1213¿Literal¿string¿1473¿¿'/Library/Keychains/System.keychain'¿¿{"start":{"line":124,"column":10},"end":{"line":124,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1214¿Identifier¿¿1473¿v94¿¿¿¿¿Identifier
1215¿VariableDeclarator¿¿1473¿v96¿¿¿{"start":{"line":119,"column":2},"end":{"line":126,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1216¿CallExpression¿¿1473¿¿¿¿{"start":{"line":119,"column":2},"end":{"line":126,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1217¿Identifier¿¿1473¿shellCommand¿¿¿{"start":{"line":119,"column":2},"end":{"line":119,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1218¿Identifier¿¿1473¿v93¿¿¿¿¿Identifier
1219¿Literal¿string¿1473¿¿'sudo'¿¿{"start":{"line":119,"column":45},"end":{"line":119,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1220¿Identifier¿¿1473¿v95¿¿¿¿¿Identifier
1221¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":119,"column":2},"end":{"line":126,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1222¿Identifier¿¿1473¿v96¿¿¿¿¿Identifier
1223¿BlockStatement¿¿1473¿¿¿¿{"start":{"line":90,"column":48},"end":{"line":127,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BlockStatement
