Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
810¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":107,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Program
1045¿Identifier¿¿1419¿error¿¿¿{"start":{"line":42,"column":12},"end":{"line":42,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1046¿VariableDeclarator¿¿1419¿v114¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1047¿CallExpression¿¿1419¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1048¿MemberExpression¿¿1419¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1049¿Identifier¿¿1419¿console¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1050¿Identifier¿¿1419¿error¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1051¿Identifier¿¿1419¿error¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1052¿ExpressionStatement¿¿1419¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1053¿Identifier¿¿1419¿v114¿¿¿¿¿Identifier
1054¿ReturnStatement¿¿1419¿¿¿¿{"start":{"line":44,"column":12},"end":{"line":44,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ReturnStatement
1055¿BlockStatement¿¿1419¿¿¿¿{"start":{"line":42,"column":19},"end":{"line":45,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1056¿VariableDeclarator¿¿1419¿v115¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1057¿TemplateLiteral¿¿1419¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1058¿Identifier¿¿1419¿resolved_path¿¿¿{"start":{"line":46,"column":39},"end":{"line":46,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1059¿VariableDeclarator¿¿1419¿v116¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1060¿CallExpression¿¿1419¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1061¿MemberExpression¿¿1419¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1062¿Identifier¿¿1419¿console¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1063¿Identifier¿¿1419¿log¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1064¿Identifier¿¿1419¿v115¿¿¿¿¿Identifier
1065¿ExpressionStatement¿¿1419¿¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1066¿Identifier¿¿1419¿v116¿¿¿¿¿Identifier
1067¿VariableDeclarator¿¿1419¿v117¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1068¿CallExpression¿¿1419¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1069¿MemberExpression¿¿1419¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1070¿Identifier¿¿1419¿resolved_path¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1071¿Identifier¿¿1419¿startsWith¿¿¿{"start":{"line":47,"column":26},"end":{"line":47,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1072¿Identifier¿¿1419¿__dirname¿¿¿{"start":{"line":47,"column":37},"end":{"line":47,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1073¿IfStatement¿¿1419¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿IfStatement
1074¿Identifier¿¿1419¿v117¿¿¿¿¿Identifier
1075¿VariableDeclarator¿¿1419¿v120¿¿¿{"start":{"line":48,"column":39},"end":{"line":54,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1076¿ArrowFunctionExpression¿¿1419¿¿¿¿{"start":{"line":48,"column":39},"end":{"line":54,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ArrowFunctionExpression
1077¿Identifier¿¿0¿error¿¿¿{"start":{"line":48,"column":40},"end":{"line":48,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1078¿Identifier¿¿0¿data¿¿¿{"start":{"line":48,"column":47},"end":{"line":48,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1079¿IfStatement¿¿1422¿¿¿¿{"start":{"line":49,"column":16},"end":{"line":52,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿IfStatement
1080¿Identifier¿¿1422¿error¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1081¿VariableDeclarator¿¿1422¿v118¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1082¿CallExpression¿¿1422¿¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1083¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1084¿Identifier¿¿1422¿console¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1085¿Identifier¿¿1422¿error¿¿¿{"start":{"line":50,"column":28},"end":{"line":50,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1086¿Identifier¿¿1422¿error¿¿¿{"start":{"line":50,"column":34},"end":{"line":50,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1087¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1088¿Identifier¿¿1422¿v118¿¿¿¿¿Identifier
1089¿ReturnStatement¿¿1422¿¿¿¿{"start":{"line":51,"column":20},"end":{"line":51,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ReturnStatement
1090¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":49,"column":27},"end":{"line":52,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1091¿VariableDeclarator¿¿1422¿v119¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1092¿CallExpression¿¿1422¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1093¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1094¿Identifier¿¿1422¿response¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1095¿Identifier¿¿1422¿send¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1096¿Identifier¿¿1422¿data¿¿¿{"start":{"line":53,"column":30},"end":{"line":53,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1097¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1098¿Identifier¿¿1422¿v119¿¿¿¿¿Identifier
1099¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":48,"column":56},"end":{"line":54,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1100¿VariableDeclarator¿¿1419¿v121¿¿¿{"start":{"line":48,"column":12},"end":{"line":54,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1419¿¿¿¿{"start":{"line":48,"column":12},"end":{"line":54,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1102¿MemberExpression¿¿1419¿¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1103¿Identifier¿¿1419¿fs¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1104¿Identifier¿¿1419¿readFile¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1105¿Identifier¿¿1419¿resolved_path¿¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1106¿Identifier¿¿1419¿v120¿¿¿¿¿Identifier
1107¿ExpressionStatement¿¿1419¿¿¿¿{"start":{"line":48,"column":12},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1108¿Identifier¿¿1419¿v121¿¿¿¿¿Identifier
1109¿BlockStatement¿¿1419¿¿¿¿{"start":{"line":47,"column":49},"end":{"line":55,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1110¿VariableDeclarator¿¿1419¿v122¿¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1111¿TemplateLiteral¿¿1419¿¿¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1112¿Identifier¿¿1419¿resolved_path¿¿¿{"start":{"line":56,"column":57},"end":{"line":56,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1113¿VariableDeclarator¿¿1419¿v123¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1114¿CallExpression¿¿1419¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1115¿MemberExpression¿¿1419¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1116¿Identifier¿¿1419¿console¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1117¿Identifier¿¿1419¿log¿¿¿{"start":{"line":56,"column":20},"end":{"line":56,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1118¿Identifier¿¿1419¿v122¿¿¿¿¿Identifier
1119¿ExpressionStatement¿¿1419¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1120¿Identifier¿¿1419¿v123¿¿¿¿¿Identifier
1121¿BlockStatement¿¿1419¿¿¿¿{"start":{"line":55,"column":15},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1122¿BlockStatement¿¿1419¿¿¿¿{"start":{"line":41,"column":53},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1123¿VariableDeclarator¿¿1417¿v125¿¿¿{"start":{"line":41,"column":4},"end":{"line":58,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1124¿CallExpression¿¿1417¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":58,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1125¿MemberExpression¿¿1417¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1126¿Identifier¿¿1417¿fs¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1127¿Identifier¿¿1417¿realpath¿¿¿{"start":{"line":41,"column":7},"end":{"line":41,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1128¿Identifier¿¿1417¿file_path¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1129¿Identifier¿¿1417¿v124¿¿¿¿¿Identifier
1130¿ExpressionStatement¿¿1417¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":58,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1131¿Identifier¿¿1417¿v125¿¿¿¿¿Identifier
1132¿BlockStatement¿¿1417¿¿¿¿{"start":{"line":36,"column":55},"end":{"line":59,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1133¿VariableDeclarator¿¿1409¿v127¿¿¿{"start":{"line":36,"column":0},"end":{"line":59,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1134¿CallExpression¿¿1409¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":59,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1135¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":36,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1136¿Identifier¿¿1409¿app¿¿¿{"start":{"line":36,"column":0},"end":{"line":36,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1137¿Identifier¿¿1409¿get¿¿¿{"start":{"line":36,"column":4},"end":{"line":36,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1138¿Literal¿string¿1409¿¿'/directory_traversal'¿¿{"start":{"line":36,"column":8},"end":{"line":36,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1139¿Identifier¿¿1409¿v126¿¿¿¿¿Identifier
1140¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":36,"column":0},"end":{"line":59,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1141¿Identifier¿¿1409¿v127¿¿¿¿¿Identifier
1142¿VariableDeclarator¿¿1409¿v165¿¿¿{"start":{"line":74,"column":25},"end":{"line":103,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1143¿ArrowFunctionExpression¿¿1409¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":103,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ArrowFunctionExpression
1144¿Identifier¿¿0¿request¿¿¿{"start":{"line":74,"column":32},"end":{"line":74,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1145¿Identifier¿¿0¿response¿¿¿{"start":{"line":74,"column":41},"end":{"line":74,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1146¿VariableDeclarator¿¿1426¿v128¿¿¿{"start":{"line":75,"column":17},"end":{"line":75,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1147¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":75,"column":17},"end":{"line":75,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1148¿Identifier¿¿1426¿request¿¿¿{"start":{"line":75,"column":17},"end":{"line":75,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1149¿Identifier¿¿1426¿files¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1150¿VariableDeclarator¿¿1426¿file¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1151¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":75,"column":17},"end":{"line":75,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1152¿Identifier¿¿1426¿v128¿¿¿¿¿Identifier
1153¿Identifier¿¿1426¿uploaded_image¿¿¿{"start":{"line":75,"column":31},"end":{"line":75,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1154¿VariableDeclarator¿¿1426¿v129¿¿¿{"start":{"line":76,"column":40},"end":{"line":76,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1155¿CallExpression¿¿1426¿¿¿¿{"start":{"line":76,"column":40},"end":{"line":76,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1156¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":76,"column":40},"end":{"line":76,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1157¿Identifier¿¿1426¿path¿¿¿{"start":{"line":76,"column":40},"end":{"line":76,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1158¿Identifier¿¿1426¿join¿¿¿{"start":{"line":76,"column":45},"end":{"line":76,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1159¿Identifier¿¿1426¿__dirname¿¿¿{"start":{"line":76,"column":50},"end":{"line":76,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1160¿Literal¿string¿1426¿¿'uploads'¿¿{"start":{"line":76,"column":61},"end":{"line":76,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1161¿VariableDeclarator¿¿1426¿v130¿¿¿{"start":{"line":76,"column":73},"end":{"line":76,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
