Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3673¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":586,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Program
4952¿VariableDeclarator¿¿6590¿v712¿¿¿{"start":{"line":301,"column":26},"end":{"line":301,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4953¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":301,"column":26},"end":{"line":301,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4954¿Identifier¿¿6590¿process¿¿¿{"start":{"line":301,"column":26},"end":{"line":301,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4955¿Identifier¿¿6590¿env¿¿¿{"start":{"line":301,"column":34},"end":{"line":301,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4956¿VariableDeclarator¿¿6590¿v713¿¿¿{"start":{"line":301,"column":26},"end":{"line":301,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4957¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":301,"column":26},"end":{"line":301,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4958¿Identifier¿¿6590¿v712¿¿¿¿¿Identifier
4959¿Identifier¿¿6590¿codecov_flags¿¿¿{"start":{"line":301,"column":38},"end":{"line":301,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4960¿VariableDeclarator¿¿6590¿v714¿¿¿{"start":{"line":301,"column":4},"end":{"line":301,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4961¿LogicalExpression¿||¿6590¿¿¿¿{"start":{"line":301,"column":4},"end":{"line":301,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
4962¿Identifier¿¿6590¿v711¿¿¿¿¿Identifier
4963¿Identifier¿¿6590¿v713¿¿¿¿¿Identifier
4964¿VariableDeclarator¿¿6590¿v715¿¿¿{"start":{"line":301,"column":55},"end":{"line":301,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4965¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":301,"column":55},"end":{"line":301,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4966¿Identifier¿¿6590¿process¿¿¿{"start":{"line":301,"column":55},"end":{"line":301,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4967¿Identifier¿¿6590¿env¿¿¿{"start":{"line":301,"column":63},"end":{"line":301,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4968¿VariableDeclarator¿¿6590¿v716¿¿¿{"start":{"line":301,"column":55},"end":{"line":301,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4969¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":301,"column":55},"end":{"line":301,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4970¿Identifier¿¿6590¿v715¿¿¿¿¿Identifier
4971¿Identifier¿¿6590¿CODECOV_FLAGS¿¿¿{"start":{"line":301,"column":67},"end":{"line":301,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4972¿VariableDeclarator¿¿6590¿flags¿¿¿{"start":{"line":300,"column":6},"end":{"line":301,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4973¿LogicalExpression¿||¿6590¿¿¿¿{"start":{"line":301,"column":4},"end":{"line":301,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
4974¿Identifier¿¿6590¿v714¿¿¿¿¿Identifier
4975¿Identifier¿¿6590¿v716¿¿¿¿¿Identifier
4976¿IfStatement¿¿6590¿¿¿¿{"start":{"line":302,"column":2},"end":{"line":304,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
4977¿Identifier¿¿6590¿flags¿¿¿{"start":{"line":302,"column":6},"end":{"line":302,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4978¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":303,"column":4},"end":{"line":303,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
4979¿AssignmentExpression¿=¿6590¿¿¿¿{"start":{"line":303,"column":4},"end":{"line":303,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
4980¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":303,"column":4},"end":{"line":303,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4981¿Identifier¿¿6590¿query¿¿¿{"start":{"line":303,"column":4},"end":{"line":303,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4982¿Identifier¿¿6590¿flags¿¿¿{"start":{"line":303,"column":10},"end":{"line":303,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4983¿Identifier¿¿6590¿flags¿¿¿{"start":{"line":303,"column":18},"end":{"line":303,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4984¿BlockStatement¿¿6590¿¿¿¿{"start":{"line":302,"column":13},"end":{"line":304,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
4985¿VariableDeclarator¿¿6590¿yamlToken¿¿¿{"start":{"line":306,"column":6},"end":{"line":306,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4986¿TryStatement¿¿6590¿¿¿¿{"start":{"line":307,"column":2},"end":{"line":313,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿TryStatement
4987¿VariableDeclarator¿¿6590¿v717¿¿¿{"start":{"line":308,"column":57},"end":{"line":308,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4988¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":308,"column":57},"end":{"line":308,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4989¿Identifier¿¿6590¿query¿¿¿{"start":{"line":308,"column":57},"end":{"line":308,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4990¿Identifier¿¿6590¿yaml¿¿¿{"start":{"line":308,"column":63},"end":{"line":308,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4991¿VariableDeclarator¿¿6590¿v718¿¿¿{"start":{"line":308,"column":41},"end":{"line":308,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4992¿CallExpression¿¿6590¿¿¿¿{"start":{"line":308,"column":41},"end":{"line":308,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
4993¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":308,"column":41},"end":{"line":308,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
4994¿Identifier¿¿6590¿fs¿¿¿{"start":{"line":308,"column":41},"end":{"line":308,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4995¿Identifier¿¿6590¿readFileSync¿¿¿{"start":{"line":308,"column":44},"end":{"line":308,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
4996¿Identifier¿¿6590¿v717¿¿¿¿¿Identifier
4997¿Literal¿string¿6590¿¿'utf8'¿¿{"start":{"line":308,"column":69},"end":{"line":308,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
4998¿VariableDeclarator¿¿6590¿loadedYamlFile¿¿¿{"start":{"line":308,"column":8},"end":{"line":308,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
4999¿CallExpression¿¿6590¿¿¿¿{"start":{"line":308,"column":25},"end":{"line":308,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5000¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":308,"column":25},"end":{"line":308,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5001¿Identifier¿¿6590¿jsYaml¿¿¿{"start":{"line":308,"column":25},"end":{"line":308,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5002¿Identifier¿¿6590¿safeLoad¿¿¿{"start":{"line":308,"column":32},"end":{"line":308,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5003¿Identifier¿¿6590¿v718¿¿¿¿¿Identifier
5004¿VariableDeclarator¿¿6590¿v719¿¿¿{"start":{"line":310,"column":24},"end":{"line":310,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5005¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":310,"column":24},"end":{"line":310,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5006¿Identifier¿¿6590¿loadedYamlFile¿¿¿{"start":{"line":310,"column":24},"end":{"line":310,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5007¿Identifier¿¿6590¿codecov¿¿¿{"start":{"line":310,"column":39},"end":{"line":310,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5008¿VariableDeclarator¿¿6590¿v720¿¿¿{"start":{"line":310,"column":6},"end":{"line":310,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5009¿LogicalExpression¿&&¿6590¿¿¿¿{"start":{"line":310,"column":6},"end":{"line":310,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
5010¿Identifier¿¿6590¿loadedYamlFile¿¿¿{"start":{"line":310,"column":6},"end":{"line":310,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5011¿Identifier¿¿6590¿v719¿¿¿¿¿Identifier
5012¿VariableDeclarator¿¿6590¿v721¿¿¿{"start":{"line":310,"column":50},"end":{"line":310,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5013¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":310,"column":50},"end":{"line":310,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5014¿Identifier¿¿6590¿loadedYamlFile¿¿¿{"start":{"line":310,"column":50},"end":{"line":310,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5015¿Identifier¿¿6590¿codecov¿¿¿{"start":{"line":310,"column":65},"end":{"line":310,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5016¿VariableDeclarator¿¿6590¿v722¿¿¿{"start":{"line":310,"column":50},"end":{"line":310,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5017¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":310,"column":50},"end":{"line":310,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5018¿Identifier¿¿6590¿v721¿¿¿¿¿Identifier
5019¿Identifier¿¿6590¿token¿¿¿{"start":{"line":310,"column":73},"end":{"line":310,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5020¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":309,"column":4},"end":{"line":310,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5021¿AssignmentExpression¿=¿6590¿¿¿¿{"start":{"line":309,"column":4},"end":{"line":310,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5022¿Identifier¿¿6590¿yamlToken¿¿¿{"start":{"line":309,"column":4},"end":{"line":309,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5023¿LogicalExpression¿&&¿6590¿¿¿¿{"start":{"line":310,"column":6},"end":{"line":310,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
5024¿Identifier¿¿6590¿v720¿¿¿¿¿Identifier
5025¿Identifier¿¿6590¿v722¿¿¿¿¿Identifier
5026¿BlockStatement¿¿6590¿¿¿¿{"start":{"line":307,"column":6},"end":{"line":311,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5027¿CatchClause¿¿6590¿¿¿¿{"start":{"line":311,"column":4},"end":{"line":313,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CatchClause
5028¿BlockStatement¿¿6590¿¿¿¿{"start":{"line":311,"column":14},"end":{"line":313,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5029¿Identifier¿¿6590¿e¿¿¿{"start":{"line":311,"column":11},"end":{"line":311,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5030¿VariableDeclarator¿¿6590¿v723¿¿¿{"start":{"line":315,"column":4},"end":{"line":315,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5031¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":315,"column":4},"end":{"line":315,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5032¿Identifier¿¿6590¿args¿¿¿{"start":{"line":315,"column":4},"end":{"line":315,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5033¿Identifier¿¿6590¿options¿¿¿{"start":{"line":315,"column":9},"end":{"line":315,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5034¿VariableDeclarator¿¿6590¿v724¿¿¿{"start":{"line":315,"column":4},"end":{"line":315,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5035¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":315,"column":4},"end":{"line":315,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5036¿Identifier¿¿6590¿v723¿¿¿¿¿Identifier
5037¿Identifier¿¿6590¿token¿¿¿{"start":{"line":315,"column":17},"end":{"line":315,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5038¿VariableDeclarator¿¿6590¿v725¿¿¿{"start":{"line":315,"column":4},"end":{"line":316,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5039¿LogicalExpression¿||¿6590¿¿¿¿{"start":{"line":315,"column":4},"end":{"line":316,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
5040¿Identifier¿¿6590¿v724¿¿¿¿¿Identifier
5041¿Identifier¿¿6590¿yamlToken¿¿¿{"start":{"line":316,"column":4},"end":{"line":316,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5042¿VariableDeclarator¿¿6590¿v726¿¿¿{"start":{"line":317,"column":4},"end":{"line":317,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5043¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":317,"column":4},"end":{"line":317,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5044¿Identifier¿¿6590¿process¿¿¿{"start":{"line":317,"column":4},"end":{"line":317,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5045¿Identifier¿¿6590¿env¿¿¿{"start":{"line":317,"column":12},"end":{"line":317,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5046¿VariableDeclarator¿¿6590¿v727¿¿¿{"start":{"line":317,"column":4},"end":{"line":317,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5047¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":317,"column":4},"end":{"line":317,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5048¿Identifier¿¿6590¿v726¿¿¿¿¿Identifier
5049¿Identifier¿¿6590¿codecov_token¿¿¿{"start":{"line":317,"column":16},"end":{"line":317,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5050¿VariableDeclarator¿¿6590¿v728¿¿¿{"start":{"line":315,"column":4},"end":{"line":317,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5051¿LogicalExpression¿||¿6590¿¿¿¿{"start":{"line":315,"column":4},"end":{"line":317,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
5052¿Identifier¿¿6590¿v725¿¿¿¿¿Identifier
5053¿Identifier¿¿6590¿v727¿¿¿¿¿Identifier
5054¿VariableDeclarator¿¿6590¿v729¿¿¿{"start":{"line":318,"column":4},"end":{"line":318,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5055¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":318,"column":4},"end":{"line":318,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5056¿Identifier¿¿6590¿process¿¿¿{"start":{"line":318,"column":4},"end":{"line":318,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5057¿Identifier¿¿6590¿env¿¿¿{"start":{"line":318,"column":12},"end":{"line":318,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5058¿VariableDeclarator¿¿6590¿v730¿¿¿{"start":{"line":318,"column":4},"end":{"line":318,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5059¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":318,"column":4},"end":{"line":318,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5060¿Identifier¿¿6590¿v729¿¿¿¿¿Identifier
5061¿Identifier¿¿6590¿CODECOV_TOKEN¿¿¿{"start":{"line":318,"column":16},"end":{"line":318,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5062¿VariableDeclarator¿¿6590¿token¿¿¿{"start":{"line":314,"column":6},"end":{"line":318,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5063¿LogicalExpression¿||¿6590¿¿¿¿{"start":{"line":315,"column":4},"end":{"line":318,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
5064¿Identifier¿¿6590¿v728¿¿¿¿¿Identifier
5065¿Identifier¿¿6590¿v730¿¿¿¿¿Identifier
5066¿IfStatement¿¿6590¿¿¿¿{"start":{"line":319,"column":2},"end":{"line":321,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
5067¿Identifier¿¿6590¿token¿¿¿{"start":{"line":319,"column":6},"end":{"line":319,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5068¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":320,"column":4},"end":{"line":320,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5069¿AssignmentExpression¿=¿6590¿¿¿¿{"start":{"line":320,"column":4},"end":{"line":320,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5070¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":320,"column":4},"end":{"line":320,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5071¿Identifier¿¿6590¿query¿¿¿{"start":{"line":320,"column":4},"end":{"line":320,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5072¿Identifier¿¿6590¿token¿¿¿{"start":{"line":320,"column":10},"end":{"line":320,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5073¿Identifier¿¿6590¿token¿¿¿{"start":{"line":320,"column":18},"end":{"line":320,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5074¿BlockStatement¿¿6590¿¿¿¿{"start":{"line":319,"column":13},"end":{"line":321,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5075¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":323,"column":2},"end":{"line":323,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
