Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
705¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":51,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Program
963¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":14,"column":122},"end":{"line":14,"column":129},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
964¿Identifier¿¿1246¿length¿¿¿{"start":{"line":14,"column":130},"end":{"line":14,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
965¿VariableDeclarator¿¿1246¿v130¿¿¿{"start":{"line":14,"column":122},"end":{"line":14,"column":140},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
966¿BinaryExpression¿-¿1246¿¿¿¿{"start":{"line":14,"column":122},"end":{"line":14,"column":140},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
967¿Identifier¿¿1246¿v129¿¿¿¿¿Identifier
968¿Literal¿number¿1246¿¿1¿¿{"start":{"line":14,"column":139},"end":{"line":14,"column":140},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
969¿VariableDeclarator¿¿1246¿v131¿¿¿{"start":{"line":14,"column":114},"end":{"line":14,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
970¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":14,"column":114},"end":{"line":14,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
971¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":14,"column":114},"end":{"line":14,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
972¿Identifier¿¿1246¿v130¿¿¿¿¿Identifier
973¿VariableDeclarator¿¿1246¿v132¿¿¿{"start":{"line":14,"column":102},"end":{"line":14,"column":142},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
974¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":14,"column":102},"end":{"line":14,"column":142},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
975¿Identifier¿¿1246¿accumulator¿¿¿{"start":{"line":14,"column":102},"end":{"line":14,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
976¿Identifier¿¿1246¿v131¿¿¿¿¿Identifier
977¿VariableDeclarator¿¿1246¿v133¿¿¿{"start":{"line":14,"column":102},"end":{"line":14,"column":149},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
978¿CallExpression¿¿1246¿¿¿¿{"start":{"line":14,"column":102},"end":{"line":14,"column":149},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
979¿MemberExpression¿¿1246¿¿¿¿{"start":{"line":14,"column":102},"end":{"line":14,"column":147},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
980¿Identifier¿¿1246¿v132¿¿¿¿¿Identifier
981¿Identifier¿¿1246¿trim¿¿¿{"start":{"line":14,"column":143},"end":{"line":14,"column":147},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
982¿VariableDeclarator¿¿1246¿v134¿¿¿{"start":{"line":14,"column":102},"end":{"line":14,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
983¿BinaryExpression¿!==¿1246¿¿¿¿{"start":{"line":14,"column":102},"end":{"line":14,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
984¿Identifier¿¿1246¿v133¿¿¿¿¿Identifier
985¿Literal¿string¿1246¿¿''¿¿{"start":{"line":14,"column":154},"end":{"line":14,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
986¿VariableDeclarator¿¿1246¿v135¿¿¿{"start":{"line":14,"column":49},"end":{"line":14,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
987¿LogicalExpression¿&&¿1246¿¿¿¿{"start":{"line":14,"column":49},"end":{"line":14,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿LogicalExpression
988¿Identifier¿¿1246¿v128¿¿¿¿¿Identifier
989¿Identifier¿¿1246¿v134¿¿¿¿¿Identifier
990¿VariableDeclarator¿¿1246¿v136¿¿¿{"start":{"line":14,"column":183},"end":{"line":14,"column":197},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
991¿MemberExpression¿¿1246¿¿¿¿{"start":{"line":14,"column":183},"end":{"line":14,"column":197},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
992¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":14,"column":183},"end":{"line":14,"column":190},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
993¿Identifier¿¿1246¿length¿¿¿{"start":{"line":14,"column":191},"end":{"line":14,"column":197},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
994¿VariableDeclarator¿¿1246¿v137¿¿¿{"start":{"line":14,"column":183},"end":{"line":14,"column":201},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
995¿BinaryExpression¿-¿1246¿¿¿¿{"start":{"line":14,"column":183},"end":{"line":14,"column":201},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
996¿Identifier¿¿1246¿v136¿¿¿¿¿Identifier
997¿Literal¿number¿1246¿¿1¿¿{"start":{"line":14,"column":200},"end":{"line":14,"column":201},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
998¿VariableDeclarator¿¿1246¿v138¿¿¿{"start":{"line":14,"column":175},"end":{"line":14,"column":202},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
999¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":14,"column":175},"end":{"line":14,"column":202},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1000¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":14,"column":175},"end":{"line":14,"column":182},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1001¿Identifier¿¿1246¿v137¿¿¿¿¿Identifier
1002¿VariableDeclarator¿¿1246¿v139¿¿¿{"start":{"line":14,"column":163},"end":{"line":14,"column":203},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1003¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":14,"column":163},"end":{"line":14,"column":203},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1004¿Identifier¿¿1246¿accumulator¿¿¿{"start":{"line":14,"column":163},"end":{"line":14,"column":174},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1005¿Identifier¿¿1246¿v138¿¿¿¿¿Identifier
1006¿VariableDeclarator¿¿1246¿v140¿¿¿{"start":{"line":14,"column":48},"end":{"line":14,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1007¿IfStatement¿¿1246¿¿¿¿{"start":{"line":14,"column":48},"end":{"line":14,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿IfStatement
1008¿Identifier¿¿1246¿v135¿¿¿¿¿Identifier
1009¿ExpressionStatement¿¿1246¿¿¿¿{"start":{"line":14,"column":48},"end":{"line":14,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1010¿AssignmentExpression¿=¿1246¿¿¿¿{"start":{"line":14,"column":48},"end":{"line":14,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1011¿Identifier¿¿1246¿v140¿¿¿¿¿Identifier
1012¿TemplateLiteral¿¿1246¿¿¿¿{"start":{"line":14,"column":160},"end":{"line":14,"column":221},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿TemplateLiteral
1013¿Identifier¿¿1246¿v139¿¿¿¿¿Identifier
1014¿Identifier¿¿1246¿currentValue¿¿¿{"start":{"line":14,"column":207},"end":{"line":14,"column":219},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1015¿BlockStatement¿¿1246¿¿¿¿¿¿BlockStatement
1016¿ExpressionStatement¿¿1246¿¿¿¿{"start":{"line":14,"column":48},"end":{"line":14,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1017¿AssignmentExpression¿=¿1246¿¿¿¿{"start":{"line":14,"column":48},"end":{"line":14,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1018¿Identifier¿¿1246¿v140¿¿¿¿¿Identifier
1019¿Identifier¿¿1246¿currentValue¿¿¿{"start":{"line":14,"column":224},"end":{"line":14,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1020¿BlockStatement¿¿1246¿¿¿¿¿¿BlockStatement
1021¿ExpressionStatement¿¿1246¿¿¿¿{"start":{"line":14,"column":5},"end":{"line":14,"column":237},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1022¿AssignmentExpression¿=¿1246¿¿¿¿{"start":{"line":14,"column":5},"end":{"line":14,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1023¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":14,"column":5},"end":{"line":14,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1024¿Identifier¿¿1246¿accumulator¿¿¿{"start":{"line":14,"column":5},"end":{"line":14,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1025¿Identifier¿¿1246¿v121¿¿¿¿¿Identifier
1026¿Identifier¿¿1246¿v140¿¿¿¿¿Identifier
1027¿BlockStatement¿¿1246¿¿¿¿{"start":{"line":13,"column":36},"end":{"line":15,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1028¿VariableDeclarator¿¿1246¿v141¿¿¿{"start":{"line":16,"column":17},"end":{"line":16,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1029¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":16,"column":17},"end":{"line":16,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1030¿Identifier¿¿1246¿headers¿¿¿{"start":{"line":16,"column":17},"end":{"line":16,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1031¿Identifier¿¿1246¿index¿¿¿{"start":{"line":16,"column":25},"end":{"line":16,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1032¿ExpressionStatement¿¿1246¿¿¿¿{"start":{"line":16,"column":5},"end":{"line":16,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1033¿AssignmentExpression¿=¿1246¿¿¿¿{"start":{"line":16,"column":5},"end":{"line":16,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1034¿MemberExpression¿computed¿1246¿¿¿¿{"start":{"line":16,"column":5},"end":{"line":16,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1035¿Identifier¿¿1246¿accumulator¿¿¿{"start":{"line":16,"column":5},"end":{"line":16,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1036¿Identifier¿¿1246¿v141¿¿¿¿¿Identifier
1037¿Identifier¿¿1246¿currentValue¿¿¿{"start":{"line":16,"column":35},"end":{"line":16,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1038¿BlockStatement¿¿1246¿¿¿¿{"start":{"line":15,"column":11},"end":{"line":17,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1039¿ReturnStatement¿¿1246¿¿¿¿{"start":{"line":18,"column":4},"end":{"line":18,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
1040¿Identifier¿¿1246¿accumulator¿¿¿{"start":{"line":18,"column":11},"end":{"line":18,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1041¿BlockStatement¿¿1246¿¿¿¿{"start":{"line":12,"column":141},"end":{"line":19,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1042¿VariableDeclarator¿¿1242¿v143¿¿¿{"start":{"line":19,"column":6},"end":{"line":19,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1043¿ObjectExpression¿¿1242¿¿¿¿{"start":{"line":19,"column":6},"end":{"line":19,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ObjectExpression
1044¿VariableDeclarator¿¿1242¿v144¿¿¿{"start":{"line":12,"column":20},"end":{"line":19,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1045¿CallExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":20},"end":{"line":19,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1046¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":20},"end":{"line":12,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1047¿Identifier¿¿1242¿v115¿¿¿¿¿Identifier
1048¿Identifier¿¿1242¿reduce¿¿¿{"start":{"line":12,"column":96},"end":{"line":12,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1049¿Identifier¿¿1242¿v142¿¿¿¿¿Identifier
1050¿Identifier¿¿1242¿v143¿¿¿¿¿Identifier
1051¿VariableDeclarator¿¿1242¿v145¿¿¿{"start":{"line":12,"column":3},"end":{"line":19,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":3},"end":{"line":19,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1053¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":12,"column":3},"end":{"line":12,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1054¿Identifier¿¿1242¿accumulator¿¿¿{"start":{"line":12,"column":3},"end":{"line":12,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1055¿Identifier¿¿1242¿push¿¿¿{"start":{"line":12,"column":15},"end":{"line":12,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1056¿Identifier¿¿1242¿v144¿¿¿¿¿Identifier
1057¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":12,"column":3},"end":{"line":19,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1058¿Identifier¿¿1242¿v145¿¿¿¿¿Identifier
1059¿ReturnStatement¿¿1242¿¿¿¿{"start":{"line":20,"column":3},"end":{"line":20,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
1060¿Identifier¿¿1242¿accumulator¿¿¿{"start":{"line":20,"column":10},"end":{"line":20,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1061¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":11,"column":106},"end":{"line":21,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1062¿VariableDeclarator¿¿1233¿v147¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1063¿ArrayExpression¿¿1233¿¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrayExpression
1064¿VariableDeclarator¿¿1233¿v148¿¿¿{"start":{"line":11,"column":9},"end":{"line":21,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1065¿CallExpression¿¿1233¿¿¿¿{"start":{"line":11,"column":9},"end":{"line":21,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1066¿MemberExpression¿¿1233¿¿¿¿{"start":{"line":11,"column":9},"end":{"line":11,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1067¿Identifier¿¿1233¿v106¿¿¿¿¿Identifier
1068¿Identifier¿¿1233¿reduce¿¿¿{"start":{"line":11,"column":68},"end":{"line":11,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1069¿Identifier¿¿1233¿v146¿¿¿¿¿Identifier
1070¿Identifier¿¿1233¿v147¿¿¿¿¿Identifier
1071¿ReturnStatement¿¿1233¿¿¿¿{"start":{"line":11,"column":2},"end":{"line":21,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
1072¿Identifier¿¿1233¿v148¿¿¿¿¿Identifier
1073¿BlockStatement¿¿1233¿¿¿¿{"start":{"line":8,"column":5},"end":{"line":22,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1074¿CatchClause¿¿1233¿¿¿¿{"start":{"line":22,"column":3},"end":{"line":24,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CatchClause
1075¿VariableDeclarator¿¿1233¿v149¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1076¿CallExpression¿¿1233¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1077¿MemberExpression¿¿1233¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1078¿Identifier¿¿1233¿console¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1079¿Identifier¿¿1233¿error¿¿¿{"start":{"line":23,"column":10},"end":{"line":23,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1080¿Identifier¿¿1233¿e¿¿¿{"start":{"line":23,"column":16},"end":{"line":23,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1081¿ExpressionStatement¿¿1233¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1082¿Identifier¿¿1233¿v149¿¿¿¿¿Identifier
1083¿BlockStatement¿¿1233¿¿¿¿{"start":{"line":22,"column":13},"end":{"line":24,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1084¿Identifier¿¿1233¿e¿¿¿{"start":{"line":22,"column":10},"end":{"line":22,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1085¿BlockStatement¿¿1233¿¿¿¿{"start":{"line":2,"column":79},"end":{"line":25,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1086¿ExpressionStatement¿¿1231¿¿¿¿{"start":{"line":2,"column":28},"end":{"line":25,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1087¿AssignmentExpression¿=¿1231¿¿¿¿{"start":{"line":2,"column":28},"end":{"line":25,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1088¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":2,"column":28},"end":{"line":2,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1089¿Identifier¿¿1231¿v82¿¿¿¿¿Identifier
1090¿Identifier¿¿1231¿listProcessesOnPort¿¿¿{"start":{"line":2,"column":43},"end":{"line":2,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1091¿Identifier¿¿1231¿v150¿¿¿¿¿Identifier
1092¿VariableDeclarator¿¿1231¿listProcessesOnPort¿¿¿{"start":{"line":2,"column":6},"end":{"line":25,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1093¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":2,"column":28},"end":{"line":2,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1094¿Identifier¿¿1231¿v82¿¿¿¿¿Identifier
1095¿Identifier¿¿1231¿listProcessesOnPort¿¿¿{"start":{"line":2,"column":43},"end":{"line":2,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
