Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
680¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Program
921¿ExpressionStatement¿¿1183¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
922¿Identifier¿¿1183¿v108¿¿¿¿¿Identifier
923¿VariableDeclarator¿¿1183¿v109¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
924¿LogicalExpression¿&&¿1183¿¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿LogicalExpression
925¿Identifier¿¿1183¿matchExpiration¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
926¿Identifier¿¿1183¿matchETag¿¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
927¿IfStatement¿¿1183¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":55,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿IfStatement
928¿Identifier¿¿1183¿v109¿¿¿¿¿Identifier
929¿VariableDeclarator¿¿1183¿v110¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
930¿CallExpression¿¿1183¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
931¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
932¿Identifier¿¿1183¿res¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
933¿Identifier¿¿1183¿writeHead¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
934¿Literal¿number¿1183¿¿304¿¿{"start":{"line":52,"column":22},"end":{"line":52,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
935¿ExpressionStatement¿¿1183¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
936¿Identifier¿¿1183¿v110¿¿¿¿¿Identifier
937¿VariableDeclarator¿¿1183¿v111¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
938¿CallExpression¿¿1183¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
939¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
940¿Identifier¿¿1183¿res¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
941¿Identifier¿¿1183¿end¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
942¿ExpressionStatement¿¿1183¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
943¿Identifier¿¿1183¿v111¿¿¿¿¿Identifier
944¿ReturnStatement¿¿1183¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ReturnStatement
945¿BlockStatement¿¿1183¿¿¿¿{"start":{"line":51,"column":39},"end":{"line":55,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
946¿VariableDeclarator¿¿1183¿v112¿¿¿{"start":{"line":57,"column":46},"end":{"line":57,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
947¿CallExpression¿¿1183¿¿¿¿{"start":{"line":57,"column":46},"end":{"line":57,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
948¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":57,"column":46},"end":{"line":57,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
949¿Identifier¿¿1183¿Date¿¿¿{"start":{"line":57,"column":46},"end":{"line":57,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
950¿Identifier¿¿1183¿now¿¿¿{"start":{"line":57,"column":51},"end":{"line":57,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
951¿VariableDeclarator¿¿1183¿v113¿¿¿{"start":{"line":57,"column":59},"end":{"line":57,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
952¿BinaryExpression¿*¿1183¿¿¿¿{"start":{"line":57,"column":59},"end":{"line":57,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
953¿Identifier¿¿1183¿_expirationTime¿¿¿{"start":{"line":57,"column":59},"end":{"line":57,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
954¿Literal¿number¿1183¿¿1000¿¿{"start":{"line":57,"column":77},"end":{"line":57,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
955¿VariableDeclarator¿¿1183¿v114¿¿¿{"start":{"line":57,"column":46},"end":{"line":57,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
956¿BinaryExpression¿+¿1183¿¿¿¿{"start":{"line":57,"column":46},"end":{"line":57,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
957¿Identifier¿¿1183¿v112¿¿¿¿¿Identifier
958¿Identifier¿¿1183¿v113¿¿¿¿¿Identifier
959¿VariableDeclarator¿¿1183¿v115¿¿¿{"start":{"line":57,"column":37},"end":{"line":57,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
960¿NewExpression¿¿1183¿¿¿¿{"start":{"line":57,"column":37},"end":{"line":57,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿NewExpression
961¿Identifier¿¿1183¿Date¿¿¿{"start":{"line":57,"column":41},"end":{"line":57,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
962¿Identifier¿¿1183¿v114¿¿¿¿¿Identifier
963¿VariableDeclarator¿¿1183¿v116¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
964¿CallExpression¿¿1183¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
965¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
966¿Identifier¿¿1183¿res¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
967¿Identifier¿¿1183¿setHeader¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
968¿Literal¿string¿1183¿¿'Last-Modified'¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
969¿Identifier¿¿1183¿v115¿¿¿¿¿Identifier
970¿ExpressionStatement¿¿1183¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
971¿Identifier¿¿1183¿v116¿¿¿¿¿Identifier
972¿VariableDeclarator¿¿1183¿v117¿¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
973¿BinaryExpression¿+¿1183¿¿¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
974¿Literal¿string¿1183¿¿'max-age='¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
975¿Identifier¿¿1183¿_expirationTime¿¿¿{"start":{"line":58,"column":49},"end":{"line":58,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
976¿VariableDeclarator¿¿1183¿v118¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
977¿CallExpression¿¿1183¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
978¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
979¿Identifier¿¿1183¿res¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
980¿Identifier¿¿1183¿setHeader¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
981¿Literal¿string¿1183¿¿'Cache-Control'¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
982¿Identifier¿¿1183¿v117¿¿¿¿¿Identifier
983¿ExpressionStatement¿¿1183¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
984¿Identifier¿¿1183¿v118¿¿¿¿¿Identifier
985¿VariableDeclarator¿¿1183¿readStream¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
986¿CallExpression¿¿1183¿¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
987¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
988¿Identifier¿¿1183¿fs¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
989¿Identifier¿¿1183¿createReadStream¿¿¿{"start":{"line":60,"column":26},"end":{"line":60,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
990¿Identifier¿¿1183¿filePath¿¿¿{"start":{"line":60,"column":43},"end":{"line":60,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
991¿VariableDeclarator¿¿1183¿v120¿¿¿{"start":{"line":61,"column":28},"end":{"line":63,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
992¿FunctionExpression¿¿1183¿anon¿¿¿{"start":{"line":61,"column":28},"end":{"line":63,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿FunctionExpression
993¿VariableDeclarator¿¿1187¿v119¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
994¿CallExpression¿¿1187¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
995¿MemberExpression¿¿1187¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
996¿Identifier¿¿1187¿readStream¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
997¿Identifier¿¿1187¿pipe¿¿¿{"start":{"line":62,"column":19},"end":{"line":62,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
998¿Identifier¿¿1187¿res¿¿¿{"start":{"line":62,"column":24},"end":{"line":62,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
999¿ExpressionStatement¿¿1187¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1000¿Identifier¿¿1187¿v119¿¿¿¿¿Identifier
1001¿BlockStatement¿¿1187¿¿¿¿{"start":{"line":61,"column":39},"end":{"line":63,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1002¿VariableDeclarator¿¿1183¿v121¿¿¿{"start":{"line":61,"column":6},"end":{"line":63,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1003¿CallExpression¿¿1183¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":63,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1004¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1005¿Identifier¿¿1183¿readStream¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1006¿Identifier¿¿1183¿on¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1007¿Literal¿string¿1183¿¿'open'¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1008¿Identifier¿¿1183¿v120¿¿¿¿¿Identifier
1009¿ExpressionStatement¿¿1183¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":63,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1010¿Identifier¿¿1183¿v121¿¿¿¿¿Identifier
1011¿VariableDeclarator¿¿1183¿v128¿¿¿{"start":{"line":65,"column":29},"end":{"line":73,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1012¿FunctionExpression¿¿1183¿anon¿¿¿{"start":{"line":65,"column":29},"end":{"line":73,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿FunctionExpression
1013¿Identifier¿¿0¿err¿¿¿{"start":{"line":65,"column":38},"end":{"line":65,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1014¿VariableDeclarator¿¿1189¿v122¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1015¿MemberExpression¿¿1189¿¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1016¿Identifier¿¿1189¿err¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1017¿Identifier¿¿1189¿code¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1018¿VariableDeclarator¿¿1189¿v123¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1019¿BinaryExpression¿===¿1189¿¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
1020¿Identifier¿¿1189¿v122¿¿¿¿¿Identifier
1021¿Literal¿string¿1189¿¿'ENOENT'¿¿{"start":{"line":66,"column":31},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1022¿VariableDeclarator¿¿1189¿v124¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1023¿LogicalExpression¿&&¿1189¿¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿LogicalExpression
1024¿Identifier¿¿1189¿err¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1025¿Identifier¿¿1189¿v123¿¿¿¿¿Identifier
1026¿IfStatement¿¿1189¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":72,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿IfStatement
1027¿Identifier¿¿1189¿v124¿¿¿¿¿Identifier
1028¿VariableDeclarator¿¿1189¿v125¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1029¿CallExpression¿¿1189¿¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1030¿Identifier¿¿1189¿next¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1031¿ReturnStatement¿¿1189¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ReturnStatement
1032¿Identifier¿¿1189¿v125¿¿¿¿¿Identifier
1033¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":66,"column":41},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1034¿VariableDeclarator¿¿1189¿v126¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1035¿CallExpression¿¿1189¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1036¿MemberExpression¿¿1189¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1037¿Identifier¿¿1189¿res¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1038¿Identifier¿¿1189¿writeHead¿¿¿{"start":{"line":70,"column":14},"end":{"line":70,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1039¿Literal¿number¿1189¿¿500¿¿{"start":{"line":70,"column":24},"end":{"line":70,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1040¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1041¿Identifier¿¿1189¿v126¿¿¿¿¿Identifier
1042¿VariableDeclarator¿¿1189¿v127¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
