Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
995¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":154,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Program
1231¿Identifier¿¿1682¿user¿¿¿{"start":{"line":44,"column":5},"end":{"line":44,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1232¿VariableDeclarator¿¿1682¿v113¿¿¿{"start":{"line":45,"column":26},"end":{"line":45,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1233¿ArrayExpression¿¿1682¿¿¿¿{"start":{"line":45,"column":26},"end":{"line":45,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrayExpression
1234¿Literal¿string¿1682¿¿'-u'¿¿{"start":{"line":45,"column":28},"end":{"line":45,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1235¿Identifier¿¿1682¿user¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1236¿SpreadElement¿¿1682¿¿¿¿{"start":{"line":45,"column":40},"end":{"line":45,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿SpreadElement
1237¿VariableDeclarator¿¿1682¿output¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1238¿AwaitExpression¿¿1682¿¿¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AwaitExpression
1239¿CallExpression¿¿1682¿¿¿¿{"start":{"line":45,"column":23},"end":{"line":45,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1240¿Identifier¿¿1682¿ps¿¿¿{"start":{"line":45,"column":23},"end":{"line":45,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1241¿Identifier¿¿1682¿v113¿¿¿¿¿Identifier
1242¿VariableDeclarator¿¿1682¿v114¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1243¿CallExpression¿¿1682¿¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1244¿Identifier¿¿1682¿parseGrid¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1245¿Identifier¿¿1682¿output¿¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1246¿ReturnStatement¿¿1682¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
1247¿Identifier¿¿1682¿v114¿¿¿¿¿Identifier
1248¿BlockStatement¿¿1682¿¿¿¿{"start":{"line":44,"column":11},"end":{"line":48,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1249¿IfStatement¿¿1682¿¿¿¿{"start":{"line":50,"column":1},"end":{"line":54,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿IfStatement
1250¿Identifier¿¿1682¿group¿¿¿{"start":{"line":50,"column":5},"end":{"line":50,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1251¿VariableDeclarator¿¿1682¿v115¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1252¿ArrayExpression¿¿1682¿¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrayExpression
1253¿Literal¿string¿1682¿¿'-g'¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1254¿Identifier¿¿1682¿group¿¿¿{"start":{"line":51,"column":34},"end":{"line":51,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1255¿SpreadElement¿¿1682¿¿¿¿{"start":{"line":51,"column":41},"end":{"line":51,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿SpreadElement
1256¿VariableDeclarator¿¿1682¿output¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1257¿AwaitExpression¿¿1682¿¿¿¿{"start":{"line":51,"column":17},"end":{"line":51,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AwaitExpression
1258¿CallExpression¿¿1682¿¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1259¿Identifier¿¿1682¿ps¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1260¿Identifier¿¿1682¿v115¿¿¿¿¿Identifier
1261¿VariableDeclarator¿¿1682¿v116¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1262¿CallExpression¿¿1682¿¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1263¿Identifier¿¿1682¿parseGrid¿¿¿{"start":{"line":53,"column":9},"end":{"line":53,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1264¿Identifier¿¿1682¿output¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1265¿ReturnStatement¿¿1682¿¿¿¿{"start":{"line":53,"column":2},"end":{"line":53,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
1266¿Identifier¿¿1682¿v116¿¿¿¿¿Identifier
1267¿BlockStatement¿¿1682¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":54,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1268¿IfStatement¿¿1682¿¿¿¿{"start":{"line":56,"column":1},"end":{"line":60,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿IfStatement
1269¿Identifier¿¿1682¿command¿¿¿{"start":{"line":56,"column":5},"end":{"line":56,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1270¿VariableDeclarator¿¿1682¿v117¿¿¿{"start":{"line":57,"column":26},"end":{"line":57,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1271¿ArrayExpression¿¿1682¿¿¿¿{"start":{"line":57,"column":26},"end":{"line":57,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrayExpression
1272¿Literal¿string¿1682¿¿'-C'¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1273¿Identifier¿¿1682¿command¿¿¿{"start":{"line":57,"column":34},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1274¿SpreadElement¿¿1682¿¿¿¿{"start":{"line":57,"column":43},"end":{"line":57,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿SpreadElement
1275¿VariableDeclarator¿¿1682¿output¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1276¿AwaitExpression¿¿1682¿¿¿¿{"start":{"line":57,"column":17},"end":{"line":57,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AwaitExpression
1277¿CallExpression¿¿1682¿¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1278¿Identifier¿¿1682¿ps¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1279¿Identifier¿¿1682¿v117¿¿¿¿¿Identifier
1280¿VariableDeclarator¿¿1682¿v118¿¿¿{"start":{"line":59,"column":9},"end":{"line":59,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1281¿CallExpression¿¿1682¿¿¿¿{"start":{"line":59,"column":9},"end":{"line":59,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1282¿Identifier¿¿1682¿parseGrid¿¿¿{"start":{"line":59,"column":9},"end":{"line":59,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1283¿Identifier¿¿1682¿output¿¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1284¿ReturnStatement¿¿1682¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
1285¿Identifier¿¿1682¿v118¿¿¿¿¿Identifier
1286¿BlockStatement¿¿1682¿¿¿¿{"start":{"line":56,"column":14},"end":{"line":60,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1287¿VariableDeclarator¿¿1682¿v119¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1288¿NewExpression¿¿1682¿¿¿¿{"start":{"line":62,"column":7},"end":{"line":62,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿NewExpression
1289¿Identifier¿¿1682¿Error¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1290¿Literal¿string¿1682¿¿'ps - must provide a search query; one of 'pid', 'ppid', 'all', 'user', 'group', 'command''¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":108},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1291¿ThrowStatement¿¿1682¿¿¿¿{"start":{"line":62,"column":1},"end":{"line":62,"column":110},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ThrowStatement
1292¿Identifier¿¿1682¿v119¿¿¿¿¿Identifier
1293¿BlockStatement¿¿1682¿¿¿¿{"start":{"line":10,"column":101},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1294¿ExpressionStatement¿¿1680¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1295¿AssignmentExpression¿=¿1680¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AssignmentExpression
1296¿MemberExpression¿¿1680¿¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1297¿Identifier¿¿1680¿module¿¿¿{"start":{"line":66,"column":0},"end":{"line":66,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1298¿Identifier¿¿1680¿exports¿¿¿{"start":{"line":66,"column":7},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1299¿Identifier¿¿1680¿lookup¿¿¿{"start":{"line":66,"column":17},"end":{"line":66,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1300¿ExpressionStatement¿¿1680¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1301¿AssignmentExpression¿=¿1680¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AssignmentExpression
1302¿MemberExpression¿¿1680¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1303¿Identifier¿¿1680¿lookup¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1304¿Identifier¿¿1680¿lookup¿¿¿{"start":{"line":67,"column":7},"end":{"line":67,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1305¿Identifier¿¿1680¿lookup¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1306¿VariableDeclarator¿¿1680¿Process¿¿¿{"start":{"line":69,"column":0},"end":{"line":74,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1307¿FunctionExpression¿¿1680¿Process¿¿¿{"start":{"line":70,"column":12},"end":{"line":73,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿FunctionExpression
1308¿Identifier¿¿0¿fields¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1309¿VariableDeclarator¿¿1696¿v120¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1310¿CallExpression¿¿1696¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1311¿MemberExpression¿¿1696¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1312¿Identifier¿¿1696¿Object¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1313¿Identifier¿¿1696¿assign¿¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1314¿ThisExpression¿¿1696¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ThisExpression
1315¿Identifier¿¿1696¿fields¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1316¿ExpressionStatement¿¿1696¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1317¿Identifier¿¿1696¿v120¿¿¿¿¿Identifier
1318¿VariableDeclarator¿¿1696¿v121¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1319¿CallExpression¿¿1696¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1320¿MemberExpression¿¿1696¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1321¿Identifier¿¿1696¿Object¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1322¿Identifier¿¿1696¿freeze¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1323¿ThisExpression¿¿1696¿¿¿¿{"start":{"line":72,"column":16},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ThisExpression
1324¿ExpressionStatement¿¿1696¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1325¿Identifier¿¿1696¿v121¿¿¿¿¿Identifier
1326¿BlockStatement¿¿1696¿¿¿¿{"start":{"line":70,"column":21},"end":{"line":73,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1327¿ExpressionStatement¿¿1680¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":74,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1328¿AssignmentExpression¿=¿1680¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":74,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AssignmentExpression
1329¿MemberExpression¿computed¿1680¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":74,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1330¿Identifier¿¿1680¿Process¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1331¿Literal¿string¿1680¿¿is_class¿¿¿¿Literal
1332¿Literal¿boolean¿1680¿¿true¿¿¿¿Literal
1333¿VariableDeclarator¿¿1680¿reduceFieldsToOptions¿¿¿{"start":{"line":77,"column":6},"end":{"line":81,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1334¿ArrowFunctionExpression¿¿1680¿¿¿¿{"start":{"line":77,"column":30},"end":{"line":81,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrowFunctionExpression
1335¿Identifier¿¿0¿options¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1336¿Identifier¿¿0¿field¿¿¿{"start":{"line":77,"column":40},"end":{"line":77,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1337¿VariableDeclarator¿¿1698¿v122¿¿¿{"start":{"line":78,"column":1},"end":{"line":78,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1338¿CallExpression¿¿1698¿¿¿¿{"start":{"line":78,"column":1},"end":{"line":78,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1339¿MemberExpression¿¿1698¿¿¿¿{"start":{"line":78,"column":1},"end":{"line":78,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1340¿Identifier¿¿1698¿options¿¿¿{"start":{"line":78,"column":1},"end":{"line":78,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1341¿Identifier¿¿1698¿push¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1342¿Literal¿string¿1698¿¿'-o'¿¿{"start":{"line":78,"column":14},"end":{"line":78,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1343¿Identifier¿¿1698¿field¿¿¿{"start":{"line":78,"column":20},"end":{"line":78,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1344¿ExpressionStatement¿¿1698¿¿¿¿{"start":{"line":78,"column":1},"end":{"line":78,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1345¿Identifier¿¿1698¿v122¿¿¿¿¿Identifier
1346¿ReturnStatement¿¿1698¿¿¿¿{"start":{"line":80,"column":1},"end":{"line":80,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
