Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1747¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":187,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Program
2518¿ExpressionStatement¿¿3111¿¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2519¿AssignmentExpression¿=¿3111¿¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2520¿Identifier¿¿3111¿history¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2521¿Identifier¿¿3111¿v281¿¿¿¿¿Identifier
2522¿BlockStatement¿¿3111¿¿¿¿¿¿BlockStatement
2523¿ExpressionStatement¿¿3111¿¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2524¿AssignmentExpression¿=¿3111¿¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2525¿Identifier¿¿3111¿history¿¿¿{"start":{"line":124,"column":18},"end":{"line":124,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2526¿Identifier¿¿3111¿v282¿¿¿¿¿Identifier
2527¿BlockStatement¿¿3111¿¿¿¿¿¿BlockStatement
2528¿VariableDeclarator¿¿3111¿v283¿¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2529¿BinaryExpression¿+¿3111¿¿¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2530¿Literal¿string¿3111¿¿'PROCESS '¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2531¿Identifier¿¿3111¿pid¿¿¿{"start":{"line":126,"column":28},"end":{"line":126,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2532¿VariableDeclarator¿¿3111¿args¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2533¿BinaryExpression¿+¿3111¿¿¿¿{"start":{"line":126,"column":15},"end":{"line":126,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2534¿Identifier¿¿3111¿v283¿¿¿¿¿Identifier
2535¿Literal¿string¿3111¿¿' get workingsetsize,usermodetime,kernelmodetime'¿¿{"start":{"line":126,"column":34},"end":{"line":126,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2536¿VariableDeclarator¿¿3111¿v284¿¿¿{"start":{"line":128,"column":29},"end":{"line":128,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2537¿CallExpression¿¿3111¿¿¿¿{"start":{"line":128,"column":29},"end":{"line":128,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2538¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":128,"column":29},"end":{"line":128,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2539¿Identifier¿¿3111¿args¿¿¿{"start":{"line":128,"column":29},"end":{"line":128,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2540¿Identifier¿¿3111¿split¿¿¿{"start":{"line":128,"column":34},"end":{"line":128,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2541¿Literal¿string¿3111¿¿' '¿¿{"start":{"line":128,"column":40},"end":{"line":128,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2542¿VariableDeclarator¿¿3111¿v285¿¿¿{"start":{"line":128,"column":46},"end":{"line":128,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2543¿ObjectExpression¿¿3111¿¿¿¿{"start":{"line":128,"column":46},"end":{"line":128,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ObjectExpression
2544¿Property¿¿3111¿¿¿¿{"start":{"line":128,"column":47},"end":{"line":128,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Property
2545¿Identifier¿¿3111¿detached¿¿¿{"start":{"line":128,"column":47},"end":{"line":128,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2546¿Literal¿boolean¿3111¿¿true¿¿{"start":{"line":128,"column":57},"end":{"line":128,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2547¿VariableDeclarator¿¿3111¿wmic¿¿¿{"start":{"line":128,"column":8},"end":{"line":128,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2548¿CallExpression¿¿3111¿¿¿¿{"start":{"line":128,"column":15},"end":{"line":128,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2549¿Identifier¿¿3111¿spawn¿¿¿{"start":{"line":128,"column":15},"end":{"line":128,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2550¿Literal¿string¿3111¿¿'wmic'¿¿{"start":{"line":128,"column":21},"end":{"line":128,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2551¿Identifier¿¿3111¿v284¿¿¿¿¿Identifier
2552¿Identifier¿¿3111¿v285¿¿¿¿¿Identifier
2553¿VariableDeclarator¿¿3111¿stdout¿¿¿{"start":{"line":129,"column":8},"end":{"line":129,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2554¿Literal¿string¿3111¿¿''¿¿{"start":{"line":129,"column":17},"end":{"line":129,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2555¿VariableDeclarator¿¿3111¿stderr¿¿¿{"start":{"line":130,"column":8},"end":{"line":130,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2556¿Literal¿string¿3111¿¿''¿¿{"start":{"line":130,"column":17},"end":{"line":130,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2557¿VariableDeclarator¿¿3111¿self¿¿¿{"start":{"line":131,"column":8},"end":{"line":131,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2558¿ThisExpression¿¿3111¿¿¿¿{"start":{"line":131,"column":15},"end":{"line":131,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ThisExpression
2559¿VariableDeclarator¿¿3111¿uptime¿¿¿{"start":{"line":132,"column":8},"end":{"line":132,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2560¿CallExpression¿¿3111¿¿¿¿{"start":{"line":132,"column":17},"end":{"line":132,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2561¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":132,"column":17},"end":{"line":132,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2562¿Identifier¿¿3111¿os¿¿¿{"start":{"line":132,"column":17},"end":{"line":132,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2563¿Identifier¿¿3111¿uptime¿¿¿{"start":{"line":132,"column":20},"end":{"line":132,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2564¿VariableDeclarator¿¿3111¿v286¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2565¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2566¿Identifier¿¿3111¿wmic¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2567¿Identifier¿¿3111¿stdout¿¿¿{"start":{"line":134,"column":9},"end":{"line":134,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2568¿VariableDeclarator¿¿3111¿v287¿¿¿{"start":{"line":134,"column":27},"end":{"line":136,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2569¿FunctionExpression¿¿3111¿anon¿¿¿{"start":{"line":134,"column":27},"end":{"line":136,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
2570¿Identifier¿¿0¿d¿¿¿{"start":{"line":134,"column":36},"end":{"line":134,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2571¿ExpressionStatement¿¿3114¿¿¿¿{"start":{"line":135,"column":5},"end":{"line":135,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2572¿AssignmentExpression¿+=¿3114¿¿¿¿{"start":{"line":135,"column":5},"end":{"line":135,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2573¿Identifier¿¿3114¿stdout¿¿¿{"start":{"line":135,"column":5},"end":{"line":135,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2574¿CallExpression¿¿3114¿¿¿¿{"start":{"line":135,"column":15},"end":{"line":135,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2575¿MemberExpression¿¿3114¿¿¿¿{"start":{"line":135,"column":15},"end":{"line":135,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2576¿Identifier¿¿3114¿d¿¿¿{"start":{"line":135,"column":15},"end":{"line":135,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2577¿Identifier¿¿3114¿toString¿¿¿{"start":{"line":135,"column":17},"end":{"line":135,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2578¿BlockStatement¿¿3114¿¿¿¿{"start":{"line":134,"column":39},"end":{"line":136,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
2579¿VariableDeclarator¿¿3111¿v288¿¿¿{"start":{"line":134,"column":4},"end":{"line":136,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2580¿CallExpression¿¿3111¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":136,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2581¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2582¿Identifier¿¿3111¿v286¿¿¿¿¿Identifier
2583¿Identifier¿¿3111¿on¿¿¿{"start":{"line":134,"column":16},"end":{"line":134,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2584¿Literal¿string¿3111¿¿'data'¿¿{"start":{"line":134,"column":19},"end":{"line":134,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2585¿Identifier¿¿3111¿v287¿¿¿¿¿Identifier
2586¿ExpressionStatement¿¿3111¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":136,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2587¿Identifier¿¿3111¿v288¿¿¿¿¿Identifier
2588¿VariableDeclarator¿¿3111¿v289¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2589¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2590¿Identifier¿¿3111¿wmic¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2591¿Identifier¿¿3111¿stderr¿¿¿{"start":{"line":138,"column":9},"end":{"line":138,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2592¿VariableDeclarator¿¿3111¿v290¿¿¿{"start":{"line":138,"column":27},"end":{"line":140,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2593¿FunctionExpression¿¿3111¿anon¿¿¿{"start":{"line":138,"column":27},"end":{"line":140,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
2594¿Identifier¿¿0¿d¿¿¿{"start":{"line":138,"column":36},"end":{"line":138,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2595¿ExpressionStatement¿¿3116¿¿¿¿{"start":{"line":139,"column":6},"end":{"line":139,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2596¿AssignmentExpression¿+=¿3116¿¿¿¿{"start":{"line":139,"column":6},"end":{"line":139,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2597¿Identifier¿¿3116¿stderr¿¿¿{"start":{"line":139,"column":6},"end":{"line":139,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2598¿CallExpression¿¿3116¿¿¿¿{"start":{"line":139,"column":16},"end":{"line":139,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2599¿MemberExpression¿¿3116¿¿¿¿{"start":{"line":139,"column":16},"end":{"line":139,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2600¿Identifier¿¿3116¿d¿¿¿{"start":{"line":139,"column":16},"end":{"line":139,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2601¿Identifier¿¿3116¿toString¿¿¿{"start":{"line":139,"column":18},"end":{"line":139,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2602¿BlockStatement¿¿3116¿¿¿¿{"start":{"line":138,"column":39},"end":{"line":140,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
2603¿VariableDeclarator¿¿3111¿v291¿¿¿{"start":{"line":138,"column":4},"end":{"line":140,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2604¿CallExpression¿¿3111¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":140,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2605¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2606¿Identifier¿¿3111¿v289¿¿¿¿¿Identifier
2607¿Identifier¿¿3111¿on¿¿¿{"start":{"line":138,"column":16},"end":{"line":138,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2608¿Literal¿string¿3111¿¿'data'¿¿{"start":{"line":138,"column":19},"end":{"line":138,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2609¿Identifier¿¿3111¿v290¿¿¿¿¿Identifier
2610¿ExpressionStatement¿¿3111¿¿¿¿{"start":{"line":138,"column":4},"end":{"line":140,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2611¿Identifier¿¿3111¿v291¿¿¿¿¿Identifier
2612¿VariableDeclarator¿¿3111¿v295¿¿¿{"start":{"line":142,"column":21},"end":{"line":144,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2613¿FunctionExpression¿¿3111¿anon¿¿¿{"start":{"line":142,"column":21},"end":{"line":144,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
2614¿Identifier¿¿0¿err¿¿¿{"start":{"line":142,"column":30},"end":{"line":142,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2615¿VariableDeclarator¿¿3118¿v292¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2616¿BinaryExpression¿+¿3118¿¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2617¿Literal¿string¿3118¿¿'[pidusage] Command 'wmic '¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2618¿Identifier¿¿3118¿args¿¿¿{"start":{"line":143,"column":50},"end":{"line":143,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2619¿VariableDeclarator¿¿3118¿v293¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2620¿BinaryExpression¿+¿3118¿¿¿¿{"start":{"line":143,"column":20},"end":{"line":143,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2621¿Identifier¿¿3118¿v292¿¿¿¿¿Identifier
2622¿Literal¿string¿3118¿¿'' failed with error %s'¿¿{"start":{"line":143,"column":57},"end":{"line":143,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2623¿VariableDeclarator¿¿3118¿v294¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2624¿CallExpression¿¿3118¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2625¿MemberExpression¿¿3118¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2626¿Identifier¿¿3118¿console¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2627¿Identifier¿¿3118¿error¿¿¿{"start":{"line":143,"column":14},"end":{"line":143,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2628¿Identifier¿¿3118¿v293¿¿¿¿¿Identifier
2629¿Identifier¿¿3118¿err¿¿¿{"start":{"line":143,"column":83},"end":{"line":143,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2630¿ExpressionStatement¿¿3118¿¿¿¿{"start":{"line":143,"column":6},"end":{"line":143,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2631¿Identifier¿¿3118¿v294¿¿¿¿¿Identifier
2632¿BlockStatement¿¿3118¿¿¿¿{"start":{"line":142,"column":35},"end":{"line":144,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
2633¿VariableDeclarator¿¿3111¿v296¿¿¿{"start":{"line":142,"column":4},"end":{"line":144,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2634¿CallExpression¿¿3111¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":144,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2635¿MemberExpression¿¿3111¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2636¿Identifier¿¿3111¿wmic¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2637¿Identifier¿¿3111¿on¿¿¿{"start":{"line":142,"column":9},"end":{"line":142,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2638¿Literal¿string¿3111¿¿'error'¿¿{"start":{"line":142,"column":12},"end":{"line":142,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2639¿Identifier¿¿3111¿v295¿¿¿¿¿Identifier
