Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1029¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Program
1293¿VariableDeclarator¿¿1834¿v152¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1294¿CallExpression¿¿1834¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1295¿Identifier¿¿1834¿cb¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1296¿ExpressionStatement¿¿1834¿¿¿¿{"start":{"line":40,"column":4},"end":{"line":40,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1297¿Identifier¿¿1834¿v152¿¿¿¿¿Identifier
1298¿BlockStatement¿¿1834¿¿¿¿{"start":{"line":37,"column":39},"end":{"line":41,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1299¿VariableDeclarator¿¿1826¿flush¿¿¿{"start":{"line":43,"column":6},"end":{"line":128,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1300¿FunctionExpression¿¿1826¿anon¿¿¿{"start":{"line":43,"column":14},"end":{"line":128,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿FunctionExpression
1301¿Identifier¿¿0¿cb¿¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1302¿VariableDeclarator¿¿1836¿writeStdin¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1303¿Literal¿boolean¿1836¿¿false¿¿{"start":{"line":44,"column":21},"end":{"line":44,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1304¿VariableDeclarator¿¿1836¿gitArgs¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1305¿ArrayExpression¿¿1836¿¿¿¿{"start":{"line":45,"column":18},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ArrayExpression
1306¿Literal¿string¿1836¿¿'commit'¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1307¿VariableDeclarator¿¿1836¿v153¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1308¿UnaryExpression¿typeof¿1836¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1309¿Identifier¿¿1836¿message¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1310¿VariableDeclarator¿¿1836¿v154¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1311¿BinaryExpression¿===¿1836¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1312¿Identifier¿¿1836¿v153¿¿¿¿¿Identifier
1313¿Literal¿string¿1836¿¿'function'¿¿{"start":{"line":48,"column":27},"end":{"line":48,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1314¿IfStatement¿¿1836¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1315¿Identifier¿¿1836¿v154¿¿¿¿¿Identifier
1316¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1317¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1318¿Identifier¿¿1836¿message¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1319¿CallExpression¿¿1836¿¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1320¿Identifier¿¿1836¿message¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1321¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":48,"column":39},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1322¿VariableDeclarator¿¿1836¿v155¿¿¿{"start":{"line":52,"column":26},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1323¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":52,"column":26},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1324¿Identifier¿¿1836¿opt¿¿¿{"start":{"line":52,"column":26},"end":{"line":52,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1325¿Identifier¿¿1836¿args¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1326¿VariableDeclarator¿¿1836¿userArgs¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1327¿CallExpression¿¿1836¿¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1328¿Identifier¿¿1836¿toArgv¿¿¿{"start":{"line":52,"column":19},"end":{"line":52,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1329¿Identifier¿¿1836¿v155¿¿¿¿¿Identifier
1330¿VariableDeclarator¿¿1836¿v156¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1331¿CallExpression¿¿1836¿¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1332¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1333¿Identifier¿¿1836¿userArgs¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1334¿Identifier¿¿1836¿indexOf¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1335¿Literal¿string¿1836¿¿'--amend'¿¿{"start":{"line":55,"column":35},"end":{"line":55,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1336¿VariableDeclarator¿¿1836¿v157¿¿¿{"start":{"line":55,"column":50},"end":{"line":55,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1337¿UnaryExpression¿-¿1836¿¿¿¿{"start":{"line":55,"column":50},"end":{"line":55,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1338¿Literal¿number¿1836¿¿1¿¿{"start":{"line":55,"column":51},"end":{"line":55,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1339¿VariableDeclarator¿¿1836¿isAmend¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1340¿BinaryExpression¿!==¿1836¿¿¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1341¿Identifier¿¿1836¿v156¿¿¿¿¿Identifier
1342¿Identifier¿¿1836¿v157¿¿¿¿¿Identifier
1343¿VariableDeclarator¿¿1836¿v158¿¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1344¿UnaryExpression¿!¿1836¿¿¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1345¿Identifier¿¿1836¿isAmend¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1346¿VariableDeclarator¿¿1836¿v159¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1347¿LogicalExpression¿&&¿1836¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿LogicalExpression
1348¿Identifier¿¿1836¿message¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1349¿Identifier¿¿1836¿v158¿¿¿¿¿Identifier
1350¿IfStatement¿¿1836¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":88,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1351¿Identifier¿¿1836¿v159¿¿¿¿¿Identifier
1352¿VariableDeclarator¿¿1836¿v160¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1353¿CallExpression¿¿1836¿¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1354¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1355¿Identifier¿¿1836¿Array¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1356¿Identifier¿¿1836¿isArray¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1357¿Identifier¿¿1836¿message¿¿¿{"start":{"line":58,"column":24},"end":{"line":58,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1358¿IfStatement¿¿1836¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":79,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1359¿Identifier¿¿1836¿v160¿¿¿¿¿Identifier
1360¿VariableDeclarator¿¿1836¿v161¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1361¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1362¿Identifier¿¿1836¿opt¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1363¿Identifier¿¿1836¿multiline¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1364¿IfStatement¿¿1836¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":66,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1365¿Identifier¿¿1836¿v161¿¿¿¿¿Identifier
1366¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1367¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1368¿Identifier¿¿1836¿writeStdin¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1369¿Literal¿boolean¿1836¿¿true¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1370¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1371¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1372¿Identifier¿¿1836¿message¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1373¿CallExpression¿¿1836¿¿¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1374¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1375¿Identifier¿¿1836¿message¿¿¿{"start":{"line":61,"column":20},"end":{"line":61,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1376¿Identifier¿¿1836¿join¿¿¿{"start":{"line":61,"column":28},"end":{"line":61,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1377¿Literal¿string¿1836¿¿'\n'¿¿{"start":{"line":61,"column":33},"end":{"line":61,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1378¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":59,"column":27},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1379¿VariableDeclarator¿¿1836¿i¿¿¿{"start":{"line":63,"column":19},"end":{"line":63,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1380¿Literal¿number¿1836¿¿0¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1381¿VariableDeclarator¿¿1836¿v162¿¿¿{"start":{"line":63,"column":30},"end":{"line":63,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1382¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":63,"column":30},"end":{"line":63,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1383¿Identifier¿¿1836¿message¿¿¿{"start":{"line":63,"column":30},"end":{"line":63,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1384¿Identifier¿¿1836¿length¿¿¿{"start":{"line":63,"column":38},"end":{"line":63,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1385¿VariableDeclarator¿¿1836¿v163¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1386¿BinaryExpression¿<¿1836¿¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1387¿Identifier¿¿1836¿i¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1388¿Identifier¿¿1836¿v162¿¿¿¿¿Identifier
1389¿WhileStatement¿¿1836¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿WhileStatement
1390¿Identifier¿¿1836¿v163¿¿¿¿¿Identifier
1391¿VariableDeclarator¿¿1836¿v165¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1392¿MemberExpression¿computed¿1836¿¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1393¿Identifier¿¿1836¿message¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1394¿Identifier¿¿1836¿i¿¿¿{"start":{"line":64,"column":46},"end":{"line":64,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1395¿VariableDeclarator¿¿1836¿v166¿¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1396¿CallExpression¿¿1836¿¿¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1397¿Identifier¿¿1836¿String¿¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1398¿Identifier¿¿1836¿v165¿¿¿¿¿Identifier
1399¿VariableDeclarator¿¿1836¿v167¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1400¿CallExpression¿¿1836¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1401¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1402¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1403¿Identifier¿¿1836¿push¿¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1404¿Literal¿string¿1836¿¿'-m'¿¿{"start":{"line":64,"column":25},"end":{"line":64,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1405¿Identifier¿¿1836¿v166¿¿¿¿¿Identifier
1406¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1407¿Identifier¿¿1836¿v167¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿1836¿v164¿¿¿{"start":{"line":63,"column":46},"end":{"line":63,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1409¿UpdateExpression¿¿1836¿¿¿¿{"start":{"line":63,"column":46},"end":{"line":63,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UpdateExpression
1410¿Identifier¿¿1836¿i¿¿¿{"start":{"line":63,"column":46},"end":{"line":63,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1411¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1412¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1413¿Identifier¿¿1836¿v163¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1414¿BinaryExpression¿<¿1836¿¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1415¿Identifier¿¿1836¿i¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1416¿Identifier¿¿1836¿v162¿¿¿¿¿Identifier
1417¿BlockStatement¿¿1836¿¿¿¿¿¿BlockStatement
1418¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":62,"column":15},"end":{"line":66,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1419¿VariableDeclarator¿¿1836¿v168¿¿¿{"start":{"line":67,"column":13},"end":{"line":67,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1420¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":67,"column":13},"end":{"line":67,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1421¿Identifier¿¿1836¿opt¿¿¿{"start":{"line":67,"column":13},"end":{"line":67,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
