Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1011¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Program
1262¿VariableDeclarator¿¿1751¿v121¿¿¿{"start":{"line":50,"column":16},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1263¿ArrowFunctionExpression¿¿1751¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1264¿Identifier¿¿0¿req¿¿¿{"start":{"line":50,"column":23},"end":{"line":50,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1265¿Identifier¿¿0¿res¿¿¿{"start":{"line":50,"column":28},"end":{"line":50,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1266¿Identifier¿¿0¿next¿¿¿{"start":{"line":50,"column":33},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1267¿TryStatement¿¿1762¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":66,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TryStatement
1268¿VariableDeclarator¿¿1762¿files¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1269¿AwaitExpression¿¿1762¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AwaitExpression
1270¿CallExpression¿¿1762¿¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1271¿MemberExpression¿¿1762¿¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1272¿Identifier¿¿1762¿fs¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1273¿Identifier¿¿1762¿readdir¿¿¿{"start":{"line":52,"column":27},"end":{"line":52,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1274¿Identifier¿¿1762¿SITE_ROOT¿¿¿{"start":{"line":52,"column":35},"end":{"line":52,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1275¿VariableDeclarator¿¿1762¿v117¿¿¿{"start":{"line":54,"column":16},"end":{"line":63,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1276¿ArrowFunctionExpression¿¿1762¿¿¿¿{"start":{"line":54,"column":16},"end":{"line":63,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1277¿Identifier¿¿0¿filename¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1278¿VariableDeclarator¿¿1764¿filePath¿¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1764¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1280¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1281¿Identifier¿¿1764¿path¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1282¿Identifier¿¿1764¿join¿¿¿{"start":{"line":55,"column":30},"end":{"line":55,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1283¿Identifier¿¿1764¿SITE_ROOT¿¿¿{"start":{"line":55,"column":35},"end":{"line":55,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1284¿Identifier¿¿1764¿filename¿¿¿{"start":{"line":55,"column":46},"end":{"line":55,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1285¿VariableDeclarator¿¿1764¿stats¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1286¿AwaitExpression¿¿1764¿¿¿¿{"start":{"line":56,"column":22},"end":{"line":56,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AwaitExpression
1287¿CallExpression¿¿1764¿¿¿¿{"start":{"line":56,"column":28},"end":{"line":56,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1288¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":56,"column":28},"end":{"line":56,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1289¿Identifier¿¿1764¿fs¿¿¿{"start":{"line":56,"column":28},"end":{"line":56,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1290¿Identifier¿¿1764¿stat¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1291¿Identifier¿¿1764¿filePath¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1292¿VariableDeclarator¿¿1764¿v114¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1293¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1294¿Identifier¿¿1764¿stats¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1295¿Identifier¿¿1764¿size¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1296¿VariableDeclarator¿¿1764¿v115¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1297¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1298¿Identifier¿¿1764¿stats¿¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1299¿Identifier¿¿1764¿mtime¿¿¿{"start":{"line":60,"column":26},"end":{"line":60,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1300¿VariableDeclarator¿¿1764¿v116¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1301¿ObjectExpression¿¿1764¿¿¿¿¿¿ObjectExpression
1302¿ExpressionStatement¿¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1303¿AssignmentExpression¿=¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AssignmentExpression
1304¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1305¿Identifier¿¿1764¿v116¿¿¿¿¿Identifier
1306¿Identifier¿¿1764¿name¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1307¿Identifier¿¿1764¿filename¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1308¿ExpressionStatement¿¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1309¿AssignmentExpression¿=¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AssignmentExpression
1310¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1311¿Identifier¿¿1764¿v116¿¿¿¿¿Identifier
1312¿Identifier¿¿1764¿size¿¿¿{"start":{"line":59,"column":10},"end":{"line":59,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1313¿Identifier¿¿1764¿v114¿¿¿¿¿Identifier
1314¿ExpressionStatement¿¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1315¿AssignmentExpression¿=¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AssignmentExpression
1316¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1317¿Identifier¿¿1764¿v116¿¿¿¿¿Identifier
1318¿Identifier¿¿1764¿modified¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1319¿Identifier¿¿1764¿v115¿¿¿¿¿Identifier
1320¿ExpressionStatement¿¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1321¿AssignmentExpression¿=¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AssignmentExpression
1322¿MemberExpression¿¿1764¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":62,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1323¿Identifier¿¿1764¿v116¿¿¿¿¿Identifier
1324¿Identifier¿¿1764¿url¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1325¿TemplateLiteral¿¿1764¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TemplateLiteral
1326¿Identifier¿¿1764¿filename¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1327¿ReturnStatement¿¿1764¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":62,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ReturnStatement
1328¿Identifier¿¿1764¿v116¿¿¿¿¿Identifier
1329¿BlockStatement¿¿1764¿¿¿¿{"start":{"line":54,"column":36},"end":{"line":63,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1330¿VariableDeclarator¿¿1762¿v118¿¿¿{"start":{"line":54,"column":6},"end":{"line":63,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1331¿CallExpression¿¿1762¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":63,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1332¿MemberExpression¿¿1762¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1333¿Identifier¿¿1762¿files¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1334¿Identifier¿¿1762¿map¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1335¿Identifier¿¿1762¿v117¿¿¿¿¿Identifier
1336¿VariableDeclarator¿¿1762¿fileDetails¿¿¿{"start":{"line":53,"column":10},"end":{"line":64,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1337¿AwaitExpression¿¿1762¿¿¿¿{"start":{"line":53,"column":24},"end":{"line":64,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AwaitExpression
1338¿CallExpression¿¿1762¿¿¿¿{"start":{"line":53,"column":30},"end":{"line":64,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1339¿MemberExpression¿¿1762¿¿¿¿{"start":{"line":53,"column":30},"end":{"line":53,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1340¿Identifier¿¿1762¿Promise¿¿¿{"start":{"line":53,"column":30},"end":{"line":53,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1341¿Identifier¿¿1762¿all¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1342¿Identifier¿¿1762¿v118¿¿¿¿¿Identifier
1343¿VariableDeclarator¿¿1762¿v119¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1344¿CallExpression¿¿1762¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1345¿MemberExpression¿¿1762¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1346¿Identifier¿¿1762¿res¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1347¿Identifier¿¿1762¿json¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1348¿Identifier¿¿1762¿fileDetails¿¿¿{"start":{"line":65,"column":13},"end":{"line":65,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1349¿ExpressionStatement¿¿1762¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1350¿Identifier¿¿1762¿v119¿¿¿¿¿Identifier
1351¿BlockStatement¿¿1762¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":66,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1352¿CatchClause¿¿1762¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CatchClause
1353¿VariableDeclarator¿¿1762¿v120¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1354¿CallExpression¿¿1762¿¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1355¿Identifier¿¿1762¿next¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1356¿Identifier¿¿1762¿err¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1357¿ExpressionStatement¿¿1762¿¿¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1358¿Identifier¿¿1762¿v120¿¿¿¿¿Identifier
1359¿BlockStatement¿¿1762¿¿¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1360¿Identifier¿¿1762¿err¿¿¿{"start":{"line":66,"column":11},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1361¿BlockStatement¿¿1762¿¿¿¿{"start":{"line":50,"column":42},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1362¿VariableDeclarator¿¿1751¿v122¿¿¿{"start":{"line":50,"column":0},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1363¿CallExpression¿¿1751¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1364¿MemberExpression¿¿1751¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":50,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1365¿Identifier¿¿1751¿router¿¿¿{"start":{"line":50,"column":0},"end":{"line":50,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1366¿Identifier¿¿1751¿get¿¿¿{"start":{"line":50,"column":7},"end":{"line":50,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1367¿Literal¿string¿1751¿¿'/'¿¿{"start":{"line":50,"column":11},"end":{"line":50,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1368¿Identifier¿¿1751¿v121¿¿¿¿¿Identifier
1369¿ExpressionStatement¿¿1751¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1370¿Identifier¿¿1751¿v122¿¿¿¿¿Identifier
1371¿VariableDeclarator¿¿1751¿v123¿¿¿{"start":{"line":73,"column":23},"end":{"line":73,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1372¿CallExpression¿¿1751¿¿¿¿{"start":{"line":73,"column":23},"end":{"line":73,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1373¿MemberExpression¿¿1751¿¿¿¿{"start":{"line":73,"column":23},"end":{"line":73,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1374¿Identifier¿¿1751¿upload¿¿¿{"start":{"line":73,"column":23},"end":{"line":73,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1375¿Identifier¿¿1751¿array¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1376¿Literal¿string¿1751¿¿'files'¿¿{"start":{"line":73,"column":36},"end":{"line":73,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1377¿VariableDeclarator¿¿1751¿v145¿¿¿{"start":{"line":73,"column":46},"end":{"line":89,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1378¿ArrowFunctionExpression¿¿1751¿¿¿¿{"start":{"line":73,"column":46},"end":{"line":89,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1379¿Identifier¿¿0¿req¿¿¿{"start":{"line":73,"column":53},"end":{"line":73,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1380¿Identifier¿¿0¿res¿¿¿{"start":{"line":73,"column":58},"end":{"line":73,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1381¿Identifier¿¿0¿next¿¿¿{"start":{"line":73,"column":63},"end":{"line":73,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1382¿TryStatement¿¿1767¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":88,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TryStatement
1383¿VariableDeclarator¿¿1767¿v124¿¿¿{"start":{"line":75,"column":9},"end":{"line":75,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1384¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":75,"column":9},"end":{"line":75,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
