Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2221¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":254,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Program
3263¿VariableDeclarator¿¿3873¿options¿¿¿{"start":{"line":171,"column":10},"end":{"line":173,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3264¿ObjectExpression¿¿3873¿¿¿¿¿¿ObjectExpression
3265¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":171,"column":10},"end":{"line":173,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3266¿AssignmentExpression¿=¿3873¿¿¿¿{"start":{"line":171,"column":10},"end":{"line":173,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿AssignmentExpression
3267¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":171,"column":10},"end":{"line":173,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3268¿Identifier¿¿3873¿options¿¿¿{"start":{"line":171,"column":10},"end":{"line":171,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3269¿Identifier¿¿3873¿filepath¿¿¿{"start":{"line":172,"column":7},"end":{"line":172,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3270¿Identifier¿¿3873¿target¿¿¿{"start":{"line":172,"column":17},"end":{"line":172,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3271¿BreakStatement¿¿3873¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BreakStatement
3272¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":175,"column":4},"end":{"line":183,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
3273¿Literal¿string¿3873¿¿'text'¿¿{"start":{"line":175,"column":9},"end":{"line":175,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3274¿VariableDeclarator¿¿3873¿output¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3275¿FunctionExpression¿¿3873¿anon¿¿¿{"start":{"line":176,"column":21},"end":{"line":176,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿FunctionExpression
3276¿Identifier¿¿0¿result¿¿¿{"start":{"line":176,"column":30},"end":{"line":176,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3277¿VariableDeclarator¿¿3920¿v367¿¿¿{"start":{"line":176,"column":39},"end":{"line":176,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3278¿CallExpression¿¿3920¿¿¿¿{"start":{"line":176,"column":39},"end":{"line":176,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3279¿MemberExpression¿¿3920¿¿¿¿{"start":{"line":176,"column":39},"end":{"line":176,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3280¿Identifier¿¿3920¿console¿¿¿{"start":{"line":176,"column":39},"end":{"line":176,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3281¿Identifier¿¿3920¿log¿¿¿{"start":{"line":176,"column":47},"end":{"line":176,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3282¿Identifier¿¿3920¿result¿¿¿{"start":{"line":176,"column":51},"end":{"line":176,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3283¿ExpressionStatement¿¿3920¿¿¿¿{"start":{"line":176,"column":39},"end":{"line":176,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3284¿Identifier¿¿3920¿v367¿¿¿¿¿Identifier
3285¿BlockStatement¿¿3920¿¿¿¿{"start":{"line":176,"column":37},"end":{"line":176,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BlockStatement
3286¿VariableDeclarator¿¿3873¿v368¿¿¿{"start":{"line":177,"column":5},"end":{"line":177,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3287¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":177,"column":5},"end":{"line":177,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3288¿Identifier¿¿3873¿argv¿¿¿{"start":{"line":177,"column":5},"end":{"line":177,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3289¿Identifier¿¿3873¿F¿¿¿{"start":{"line":177,"column":10},"end":{"line":177,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3290¿IfStatement¿¿3873¿¿¿¿{"start":{"line":177,"column":2},"end":{"line":182,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿IfStatement
3291¿Identifier¿¿3873¿v368¿¿¿¿¿Identifier
3292¿VariableDeclarator¿¿3873¿v369¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3293¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3294¿Identifier¿¿3873¿argv¿¿¿{"start":{"line":178,"column":9},"end":{"line":178,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3295¿Identifier¿¿3873¿s¿¿¿{"start":{"line":178,"column":14},"end":{"line":178,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3296¿IfStatement¿¿3873¿¿¿¿{"start":{"line":178,"column":6},"end":{"line":179,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿IfStatement
3297¿Identifier¿¿3873¿v369¿¿¿¿¿Identifier
3298¿VariableDeclarator¿¿3873¿v370¿¿¿{"start":{"line":178,"column":34},"end":{"line":178,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3299¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":178,"column":34},"end":{"line":178,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3300¿Identifier¿¿3873¿argv¿¿¿{"start":{"line":178,"column":34},"end":{"line":178,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3301¿Identifier¿¿3873¿F¿¿¿{"start":{"line":178,"column":39},"end":{"line":178,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3302¿VariableDeclarator¿¿3873¿v371¿¿¿{"start":{"line":178,"column":42},"end":{"line":178,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3303¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":178,"column":42},"end":{"line":178,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3304¿Identifier¿¿3873¿argv¿¿¿{"start":{"line":178,"column":42},"end":{"line":178,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3305¿Identifier¿¿3873¿s¿¿¿{"start":{"line":178,"column":47},"end":{"line":178,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3306¿VariableDeclarator¿¿3873¿v372¿¿¿{"start":{"line":178,"column":17},"end":{"line":178,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3307¿CallExpression¿¿3873¿¿¿¿{"start":{"line":178,"column":17},"end":{"line":178,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3308¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":178,"column":17},"end":{"line":178,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3309¿Identifier¿¿3873¿art¿¿¿{"start":{"line":178,"column":17},"end":{"line":178,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3310¿Identifier¿¿3873¿font¿¿¿{"start":{"line":178,"column":21},"end":{"line":178,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3311¿Identifier¿¿3873¿target¿¿¿{"start":{"line":178,"column":26},"end":{"line":178,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3312¿Identifier¿¿3873¿v370¿¿¿¿¿Identifier
3313¿Identifier¿¿3873¿v371¿¿¿¿¿Identifier
3314¿Identifier¿¿3873¿output¿¿¿{"start":{"line":178,"column":50},"end":{"line":178,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3315¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":178,"column":17},"end":{"line":178,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3316¿Identifier¿¿3873¿v372¿¿¿¿¿Identifier
3317¿BlockStatement¿¿3873¿¿¿¿¿¿BlockStatement
3318¿VariableDeclarator¿¿3873¿v373¿¿¿{"start":{"line":179,"column":28},"end":{"line":179,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3319¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":179,"column":28},"end":{"line":179,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3320¿Identifier¿¿3873¿argv¿¿¿{"start":{"line":179,"column":28},"end":{"line":179,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3321¿Identifier¿¿3873¿F¿¿¿{"start":{"line":179,"column":33},"end":{"line":179,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3322¿VariableDeclarator¿¿3873¿v374¿¿¿{"start":{"line":179,"column":11},"end":{"line":179,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3323¿CallExpression¿¿3873¿¿¿¿{"start":{"line":179,"column":11},"end":{"line":179,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3324¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":179,"column":11},"end":{"line":179,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3325¿Identifier¿¿3873¿art¿¿¿{"start":{"line":179,"column":11},"end":{"line":179,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3326¿Identifier¿¿3873¿font¿¿¿{"start":{"line":179,"column":15},"end":{"line":179,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3327¿Identifier¿¿3873¿target¿¿¿{"start":{"line":179,"column":20},"end":{"line":179,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3328¿Identifier¿¿3873¿v373¿¿¿¿¿Identifier
3329¿Identifier¿¿3873¿output¿¿¿{"start":{"line":179,"column":36},"end":{"line":179,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3330¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":179,"column":11},"end":{"line":179,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3331¿Identifier¿¿3873¿v374¿¿¿¿¿Identifier
3332¿BlockStatement¿¿3873¿¿¿¿¿¿BlockStatement
3333¿BlockStatement¿¿3873¿¿¿¿{"start":{"line":177,"column":12},"end":{"line":180,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BlockStatement
3334¿VariableDeclarator¿¿3873¿v375¿¿¿{"start":{"line":181,"column":36},"end":{"line":181,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3335¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":181,"column":36},"end":{"line":181,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3336¿Identifier¿¿3873¿argv¿¿¿{"start":{"line":181,"column":36},"end":{"line":181,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3337¿Identifier¿¿3873¿s¿¿¿{"start":{"line":181,"column":41},"end":{"line":181,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3338¿VariableDeclarator¿¿3873¿v376¿¿¿{"start":{"line":181,"column":36},"end":{"line":181,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3339¿LogicalExpression¿||¿3873¿¿¿¿{"start":{"line":181,"column":36},"end":{"line":181,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿LogicalExpression
3340¿Identifier¿¿3873¿v375¿¿¿¿¿Identifier
3341¿Literal¿string¿3873¿¿''¿¿{"start":{"line":181,"column":44},"end":{"line":181,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3342¿VariableDeclarator¿¿3873¿v377¿¿¿{"start":{"line":181,"column":18},"end":{"line":181,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3343¿CallExpression¿¿3873¿¿¿¿{"start":{"line":181,"column":18},"end":{"line":181,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3344¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":181,"column":18},"end":{"line":181,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3345¿Identifier¿¿3873¿art¿¿¿{"start":{"line":181,"column":18},"end":{"line":181,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3346¿Identifier¿¿3873¿style¿¿¿{"start":{"line":181,"column":22},"end":{"line":181,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3347¿Identifier¿¿3873¿target¿¿¿{"start":{"line":181,"column":28},"end":{"line":181,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3348¿Identifier¿¿3873¿v376¿¿¿¿¿Identifier
3349¿Literal¿boolean¿3873¿¿true¿¿{"start":{"line":181,"column":48},"end":{"line":181,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3350¿VariableDeclarator¿¿3873¿v378¿¿¿{"start":{"line":181,"column":6},"end":{"line":181,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3351¿CallExpression¿¿3873¿¿¿¿{"start":{"line":181,"column":6},"end":{"line":181,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3352¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":181,"column":6},"end":{"line":181,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3353¿Identifier¿¿3873¿console¿¿¿{"start":{"line":181,"column":6},"end":{"line":181,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3354¿Identifier¿¿3873¿log¿¿¿{"start":{"line":181,"column":14},"end":{"line":181,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3355¿Identifier¿¿3873¿v377¿¿¿¿¿Identifier
3356¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":181,"column":6},"end":{"line":181,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3357¿Identifier¿¿3873¿v378¿¿¿¿¿Identifier
3358¿BlockStatement¿¿3873¿¿¿¿{"start":{"line":180,"column":7},"end":{"line":182,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BlockStatement
3359¿BreakStatement¿¿3873¿¿¿¿{"start":{"line":183,"column":2},"end":{"line":183,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BreakStatement
3360¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":184,"column":4},"end":{"line":207,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
3361¿Literal¿string¿3873¿¿'list'¿¿{"start":{"line":184,"column":9},"end":{"line":184,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3362¿VariableDeclarator¿¿3873¿JSFtp¿¿¿{"start":{"line":185,"column":12},"end":{"line":185,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3363¿LogicalExpression¿||¿3873¿¿¿¿{"start":{"line":185,"column":20},"end":{"line":185,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿LogicalExpression
3364¿Identifier¿¿3873¿ftp¿¿¿{"start":{"line":185,"column":20},"end":{"line":185,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3365¿AssignmentExpression¿=¿3873¿¿¿¿{"start":{"line":185,"column":28},"end":{"line":185,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿AssignmentExpression
3366¿Identifier¿¿3873¿ftp¿¿¿{"start":{"line":185,"column":28},"end":{"line":185,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3367¿CallExpression¿¿3873¿¿¿¿{"start":{"line":185,"column":34},"end":{"line":185,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3368¿Identifier¿¿3873¿require¿¿¿{"start":{"line":185,"column":34},"end":{"line":185,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3369¿Literal¿string¿3873¿¿'jsftp'¿¿{"start":{"line":185,"column":42},"end":{"line":185,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3370¿VariableDeclarator¿¿3873¿v379¿¿¿{"start":{"line":186,"column":31},"end":{"line":188,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3371¿ObjectExpression¿¿3873¿¿¿¿{"start":{"line":186,"column":31},"end":{"line":188,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ObjectExpression
3372¿Property¿¿3873¿¿¿¿{"start":{"line":187,"column":12},"end":{"line":187,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Property
3373¿Identifier¿¿3873¿host¿¿¿{"start":{"line":187,"column":12},"end":{"line":187,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3374¿Literal¿string¿3873¿¿'ftp.figlet.org'¿¿{"start":{"line":187,"column":18},"end":{"line":187,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3375¿VariableDeclarator¿¿3873¿client¿¿¿{"start":{"line":186,"column":12},"end":{"line":188,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3376¿NewExpression¿¿3873¿¿¿¿{"start":{"line":186,"column":21},"end":{"line":188,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿NewExpression
3377¿Identifier¿¿3873¿JSFtp¿¿¿{"start":{"line":186,"column":25},"end":{"line":186,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3378¿Identifier¿¿3873¿v379¿¿¿¿¿Identifier
3379¿VariableDeclarator¿¿3873¿results¿¿¿{"start":{"line":189,"column":12},"end":{"line":189,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3380¿ArrayExpression¿¿3873¿¿¿¿{"start":{"line":189,"column":22},"end":{"line":189,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ArrayExpression
3381¿VariableDeclarator¿¿3873¿v401¿¿¿{"start":{"line":190,"column":43},"end":{"line":206,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3382¿FunctionExpression¿¿3873¿anon¿¿¿{"start":{"line":190,"column":43},"end":{"line":206,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿FunctionExpression
3383¿Identifier¿¿0¿err¿¿¿{"start":{"line":190,"column":52},"end":{"line":190,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
