Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
586¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Program
844¿Identifier¿¿1022¿key¿¿¿{"start":{"line":78,"column":15},"end":{"line":78,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
845¿Identifier¿¿1022¿passThroughParams¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
846¿VariableDeclarator¿¿1022¿value¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
847¿MemberExpression¿computed¿1022¿¿¿¿{"start":{"line":79,"column":20},"end":{"line":79,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
848¿Identifier¿¿1022¿passThroughParams¿¿¿{"start":{"line":79,"column":20},"end":{"line":79,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
849¿Identifier¿¿1022¿key¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
850¿VariableDeclarator¿¿1022¿v75¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
851¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
852¿Identifier¿¿1022¿key¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
853¿Identifier¿¿1022¿length¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
854¿VariableDeclarator¿¿1022¿v76¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
855¿BinaryExpression¿===¿1022¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BinaryExpression
856¿Identifier¿¿1022¿v75¿¿¿¿¿Identifier
857¿Literal¿number¿1022¿¿1¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
858¿IfStatement¿¿1022¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿IfStatement
859¿Identifier¿¿1022¿v76¿¿¿¿¿Identifier
860¿VariableDeclarator¿¿1022¿v77¿¿¿{"start":{"line":82,"column":26},"end":{"line":82,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
861¿BinaryExpression¿+¿1022¿¿¿¿{"start":{"line":82,"column":26},"end":{"line":82,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BinaryExpression
862¿Literal¿string¿1022¿¿'-'¿¿{"start":{"line":82,"column":26},"end":{"line":82,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
863¿Identifier¿¿1022¿key¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
864¿VariableDeclarator¿¿1022¿v78¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
865¿CallExpression¿¿1022¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
866¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
867¿Identifier¿¿1022¿appendedArgs¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
868¿Identifier¿¿1022¿push¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
869¿Identifier¿¿1022¿v77¿¿¿¿¿Identifier
870¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
871¿Identifier¿¿1022¿v78¿¿¿¿¿Identifier
872¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":81,"column":28},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
873¿VariableDeclarator¿¿1022¿v79¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
874¿BinaryExpression¿+¿1022¿¿¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BinaryExpression
875¿Literal¿string¿1022¿¿'--'¿¿{"start":{"line":84,"column":26},"end":{"line":84,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
876¿Identifier¿¿1022¿key¿¿¿{"start":{"line":84,"column":33},"end":{"line":84,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
877¿VariableDeclarator¿¿1022¿v80¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
878¿CallExpression¿¿1022¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
879¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
880¿Identifier¿¿1022¿appendedArgs¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
881¿Identifier¿¿1022¿push¿¿¿{"start":{"line":84,"column":21},"end":{"line":84,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
882¿Identifier¿¿1022¿v79¿¿¿¿¿Identifier
883¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
884¿Identifier¿¿1022¿v80¿¿¿¿¿Identifier
885¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":83,"column":13},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
886¿VariableDeclarator¿¿1022¿v81¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
887¿BinaryExpression¿!==¿1022¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BinaryExpression
888¿Identifier¿¿1022¿value¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
889¿Literal¿boolean¿1022¿¿true¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
890¿IfStatement¿¿1022¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":89,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿IfStatement
891¿Identifier¿¿1022¿v81¿¿¿¿¿Identifier
892¿VariableDeclarator¿¿1022¿v82¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
893¿CallExpression¿¿1022¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
894¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
895¿Identifier¿¿1022¿appendedArgs¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
896¿Identifier¿¿1022¿push¿¿¿{"start":{"line":88,"column":21},"end":{"line":88,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
897¿Identifier¿¿1022¿value¿¿¿{"start":{"line":88,"column":26},"end":{"line":88,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
898¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
899¿Identifier¿¿1022¿v82¿¿¿¿¿Identifier
900¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":87,"column":26},"end":{"line":89,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
901¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":78,"column":41},"end":{"line":90,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
902¿VariableDeclarator¿¿1022¿v83¿¿¿{"start":{"line":92,"column":31},"end":{"line":92,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
903¿CallExpression¿¿1022¿¿¿¿{"start":{"line":92,"column":31},"end":{"line":92,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
904¿Identifier¿¿1022¿getGitDir¿¿¿{"start":{"line":92,"column":31},"end":{"line":92,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
905¿VariableDeclarator¿¿1022¿commitMsgFile¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
906¿CallExpression¿¿1022¿¿¿¿{"start":{"line":92,"column":26},"end":{"line":92,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
907¿Identifier¿¿1022¿join¿¿¿{"start":{"line":92,"column":26},"end":{"line":92,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
908¿Identifier¿¿1022¿v83¿¿¿¿¿Identifier
909¿Literal¿string¿1022¿¿'COMMIT_EDITMSG'¿¿{"start":{"line":92,"column":44},"end":{"line":92,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
910¿VariableDeclarator¿¿1022¿v84¿¿¿{"start":{"line":94,"column":32},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
911¿ArrayExpression¿¿1022¿¿¿¿{"start":{"line":94,"column":32},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ArrayExpression
912¿Literal¿string¿1022¿¿'git'¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
913¿Literal¿string¿1022¿¿'commit'¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
914¿Literal¿string¿1022¿¿'--file'¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
915¿Identifier¿¿1022¿commitMsgFile¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
916¿SpreadElement¿¿1022¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿SpreadElement
917¿VariableDeclarator¿¿1022¿command¿¿¿{"start":{"line":94,"column":10},"end":{"line":100,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
918¿CallExpression¿¿1022¿¿¿¿{"start":{"line":94,"column":20},"end":{"line":100,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
919¿Identifier¿¿1022¿shellescape¿¿¿{"start":{"line":94,"column":20},"end":{"line":94,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
920¿Identifier¿¿1022¿v84¿¿¿¿¿Identifier
921¿VariableDeclarator¿¿1022¿v85¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
922¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
923¿Identifier¿¿1022¿cliOptions¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
924¿Identifier¿¿1022¿dryRun¿¿¿{"start":{"line":102,"column":19},"end":{"line":102,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
925¿IfStatement¿¿1022¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":126,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿IfStatement
926¿Identifier¿¿1022¿v85¿¿¿¿¿Identifier
927¿VariableDeclarator¿¿1022¿v86¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
928¿CallExpression¿¿1022¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
929¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
930¿Identifier¿¿1022¿console¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
931¿Identifier¿¿1022¿log¿¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
932¿Literal¿string¿1022¿¿'Will execute command:'¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
933¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
934¿Identifier¿¿1022¿v86¿¿¿¿¿Identifier
935¿VariableDeclarator¿¿1022¿v87¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
936¿CallExpression¿¿1022¿¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
937¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
938¿Identifier¿¿1022¿command¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
939¿Identifier¿¿1022¿replace¿¿¿{"start":{"line":108,"column":26},"end":{"line":108,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
940¿Identifier¿¿1022¿commitMsgFile¿¿¿{"start":{"line":108,"column":34},"end":{"line":108,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
941¿Literal¿string¿1022¿¿'.git/COMMIT_EDITMSG'¿¿{"start":{"line":108,"column":49},"end":{"line":108,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
942¿VariableDeclarator¿¿1022¿v88¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
943¿CallExpression¿¿1022¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
944¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
945¿Identifier¿¿1022¿console¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
946¿Identifier¿¿1022¿log¿¿¿{"start":{"line":108,"column":14},"end":{"line":108,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
947¿Identifier¿¿1022¿v87¿¿¿¿¿Identifier
948¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
949¿Identifier¿¿1022¿v88¿¿¿¿¿Identifier
950¿VariableDeclarator¿¿1022¿v89¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
951¿CallExpression¿¿1022¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
952¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
953¿Identifier¿¿1022¿console¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
954¿Identifier¿¿1022¿log¿¿¿{"start":{"line":110,"column":14},"end":{"line":110,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
955¿Literal¿string¿1022¿¿'Message:'¿¿{"start":{"line":110,"column":18},"end":{"line":110,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
956¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
957¿Identifier¿¿1022¿v89¿¿¿¿¿Identifier
958¿VariableDeclarator¿¿1022¿v90¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
959¿CallExpression¿¿1022¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
960¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
961¿Identifier¿¿1022¿console¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
962¿Identifier¿¿1022¿log¿¿¿{"start":{"line":112,"column":14},"end":{"line":112,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
963¿Identifier¿¿1022¿message¿¿¿{"start":{"line":112,"column":18},"end":{"line":112,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
964¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
965¿Identifier¿¿1022¿v90¿¿¿¿¿Identifier
966¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":102,"column":27},"end":{"line":113,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
967¿VariableDeclarator¿¿1022¿v91¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
968¿CallExpression¿¿1022¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
969¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
970¿Identifier¿¿1022¿fs¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
971¿Identifier¿¿1022¿writeFileSync¿¿¿{"start":{"line":114,"column":9},"end":{"line":114,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
972¿Identifier¿¿1022¿commitMsgFile¿¿¿{"start":{"line":114,"column":23},"end":{"line":114,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
973¿Identifier¿¿1022¿message¿¿¿{"start":{"line":114,"column":38},"end":{"line":114,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
