Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
854¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":113,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Program
1113¿VariableDeclarator¿¿1463¿v110¿¿¿{"start":{"line":43,"column":12},"end":{"line":45,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1114¿ArrowFunctionExpression¿¿1463¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":45,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1115¿Identifier¿¿0¿previous¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1116¿Identifier¿¿0¿current¿¿¿{"start":{"line":43,"column":23},"end":{"line":43,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1117¿VariableDeclarator¿¿1467¿v109¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1118¿CallExpression¿¿1467¿¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1119¿MemberExpression¿¿1467¿¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1120¿Identifier¿¿1467¿previous¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1121¿Identifier¿¿1467¿concat¿¿¿{"start":{"line":44,"column":22},"end":{"line":44,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1122¿Identifier¿¿1467¿current¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1123¿ReturnStatement¿¿1467¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1124¿Identifier¿¿1467¿v109¿¿¿¿¿Identifier
1125¿BlockStatement¿¿1467¿¿¿¿{"start":{"line":43,"column":35},"end":{"line":45,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1126¿VariableDeclarator¿¿1463¿contents¿¿¿{"start":{"line":39,"column":6},"end":{"line":45,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1127¿CallExpression¿¿1463¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":45,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1128¿MemberExpression¿¿1463¿¿¿¿{"start":{"line":39,"column":17},"end":{"line":43,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1129¿Identifier¿¿1463¿v108¿¿¿¿¿Identifier
1130¿Identifier¿¿1463¿reduce¿¿¿{"start":{"line":43,"column":5},"end":{"line":43,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1131¿Identifier¿¿1463¿v110¿¿¿¿¿Identifier
1132¿Literal¿string¿1463¿¿''¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1133¿VariableDeclarator¿¿1463¿v111¿¿¿{"start":{"line":47,"column":44},"end":{"line":49,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1134¿ObjectExpression¿¿1463¿¿¿¿{"start":{"line":47,"column":44},"end":{"line":49,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ObjectExpression
1135¿Property¿¿1463¿¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Property
1136¿Identifier¿¿1463¿encoding¿¿¿{"start":{"line":48,"column":4},"end":{"line":48,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1137¿Literal¿string¿1463¿¿'utf8'¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1138¿VariableDeclarator¿¿1463¿v112¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1139¿CallExpression¿¿1463¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1140¿MemberExpression¿¿1463¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1141¿Identifier¿¿1463¿fs¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1142¿Identifier¿¿1463¿writeFileSync¿¿¿{"start":{"line":47,"column":5},"end":{"line":47,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1143¿Identifier¿¿1463¿pathToEnvFile¿¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1144¿Identifier¿¿1463¿contents¿¿¿{"start":{"line":47,"column":34},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1145¿Identifier¿¿1463¿v111¿¿¿¿¿Identifier
1146¿ExpressionStatement¿¿1463¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1147¿Identifier¿¿1463¿v112¿¿¿¿¿Identifier
1148¿VariableDeclarator¿¿1463¿v113¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1149¿MemberExpression¿¿1463¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1150¿Identifier¿¿1463¿ui¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1151¿Identifier¿¿1463¿log¿¿¿{"start":{"line":50,"column":5},"end":{"line":50,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1152¿VariableDeclarator¿¿1463¿v114¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1153¿TemplateLiteral¿¿1463¿¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1154¿Identifier¿¿1463¿pathToEnvFile¿¿¿{"start":{"line":50,"column":26},"end":{"line":50,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1155¿VariableDeclarator¿¿1463¿v115¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1156¿CallExpression¿¿1463¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1157¿MemberExpression¿¿1463¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1158¿Identifier¿¿1463¿v113¿¿¿¿¿Identifier
1159¿Identifier¿¿1463¿write¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1160¿Identifier¿¿1463¿v114¿¿¿¿¿Identifier
1161¿ExpressionStatement¿¿1463¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1162¿Identifier¿¿1463¿v115¿¿¿¿¿Identifier
1163¿BlockStatement¿¿1463¿¿¿¿{"start":{"line":37,"column":49},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1164¿VariableDeclarator¿exported¿1449¿walkSync¿¿¿{"start":{"line":53,"column":0},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1165¿FunctionExpression¿¿1449¿anon¿¿¿{"start":{"line":53,"column":0},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿FunctionExpression
1166¿Identifier¿¿0¿dir¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1167¿Identifier¿¿0¿filelist¿¿¿{"start":{"line":53,"column":23},"end":{"line":53,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1168¿VariableDeclarator¿¿1469¿files¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1169¿CallExpression¿¿1469¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1170¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1171¿Identifier¿¿1469¿fs¿¿¿{"start":{"line":54,"column":14},"end":{"line":54,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1172¿Identifier¿¿1469¿readdirSync¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1173¿Identifier¿¿1469¿dir¿¿¿{"start":{"line":54,"column":29},"end":{"line":54,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1174¿VariableDeclarator¿¿1469¿v116¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1175¿ArrayExpression¿¿1469¿¿¿¿{"start":{"line":55,"column":25},"end":{"line":55,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrayExpression
1176¿ExpressionStatement¿¿1469¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1177¿AssignmentExpression¿=¿1469¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿AssignmentExpression
1178¿Identifier¿¿1469¿filelist¿¿¿{"start":{"line":55,"column":2},"end":{"line":55,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1179¿LogicalExpression¿||¿1469¿¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿LogicalExpression
1180¿Identifier¿¿1469¿filelist¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1181¿Identifier¿¿1469¿v116¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1469¿v124¿¿¿{"start":{"line":56,"column":16},"end":{"line":65,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1183¿ArrowFunctionExpression¿¿1469¿¿¿¿{"start":{"line":56,"column":16},"end":{"line":65,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1184¿Identifier¿¿0¿file¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1185¿VariableDeclarator¿¿1471¿v117¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1186¿CallExpression¿¿1471¿¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1187¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1188¿Identifier¿¿1471¿path¿¿¿{"start":{"line":57,"column":20},"end":{"line":57,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1189¿Identifier¿¿1471¿join¿¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1190¿Identifier¿¿1471¿dir¿¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1191¿Identifier¿¿1471¿file¿¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1192¿VariableDeclarator¿¿1471¿v118¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1193¿CallExpression¿¿1471¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1194¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1195¿Identifier¿¿1471¿fs¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1196¿Identifier¿¿1471¿statSync¿¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1197¿Identifier¿¿1471¿v117¿¿¿¿¿Identifier
1198¿VariableDeclarator¿¿1471¿v119¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1199¿CallExpression¿¿1471¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1200¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1201¿Identifier¿¿1471¿v118¿¿¿¿¿Identifier
1202¿Identifier¿¿1471¿isDirectory¿¿¿{"start":{"line":57,"column":42},"end":{"line":57,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1203¿IfStatement¿¿1471¿¿¿¿{"start":{"line":57,"column":4},"end":{"line":64,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿IfStatement
1204¿Identifier¿¿1471¿v119¿¿¿¿¿Identifier
1205¿VariableDeclarator¿¿1471¿v120¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1206¿CallExpression¿¿1471¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1207¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1208¿Identifier¿¿1471¿path¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1209¿Identifier¿¿1471¿join¿¿¿{"start":{"line":58,"column":31},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1210¿Identifier¿¿1471¿dir¿¿¿{"start":{"line":58,"column":36},"end":{"line":58,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1211¿Identifier¿¿1471¿file¿¿¿{"start":{"line":58,"column":41},"end":{"line":58,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1212¿ExpressionStatement¿¿1471¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1213¿AssignmentExpression¿=¿1471¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿AssignmentExpression
1214¿Identifier¿¿1471¿filelist¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1215¿CallExpression¿¿1471¿¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1216¿Identifier¿¿1471¿walkSync¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1217¿Identifier¿¿1471¿v120¿¿¿¿¿Identifier
1218¿Identifier¿¿1471¿filelist¿¿¿{"start":{"line":58,"column":48},"end":{"line":58,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1219¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":57,"column":57},"end":{"line":59,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1220¿VariableDeclarator¿¿1471¿v121¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1221¿CallExpression¿¿1471¿¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1222¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1223¿Identifier¿¿1471¿path¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1224¿Identifier¿¿1471¿join¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1225¿Identifier¿¿1471¿dir¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1226¿Identifier¿¿1471¿file¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1227¿VariableDeclarator¿¿1471¿v122¿¿¿{"start":{"line":60,"column":20},"end":{"line":63,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1228¿ObjectExpression¿¿1471¿¿¿¿{"start":{"line":60,"column":20},"end":{"line":63,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ObjectExpression
1229¿Property¿¿1471¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Property
1230¿Identifier¿¿1471¿path¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1231¿Identifier¿¿1471¿v121¿¿¿¿¿Identifier
1232¿Property¿¿1471¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Property
1233¿Identifier¿¿1471¿name¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1234¿Identifier¿¿1471¿file¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1235¿VariableDeclarator¿¿1471¿v123¿¿¿{"start":{"line":60,"column":6},"end":{"line":63,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1236¿CallExpression¿¿1471¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":63,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1237¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1238¿Identifier¿¿1471¿filelist¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
