Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
648¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Program
897¿Identifier¿¿1143¿ReceivedRequest¿¿¿{"start":{"line":42,"column":96},"end":{"line":42,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
898¿VariableDeclarator¿¿1143¿v112¿¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
899¿TemplateLiteral¿¿1143¿¿¿¿{"start":{"line":42,"column":18},"end":{"line":42,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
900¿Identifier¿¿1143¿v108¿¿¿¿¿Identifier
901¿Identifier¿¿1143¿v109¿¿¿¿¿Identifier
902¿Identifier¿¿1143¿v111¿¿¿¿¿Identifier
903¿VariableDeclarator¿¿1143¿v113¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
904¿CallExpression¿¿1143¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
905¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
906¿Identifier¿¿1143¿console¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
907¿Identifier¿¿1143¿log¿¿¿{"start":{"line":42,"column":13},"end":{"line":42,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
908¿Identifier¿¿1143¿v112¿¿¿¿¿Identifier
909¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":42,"column":5},"end":{"line":42,"column":118},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
910¿Identifier¿¿1143¿v113¿¿¿¿¿Identifier
911¿BlockStatement¿¿1143¿¿¿¿{"start":{"line":37,"column":20},"end":{"line":43,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
912¿VariableDeclarator¿¿1143¿v114¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
913¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
914¿Identifier¿¿1143¿SomeError¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
915¿Identifier¿¿1143¿code¿¿¿{"start":{"line":46,"column":19},"end":{"line":46,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
916¿VariableDeclarator¿¿1143¿v115¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
917¿BinaryExpression¿===¿1143¿¿¿¿{"start":{"line":46,"column":9},"end":{"line":46,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BinaryExpression
918¿Identifier¿¿1143¿v114¿¿¿¿¿Identifier
919¿Literal¿string¿1143¿¿'ENOENT'¿¿{"start":{"line":46,"column":28},"end":{"line":46,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
920¿IfStatement¿¿1143¿¿¿¿{"start":{"line":46,"column":5},"end":{"line":60,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿IfStatement
921¿Identifier¿¿1143¿v115¿¿¿¿¿Identifier
922¿VariableDeclarator¿¿1143¿v116¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
923¿CallExpression¿¿1143¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
924¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
925¿Identifier¿¿1143¿Response¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
926¿Identifier¿¿1143¿writeHead¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
927¿Literal¿number¿1143¿¿404¿¿{"start":{"line":48,"column":26},"end":{"line":48,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
928¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
929¿Identifier¿¿1143¿v116¿¿¿¿¿Identifier
930¿VariableDeclarator¿¿1143¿v117¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
931¿CallExpression¿¿1143¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
932¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
933¿Identifier¿¿1143¿Response¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
934¿Identifier¿¿1143¿end¿¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
935¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
936¿Identifier¿¿1143¿v117¿¿¿¿¿Identifier
937¿VariableDeclarator¿¿1143¿v118¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
938¿NewExpression¿¿1143¿¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿NewExpression
939¿Identifier¿¿1143¿Date¿¿¿{"start":{"line":51,"column":27},"end":{"line":51,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
940¿VariableDeclarator¿¿1143¿v119¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
941¿CallExpression¿¿1143¿¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
942¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
943¿Identifier¿¿1143¿v118¿¿¿¿¿Identifier
944¿Identifier¿¿1143¿toLocaleString¿¿¿{"start":{"line":51,"column":35},"end":{"line":51,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
945¿VariableDeclarator¿¿1143¿v120¿¿¿{"start":{"line":51,"column":65},"end":{"line":51,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
946¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":51,"column":65},"end":{"line":51,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
947¿Identifier¿¿1143¿Request¿¿¿{"start":{"line":51,"column":65},"end":{"line":51,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
948¿Identifier¿¿1143¿url¿¿¿{"start":{"line":51,"column":73},"end":{"line":51,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
949¿VariableDeclarator¿¿1143¿v121¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
950¿TemplateLiteral¿¿1143¿¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
951¿Identifier¿¿1143¿v119¿¿¿¿¿Identifier
952¿Identifier¿¿1143¿v120¿¿¿¿¿Identifier
953¿VariableDeclarator¿¿1143¿v122¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
954¿CallExpression¿¿1143¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
955¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
956¿Identifier¿¿1143¿console¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
957¿Identifier¿¿1143¿log¿¿¿{"start":{"line":51,"column":14},"end":{"line":51,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
958¿Identifier¿¿1143¿v121¿¿¿¿¿Identifier
959¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":51,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
960¿Identifier¿¿1143¿v122¿¿¿¿¿Identifier
961¿BlockStatement¿¿1143¿¿¿¿{"start":{"line":46,"column":38},"end":{"line":52,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
962¿VariableDeclarator¿¿1143¿v123¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
963¿CallExpression¿¿1143¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
964¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
965¿Identifier¿¿1143¿Response¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
966¿Identifier¿¿1143¿writeHead¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
967¿Literal¿number¿1143¿¿500¿¿{"start":{"line":55,"column":26},"end":{"line":55,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
968¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
969¿Identifier¿¿1143¿v123¿¿¿¿¿Identifier
970¿VariableDeclarator¿¿1143¿v124¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
971¿CallExpression¿¿1143¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
972¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
973¿Identifier¿¿1143¿Response¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
974¿Identifier¿¿1143¿end¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
975¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
976¿Identifier¿¿1143¿v124¿¿¿¿¿Identifier
977¿VariableDeclarator¿¿1143¿v125¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
978¿NewExpression¿¿1143¿¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿NewExpression
979¿Identifier¿¿1143¿Date¿¿¿{"start":{"line":58,"column":27},"end":{"line":58,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
980¿VariableDeclarator¿¿1143¿v126¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
981¿CallExpression¿¿1143¿¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
982¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
983¿Identifier¿¿1143¿v125¿¿¿¿¿Identifier
984¿Identifier¿¿1143¿toLocaleString¿¿¿{"start":{"line":58,"column":35},"end":{"line":58,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
985¿VariableDeclarator¿¿1143¿v127¿¿¿{"start":{"line":58,"column":59},"end":{"line":58,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
986¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":58,"column":59},"end":{"line":58,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
987¿Identifier¿¿1143¿Request¿¿¿{"start":{"line":58,"column":59},"end":{"line":58,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
988¿Identifier¿¿1143¿url¿¿¿{"start":{"line":58,"column":67},"end":{"line":58,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
989¿VariableDeclarator¿¿1143¿v128¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
990¿TemplateLiteral¿¿1143¿¿¿¿{"start":{"line":58,"column":19},"end":{"line":58,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
991¿Identifier¿¿1143¿v126¿¿¿¿¿Identifier
992¿Identifier¿¿1143¿v127¿¿¿¿¿Identifier
993¿VariableDeclarator¿¿1143¿v129¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
994¿CallExpression¿¿1143¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
995¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
996¿Identifier¿¿1143¿console¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
997¿Identifier¿¿1143¿log¿¿¿{"start":{"line":58,"column":14},"end":{"line":58,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
998¿Identifier¿¿1143¿v128¿¿¿¿¿Identifier
999¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1000¿Identifier¿¿1143¿v129¿¿¿¿¿Identifier
1001¿VariableDeclarator¿¿1143¿v130¿¿¿{"start":{"line":59,"column":45},"end":{"line":59,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1002¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":59,"column":45},"end":{"line":59,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1003¿Identifier¿¿1143¿SomeError¿¿¿{"start":{"line":59,"column":45},"end":{"line":59,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1004¿Identifier¿¿1143¿code¿¿¿{"start":{"line":59,"column":55},"end":{"line":59,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1005¿VariableDeclarator¿¿1143¿v131¿¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1006¿TemplateLiteral¿¿1143¿¿¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
1007¿Identifier¿¿1143¿v130¿¿¿¿¿Identifier
1008¿VariableDeclarator¿¿1143¿v132¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1009¿CallExpression¿¿1143¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
1010¿MemberExpression¿¿1143¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1011¿Identifier¿¿1143¿console¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1012¿Identifier¿¿1143¿log¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1013¿Identifier¿¿1143¿v131¿¿¿¿¿Identifier
1014¿ExpressionStatement¿¿1143¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1015¿Identifier¿¿1143¿v132¿¿¿¿¿Identifier
1016¿BlockStatement¿¿1143¿¿¿¿{"start":{"line":53,"column":10},"end":{"line":60,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
1017¿BlockStatement¿¿1143¿¿¿¿{"start":{"line":44,"column":9},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
1018¿BlockStatement¿¿1143¿¿¿¿{"start":{"line":35,"column":61},"end":{"line":62,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
1019¿VariableDeclarator¿¿1140¿v134¿¿¿{"start":{"line":35,"column":3},"end":{"line":62,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1020¿CallExpression¿¿1140¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":62,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
1021¿MemberExpression¿¿1140¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1022¿Identifier¿¿1140¿FileSystem¿¿¿{"start":{"line":35,"column":3},"end":{"line":35,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1023¿Identifier¿¿1140¿readFile¿¿¿{"start":{"line":35,"column":14},"end":{"line":35,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
