Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7564¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":955,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Program
9998¿BinaryExpression¿<¿13374¿¿¿¿{"start":{"line":335,"column":22},"end":{"line":335,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
9999¿Identifier¿¿13374¿i¿¿¿{"start":{"line":335,"column":22},"end":{"line":335,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10000¿Identifier¿¿13374¿v1005¿¿¿¿¿Identifier
10001¿BlockStatement¿¿13374¿¿¿¿¿¿BlockStatement
10002¿VariableDeclarator¿¿13374¿v1035¿¿¿{"start":{"line":372,"column":10},"end":{"line":372,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10003¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":372,"column":10},"end":{"line":372,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10004¿Identifier¿¿13374¿self¿¿¿{"start":{"line":372,"column":10},"end":{"line":372,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10005¿Identifier¿¿13374¿validateEntrySizes¿¿¿{"start":{"line":372,"column":15},"end":{"line":372,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10006¿VariableDeclarator¿¿13374¿v1036¿¿¿{"start":{"line":372,"column":37},"end":{"line":372,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10007¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":372,"column":37},"end":{"line":372,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10008¿Identifier¿¿13374¿entry¿¿¿{"start":{"line":372,"column":37},"end":{"line":372,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10009¿Identifier¿¿13374¿compressionMethod¿¿¿{"start":{"line":372,"column":43},"end":{"line":372,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10010¿VariableDeclarator¿¿13374¿v1037¿¿¿{"start":{"line":372,"column":37},"end":{"line":372,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10011¿BinaryExpression¿===¿13374¿¿¿¿{"start":{"line":372,"column":37},"end":{"line":372,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
10012¿Identifier¿¿13374¿v1036¿¿¿¿¿Identifier
10013¿Literal¿number¿13374¿¿0¿¿{"start":{"line":372,"column":65},"end":{"line":372,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
10014¿VariableDeclarator¿¿13374¿v1038¿¿¿{"start":{"line":372,"column":10},"end":{"line":372,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10015¿LogicalExpression¿&&¿13374¿¿¿¿{"start":{"line":372,"column":10},"end":{"line":372,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿LogicalExpression
10016¿Identifier¿¿13374¿v1035¿¿¿¿¿Identifier
10017¿Identifier¿¿13374¿v1037¿¿¿¿¿Identifier
10018¿IfStatement¿¿13374¿¿¿¿{"start":{"line":372,"column":6},"end":{"line":382,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
10019¿Identifier¿¿13374¿v1038¿¿¿¿¿Identifier
10020¿VariableDeclarator¿¿13374¿expectedCompressedSize¿¿¿{"start":{"line":373,"column":12},"end":{"line":373,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10021¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":373,"column":37},"end":{"line":373,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10022¿Identifier¿¿13374¿entry¿¿¿{"start":{"line":373,"column":37},"end":{"line":373,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10023¿Identifier¿¿13374¿uncompressedSize¿¿¿{"start":{"line":373,"column":43},"end":{"line":373,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10024¿VariableDeclarator¿¿13374¿v1039¿¿¿{"start":{"line":374,"column":12},"end":{"line":374,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10025¿CallExpression¿¿13374¿¿¿¿{"start":{"line":374,"column":12},"end":{"line":374,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
10026¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":374,"column":12},"end":{"line":374,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10027¿Identifier¿¿13374¿entry¿¿¿{"start":{"line":374,"column":12},"end":{"line":374,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10028¿Identifier¿¿13374¿isEncrypted¿¿¿{"start":{"line":374,"column":18},"end":{"line":374,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10029¿IfStatement¿¿13374¿¿¿¿{"start":{"line":374,"column":8},"end":{"line":377,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
10030¿Identifier¿¿13374¿v1039¿¿¿¿¿Identifier
10031¿ExpressionStatement¿¿13374¿¿¿¿{"start":{"line":376,"column":10},"end":{"line":376,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
10032¿AssignmentExpression¿+=¿13374¿¿¿¿{"start":{"line":376,"column":10},"end":{"line":376,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
10033¿Identifier¿¿13374¿expectedCompressedSize¿¿¿{"start":{"line":376,"column":10},"end":{"line":376,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10034¿Literal¿number¿13374¿¿12¿¿{"start":{"line":376,"column":36},"end":{"line":376,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
10035¿BlockStatement¿¿13374¿¿¿¿{"start":{"line":374,"column":33},"end":{"line":377,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
10036¿VariableDeclarator¿¿13374¿v1040¿¿¿{"start":{"line":378,"column":12},"end":{"line":378,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10037¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":378,"column":12},"end":{"line":378,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10038¿Identifier¿¿13374¿entry¿¿¿{"start":{"line":378,"column":12},"end":{"line":378,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10039¿Identifier¿¿13374¿compressedSize¿¿¿{"start":{"line":378,"column":18},"end":{"line":378,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10040¿VariableDeclarator¿¿13374¿v1041¿¿¿{"start":{"line":378,"column":12},"end":{"line":378,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10041¿BinaryExpression¿!==¿13374¿¿¿¿{"start":{"line":378,"column":12},"end":{"line":378,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
10042¿Identifier¿¿13374¿v1040¿¿¿¿¿Identifier
10043¿Identifier¿¿13374¿expectedCompressedSize¿¿¿{"start":{"line":378,"column":37},"end":{"line":378,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10044¿IfStatement¿¿13374¿¿¿¿{"start":{"line":378,"column":8},"end":{"line":381,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
10045¿Identifier¿¿13374¿v1041¿¿¿¿¿Identifier
10046¿VariableDeclarator¿¿13374¿v1042¿¿¿{"start":{"line":379,"column":80},"end":{"line":379,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10047¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":379,"column":80},"end":{"line":379,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10048¿Identifier¿¿13374¿entry¿¿¿{"start":{"line":379,"column":80},"end":{"line":379,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10049¿Identifier¿¿13374¿compressedSize¿¿¿{"start":{"line":379,"column":86},"end":{"line":379,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10050¿VariableDeclarator¿¿13374¿v1043¿¿¿{"start":{"line":379,"column":20},"end":{"line":379,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10051¿BinaryExpression¿+¿13374¿¿¿¿{"start":{"line":379,"column":20},"end":{"line":379,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
10052¿Literal¿string¿13374¿¿'compressed/uncompressed size mismatch for stored file: '¿¿{"start":{"line":379,"column":20},"end":{"line":379,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
10053¿Identifier¿¿13374¿v1042¿¿¿¿¿Identifier
10054¿VariableDeclarator¿¿13374¿v1044¿¿¿{"start":{"line":379,"column":20},"end":{"line":379,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10055¿BinaryExpression¿+¿13374¿¿¿¿{"start":{"line":379,"column":20},"end":{"line":379,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
10056¿Identifier¿¿13374¿v1043¿¿¿¿¿Identifier
10057¿Literal¿string¿13374¿¿' != '¿¿{"start":{"line":379,"column":103},"end":{"line":379,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
10058¿VariableDeclarator¿¿13374¿v1045¿¿¿{"start":{"line":379,"column":112},"end":{"line":379,"column":134},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10059¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":379,"column":112},"end":{"line":379,"column":134},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10060¿Identifier¿¿13374¿entry¿¿¿{"start":{"line":379,"column":112},"end":{"line":379,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10061¿Identifier¿¿13374¿uncompressedSize¿¿¿{"start":{"line":379,"column":118},"end":{"line":379,"column":134},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10062¿VariableDeclarator¿¿13374¿msg¿¿¿{"start":{"line":379,"column":14},"end":{"line":379,"column":134},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10063¿BinaryExpression¿+¿13374¿¿¿¿{"start":{"line":379,"column":20},"end":{"line":379,"column":134},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
10064¿Identifier¿¿13374¿v1044¿¿¿¿¿Identifier
10065¿Identifier¿¿13374¿v1045¿¿¿¿¿Identifier
10066¿VariableDeclarator¿¿13374¿v1046¿¿¿{"start":{"line":380,"column":45},"end":{"line":380,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10067¿NewExpression¿¿13374¿¿¿¿{"start":{"line":380,"column":45},"end":{"line":380,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿NewExpression
10068¿Identifier¿¿13374¿Error¿¿¿{"start":{"line":380,"column":49},"end":{"line":380,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10069¿Identifier¿¿13374¿msg¿¿¿{"start":{"line":380,"column":55},"end":{"line":380,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10070¿VariableDeclarator¿¿13374¿v1047¿¿¿{"start":{"line":380,"column":17},"end":{"line":380,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10071¿CallExpression¿¿13374¿¿¿¿{"start":{"line":380,"column":17},"end":{"line":380,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
10072¿Identifier¿¿13374¿emitErrorAndAutoClose¿¿¿{"start":{"line":380,"column":17},"end":{"line":380,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10073¿Identifier¿¿13374¿self¿¿¿{"start":{"line":380,"column":39},"end":{"line":380,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10074¿Identifier¿¿13374¿v1046¿¿¿¿¿Identifier
10075¿ReturnStatement¿¿13374¿¿¿¿{"start":{"line":380,"column":10},"end":{"line":380,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ReturnStatement
10076¿Identifier¿¿13374¿v1047¿¿¿¿¿Identifier
10077¿BlockStatement¿¿13374¿¿¿¿{"start":{"line":378,"column":61},"end":{"line":381,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
10078¿BlockStatement¿¿13374¿¿¿¿{"start":{"line":372,"column":68},"end":{"line":382,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
10079¿VariableDeclarator¿¿13374¿v1048¿¿¿{"start":{"line":384,"column":6},"end":{"line":384,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10080¿CallExpression¿¿13374¿¿¿¿{"start":{"line":384,"column":6},"end":{"line":384,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
10081¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":384,"column":6},"end":{"line":384,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10082¿Identifier¿¿13374¿self¿¿¿{"start":{"line":384,"column":6},"end":{"line":384,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10083¿Identifier¿¿13374¿emit¿¿¿{"start":{"line":384,"column":11},"end":{"line":384,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10084¿Literal¿string¿13374¿¿'entry'¿¿{"start":{"line":384,"column":16},"end":{"line":384,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
10085¿Identifier¿¿13374¿entry¿¿¿{"start":{"line":384,"column":25},"end":{"line":384,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10086¿ExpressionStatement¿¿13374¿¿¿¿{"start":{"line":384,"column":6},"end":{"line":384,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
10087¿Identifier¿¿13374¿v1048¿¿¿¿¿Identifier
10088¿VariableDeclarator¿¿13374¿v1049¿¿¿{"start":{"line":386,"column":11},"end":{"line":386,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10089¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":386,"column":11},"end":{"line":386,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10090¿Identifier¿¿13374¿self¿¿¿{"start":{"line":386,"column":11},"end":{"line":386,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10091¿Identifier¿¿13374¿lazyEntries¿¿¿{"start":{"line":386,"column":16},"end":{"line":386,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10092¿VariableDeclarator¿¿13374¿v1050¿¿¿{"start":{"line":386,"column":10},"end":{"line":386,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10093¿UnaryExpression¿!¿13374¿¿¿¿{"start":{"line":386,"column":10},"end":{"line":386,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿UnaryExpression
10094¿Identifier¿¿13374¿v1049¿¿¿¿¿Identifier
10095¿IfStatement¿¿13374¿¿¿¿{"start":{"line":386,"column":6},"end":{"line":386,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
10096¿Identifier¿¿13374¿v1050¿¿¿¿¿Identifier
10097¿VariableDeclarator¿¿13374¿v1051¿¿¿{"start":{"line":386,"column":29},"end":{"line":386,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10098¿CallExpression¿¿13374¿¿¿¿{"start":{"line":386,"column":29},"end":{"line":386,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
10099¿MemberExpression¿¿13374¿¿¿¿{"start":{"line":386,"column":29},"end":{"line":386,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10100¿Identifier¿¿13374¿self¿¿¿{"start":{"line":386,"column":29},"end":{"line":386,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10101¿Identifier¿¿13374¿_readEntry¿¿¿{"start":{"line":386,"column":34},"end":{"line":386,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10102¿ExpressionStatement¿¿13374¿¿¿¿{"start":{"line":386,"column":29},"end":{"line":386,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
10103¿Identifier¿¿13374¿v1051¿¿¿¿¿Identifier
10104¿BlockStatement¿¿13374¿¿¿¿¿¿BlockStatement
10105¿BlockStatement¿¿13374¿¿¿¿{"start":{"line":299,"column":98},"end":{"line":387,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
10106¿VariableDeclarator¿¿13368¿v1053¿¿¿{"start":{"line":299,"column":4},"end":{"line":387,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10107¿CallExpression¿¿13368¿¿¿¿{"start":{"line":299,"column":4},"end":{"line":387,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
10108¿Identifier¿¿13368¿readAndAssertNoEof¿¿¿{"start":{"line":299,"column":4},"end":{"line":299,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10109¿Identifier¿¿13368¿v969¿¿¿¿¿Identifier
10110¿Identifier¿¿13368¿buffer¿¿¿{"start":{"line":299,"column":36},"end":{"line":299,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10111¿Literal¿number¿13368¿¿0¿¿{"start":{"line":299,"column":44},"end":{"line":299,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
10112¿Identifier¿¿13368¿v970¿¿¿¿¿Identifier
10113¿Identifier¿¿13368¿v971¿¿¿¿¿Identifier
10114¿Identifier¿¿13368¿v1052¿¿¿¿¿Identifier
10115¿ExpressionStatement¿¿13368¿¿¿¿{"start":{"line":299,"column":4},"end":{"line":387,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
10116¿Identifier¿¿13368¿v1053¿¿¿¿¿Identifier
10117¿BlockStatement¿¿13368¿¿¿¿{"start":{"line":255,"column":96},"end":{"line":388,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
10118¿VariableDeclarator¿¿13360¿v1055¿¿¿{"start":{"line":255,"column":2},"end":{"line":388,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10119¿CallExpression¿¿13360¿¿¿¿{"start":{"line":255,"column":2},"end":{"line":388,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
10120¿Identifier¿¿13360¿readAndAssertNoEof¿¿¿{"start":{"line":255,"column":2},"end":{"line":255,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10121¿Identifier¿¿13360¿v935¿¿¿¿¿Identifier
10122¿Identifier¿¿13360¿buffer¿¿¿{"start":{"line":255,"column":34},"end":{"line":255,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10123¿Literal¿number¿13360¿¿0¿¿{"start":{"line":255,"column":42},"end":{"line":255,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
10124¿Identifier¿¿13360¿v936¿¿¿¿¿Identifier
10125¿Identifier¿¿13360¿v937¿¿¿¿¿Identifier
10126¿Identifier¿¿13360¿v1054¿¿¿¿¿Identifier
10127¿ExpressionStatement¿¿13360¿¿¿¿{"start":{"line":255,"column":2},"end":{"line":388,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
10128¿Identifier¿¿13360¿v1055¿¿¿¿¿Identifier
10129¿BlockStatement¿¿13360¿¿¿¿{"start":{"line":242,"column":42},"end":{"line":389,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
10130¿ExpressionStatement¿¿13276¿¿¿¿{"start":{"line":242,"column":0},"end":{"line":389,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
10131¿AssignmentExpression¿=¿13276¿¿¿¿{"start":{"line":242,"column":0},"end":{"line":389,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
10132¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":242,"column":0},"end":{"line":242,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
10133¿Identifier¿¿13276¿v924¿¿¿¿¿Identifier
10134¿Identifier¿¿13276¿_readEntry¿¿¿{"start":{"line":242,"column":18},"end":{"line":242,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
10135¿Identifier¿¿13276¿v1056¿¿¿¿¿Identifier
10136¿VariableDeclarator¿¿13276¿v1057¿¿¿{"start":{"line":391,"column":0},"end":{"line":391,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
10137¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":391,"column":0},"end":{"line":391,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
