Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
724¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Program
973¿ArrayExpression¿¿1219¿¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":110},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrayExpression
974¿Identifier¿¿1219¿DOCKER_BIN¿¿¿{"start":{"line":51,"column":27},"end":{"line":51,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
975¿Literal¿string¿1219¿¿'exec'¿¿{"start":{"line":51,"column":39},"end":{"line":51,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
976¿Literal¿string¿1219¿¿'crowdsec'¿¿{"start":{"line":51,"column":47},"end":{"line":51,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
977¿Literal¿string¿1219¿¿'cscli'¿¿{"start":{"line":51,"column":59},"end":{"line":51,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
978¿Literal¿string¿1219¿¿'decisions'¿¿{"start":{"line":51,"column":68},"end":{"line":51,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
979¿Literal¿string¿1219¿¿'delete'¿¿{"start":{"line":51,"column":81},"end":{"line":51,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
980¿Literal¿string¿1219¿¿'--ip'¿¿{"start":{"line":51,"column":91},"end":{"line":51,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
981¿Identifier¿¿1219¿v79¿¿¿¿¿Identifier
982¿VariableDeclarator¿¿1219¿v81¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
983¿CallExpression¿¿1219¿¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
984¿Identifier¿¿1219¿executeCommand¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
985¿Identifier¿¿1219¿v80¿¿¿¿¿Identifier
986¿ReturnStatement¿¿1219¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
987¿Identifier¿¿1219¿v81¿¿¿¿¿Identifier
988¿BlockStatement¿¿1219¿¿¿¿{"start":{"line":47,"column":25},"end":{"line":52,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
989¿VariableDeclarator¿¿1211¿v90¿¿¿{"start":{"line":54,"column":25},"end":{"line":59,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
990¿ArrowFunctionExpression¿¿1211¿¿¿¿{"start":{"line":54,"column":25},"end":{"line":59,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrowFunctionExpression
991¿Identifier¿¿0¿ip¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
992¿VariableDeclarator¿¿1222¿v83¿¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
993¿CallExpression¿¿1222¿¿¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
994¿Identifier¿¿1222¿String¿¿¿{"start":{"line":55,"column":14},"end":{"line":55,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
995¿Identifier¿¿1222¿ip¿¿¿{"start":{"line":55,"column":21},"end":{"line":55,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
996¿VariableDeclarator¿¿1222¿v84¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
997¿CallExpression¿¿1222¿¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
998¿Identifier¿¿1222¿isIP¿¿¿{"start":{"line":55,"column":9},"end":{"line":55,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
999¿Identifier¿¿1222¿v83¿¿¿¿¿Identifier
1000¿VariableDeclarator¿¿1222¿v85¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1001¿UnaryExpression¿!¿1222¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿UnaryExpression
1002¿Identifier¿¿1222¿v84¿¿¿¿¿Identifier
1003¿IfStatement¿¿1222¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿IfStatement
1004¿Identifier¿¿1222¿v85¿¿¿¿¿Identifier
1005¿VariableDeclarator¿¿1222¿v86¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1006¿ObjectExpression¿¿1222¿¿¿¿¿¿ObjectExpression
1007¿ExpressionStatement¿¿1222¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1008¿AssignmentExpression¿=¿1222¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1009¿MemberExpression¿¿1222¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1010¿Identifier¿¿1222¿v86¿¿¿¿¿Identifier
1011¿Identifier¿¿1222¿success¿¿¿{"start":{"line":56,"column":15},"end":{"line":56,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1012¿Literal¿boolean¿1222¿¿false¿¿{"start":{"line":56,"column":24},"end":{"line":56,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1013¿ExpressionStatement¿¿1222¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1014¿AssignmentExpression¿=¿1222¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1015¿MemberExpression¿¿1222¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1016¿Identifier¿¿1222¿v86¿¿¿¿¿Identifier
1017¿Identifier¿¿1222¿error¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1018¿Literal¿string¿1222¿¿'Invalid IP address'¿¿{"start":{"line":56,"column":38},"end":{"line":56,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1019¿ReturnStatement¿¿1222¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
1020¿Identifier¿¿1222¿v86¿¿¿¿¿Identifier
1021¿BlockStatement¿¿1222¿¿¿¿{"start":{"line":55,"column":27},"end":{"line":57,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
1022¿VariableDeclarator¿¿1222¿v87¿¿¿{"start":{"line":58,"column":96},"end":{"line":58,"column":106},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1023¿CallExpression¿¿1222¿¿¿¿{"start":{"line":58,"column":96},"end":{"line":58,"column":106},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
1024¿Identifier¿¿1222¿String¿¿¿{"start":{"line":58,"column":96},"end":{"line":58,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1025¿Identifier¿¿1222¿ip¿¿¿{"start":{"line":58,"column":103},"end":{"line":58,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1026¿VariableDeclarator¿¿1222¿v88¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":153},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1027¿ArrayExpression¿¿1222¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":153},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrayExpression
1028¿Identifier¿¿1222¿DOCKER_BIN¿¿¿{"start":{"line":58,"column":27},"end":{"line":58,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1029¿Literal¿string¿1222¿¿'exec'¿¿{"start":{"line":58,"column":39},"end":{"line":58,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1030¿Literal¿string¿1222¿¿'crowdsec'¿¿{"start":{"line":58,"column":47},"end":{"line":58,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1031¿Literal¿string¿1222¿¿'cscli'¿¿{"start":{"line":58,"column":59},"end":{"line":58,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1032¿Literal¿string¿1222¿¿'decisions'¿¿{"start":{"line":58,"column":68},"end":{"line":58,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1033¿Literal¿string¿1222¿¿'add'¿¿{"start":{"line":58,"column":81},"end":{"line":58,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1034¿Literal¿string¿1222¿¿'--ip'¿¿{"start":{"line":58,"column":88},"end":{"line":58,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1035¿Identifier¿¿1222¿v87¿¿¿¿¿Identifier
1036¿Literal¿string¿1222¿¿'--type'¿¿{"start":{"line":58,"column":108},"end":{"line":58,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1037¿Literal¿string¿1222¿¿'whitelist'¿¿{"start":{"line":58,"column":118},"end":{"line":58,"column":129},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1038¿Literal¿string¿1222¿¿'--duration'¿¿{"start":{"line":58,"column":131},"end":{"line":58,"column":143},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1039¿Literal¿string¿1222¿¿'8760h'¿¿{"start":{"line":58,"column":145},"end":{"line":58,"column":152},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1040¿VariableDeclarator¿¿1222¿v89¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":154},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1041¿CallExpression¿¿1222¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":154},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
1042¿Identifier¿¿1222¿executeCommand¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1043¿Identifier¿¿1222¿v88¿¿¿¿¿Identifier
1044¿ReturnStatement¿¿1222¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":155},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
1045¿Identifier¿¿1222¿v89¿¿¿¿¿Identifier
1046¿BlockStatement¿¿1222¿¿¿¿{"start":{"line":54,"column":39},"end":{"line":59,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
1047¿VariableDeclarator¿¿1211¿v93¿¿¿{"start":{"line":61,"column":23},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1048¿ArrowFunctionExpression¿¿1211¿¿¿¿{"start":{"line":61,"column":23},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrowFunctionExpression
1049¿VariableDeclarator¿¿1225¿v91¿¿¿{"start":{"line":62,"column":26},"end":{"line":62,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1050¿ArrayExpression¿¿1225¿¿¿¿{"start":{"line":62,"column":26},"end":{"line":62,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrayExpression
1051¿Identifier¿¿1225¿DOCKER_BIN¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1052¿Literal¿string¿1225¿¿'ps'¿¿{"start":{"line":62,"column":39},"end":{"line":62,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1053¿Literal¿string¿1225¿¿'--filter'¿¿{"start":{"line":62,"column":45},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1054¿Literal¿string¿1225¿¿'name=crowdsec'¿¿{"start":{"line":62,"column":57},"end":{"line":62,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1055¿Literal¿string¿1225¿¿'--format'¿¿{"start":{"line":62,"column":74},"end":{"line":62,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1056¿Literal¿string¿1225¿¿'{{.Status}}'¿¿{"start":{"line":62,"column":86},"end":{"line":62,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1057¿VariableDeclarator¿¿1225¿v92¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1058¿CallExpression¿¿1225¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
1059¿Identifier¿¿1225¿executeCommand¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1060¿Identifier¿¿1225¿v91¿¿¿¿¿Identifier
1061¿ReturnStatement¿¿1225¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
1062¿Identifier¿¿1225¿v92¿¿¿¿¿Identifier
1063¿BlockStatement¿¿1225¿¿¿¿{"start":{"line":61,"column":35},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
1064¿VariableDeclarator¿¿1211¿crowdsecCommands¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1065¿ObjectExpression¿¿1211¿¿¿¿¿¿ObjectExpression
1066¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1067¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1068¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1069¿Identifier¿¿1211¿crowdsecCommands¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1070¿Identifier¿¿1211¿listDecisions¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1071¿Identifier¿¿1211¿v74¿¿¿¿¿Identifier
1072¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1073¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1074¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1075¿Identifier¿¿1211¿crowdsecCommands¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1076¿Identifier¿¿1211¿unbanIp¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1077¿Identifier¿¿1211¿v82¿¿¿¿¿Identifier
1078¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1079¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1080¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1081¿Identifier¿¿1211¿crowdsecCommands¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1082¿Identifier¿¿1211¿whitelistIpInCrowdsec¿¿¿{"start":{"line":54,"column":2},"end":{"line":54,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1083¿Identifier¿¿1211¿v90¿¿¿¿¿Identifier
1084¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1085¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1086¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1087¿Identifier¿¿1211¿crowdsecCommands¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1088¿Identifier¿¿1211¿checkCrowdsecHealth¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1089¿Identifier¿¿1211¿v93¿¿¿¿¿Identifier
1090¿VariableDeclarator¿¿1211¿v96¿¿¿{"start":{"line":70,"column":22},"end":{"line":72,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1091¿ArrowFunctionExpression¿¿1211¿¿¿¿{"start":{"line":70,"column":22},"end":{"line":72,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrowFunctionExpression
1092¿VariableDeclarator¿¿1227¿v94¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1093¿ArrayExpression¿¿1227¿¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrayExpression
1094¿Identifier¿¿1227¿DOCKER_BIN¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1095¿Literal¿string¿1227¿¿'ps'¿¿{"start":{"line":71,"column":39},"end":{"line":71,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
