Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1051¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":147,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Program
1296¿CallExpression¿¿1836¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1297¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1298¿Identifier¿¿1836¿self¿¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1299¿Identifier¿¿1836¿compress¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1300¿Identifier¿¿1836¿filename¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1301¿Identifier¿¿1836¿task¿¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1302¿ReturnStatement¿¿1836¿¿¿¿{"start":{"line":56,"column":6},"end":{"line":56,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ReturnStatement
1303¿Identifier¿¿1836¿v122¿¿¿¿¿Identifier
1304¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":55,"column":32},"end":{"line":57,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1305¿VariableDeclarator¿¿1834¿v124¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1306¿CallExpression¿¿1834¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1307¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1308¿Identifier¿¿1834¿v121¿¿¿¿¿Identifier
1309¿Identifier¿¿1834¿push¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1310¿Identifier¿¿1834¿v123¿¿¿¿¿Identifier
1311¿ExpressionStatement¿¿1834¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":57,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1312¿Identifier¿¿1834¿v124¿¿¿¿¿Identifier
1313¿VariableDeclarator¿¿1834¿v125¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1314¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1315¿ThisExpression¿¿1834¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ThisExpression
1316¿Identifier¿¿1834¿report¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1317¿VariableDeclarator¿¿1834¿v126¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1318¿MemberExpression¿¿1834¿¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1319¿Identifier¿¿1834¿v125¿¿¿¿¿Identifier
1320¿Identifier¿¿1834¿fileCount¿¿¿{"start":{"line":59,"column":25},"end":{"line":59,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1321¿VariableDeclarator¿¿1834¿v127¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1322¿UpdateExpression¿¿1834¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿UpdateExpression
1323¿Identifier¿¿1834¿v126¿¿¿¿¿Identifier
1324¿ReturnStatement¿¿1834¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ReturnStatement
1325¿Identifier¿¿1834¿v127¿¿¿¿¿Identifier
1326¿BlockStatement¿¿1834¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":60,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1327¿ReturnStatement¿¿1834¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ReturnStatement
1328¿Literal¿boolean¿1834¿¿false¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Literal
1329¿BlockStatement¿¿1834¿¿¿¿{"start":{"line":60,"column":9},"end":{"line":62,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1330¿BlockStatement¿¿1834¿¿¿¿{"start":{"line":48,"column":40},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1331¿ExpressionStatement¿¿1826¿¿¿¿{"start":{"line":48,"column":0},"end":{"line":63,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1332¿AssignmentExpression¿=¿1826¿¿¿¿{"start":{"line":48,"column":0},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿AssignmentExpression
1333¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":48,"column":0},"end":{"line":48,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1334¿Identifier¿¿1826¿v117¿¿¿¿¿Identifier
1335¿Identifier¿¿1826¿add¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1336¿Identifier¿¿1826¿v128¿¿¿¿¿Identifier
1337¿VariableDeclarator¿¿1826¿v129¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1338¿MemberExpression¿¿1826¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1339¿Identifier¿¿1826¿Job¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1340¿Identifier¿¿1826¿prototype¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1341¿VariableDeclarator¿¿1826¿v162¿¿¿{"start":{"line":65,"column":0},"end":{"line":104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1342¿FunctionExpression¿¿1826¿anon¿¿¿{"start":{"line":65,"column":25},"end":{"line":104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿FunctionExpression
1343¿Identifier¿¿0¿filename¿¿¿{"start":{"line":65,"column":35},"end":{"line":65,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1344¿Identifier¿¿0¿task¿¿¿{"start":{"line":65,"column":45},"end":{"line":65,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1345¿VariableDeclarator¿¿1839¿deferred¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1346¿CallExpression¿¿1839¿¿¿¿{"start":{"line":66,"column":17},"end":{"line":66,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1347¿MemberExpression¿¿1839¿¿¿¿{"start":{"line":66,"column":17},"end":{"line":66,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1348¿Identifier¿¿1839¿Q¿¿¿{"start":{"line":66,"column":17},"end":{"line":66,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1349¿Identifier¿¿1839¿defer¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1350¿VariableDeclarator¿¿1839¿self¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1351¿ThisExpression¿¿1839¿¿¿¿{"start":{"line":67,"column":13},"end":{"line":67,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ThisExpression
1352¿VariableDeclarator¿¿1839¿v159¿¿¿{"start":{"line":69,"column":25},"end":{"line":101,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1353¿FunctionExpression¿¿1839¿anon¿¿¿{"start":{"line":69,"column":25},"end":{"line":101,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿FunctionExpression
1354¿Identifier¿¿0¿err¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1355¿Identifier¿¿0¿info¿¿¿{"start":{"line":69,"column":40},"end":{"line":69,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1356¿VariableDeclarator¿¿1841¿scratchSpace¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1357¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1358¿Identifier¿¿1841¿info¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1359¿Identifier¿¿1841¿path¿¿¿{"start":{"line":70,"column":28},"end":{"line":70,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1360¿VariableDeclarator¿¿1841¿v130¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1361¿BinaryExpression¿+¿1841¿¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BinaryExpression
1362¿Literal¿string¿1841¿¿'cp ''¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Literal
1363¿Identifier¿¿1841¿filename¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1364¿VariableDeclarator¿¿1841¿v131¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1365¿BinaryExpression¿+¿1841¿¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BinaryExpression
1366¿Identifier¿¿1841¿v130¿¿¿¿¿Identifier
1367¿Literal¿string¿1841¿¿'' '¿¿{"start":{"line":73,"column":29},"end":{"line":73,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Literal
1368¿VariableDeclarator¿¿1841¿v132¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1369¿BinaryExpression¿+¿1841¿¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BinaryExpression
1370¿Identifier¿¿1841¿v131¿¿¿¿¿Identifier
1371¿Identifier¿¿1841¿scratchSpace¿¿¿{"start":{"line":73,"column":36},"end":{"line":73,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1372¿VariableDeclarator¿¿1841¿v157¿¿¿{"start":{"line":73,"column":50},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1373¿FunctionExpression¿¿1841¿anon¿¿¿{"start":{"line":73,"column":50},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿FunctionExpression
1374¿Identifier¿¿0¿error¿¿¿{"start":{"line":73,"column":60},"end":{"line":73,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1375¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":73,"column":67},"end":{"line":73,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1376¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":73,"column":75},"end":{"line":73,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1377¿VariableDeclarator¿¿1843¿v133¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1378¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1379¿Identifier¿¿1843¿self¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1380¿Identifier¿¿1843¿settings¿¿¿{"start":{"line":77,"column":23},"end":{"line":77,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1381¿VariableDeclarator¿¿1843¿v134¿¿¿{"start":{"line":74,"column":22},"end":{"line":80,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1382¿ObjectExpression¿¿1843¿¿¿¿{"start":{"line":74,"column":22},"end":{"line":80,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ObjectExpression
1383¿Property¿¿1843¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Property
1384¿Identifier¿¿1843¿original¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1385¿Identifier¿¿1843¿filename¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1386¿Property¿¿1843¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Property
1387¿Identifier¿¿1843¿filename¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1388¿Identifier¿¿1843¿scratchSpace¿¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1389¿Property¿¿1843¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Property
1390¿Identifier¿¿1843¿settings¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1391¿Identifier¿¿1843¿v133¿¿¿¿¿Identifier
1392¿Property¿¿1843¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Property
1393¿Identifier¿¿1843¿deferred¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1394¿Identifier¿¿1843¿deferred¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1395¿Property¿¿1843¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Property
1396¿Identifier¿¿1843¿job¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1397¿Identifier¿¿1843¿self¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1398¿VariableDeclarator¿¿1843¿v135¿¿¿{"start":{"line":74,"column":6},"end":{"line":80,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1399¿CallExpression¿¿1843¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":80,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1400¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1401¿Identifier¿¿1843¿task¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1402¿Identifier¿¿1843¿call¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1403¿ThisExpression¿¿1843¿¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ThisExpression
1404¿Identifier¿¿1843¿v134¿¿¿¿¿Identifier
1405¿VariableDeclarator¿¿1843¿v155¿¿¿{"start":{"line":80,"column":14},"end":{"line":99,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1406¿FunctionExpression¿¿1843¿anon¿¿¿{"start":{"line":80,"column":14},"end":{"line":99,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿FunctionExpression
1407¿Identifier¿¿0¿newStats¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1408¿VariableDeclarator¿¿1845¿oldStats¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1409¿CallExpression¿¿1845¿¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1410¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1411¿Identifier¿¿1845¿fs¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1412¿Identifier¿¿1845¿statSync¿¿¿{"start":{"line":81,"column":26},"end":{"line":81,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1413¿Identifier¿¿1845¿filename¿¿¿{"start":{"line":81,"column":35},"end":{"line":81,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1414¿VariableDeclarator¿¿1845¿v136¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1415¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1416¿Identifier¿¿1845¿self¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1417¿Identifier¿¿1845¿report¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
