Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3011¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":292,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Program
4194¿Identifier¿¿0¿res¿¿¿{"start":{"line":168,"column":63},"end":{"line":168,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4195¿TryStatement¿¿5362¿¿¿¿{"start":{"line":169,"column":2},"end":{"line":223,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿TryStatement
4196¿VariableDeclarator¿¿5362¿v444¿¿¿{"start":{"line":170,"column":38},"end":{"line":170,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4197¿MemberExpression¿¿5362¿¿¿¿{"start":{"line":170,"column":38},"end":{"line":170,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4198¿Identifier¿¿5362¿req¿¿¿{"start":{"line":170,"column":38},"end":{"line":170,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4199¿Identifier¿¿5362¿params¿¿¿{"start":{"line":170,"column":42},"end":{"line":170,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4200¿VariableDeclarator¿¿5362¿v445¿¿¿{"start":{"line":170,"column":38},"end":{"line":170,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4201¿MemberExpression¿¿5362¿¿¿¿{"start":{"line":170,"column":38},"end":{"line":170,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4202¿Identifier¿¿5362¿v444¿¿¿¿¿Identifier
4203¿Identifier¿¿5362¿projectId¿¿¿{"start":{"line":170,"column":49},"end":{"line":170,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4204¿VariableDeclarator¿¿5362¿projectId¿¿¿{"start":{"line":170,"column":10},"end":{"line":170,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4205¿CallExpression¿¿5362¿¿¿¿{"start":{"line":170,"column":22},"end":{"line":170,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
4206¿Identifier¿¿5362¿assertProjectId¿¿¿{"start":{"line":170,"column":22},"end":{"line":170,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4207¿Identifier¿¿5362¿v445¿¿¿¿¿Identifier
4208¿VariableDeclarator¿¿5362¿baseDir¿¿¿{"start":{"line":171,"column":10},"end":{"line":171,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4209¿CallExpression¿¿5362¿¿¿¿{"start":{"line":171,"column":20},"end":{"line":171,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
4210¿Identifier¿¿5362¿safeResolve¿¿¿{"start":{"line":171,"column":20},"end":{"line":171,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4211¿Identifier¿¿5362¿uploadsRoot¿¿¿{"start":{"line":171,"column":32},"end":{"line":171,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4212¿Identifier¿¿5362¿projectId¿¿¿{"start":{"line":171,"column":45},"end":{"line":171,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4213¿VariableDeclarator¿¿5362¿v446¿¿¿{"start":{"line":172,"column":4},"end":{"line":172,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4214¿CallExpression¿¿5362¿¿¿¿{"start":{"line":172,"column":4},"end":{"line":172,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
4215¿Identifier¿¿5362¿ensureDir¿¿¿{"start":{"line":172,"column":4},"end":{"line":172,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4216¿Identifier¿¿5362¿baseDir¿¿¿{"start":{"line":172,"column":14},"end":{"line":172,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4217¿ExpressionStatement¿¿5362¿¿¿¿{"start":{"line":172,"column":4},"end":{"line":172,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
4218¿Identifier¿¿5362¿v446¿¿¿¿¿Identifier
4219¿VariableDeclarator¿¿5362¿v473¿¿¿{"start":{"line":175,"column":19},"end":{"line":198,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4220¿FunctionExpression¿¿5362¿anon¿¿¿{"start":{"line":175,"column":19},"end":{"line":198,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿FunctionExpression
4221¿Identifier¿¿0¿req¿¿¿{"start":{"line":175,"column":29},"end":{"line":175,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4222¿Identifier¿¿0¿file¿¿¿{"start":{"line":175,"column":34},"end":{"line":175,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4223¿Identifier¿¿0¿cb¿¿¿{"start":{"line":175,"column":40},"end":{"line":175,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4224¿TryStatement¿¿5364¿¿¿¿{"start":{"line":176,"column":8},"end":{"line":197,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿TryStatement
4225¿VariableDeclarator¿¿5364¿filePath¿¿¿{"start":{"line":177,"column":14},"end":{"line":177,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4226¿MemberExpression¿¿5364¿¿¿¿{"start":{"line":177,"column":25},"end":{"line":177,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4227¿Identifier¿¿5364¿file¿¿¿{"start":{"line":177,"column":25},"end":{"line":177,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4228¿Identifier¿¿5364¿originalname¿¿¿{"start":{"line":177,"column":30},"end":{"line":177,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4229¿VariableDeclarator¿¿5364¿v447¿¿¿{"start":{"line":178,"column":28},"end":{"line":178,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4230¿MemberExpression¿¿5364¿¿¿¿{"start":{"line":178,"column":28},"end":{"line":178,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4231¿Identifier¿¿5364¿req¿¿¿{"start":{"line":178,"column":28},"end":{"line":178,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4232¿Identifier¿¿5364¿body¿¿¿{"start":{"line":178,"column":32},"end":{"line":178,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4233¿VariableDeclarator¿¿5364¿filePaths¿¿¿{"start":{"line":178,"column":16},"end":{"line":178,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4234¿MemberExpression¿¿5364¿¿¿¿{"start":{"line":178,"column":28},"end":{"line":178,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4235¿Identifier¿¿5364¿v447¿¿¿¿¿Identifier
4236¿Identifier¿¿5364¿filePaths¿¿¿{"start":{"line":178,"column":37},"end":{"line":178,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4237¿VariableDeclarator¿¿5364¿idx¿¿¿{"start":{"line":180,"column":16},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4238¿VariableDeclarator¿¿5364¿v448¿¿¿{"start":{"line":181,"column":15},"end":{"line":181,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4239¿CallExpression¿¿5364¿¿¿¿{"start":{"line":181,"column":15},"end":{"line":181,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
4240¿MemberExpression¿¿5364¿¿¿¿{"start":{"line":181,"column":15},"end":{"line":181,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4241¿Identifier¿¿5364¿Array¿¿¿{"start":{"line":181,"column":15},"end":{"line":181,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4242¿Identifier¿¿5364¿isArray¿¿¿{"start":{"line":181,"column":21},"end":{"line":181,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4243¿Identifier¿¿5364¿filePaths¿¿¿{"start":{"line":181,"column":29},"end":{"line":181,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4244¿VariableDeclarator¿¿5364¿v451¿¿¿{"start":{"line":182,"column":38},"end":{"line":182,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4245¿ArrowFunctionExpression¿¿5364¿¿¿¿{"start":{"line":182,"column":38},"end":{"line":182,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ArrowFunctionExpression
4246¿Identifier¿¿0¿p¿¿¿{"start":{"line":182,"column":38},"end":{"line":182,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4247¿VariableDeclarator¿¿5366¿v449¿¿¿{"start":{"line":182,"column":54},"end":{"line":182,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4248¿MemberExpression¿¿5366¿¿¿¿{"start":{"line":182,"column":54},"end":{"line":182,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4249¿Identifier¿¿5366¿file¿¿¿{"start":{"line":182,"column":54},"end":{"line":182,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4250¿Identifier¿¿5366¿originalname¿¿¿{"start":{"line":182,"column":59},"end":{"line":182,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4251¿VariableDeclarator¿¿5366¿v450¿¿¿{"start":{"line":182,"column":43},"end":{"line":182,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4252¿CallExpression¿¿5366¿¿¿¿{"start":{"line":182,"column":43},"end":{"line":182,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
4253¿MemberExpression¿¿5366¿¿¿¿{"start":{"line":182,"column":43},"end":{"line":182,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4254¿Identifier¿¿5366¿p¿¿¿{"start":{"line":182,"column":43},"end":{"line":182,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4255¿Identifier¿¿5366¿endsWith¿¿¿{"start":{"line":182,"column":45},"end":{"line":182,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4256¿Identifier¿¿5366¿v449¿¿¿¿¿Identifier
4257¿ReturnStatement¿¿5366¿¿¿¿¿¿ReturnStatement
4258¿Identifier¿¿5366¿v450¿¿¿¿¿Identifier
4259¿BlockStatement¿¿5366¿¿¿¿¿¿BlockStatement
4260¿VariableDeclarator¿¿5364¿v452¿¿¿{"start":{"line":182,"column":18},"end":{"line":182,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4261¿CallExpression¿¿5364¿¿¿¿{"start":{"line":182,"column":18},"end":{"line":182,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
4262¿MemberExpression¿¿5364¿¿¿¿{"start":{"line":182,"column":18},"end":{"line":182,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4263¿Identifier¿¿5364¿filePaths¿¿¿{"start":{"line":182,"column":18},"end":{"line":182,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4264¿Identifier¿¿5364¿findIndex¿¿¿{"start":{"line":182,"column":28},"end":{"line":182,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4265¿Identifier¿¿5364¿v451¿¿¿¿¿Identifier
4266¿VariableDeclarator¿¿5364¿v453¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4267¿CallExpression¿¿5364¿¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
4268¿Identifier¿¿5364¿String¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4269¿Identifier¿¿5364¿filePaths¿¿¿{"start":{"line":183,"column":26},"end":{"line":183,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4270¿VariableDeclarator¿¿5364¿v454¿¿¿{"start":{"line":183,"column":46},"end":{"line":183,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4271¿MemberExpression¿¿5364¿¿¿¿{"start":{"line":183,"column":46},"end":{"line":183,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4272¿Identifier¿¿5364¿file¿¿¿{"start":{"line":183,"column":46},"end":{"line":183,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4273¿Identifier¿¿5364¿originalname¿¿¿{"start":{"line":183,"column":51},"end":{"line":183,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4274¿VariableDeclarator¿¿5364¿v455¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4275¿CallExpression¿¿5364¿¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
4276¿MemberExpression¿¿5364¿¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
4277¿Identifier¿¿5364¿v453¿¿¿¿¿Identifier
4278¿Identifier¿¿5364¿endsWith¿¿¿{"start":{"line":183,"column":37},"end":{"line":183,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4279¿Identifier¿¿5364¿v454¿¿¿¿¿Identifier
4280¿VariableDeclarator¿¿5364¿v456¿¿¿{"start":{"line":183,"column":71},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4281¿UnaryExpression¿-¿5364¿¿¿¿{"start":{"line":183,"column":71},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿UnaryExpression
4282¿Literal¿number¿5364¿¿1¿¿{"start":{"line":183,"column":72},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
4283¿VariableDeclarator¿¿5364¿v457¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4284¿IfStatement¿¿5364¿¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿IfStatement
4285¿Identifier¿¿5364¿v455¿¿¿¿¿Identifier
4286¿ExpressionStatement¿¿5364¿¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
4287¿AssignmentExpression¿=¿5364¿¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿AssignmentExpression
4288¿Identifier¿¿5364¿v457¿¿¿¿¿Identifier
4289¿Literal¿number¿5364¿¿0¿¿{"start":{"line":183,"column":67},"end":{"line":183,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
4290¿BlockStatement¿¿5364¿¿¿¿¿¿BlockStatement
4291¿ExpressionStatement¿¿5364¿¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
4292¿AssignmentExpression¿=¿5364¿¿¿¿{"start":{"line":183,"column":19},"end":{"line":183,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿AssignmentExpression
4293¿Identifier¿¿5364¿v457¿¿¿¿¿Identifier
4294¿Identifier¿¿5364¿v456¿¿¿¿¿Identifier
4295¿BlockStatement¿¿5364¿¿¿¿¿¿BlockStatement
4296¿VariableDeclarator¿¿5364¿v458¿¿¿{"start":{"line":181,"column":15},"end":{"line":183,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4297¿IfStatement¿¿5364¿¿¿¿{"start":{"line":181,"column":15},"end":{"line":183,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿IfStatement
4298¿Identifier¿¿5364¿v448¿¿¿¿¿Identifier
4299¿ExpressionStatement¿¿5364¿¿¿¿{"start":{"line":181,"column":15},"end":{"line":183,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
4300¿AssignmentExpression¿=¿5364¿¿¿¿{"start":{"line":181,"column":15},"end":{"line":183,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿AssignmentExpression
4301¿Identifier¿¿5364¿v458¿¿¿¿¿Identifier
4302¿Identifier¿¿5364¿v452¿¿¿¿¿Identifier
4303¿BlockStatement¿¿5364¿¿¿¿¿¿BlockStatement
4304¿ExpressionStatement¿¿5364¿¿¿¿{"start":{"line":181,"column":15},"end":{"line":183,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
4305¿AssignmentExpression¿=¿5364¿¿¿¿{"start":{"line":181,"column":15},"end":{"line":183,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿AssignmentExpression
4306¿Identifier¿¿5364¿v458¿¿¿¿¿Identifier
4307¿Identifier¿¿5364¿v457¿¿¿¿¿Identifier
4308¿BlockStatement¿¿5364¿¿¿¿¿¿BlockStatement
4309¿VariableDeclarator¿¿5364¿v459¿¿¿{"start":{"line":184,"column":14},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
4310¿UnaryExpression¿-¿5364¿¿¿¿{"start":{"line":184,"column":14},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿UnaryExpression
4311¿Literal¿number¿5364¿¿1¿¿{"start":{"line":184,"column":15},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
4312¿IfStatement¿¿5364¿¿¿¿{"start":{"line":180,"column":22},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿IfStatement
4313¿Identifier¿¿5364¿filePaths¿¿¿{"start":{"line":180,"column":22},"end":{"line":180,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4314¿ExpressionStatement¿¿5364¿¿¿¿{"start":{"line":180,"column":22},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
4315¿AssignmentExpression¿=¿5364¿¿¿¿{"start":{"line":180,"column":22},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿AssignmentExpression
4316¿Identifier¿¿5364¿idx¿¿¿{"start":{"line":180,"column":22},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4317¿Identifier¿¿5364¿v458¿¿¿¿¿Identifier
4318¿BlockStatement¿¿5364¿¿¿¿¿¿BlockStatement
4319¿ExpressionStatement¿¿5364¿¿¿¿{"start":{"line":180,"column":22},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
4320¿AssignmentExpression¿=¿5364¿¿¿¿{"start":{"line":180,"column":22},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿AssignmentExpression
4321¿Identifier¿¿5364¿idx¿¿¿{"start":{"line":180,"column":22},"end":{"line":184,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
4322¿Identifier¿¿5364¿v459¿¿¿¿¿Identifier
4323¿BlockStatement¿¿5364¿¿¿¿¿¿BlockStatement
4324¿VariableDeclarator¿¿5364¿v460¿¿¿{"start":{"line":186,"column":22},"end":{"line":186,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
