Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
594¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":53,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Program
856¿Identifier¿¿0¿req¿¿¿{"start":{"line":42,"column":34},"end":{"line":42,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
857¿Identifier¿¿0¿res¿¿¿{"start":{"line":42,"column":39},"end":{"line":42,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
858¿VariableDeclarator¿¿1041¿v84¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
859¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
860¿Identifier¿¿1041¿req¿¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
861¿Identifier¿¿1041¿url¿¿¿{"start":{"line":43,"column":31},"end":{"line":43,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
862¿VariableDeclarator¿¿1041¿parsed¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
863¿CallExpression¿¿1041¿¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
864¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
865¿Identifier¿¿1041¿url¿¿¿{"start":{"line":43,"column":17},"end":{"line":43,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
866¿Identifier¿¿1041¿parse¿¿¿{"start":{"line":43,"column":21},"end":{"line":43,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
867¿Identifier¿¿1041¿v84¿¿¿¿¿Identifier
868¿Literal¿boolean¿1041¿¿true¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
869¿VariableDeclarator¿¿1041¿v85¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
870¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
871¿Identifier¿¿1041¿parsed¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
872¿Identifier¿¿1041¿pathname¿¿¿{"start":{"line":44,"column":13},"end":{"line":44,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
873¿VariableDeclarator¿¿1041¿v86¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
874¿BinaryExpression¿!==¿1041¿¿¿¿{"start":{"line":44,"column":6},"end":{"line":44,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BinaryExpression
875¿Identifier¿¿1041¿v85¿¿¿¿¿Identifier
876¿Literal¿string¿1041¿¿'/curl'¿¿{"start":{"line":44,"column":26},"end":{"line":44,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
877¿IfStatement¿¿1041¿¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿IfStatement
878¿Identifier¿¿1041¿v86¿¿¿¿¿Identifier
879¿ExpressionStatement¿¿1041¿¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
880¿AssignmentExpression¿=¿1041¿¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿AssignmentExpression
881¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
882¿Identifier¿¿1041¿res¿¿¿{"start":{"line":44,"column":37},"end":{"line":44,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
883¿Identifier¿¿1041¿statusCode¿¿¿{"start":{"line":44,"column":41},"end":{"line":44,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
884¿Literal¿number¿1041¿¿404¿¿{"start":{"line":44,"column":54},"end":{"line":44,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
885¿VariableDeclarator¿¿1041¿v87¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
886¿CallExpression¿¿1041¿¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
887¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
888¿Identifier¿¿1041¿res¿¿¿{"start":{"line":44,"column":66},"end":{"line":44,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
889¿Identifier¿¿1041¿end¿¿¿{"start":{"line":44,"column":70},"end":{"line":44,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
890¿Literal¿string¿1041¿¿'not found'¿¿{"start":{"line":44,"column":74},"end":{"line":44,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
891¿ReturnStatement¿¿1041¿¿¿¿{"start":{"line":44,"column":59},"end":{"line":44,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ReturnStatement
892¿Identifier¿¿1041¿v87¿¿¿¿¿Identifier
893¿BlockStatement¿¿1041¿¿¿¿{"start":{"line":44,"column":35},"end":{"line":44,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BlockStatement
894¿VariableDeclarator¿¿1041¿v88¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
895¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
896¿Identifier¿¿1041¿parsed¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
897¿Identifier¿¿1041¿query¿¿¿{"start":{"line":45,"column":31},"end":{"line":45,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
898¿VariableDeclarator¿¿1041¿v89¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
899¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
900¿Identifier¿¿1041¿v88¿¿¿¿¿Identifier
901¿Identifier¿¿1041¿url¿¿¿{"start":{"line":45,"column":37},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
902¿VariableDeclarator¿¿1041¿v90¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
903¿LogicalExpression¿||¿1041¿¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿LogicalExpression
904¿Identifier¿¿1041¿v89¿¿¿¿¿Identifier
905¿Literal¿string¿1041¿¿''¿¿{"start":{"line":45,"column":44},"end":{"line":45,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
906¿VariableDeclarator¿¿1041¿target¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
907¿CallExpression¿¿1041¿¿¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
908¿Identifier¿¿1041¿String¿¿¿{"start":{"line":45,"column":17},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
909¿Identifier¿¿1041¿v90¿¿¿¿¿Identifier
910¿VariableDeclarator¿¿1041¿v91¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
911¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
912¿Identifier¿¿1041¿parsed¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
913¿Identifier¿¿1041¿query¿¿¿{"start":{"line":46,"column":28},"end":{"line":46,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
914¿VariableDeclarator¿¿1041¿v92¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
915¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
916¿Identifier¿¿1041¿v91¿¿¿¿¿Identifier
917¿Identifier¿¿1041¿out¿¿¿{"start":{"line":46,"column":34},"end":{"line":46,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
918¿VariableDeclarator¿¿1041¿v93¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
919¿LogicalExpression¿||¿1041¿¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿LogicalExpression
920¿Identifier¿¿1041¿v92¿¿¿¿¿Identifier
921¿Literal¿string¿1041¿¿'/tmp/out.html'¿¿{"start":{"line":46,"column":41},"end":{"line":46,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
922¿VariableDeclarator¿¿1041¿out¿¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
923¿CallExpression¿¿1041¿¿¿¿{"start":{"line":46,"column":14},"end":{"line":46,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
924¿Identifier¿¿1041¿String¿¿¿{"start":{"line":46,"column":14},"end":{"line":46,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
925¿Identifier¿¿1041¿v93¿¿¿¿¿Identifier
926¿VariableDeclarator¿¿1041¿v94¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
927¿BinaryExpression¿+¿1041¿¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BinaryExpression
928¿Literal¿string¿1041¿¿'curl -L '¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
929¿Identifier¿¿1041¿target¿¿¿{"start":{"line":47,"column":27},"end":{"line":47,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
930¿VariableDeclarator¿¿1041¿v95¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
931¿BinaryExpression¿+¿1041¿¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BinaryExpression
932¿Identifier¿¿1041¿v94¿¿¿¿¿Identifier
933¿Literal¿string¿1041¿¿' -o '¿¿{"start":{"line":47,"column":36},"end":{"line":47,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
934¿VariableDeclarator¿¿1041¿cmd¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
935¿BinaryExpression¿+¿1041¿¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BinaryExpression
936¿Identifier¿¿1041¿v95¿¿¿¿¿Identifier
937¿Identifier¿¿1041¿out¿¿¿{"start":{"line":47,"column":45},"end":{"line":47,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
938¿VariableDeclarator¿¿1041¿v101¿¿¿{"start":{"line":48,"column":15},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
939¿ArrowFunctionExpression¿¿1041¿¿¿¿{"start":{"line":48,"column":15},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ArrowFunctionExpression
940¿Identifier¿¿0¿err¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
941¿VariableDeclarator¿¿1044¿v96¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
942¿CallExpression¿¿1044¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
943¿MemberExpression¿¿1044¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
944¿Identifier¿¿1044¿res¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
945¿Identifier¿¿1044¿setHeader¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
946¿Literal¿string¿1044¿¿'content-type'¿¿{"start":{"line":49,"column":18},"end":{"line":49,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
947¿Literal¿string¿1044¿¿'application/json'¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
948¿ExpressionStatement¿¿1044¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
949¿Identifier¿¿1044¿v96¿¿¿¿¿Identifier
950¿VariableDeclarator¿¿1044¿v97¿¿¿{"start":{"line":50,"column":33},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
951¿UnaryExpression¿!¿1044¿¿¿¿{"start":{"line":50,"column":33},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿UnaryExpression
952¿Identifier¿¿1044¿err¿¿¿{"start":{"line":50,"column":34},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
953¿VariableDeclarator¿¿1044¿v98¿¿¿{"start":{"line":50,"column":27},"end":{"line":50,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
954¿ObjectExpression¿¿1044¿¿¿¿{"start":{"line":50,"column":27},"end":{"line":50,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ObjectExpression
955¿Property¿¿1044¿¿¿¿{"start":{"line":50,"column":29},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Property
956¿Identifier¿¿1044¿ok¿¿¿{"start":{"line":50,"column":29},"end":{"line":50,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
957¿Identifier¿¿1044¿v97¿¿¿¿¿Identifier
958¿Property¿¿1044¿¿¿¿{"start":{"line":50,"column":39},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Property
959¿Identifier¿¿1044¿simulated¿¿¿{"start":{"line":50,"column":39},"end":{"line":50,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
960¿Literal¿boolean¿1044¿¿true¿¿{"start":{"line":50,"column":50},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
961¿Property¿¿1044¿¿¿¿{"start":{"line":50,"column":56},"end":{"line":50,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Property
962¿Identifier¿¿1044¿cmd¿¿¿{"start":{"line":50,"column":56},"end":{"line":50,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
963¿Identifier¿¿1044¿cmd¿¿¿{"start":{"line":50,"column":56},"end":{"line":50,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
964¿Property¿¿1044¿¿¿¿{"start":{"line":50,"column":61},"end":{"line":50,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Property
965¿Identifier¿¿1044¿sample¿¿¿{"start":{"line":50,"column":61},"end":{"line":50,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
966¿Literal¿string¿1044¿¿'curl_http'¿¿{"start":{"line":50,"column":69},"end":{"line":50,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
967¿VariableDeclarator¿¿1044¿v99¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
968¿CallExpression¿¿1044¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
969¿MemberExpression¿¿1044¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
970¿Identifier¿¿1044¿JSON¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
971¿Identifier¿¿1044¿stringify¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
972¿Identifier¿¿1044¿v98¿¿¿¿¿Identifier
973¿VariableDeclarator¿¿1044¿v100¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
974¿CallExpression¿¿1044¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
975¿MemberExpression¿¿1044¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
976¿Identifier¿¿1044¿res¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
977¿Identifier¿¿1044¿end¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
978¿Identifier¿¿1044¿v99¿¿¿¿¿Identifier
979¿ExpressionStatement¿¿1044¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
980¿Identifier¿¿1044¿v100¿¿¿¿¿Identifier
981¿BlockStatement¿¿1044¿¿¿¿{"start":{"line":48,"column":24},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BlockStatement
982¿VariableDeclarator¿¿1041¿v102¿¿¿{"start":{"line":48,"column":2},"end":{"line":51,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
983¿CallExpression¿¿1041¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":51,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
984¿MemberExpression¿¿1041¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
