Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
774¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":89,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Program
1024¿VariableDeclarator¿¿1349¿v118¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":153},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1025¿NewExpression¿¿1349¿¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":153},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿NewExpression
1026¿Identifier¿¿1349¿Error¿¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1027¿Literal¿string¿1349¿¿'OpenSSL not found: OpenSSL is required to generate SSL certificates - make sure it is installed and available in your PATH'¿¿{"start":{"line":46,"column":28},"end":{"line":46,"column":152},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Literal
1028¿ThrowStatement¿¿1349¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":154},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ThrowStatement
1029¿Identifier¿¿1349¿v118¿¿¿¿¿Identifier
1030¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":45,"column":47},"end":{"line":47,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
1031¿VariableDeclarator¿¿1349¿v119¿¿¿{"start":{"line":48,"column":62},"end":{"line":48,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1032¿TemplateLiteral¿¿1349¿¿¿¿{"start":{"line":48,"column":62},"end":{"line":48,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
1033¿VariableDeclarator¿¿1349¿domainKeyPath¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1034¿CallExpression¿¿1349¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1035¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1036¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1037¿Identifier¿¿1349¿pathForDomain¿¿¿{"start":{"line":48,"column":40},"end":{"line":48,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1038¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":48,"column":54},"end":{"line":48,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1039¿Identifier¿¿1349¿v119¿¿¿¿¿Identifier
1040¿VariableDeclarator¿¿1349¿v120¿¿¿{"start":{"line":49,"column":63},"end":{"line":49,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1041¿TemplateLiteral¿¿1349¿¿¿¿{"start":{"line":49,"column":63},"end":{"line":49,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
1042¿VariableDeclarator¿¿1349¿domainCertPath¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1043¿CallExpression¿¿1349¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1044¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1045¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1046¿Identifier¿¿1349¿pathForDomain¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1047¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":49,"column":55},"end":{"line":49,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1048¿Identifier¿¿1349¿v120¿¿¿¿¿Identifier
1049¿VariableDeclarator¿¿1349¿v121¿¿¿{"start":{"line":50,"column":29},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1050¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":50,"column":29},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1051¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":50,"column":29},"end":{"line":50,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1052¿Identifier¿¿1349¿rootCAKeyPath¿¿¿{"start":{"line":50,"column":41},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1053¿VariableDeclarator¿¿1349¿v122¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1054¿CallExpression¿¿1349¿¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1055¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1056¿Identifier¿¿1349¿fs_1¿¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1057¿Identifier¿¿1349¿existsSync¿¿¿{"start":{"line":50,"column":18},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1058¿Identifier¿¿1349¿v121¿¿¿¿¿Identifier
1059¿VariableDeclarator¿¿1349¿v123¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1060¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿UnaryExpression
1061¿Identifier¿¿1349¿v122¿¿¿¿¿Identifier
1062¿IfStatement¿¿1349¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
1063¿Identifier¿¿1349¿v123¿¿¿¿¿Identifier
1064¿VariableDeclarator¿¿1349¿v124¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1065¿CallExpression¿¿1349¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1066¿Identifier¿¿1349¿debug¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1067¿Literal¿string¿1349¿¿'Root CA is not installed yet, so it must be our first run. Installing root CA ...'¿¿{"start":{"line":51,"column":18},"end":{"line":51,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Literal
1068¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1069¿Identifier¿¿1349¿v124¿¿¿¿¿Identifier
1070¿VariableDeclarator¿¿1349¿v125¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1071¿CallExpression¿¿1349¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1072¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1073¿Identifier¿¿1349¿certificate_authority_1¿¿¿{"start":{"line":52,"column":18},"end":{"line":52,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1074¿Identifier¿¿1349¿default¿¿¿{"start":{"line":52,"column":42},"end":{"line":52,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1075¿Identifier¿¿1349¿options¿¿¿{"start":{"line":52,"column":50},"end":{"line":52,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1076¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1077¿YieldExpression¿¿1349¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿YieldExpression
1078¿Identifier¿¿1349¿v125¿¿¿¿¿Identifier
1079¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":50,"column":57},"end":{"line":53,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
1080¿VariableDeclarator¿¿1349¿v126¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1081¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1082¿Identifier¿¿1349¿options¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1083¿Identifier¿¿1349¿getCaBuffer¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1084¿VariableDeclarator¿¿1349¿v127¿¿¿{"start":{"line":54,"column":40},"end":{"line":54,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1085¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":54,"column":40},"end":{"line":54,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1086¿Identifier¿¿1349¿options¿¿¿{"start":{"line":54,"column":40},"end":{"line":54,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1087¿Identifier¿¿1349¿getCaPath¿¿¿{"start":{"line":54,"column":48},"end":{"line":54,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1088¿VariableDeclarator¿¿1349¿v128¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1089¿LogicalExpression¿||¿1349¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿LogicalExpression
1090¿Identifier¿¿1349¿v126¿¿¿¿¿Identifier
1091¿Identifier¿¿1349¿v127¿¿¿¿¿Identifier
1092¿IfStatement¿¿1349¿¿¿¿{"start":{"line":54,"column":13},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
1093¿Identifier¿¿1349¿v128¿¿¿¿¿Identifier
1094¿VariableDeclarator¿¿1349¿v129¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1095¿CallExpression¿¿1349¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1096¿Identifier¿¿1349¿debug¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1097¿Literal¿string¿1349¿¿'Root CA is not readable, but it probably is because an earlier version of devcert locked it. Trying to fix...'¿¿{"start":{"line":55,"column":18},"end":{"line":55,"column":129},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Literal
1098¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":131},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1099¿Identifier¿¿1349¿v129¿¿¿¿¿Identifier
1100¿VariableDeclarator¿¿1349¿v130¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1349¿¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1102¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1103¿Identifier¿¿1349¿certificate_authority_1¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1104¿Identifier¿¿1349¿ensureCACertReadable¿¿¿{"start":{"line":56,"column":42},"end":{"line":56,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1105¿Identifier¿¿1349¿options¿¿¿{"start":{"line":56,"column":63},"end":{"line":56,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1106¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1107¿YieldExpression¿¿1349¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿YieldExpression
1108¿Identifier¿¿1349¿v130¿¿¿¿¿Identifier
1109¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":54,"column":59},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
1110¿BlockStatement¿¿1349¿¿¿¿¿¿BlockStatement
1111¿VariableDeclarator¿¿1349¿v131¿¿¿{"start":{"line":58,"column":63},"end":{"line":58,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1112¿TemplateLiteral¿¿1349¿¿¿¿{"start":{"line":58,"column":63},"end":{"line":58,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
1113¿VariableDeclarator¿¿1349¿v132¿¿¿{"start":{"line":58,"column":29},"end":{"line":58,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1114¿CallExpression¿¿1349¿¿¿¿{"start":{"line":58,"column":29},"end":{"line":58,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1115¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":58,"column":29},"end":{"line":58,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1116¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":58,"column":29},"end":{"line":58,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1117¿Identifier¿¿1349¿pathForDomain¿¿¿{"start":{"line":58,"column":41},"end":{"line":58,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1118¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":58,"column":55},"end":{"line":58,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1119¿Identifier¿¿1349¿v131¿¿¿¿¿Identifier
1120¿VariableDeclarator¿¿1349¿v133¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1121¿CallExpression¿¿1349¿¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1122¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1123¿Identifier¿¿1349¿fs_1¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1124¿Identifier¿¿1349¿existsSync¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1125¿Identifier¿¿1349¿v132¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1349¿v134¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1127¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿UnaryExpression
1128¿Identifier¿¿1349¿v133¿¿¿¿¿Identifier
1129¿IfStatement¿¿1349¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":61,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
1130¿Identifier¿¿1349¿v134¿¿¿¿¿Identifier
1131¿VariableDeclarator¿¿1349¿v135¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1132¿TemplateLiteral¿¿1349¿¿¿¿{"start":{"line":59,"column":18},"end":{"line":59,"column":136},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
1133¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":59,"column":53},"end":{"line":59,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1134¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":59,"column":100},"end":{"line":59,"column":106},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1135¿VariableDeclarator¿¿1349¿v136¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":137},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1136¿CallExpression¿¿1349¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":137},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1137¿Identifier¿¿1349¿debug¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1138¿Identifier¿¿1349¿v135¿¿¿¿¿Identifier
1139¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":138},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1140¿Identifier¿¿1349¿v136¿¿¿¿¿Identifier
1141¿VariableDeclarator¿¿1349¿v137¿¿¿{"start":{"line":60,"column":18},"end":{"line":60,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1142¿CallExpression¿¿1349¿¿¿¿{"start":{"line":60,"column":18},"end":{"line":60,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1143¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":60,"column":18},"end":{"line":60,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1144¿Identifier¿¿1349¿certificates_1¿¿¿{"start":{"line":60,"column":18},"end":{"line":60,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1145¿Identifier¿¿1349¿default¿¿¿{"start":{"line":60,"column":33},"end":{"line":60,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1146¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":60,"column":41},"end":{"line":60,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1147¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1148¿YieldExpression¿¿1349¿¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿YieldExpression
1149¿Identifier¿¿1349¿v137¿¿¿¿¿Identifier
