Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1048¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":144,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Program
1284¿ExpressionStatement¿¿1821¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":45,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1285¿Identifier¿¿1821¿v120¿¿¿¿¿Identifier
1286¿VariableDeclarator¿¿1821¿v121¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1287¿CallExpression¿¿1821¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1288¿MemberExpression¿¿1821¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1289¿Identifier¿¿1821¿self¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1290¿Identifier¿¿1821¿on¿¿¿{"start":{"line":47,"column":7},"end":{"line":47,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1291¿Literal¿string¿1821¿¿'error'¿¿{"start":{"line":47,"column":10},"end":{"line":47,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1292¿Identifier¿¿1821¿showError¿¿¿{"start":{"line":47,"column":19},"end":{"line":47,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1293¿ExpressionStatement¿¿1821¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1294¿Identifier¿¿1821¿v121¿¿¿¿¿Identifier
1295¿VariableDeclarator¿¿1821¿emitStarted¿¿¿{"start":{"line":49,"column":2},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1296¿FunctionExpression¿¿1821¿anon¿¿¿{"start":{"line":49,"column":2},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿FunctionExpression
1297¿VariableDeclarator¿¿1827¿v122¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1298¿MemberExpression¿¿1827¿¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1299¿Identifier¿¿1827¿self¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1300¿Identifier¿¿1827¿server¿¿¿{"start":{"line":50,"column":30},"end":{"line":50,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1301¿VariableDeclarator¿¿1827¿v123¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1302¿CallExpression¿¿1827¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1303¿MemberExpression¿¿1827¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1304¿Identifier¿¿1827¿self¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1305¿Identifier¿¿1827¿emit¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1306¿Literal¿string¿1827¿¿'started'¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1307¿Identifier¿¿1827¿v122¿¿¿¿¿Identifier
1308¿ExpressionStatement¿¿1827¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1309¿Identifier¿¿1827¿v123¿¿¿¿¿Identifier
1310¿BlockStatement¿¿1827¿¿¿¿{"start":{"line":49,"column":26},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1311¿BlockStatement¿¿1821¿¿¿¿{"start":{"line":34,"column":50},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1312¿ExpressionStatement¿¿1817¿¿¿¿{"start":{"line":34,"column":0},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1313¿AssignmentExpression¿=¿1817¿¿¿¿{"start":{"line":34,"column":0},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1314¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":34,"column":0},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1315¿Identifier¿¿1817¿v110¿¿¿¿¿Identifier
1316¿Identifier¿¿1817¿start¿¿¿{"start":{"line":34,"column":17},"end":{"line":34,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1317¿Identifier¿¿1817¿Glance$start¿¿¿¿¿Identifier
1318¿VariableDeclarator¿¿1817¿v124¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1319¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1320¿Identifier¿¿1817¿Glance¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1321¿Identifier¿¿1817¿prototype¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1322¿VariableDeclarator¿¿1817¿Glance$stop¿¿¿{"start":{"line":54,"column":0},"end":{"line":58,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1323¿FunctionExpression¿¿1817¿anon¿¿¿{"start":{"line":54,"column":24},"end":{"line":58,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿FunctionExpression
1324¿VariableDeclarator¿¿1829¿v125¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1325¿MemberExpression¿¿1829¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1326¿ThisExpression¿¿1829¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ThisExpression
1327¿Identifier¿¿1829¿server¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1328¿IfStatement¿¿1829¿¿¿¿{"start":{"line":55,"column":2},"end":{"line":57,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿IfStatement
1329¿Identifier¿¿1829¿v125¿¿¿¿¿Identifier
1330¿VariableDeclarator¿¿1829¿v126¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1331¿MemberExpression¿¿1829¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1332¿ThisExpression¿¿1829¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ThisExpression
1333¿Identifier¿¿1829¿server¿¿¿{"start":{"line":56,"column":9},"end":{"line":56,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1334¿VariableDeclarator¿¿1829¿v127¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1335¿CallExpression¿¿1829¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1336¿MemberExpression¿¿1829¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1337¿Identifier¿¿1829¿v126¿¿¿¿¿Identifier
1338¿Identifier¿¿1829¿close¿¿¿{"start":{"line":56,"column":16},"end":{"line":56,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1339¿ExpressionStatement¿¿1829¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1340¿Identifier¿¿1829¿v127¿¿¿¿¿Identifier
1341¿BlockStatement¿¿1829¿¿¿¿{"start":{"line":55,"column":19},"end":{"line":57,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1342¿BlockStatement¿¿1829¿¿¿¿{"start":{"line":54,"column":48},"end":{"line":58,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1343¿ExpressionStatement¿¿1817¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":58,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1344¿AssignmentExpression¿=¿1817¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":58,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1345¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1346¿Identifier¿¿1817¿v124¿¿¿¿¿Identifier
1347¿Identifier¿¿1817¿stop¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1348¿Identifier¿¿1817¿Glance$stop¿¿¿¿¿Identifier
1349¿VariableDeclarator¿¿1817¿v128¿¿¿{"start":{"line":60,"column":0},"end":{"line":60,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1350¿MemberExpression¿¿1817¿¿¿¿{"start":{"line":60,"column":0},"end":{"line":60,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1351¿Identifier¿¿1817¿Glance¿¿¿{"start":{"line":60,"column":0},"end":{"line":60,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1352¿Identifier¿¿1817¿prototype¿¿¿{"start":{"line":60,"column":7},"end":{"line":60,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1353¿VariableDeclarator¿¿1817¿Glance$serveRequest¿¿¿{"start":{"line":60,"column":0},"end":{"line":133,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1354¿FunctionExpression¿¿1817¿anon¿¿¿{"start":{"line":60,"column":32},"end":{"line":133,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿FunctionExpression
1355¿Identifier¿¿0¿req¿¿¿{"start":{"line":60,"column":62},"end":{"line":60,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1356¿Identifier¿¿0¿res¿¿¿{"start":{"line":60,"column":67},"end":{"line":60,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1357¿VariableDeclarator¿¿1832¿request¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1358¿ObjectExpression¿¿1832¿¿¿¿¿¿ObjectExpression
1359¿VariableDeclarator¿¿1832¿self¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1360¿ThisExpression¿¿1832¿¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ThisExpression
1361¿VariableDeclarator¿¿1832¿v129¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1362¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1363¿Identifier¿¿1832¿self¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1364¿Identifier¿¿1832¿dir¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1365¿VariableDeclarator¿¿1832¿v130¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1366¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1367¿Identifier¿¿1832¿req¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1368¿Identifier¿¿1832¿url¿¿¿{"start":{"line":66,"column":33},"end":{"line":66,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1369¿VariableDeclarator¿¿1832¿v131¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1370¿CallExpression¿¿1832¿¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1371¿Identifier¿¿1832¿parse¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1372¿Identifier¿¿1832¿v130¿¿¿¿¿Identifier
1373¿VariableDeclarator¿¿1832¿v132¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1374¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1375¿Identifier¿¿1832¿v131¿¿¿¿¿Identifier
1376¿Identifier¿¿1832¿pathname¿¿¿{"start":{"line":66,"column":38},"end":{"line":66,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1377¿VariableDeclarator¿¿1832¿v133¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1378¿CallExpression¿¿1832¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1379¿Identifier¿¿1832¿decodeURIComponent¿¿¿{"start":{"line":66,"column":4},"end":{"line":66,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1380¿Identifier¿¿1832¿v132¿¿¿¿¿Identifier
1381¿VariableDeclarator¿¿1832¿v134¿¿¿{"start":{"line":64,"column":2},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1382¿CallExpression¿¿1832¿¿¿¿{"start":{"line":64,"column":21},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1383¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1384¿Identifier¿¿1832¿path¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1385¿Identifier¿¿1832¿join¿¿¿{"start":{"line":64,"column":26},"end":{"line":64,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1386¿Identifier¿¿1832¿v129¿¿¿¿¿Identifier
1387¿Identifier¿¿1832¿v133¿¿¿¿¿Identifier
1388¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1389¿AssignmentExpression¿=¿1832¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1390¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1391¿Identifier¿¿1832¿request¿¿¿{"start":{"line":64,"column":2},"end":{"line":64,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1392¿Identifier¿¿1832¿fullPath¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1393¿Identifier¿¿1832¿v134¿¿¿¿¿Identifier
1394¿VariableDeclarator¿¿1832¿v135¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1395¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1396¿Identifier¿¿1832¿req¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1397¿Identifier¿¿1832¿socket¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1398¿VariableDeclarator¿¿1832¿v136¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1399¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1400¿Identifier¿¿1832¿v135¿¿¿¿¿Identifier
1401¿Identifier¿¿1832¿remoteAddress¿¿¿{"start":{"line":69,"column":26},"end":{"line":69,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1402¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1403¿AssignmentExpression¿=¿1832¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1404¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1405¿Identifier¿¿1832¿request¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1406¿Identifier¿¿1832¿ip¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1407¿Identifier¿¿1832¿v136¿¿¿¿¿Identifier
