Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
818¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":77,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Program
1053¿Identifier¿¿1428¿path¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1054¿Identifier¿¿1428¿join¿¿¿{"start":{"line":35,"column":17},"end":{"line":35,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1055¿Identifier¿¿1428¿normalized¿¿¿{"start":{"line":35,"column":22},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1056¿Identifier¿¿1428¿v112¿¿¿¿¿Identifier
1057¿VariableDeclarator¿¿1428¿v114¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1058¿CallExpression¿¿1428¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1059¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1060¿Identifier¿¿1428¿v113¿¿¿¿¿Identifier
1061¿Identifier¿¿1428¿replace¿¿¿{"start":{"line":35,"column":42},"end":{"line":35,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1062¿Literal¿object¿1428¿¿/\\/g¿¿{"start":{"line":35,"column":50},"end":{"line":35,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1063¿Literal¿string¿1428¿¿'/'¿¿{"start":{"line":35,"column":57},"end":{"line":35,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1064¿VariableDeclarator¿¿1428¿v115¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1065¿ObjectExpression¿¿1428¿¿¿¿¿¿ObjectExpression
1066¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1067¿AssignmentExpression¿=¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿AssignmentExpression
1068¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1069¿Identifier¿¿1428¿v115¿¿¿¿¿Identifier
1070¿Identifier¿¿1428¿name¿¿¿{"start":{"line":33,"column":6},"end":{"line":33,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1071¿Identifier¿¿1428¿v109¿¿¿¿¿Identifier
1072¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1073¿AssignmentExpression¿=¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿AssignmentExpression
1074¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1075¿Identifier¿¿1428¿v115¿¿¿¿¿Identifier
1076¿Identifier¿¿1428¿type¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1077¿Identifier¿¿1428¿v111¿¿¿¿¿Identifier
1078¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1079¿AssignmentExpression¿=¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿AssignmentExpression
1080¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":32,"column":35},"end":{"line":36,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1081¿Identifier¿¿1428¿v115¿¿¿¿¿Identifier
1082¿Identifier¿¿1428¿path¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1083¿Identifier¿¿1428¿v114¿¿¿¿¿Identifier
1084¿ReturnStatement¿¿1428¿¿¿¿¿¿ReturnStatement
1085¿Identifier¿¿1428¿v115¿¿¿¿¿Identifier
1086¿BlockStatement¿¿1428¿¿¿¿¿¿BlockStatement
1087¿VariableDeclarator¿¿1425¿list¿¿¿{"start":{"line":32,"column":10},"end":{"line":36,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1088¿CallExpression¿¿1425¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":36,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1089¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1090¿Identifier¿¿1425¿entries¿¿¿{"start":{"line":32,"column":17},"end":{"line":32,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1091¿Identifier¿¿1425¿map¿¿¿{"start":{"line":32,"column":25},"end":{"line":32,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1092¿Identifier¿¿1425¿v116¿¿¿¿¿Identifier
1093¿VariableDeclarator¿¿1425¿v117¿¿¿{"start":{"line":37,"column":13},"end":{"line":37,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1094¿ObjectExpression¿¿1425¿¿¿¿{"start":{"line":37,"column":13},"end":{"line":37,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ObjectExpression
1095¿Property¿¿1425¿¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Property
1096¿Identifier¿¿1425¿root¿¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1097¿Identifier¿¿1425¿ROOT¿¿¿{"start":{"line":37,"column":21},"end":{"line":37,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1098¿Property¿¿1425¿¿¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Property
1099¿Identifier¿¿1425¿dir¿¿¿{"start":{"line":37,"column":27},"end":{"line":37,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1100¿Identifier¿¿1425¿normalized¿¿¿{"start":{"line":37,"column":32},"end":{"line":37,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1101¿Property¿¿1425¿¿¿¿{"start":{"line":37,"column":44},"end":{"line":37,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Property
1102¿Identifier¿¿1425¿list¿¿¿{"start":{"line":37,"column":44},"end":{"line":37,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1103¿Identifier¿¿1425¿list¿¿¿{"start":{"line":37,"column":44},"end":{"line":37,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1104¿VariableDeclarator¿¿1425¿v118¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1105¿CallExpression¿¿1425¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1106¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1107¿Identifier¿¿1425¿res¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1108¿Identifier¿¿1425¿json¿¿¿{"start":{"line":37,"column":8},"end":{"line":37,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1109¿Identifier¿¿1425¿v117¿¿¿¿¿Identifier
1110¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1111¿Identifier¿¿1425¿v118¿¿¿¿¿Identifier
1112¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":30,"column":64},"end":{"line":38,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿BlockStatement
1113¿VariableDeclarator¿¿1422¿v120¿¿¿{"start":{"line":30,"column":2},"end":{"line":38,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1114¿CallExpression¿¿1422¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":38,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1115¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":30,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1116¿Identifier¿¿1422¿fs¿¿¿{"start":{"line":30,"column":2},"end":{"line":30,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1117¿Identifier¿¿1422¿readdir¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1118¿Identifier¿¿1422¿target¿¿¿{"start":{"line":30,"column":13},"end":{"line":30,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1119¿Identifier¿¿1422¿v105¿¿¿¿¿Identifier
1120¿Identifier¿¿1422¿v119¿¿¿¿¿Identifier
1121¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":38,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1122¿Identifier¿¿1422¿v120¿¿¿¿¿Identifier
1123¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":20,"column":33},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿BlockStatement
1124¿VariableDeclarator¿¿1418¿v122¿¿¿{"start":{"line":20,"column":0},"end":{"line":39,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1125¿CallExpression¿¿1418¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":39,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1126¿MemberExpression¿¿1418¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":20,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1127¿Identifier¿¿1418¿app¿¿¿{"start":{"line":20,"column":0},"end":{"line":20,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1128¿Identifier¿¿1418¿get¿¿¿{"start":{"line":20,"column":4},"end":{"line":20,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1129¿Literal¿string¿1418¿¿'/browse'¿¿{"start":{"line":20,"column":8},"end":{"line":20,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1130¿Identifier¿¿1418¿v121¿¿¿¿¿Identifier
1131¿ExpressionStatement¿¿1418¿¿¿¿{"start":{"line":20,"column":0},"end":{"line":39,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1132¿Identifier¿¿1418¿v122¿¿¿¿¿Identifier
1133¿VariableDeclarator¿¿1418¿v135¿¿¿{"start":{"line":42,"column":20},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1134¿ArrowFunctionExpression¿¿1418¿¿¿¿{"start":{"line":42,"column":20},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ArrowFunctionExpression
1135¿Identifier¿¿0¿req¿¿¿{"start":{"line":42,"column":21},"end":{"line":42,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1136¿Identifier¿¿0¿res¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1137¿VariableDeclarator¿¿1431¿v123¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1138¿MemberExpression¿¿1431¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1139¿Identifier¿¿1431¿req¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1140¿Identifier¿¿1431¿query¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1141¿VariableDeclarator¿¿1431¿v124¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1142¿MemberExpression¿¿1431¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1143¿Identifier¿¿1431¿v123¿¿¿¿¿Identifier
1144¿Identifier¿¿1431¿p¿¿¿{"start":{"line":43,"column":22},"end":{"line":43,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1145¿VariableDeclarator¿¿1431¿p¿¿¿{"start":{"line":43,"column":8},"end":{"line":43,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1146¿LogicalExpression¿||¿1431¿¿¿¿{"start":{"line":43,"column":12},"end":{"line":43,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿LogicalExpression
1147¿Identifier¿¿1431¿v124¿¿¿¿¿Identifier
1148¿Literal¿string¿1431¿¿''¿¿{"start":{"line":43,"column":27},"end":{"line":43,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1149¿VariableDeclarator¿¿1431¿file¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1150¿CallExpression¿¿1431¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1151¿MemberExpression¿¿1431¿¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1152¿Identifier¿¿1431¿path¿¿¿{"start":{"line":44,"column":15},"end":{"line":44,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1153¿Identifier¿¿1431¿join¿¿¿{"start":{"line":44,"column":20},"end":{"line":44,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1154¿Identifier¿¿1431¿ROOT¿¿¿{"start":{"line":44,"column":25},"end":{"line":44,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1155¿Identifier¿¿1431¿p¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1156¿VariableDeclarator¿¿1431¿v125¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1157¿CallExpression¿¿1431¿¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1158¿MemberExpression¿¿1431¿¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1159¿Identifier¿¿1431¿file¿¿¿{"start":{"line":45,"column":7},"end":{"line":45,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1160¿Identifier¿¿1431¿startsWith¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1161¿Identifier¿¿1431¿ROOT¿¿¿{"start":{"line":45,"column":23},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1162¿VariableDeclarator¿¿1431¿v126¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1163¿UnaryExpression¿!¿1431¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿UnaryExpression
1164¿Identifier¿¿1431¿v125¿¿¿¿¿Identifier
1165¿IfStatement¿¿1431¿¿¿¿{"start":{"line":45,"column":2},"end":{"line":47,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿IfStatement
1166¿Identifier¿¿1431¿v126¿¿¿¿¿Identifier
1167¿VariableDeclarator¿¿1431¿v127¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1168¿CallExpression¿¿1431¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1169¿MemberExpression¿¿1431¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1170¿Identifier¿¿1431¿res¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1171¿Identifier¿¿1431¿status¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1172¿Literal¿number¿1431¿¿400¿¿{"start":{"line":46,"column":22},"end":{"line":46,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1173¿VariableDeclarator¿¿1431¿v128¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1174¿CallExpression¿¿1431¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1175¿MemberExpression¿¿1431¿¿¿¿{"start":{"line":46,"column":11},"end":{"line":46,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1176¿Identifier¿¿1431¿v127¿¿¿¿¿Identifier
