Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
640¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Program
878¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
879¿Identifier¿¿1126¿fsSync¿¿¿{"start":{"line":47,"column":17},"end":{"line":47,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
880¿Identifier¿¿1126¿existsSync¿¿¿{"start":{"line":47,"column":24},"end":{"line":47,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
881¿Identifier¿¿1126¿candidate¿¿¿{"start":{"line":47,"column":35},"end":{"line":47,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
882¿VariableDeclarator¿¿1126¿v83¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
883¿UnaryExpression¿!¿1126¿¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿UnaryExpression
884¿Identifier¿¿1126¿v82¿¿¿¿¿Identifier
885¿IfStatement¿¿1126¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿IfStatement
886¿Identifier¿¿1126¿v83¿¿¿¿¿Identifier
887¿VariableDeclarator¿¿1126¿v84¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
888¿TemplateLiteral¿¿1126¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":48,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿TemplateLiteral
889¿Identifier¿¿1126¿candidate¿¿¿{"start":{"line":48,"column":61},"end":{"line":48,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
890¿VariableDeclarator¿¿1126¿v85¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
891¿CallExpression¿¿1126¿¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
892¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
893¿Identifier¿¿1126¿console¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
894¿Identifier¿¿1126¿log¿¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
895¿Identifier¿¿1126¿v84¿¿¿¿¿Identifier
896¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
897¿Identifier¿¿1126¿v85¿¿¿¿¿Identifier
898¿ReturnStatement¿¿1126¿¿¿¿{"start":{"line":49,"column":16},"end":{"line":49,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ReturnStatement
899¿Literal¿boolean¿1126¿¿false¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
900¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":47,"column":47},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
901¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
902¿AwaitExpression¿¿1126¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AwaitExpression
903¿CallExpression¿¿1126¿¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
904¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
905¿Identifier¿¿1126¿fs¿¿¿{"start":{"line":53,"column":18},"end":{"line":53,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
906¿Identifier¿¿1126¿unlink¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
907¿Identifier¿¿1126¿candidate¿¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
908¿VariableDeclarator¿¿1126¿v86¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
909¿TemplateLiteral¿¿1126¿¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿TemplateLiteral
910¿Identifier¿¿1126¿imagePath¿¿¿{"start":{"line":54,"column":57},"end":{"line":54,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
911¿VariableDeclarator¿¿1126¿v87¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
912¿CallExpression¿¿1126¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
913¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
914¿Identifier¿¿1126¿console¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
915¿Identifier¿¿1126¿log¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
916¿Identifier¿¿1126¿v86¿¿¿¿¿Identifier
917¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
918¿Identifier¿¿1126¿v87¿¿¿¿¿Identifier
919¿VariableDeclarator¿¿1126¿v88¿¿¿{"start":{"line":57,"column":47},"end":{"line":57,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
920¿CallExpression¿¿1126¿¿¿¿{"start":{"line":57,"column":47},"end":{"line":57,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
921¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":57,"column":47},"end":{"line":57,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
922¿Identifier¿¿1126¿path¿¿¿{"start":{"line":57,"column":47},"end":{"line":57,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
923¿Identifier¿¿1126¿basename¿¿¿{"start":{"line":57,"column":52},"end":{"line":57,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
924¿Identifier¿¿1126¿candidate¿¿¿{"start":{"line":57,"column":61},"end":{"line":57,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
925¿VariableDeclarator¿¿1126¿thumbnailFilename¿¿¿{"start":{"line":57,"column":18},"end":{"line":57,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
926¿TemplateLiteral¿¿1126¿¿¿¿{"start":{"line":57,"column":38},"end":{"line":57,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿TemplateLiteral
927¿Identifier¿¿1126¿v88¿¿¿¿¿Identifier
928¿VariableDeclarator¿¿1126¿v89¿¿¿{"start":{"line":58,"column":48},"end":{"line":58,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
929¿CallExpression¿¿1126¿¿¿¿{"start":{"line":58,"column":48},"end":{"line":58,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
930¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":58,"column":48},"end":{"line":58,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
931¿Identifier¿¿1126¿path¿¿¿{"start":{"line":58,"column":48},"end":{"line":58,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
932¿Identifier¿¿1126¿dirname¿¿¿{"start":{"line":58,"column":53},"end":{"line":58,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
933¿Identifier¿¿1126¿candidate¿¿¿{"start":{"line":58,"column":61},"end":{"line":58,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
934¿VariableDeclarator¿¿1126¿thumbnailFullPath¿¿¿{"start":{"line":58,"column":18},"end":{"line":58,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
935¿CallExpression¿¿1126¿¿¿¿{"start":{"line":58,"column":38},"end":{"line":58,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
936¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":58,"column":38},"end":{"line":58,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
937¿Identifier¿¿1126¿path¿¿¿{"start":{"line":58,"column":38},"end":{"line":58,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
938¿Identifier¿¿1126¿join¿¿¿{"start":{"line":58,"column":43},"end":{"line":58,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
939¿Identifier¿¿1126¿v89¿¿¿¿¿Identifier
940¿Identifier¿¿1126¿thumbnailFilename¿¿¿{"start":{"line":58,"column":73},"end":{"line":58,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
941¿VariableDeclarator¿¿1126¿v90¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
942¿CallExpression¿¿1126¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
943¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
944¿Identifier¿¿1126¿fsSync¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
945¿Identifier¿¿1126¿existsSync¿¿¿{"start":{"line":59,"column":23},"end":{"line":59,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
946¿Identifier¿¿1126¿thumbnailFullPath¿¿¿{"start":{"line":59,"column":34},"end":{"line":59,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
947¿IfStatement¿¿1126¿¿¿¿{"start":{"line":59,"column":12},"end":{"line":62,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿IfStatement
948¿Identifier¿¿1126¿v90¿¿¿¿¿Identifier
949¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
950¿AwaitExpression¿¿1126¿¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AwaitExpression
951¿CallExpression¿¿1126¿¿¿¿{"start":{"line":60,"column":22},"end":{"line":60,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
952¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":60,"column":22},"end":{"line":60,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
953¿Identifier¿¿1126¿fs¿¿¿{"start":{"line":60,"column":22},"end":{"line":60,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
954¿Identifier¿¿1126¿unlink¿¿¿{"start":{"line":60,"column":25},"end":{"line":60,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
955¿Identifier¿¿1126¿thumbnailFullPath¿¿¿{"start":{"line":60,"column":32},"end":{"line":60,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
956¿VariableDeclarator¿¿1126¿v91¿¿¿{"start":{"line":61,"column":28},"end":{"line":61,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
957¿TemplateLiteral¿¿1126¿¿¿¿{"start":{"line":61,"column":28},"end":{"line":61,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿TemplateLiteral
958¿Identifier¿¿1126¿thumbnailFilename¿¿¿{"start":{"line":61,"column":65},"end":{"line":61,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
959¿VariableDeclarator¿¿1126¿v92¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
960¿CallExpression¿¿1126¿¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
961¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
962¿Identifier¿¿1126¿console¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
963¿Identifier¿¿1126¿log¿¿¿{"start":{"line":61,"column":24},"end":{"line":61,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
964¿Identifier¿¿1126¿v91¿¿¿¿¿Identifier
965¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
966¿Identifier¿¿1126¿v92¿¿¿¿¿Identifier
967¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":59,"column":54},"end":{"line":62,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
968¿ReturnStatement¿¿1126¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ReturnStatement
969¿Literal¿boolean¿1126¿¿true¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
970¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":12,"column":12},"end":{"line":65,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
971¿CatchClause¿¿1126¿¿¿¿{"start":{"line":65,"column":10},"end":{"line":68,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CatchClause
972¿VariableDeclarator¿¿1126¿v93¿¿¿{"start":{"line":66,"column":26},"end":{"line":66,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
973¿TemplateLiteral¿¿1126¿¿¿¿{"start":{"line":66,"column":26},"end":{"line":66,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿TemplateLiteral
974¿Identifier¿¿1126¿imagePath¿¿¿{"start":{"line":66,"column":50},"end":{"line":66,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
975¿VariableDeclarator¿¿1126¿v94¿¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
976¿CallExpression¿¿1126¿¿¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
977¿MemberExpression¿¿1126¿¿¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
978¿Identifier¿¿1126¿console¿¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
979¿Identifier¿¿1126¿error¿¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
980¿Identifier¿¿1126¿v93¿¿¿¿¿Identifier
981¿Identifier¿¿1126¿error¿¿¿{"start":{"line":66,"column":64},"end":{"line":66,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
982¿ExpressionStatement¿¿1126¿¿¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
983¿Identifier¿¿1126¿v94¿¿¿¿¿Identifier
984¿ReturnStatement¿¿1126¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ReturnStatement
985¿Literal¿boolean¿1126¿¿false¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
986¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":65,"column":24},"end":{"line":68,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
987¿Identifier¿¿1126¿error¿¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
988¿BlockStatement¿¿1126¿¿¿¿{"start":{"line":6,"column":40},"end":{"line":69,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
989¿ExpressionStatement¿¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
990¿AssignmentExpression¿=¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
991¿MemberExpression¿¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
992¿Identifier¿¿1122¿ImageCleanupService¿¿¿{"start":{"line":5,"column":6},"end":{"line":5,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
993¿Identifier¿¿1122¿deleteImage¿¿¿{"start":{"line":6,"column":17},"end":{"line":6,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
994¿Identifier¿¿1122¿deleteImage¿¿¿{"start":{"line":6,"column":17},"end":{"line":6,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
995¿VariableDeclarator¿¿1122¿deleteMultipleImages¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
