Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
789¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Program
1030¿Identifier¿¿1354¿fileNotExists¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1031¿Identifier¿¿1354¿commandName¿¿¿{"start":{"line":46,"column":18},"end":{"line":46,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1032¿Identifier¿¿1354¿v106¿¿¿¿¿Identifier
1033¿ExpressionStatement¿¿1354¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1034¿Identifier¿¿1354¿v107¿¿¿¿¿Identifier
1035¿BlockStatement¿¿1354¿¿¿¿{"start":{"line":44,"column":76},"end":{"line":61,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1036¿VariableDeclarator¿¿1338¿commandExistsWindows¿¿¿{"start":{"line":63,"column":4},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1037¿FunctionExpression¿¿1338¿anon¿¿¿{"start":{"line":63,"column":27},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
1038¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1039¿Identifier¿¿0¿cleanedCommandName¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1040¿Identifier¿¿0¿callback¿¿¿{"start":{"line":63,"column":69},"end":{"line":63,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1041¿VariableDeclarator¿¿1361¿v108¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1042¿BinaryExpression¿+¿1361¿¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1043¿Literal¿string¿1361¿¿'where '¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1044¿Identifier¿¿1361¿cleanedCommandName¿¿¿{"start":{"line":64,"column":30},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1045¿VariableDeclarator¿¿1361¿v112¿¿¿{"start":{"line":65,"column":4},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1046¿FunctionExpression¿¿1361¿anon¿¿¿{"start":{"line":65,"column":4},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
1047¿Identifier¿¿0¿error¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1048¿VariableDeclarator¿¿1363¿v109¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1049¿BinaryExpression¿!==¿1363¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1050¿Identifier¿¿1363¿error¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1051¿Literal¿object¿1363¿¿null¿¿{"start":{"line":66,"column":20},"end":{"line":66,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1052¿IfStatement¿¿1363¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":70,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿IfStatement
1053¿Identifier¿¿1363¿v109¿¿¿¿¿Identifier
1054¿VariableDeclarator¿¿1363¿v110¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1055¿CallExpression¿¿1363¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1056¿Identifier¿¿1363¿callback¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1057¿Literal¿object¿1363¿¿null¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1058¿Literal¿boolean¿1363¿¿false¿¿{"start":{"line":67,"column":23},"end":{"line":67,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1059¿ExpressionStatement¿¿1363¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1060¿Identifier¿¿1363¿v110¿¿¿¿¿Identifier
1061¿BlockStatement¿¿1363¿¿¿¿{"start":{"line":66,"column":25},"end":{"line":68,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1062¿VariableDeclarator¿¿1363¿v111¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1063¿CallExpression¿¿1363¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1064¿Identifier¿¿1363¿callback¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1065¿Literal¿object¿1363¿¿null¿¿{"start":{"line":69,"column":17},"end":{"line":69,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1066¿Literal¿boolean¿1363¿¿true¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1067¿ExpressionStatement¿¿1363¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1068¿Identifier¿¿1363¿v111¿¿¿¿¿Identifier
1069¿BlockStatement¿¿1363¿¿¿¿{"start":{"line":68,"column":13},"end":{"line":70,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1070¿BlockStatement¿¿1363¿¿¿¿{"start":{"line":65,"column":21},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1071¿VariableDeclarator¿¿1361¿child¿¿¿{"start":{"line":64,"column":6},"end":{"line":72,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1072¿CallExpression¿¿1361¿¿¿¿{"start":{"line":64,"column":14},"end":{"line":72,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1073¿Identifier¿¿1361¿exec¿¿¿{"start":{"line":64,"column":14},"end":{"line":64,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1074¿Identifier¿¿1361¿v108¿¿¿¿¿Identifier
1075¿Identifier¿¿1361¿v112¿¿¿¿¿Identifier
1076¿BlockStatement¿¿1361¿¿¿¿{"start":{"line":63,"column":79},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1077¿VariableDeclarator¿¿1338¿commandExistsUnixSync¿¿¿{"start":{"line":75,"column":4},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1078¿FunctionExpression¿¿1338¿anon¿¿¿{"start":{"line":75,"column":28},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
1079¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":75,"column":37},"end":{"line":75,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1080¿Identifier¿¿0¿cleanedCommandName¿¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1081¿VariableDeclarator¿¿1366¿v113¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1082¿CallExpression¿¿1366¿¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1083¿Identifier¿¿1366¿fileNotExistsSync¿¿¿{"start":{"line":76,"column":5},"end":{"line":76,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1084¿Identifier¿¿1366¿commandName¿¿¿{"start":{"line":76,"column":23},"end":{"line":76,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1085¿IfStatement¿¿1366¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":86,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿IfStatement
1086¿Identifier¿¿1366¿v113¿¿¿¿¿Identifier
1087¿TryStatement¿¿1366¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿TryStatement
1088¿VariableDeclarator¿¿1366¿v114¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1089¿BinaryExpression¿+¿1366¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1090¿Literal¿string¿1366¿¿'command -v '¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1091¿Identifier¿¿1366¿cleanedCommandName¿¿¿{"start":{"line":78,"column":46},"end":{"line":78,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1092¿VariableDeclarator¿¿1366¿v115¿¿¿{"start":{"line":78,"column":30},"end":{"line":79,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1093¿BinaryExpression¿+¿1366¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":79,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1094¿Identifier¿¿1366¿v114¿¿¿¿¿Identifier
1095¿Literal¿string¿1366¿¿' 2>/dev/null'¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1096¿VariableDeclarator¿¿1366¿v116¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1097¿BinaryExpression¿+¿1366¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1098¿Identifier¿¿1366¿v115¿¿¿¿¿Identifier
1099¿Literal¿string¿1366¿¿' && { echo >&1 '¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1100¿VariableDeclarator¿¿1366¿v117¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1101¿BinaryExpression¿+¿1366¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1102¿Identifier¿¿1366¿v116¿¿¿¿¿Identifier
1103¿Identifier¿¿1366¿cleanedCommandName¿¿¿{"start":{"line":80,"column":34},"end":{"line":80,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1104¿VariableDeclarator¿¿1366¿v118¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1105¿BinaryExpression¿+¿1366¿¿¿¿{"start":{"line":78,"column":30},"end":{"line":80,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1106¿Identifier¿¿1366¿v117¿¿¿¿¿Identifier
1107¿Literal¿string¿1366¿¿'; exit 0; }'¿¿{"start":{"line":80,"column":55},"end":{"line":80,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1108¿VariableDeclarator¿¿1366¿stdout¿¿¿{"start":{"line":78,"column":12},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1109¿CallExpression¿¿1366¿¿¿¿{"start":{"line":78,"column":21},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1110¿Identifier¿¿1366¿execSync¿¿¿{"start":{"line":78,"column":21},"end":{"line":78,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1111¿Identifier¿¿1366¿v118¿¿¿¿¿Identifier
1112¿VariableDeclarator¿¿1366¿v119¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1113¿UnaryExpression¿!¿1366¿¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
1114¿Identifier¿¿1366¿stdout¿¿¿{"start":{"line":82,"column":17},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1115¿VariableDeclarator¿¿1366¿v120¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1116¿UnaryExpression¿!¿1366¿¿¿¿{"start":{"line":82,"column":15},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
1117¿Identifier¿¿1366¿v119¿¿¿¿¿Identifier
1118¿ReturnStatement¿¿1366¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
1119¿Identifier¿¿1366¿v120¿¿¿¿¿Identifier
1120¿BlockStatement¿¿1366¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1121¿CatchClause¿¿1366¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CatchClause
1122¿ReturnStatement¿¿1366¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
1123¿Literal¿boolean¿1366¿¿false¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1124¿BlockStatement¿¿1366¿¿¿¿{"start":{"line":83,"column":22},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1125¿Identifier¿¿1366¿error¿¿¿{"start":{"line":83,"column":15},"end":{"line":83,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1126¿BlockStatement¿¿1366¿¿¿¿{"start":{"line":76,"column":36},"end":{"line":86,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1127¿VariableDeclarator¿¿1366¿v121¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1128¿CallExpression¿¿1366¿¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1129¿Identifier¿¿1366¿localExecutableSync¿¿¿{"start":{"line":87,"column":9},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1130¿Identifier¿¿1366¿commandName¿¿¿{"start":{"line":87,"column":29},"end":{"line":87,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1131¿ReturnStatement¿¿1366¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
1132¿Identifier¿¿1366¿v121¿¿¿¿¿Identifier
1133¿BlockStatement¿¿1366¿¿¿¿{"start":{"line":75,"column":70},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1134¿VariableDeclarator¿¿1338¿commandExistsWindowsSync¿¿¿{"start":{"line":90,"column":4},"end":{"line":97,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1135¿FunctionExpression¿¿1338¿anon¿¿¿{"start":{"line":90,"column":31},"end":{"line":97,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
1136¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":90,"column":40},"end":{"line":90,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1137¿Identifier¿¿0¿cleanedCommandName¿¿¿{"start":{"line":90,"column":53},"end":{"line":90,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1138¿Identifier¿¿0¿callback¿¿¿{"start":{"line":90,"column":73},"end":{"line":90,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1139¿TryStatement¿¿1370¿¿¿¿{"start":{"line":91,"column":2},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿TryStatement
1140¿VariableDeclarator¿¿1370¿v122¿¿¿{"start":{"line":92,"column":28},"end":{"line":92,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1141¿BinaryExpression¿+¿1370¿¿¿¿{"start":{"line":92,"column":28},"end":{"line":92,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1142¿Literal¿string¿1370¿¿'where '¿¿{"start":{"line":92,"column":28},"end":{"line":92,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1143¿Identifier¿¿1370¿cleanedCommandName¿¿¿{"start":{"line":92,"column":39},"end":{"line":92,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1144¿VariableDeclarator¿¿1370¿stdout¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1145¿CallExpression¿¿1370¿¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1146¿Identifier¿¿1370¿execSync¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1147¿Identifier¿¿1370¿v122¿¿¿¿¿Identifier
1148¿VariableDeclarator¿¿1370¿v123¿¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1149¿UnaryExpression¿!¿1370¿¿¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
