Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
836¿Program¿¿-1¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":131,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Program
1083¿Property¿¿1465¿¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Property
1084¿Identifier¿¿1465¿recursive¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1085¿Literal¿boolean¿1465¿¿true¿¿{"start":{"line":68,"column":36},"end":{"line":68,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1086¿VariableDeclarator¿¿1465¿v93¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1087¿CallExpression¿¿1465¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1088¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1089¿Identifier¿¿1465¿fs¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1090¿Identifier¿¿1465¿mkdirSync¿¿¿{"start":{"line":68,"column":5},"end":{"line":68,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1091¿Identifier¿¿1465¿tmpDir¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1092¿Identifier¿¿1465¿v92¿¿¿¿¿Identifier
1093¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1094¿Identifier¿¿1465¿v93¿¿¿¿¿Identifier
1095¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":64,"column":20},"end":{"line":69,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1096¿VariableDeclarator¿¿1451¿runHookLike¿¿¿{"start":{"line":71,"column":0},"end":{"line":78,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1097¿FunctionExpression¿¿1451¿anon¿¿¿{"start":{"line":71,"column":0},"end":{"line":78,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿FunctionExpression
1098¿VariableDeclarator¿¿1468¿v94¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1099¿ObjectExpression¿¿1468¿¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ObjectExpression
1100¿Property¿¿1468¿¿¿¿{"start":{"line":73,"column":32},"end":{"line":73,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Property
1101¿Identifier¿¿1468¿stdio¿¿¿{"start":{"line":73,"column":32},"end":{"line":73,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1102¿Literal¿string¿1468¿¿'inherit'¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1103¿VariableDeclarator¿¿1468¿v95¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1104¿CallExpression¿¿1468¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1105¿Identifier¿¿1468¿execSync¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1106¿Literal¿string¿1468¿¿'npx lint-staged'¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1107¿Identifier¿¿1468¿v94¿¿¿¿¿Identifier
1108¿ExpressionStatement¿¿1468¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":73,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1109¿Identifier¿¿1468¿v95¿¿¿¿¿Identifier
1110¿VariableDeclarator¿¿1468¿v96¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1111¿CallExpression¿¿1468¿¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1112¿Identifier¿¿1468¿run¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1113¿Literal¿string¿1468¿¿'git diff --cached --name-only --diff-filter=ACM'¿¿{"start":{"line":74,"column":24},"end":{"line":74,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1114¿VariableDeclarator¿¿1468¿v97¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1115¿CallExpression¿¿1468¿¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1116¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1117¿Identifier¿¿1468¿v96¿¿¿¿¿Identifier
1118¿Identifier¿¿1468¿split¿¿¿{"start":{"line":74,"column":75},"end":{"line":74,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1119¿Literal¿object¿1468¿¿/\r?\n/¿¿{"start":{"line":74,"column":81},"end":{"line":74,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1120¿VariableDeclarator¿¿1468¿v101¿¿¿{"start":{"line":74,"column":97},"end":{"line":74,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1121¿ArrowFunctionExpression¿¿1468¿¿¿¿{"start":{"line":74,"column":97},"end":{"line":74,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ArrowFunctionExpression
1122¿Identifier¿¿0¿f¿¿¿{"start":{"line":74,"column":97},"end":{"line":74,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1123¿VariableDeclarator¿¿1470¿v98¿¿¿{"start":{"line":74,"column":102},"end":{"line":74,"column":119},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1124¿CallExpression¿¿1470¿¿¿¿{"start":{"line":74,"column":102},"end":{"line":74,"column":119},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1125¿MemberExpression¿¿1470¿¿¿¿{"start":{"line":74,"column":102},"end":{"line":74,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1126¿Identifier¿¿1470¿f¿¿¿{"start":{"line":74,"column":102},"end":{"line":74,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1127¿Identifier¿¿1470¿endsWith¿¿¿{"start":{"line":74,"column":104},"end":{"line":74,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1128¿Literal¿string¿1470¿¿'.ts'¿¿{"start":{"line":74,"column":113},"end":{"line":74,"column":118},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1129¿VariableDeclarator¿¿1470¿v99¿¿¿{"start":{"line":74,"column":123},"end":{"line":74,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1130¿CallExpression¿¿1470¿¿¿¿{"start":{"line":74,"column":123},"end":{"line":74,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1131¿MemberExpression¿¿1470¿¿¿¿{"start":{"line":74,"column":123},"end":{"line":74,"column":133},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1132¿Identifier¿¿1470¿f¿¿¿{"start":{"line":74,"column":123},"end":{"line":74,"column":124},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1133¿Identifier¿¿1470¿endsWith¿¿¿{"start":{"line":74,"column":125},"end":{"line":74,"column":133},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1134¿Literal¿string¿1470¿¿'.tsx'¿¿{"start":{"line":74,"column":134},"end":{"line":74,"column":140},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1135¿VariableDeclarator¿¿1470¿v100¿¿¿{"start":{"line":74,"column":102},"end":{"line":74,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1136¿LogicalExpression¿||¿1470¿¿¿¿{"start":{"line":74,"column":102},"end":{"line":74,"column":141},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿LogicalExpression
1137¿Identifier¿¿1470¿v98¿¿¿¿¿Identifier
1138¿Identifier¿¿1470¿v99¿¿¿¿¿Identifier
1139¿ReturnStatement¿¿1470¿¿¿¿¿¿ReturnStatement
1140¿Identifier¿¿1470¿v100¿¿¿¿¿Identifier
1141¿BlockStatement¿¿1470¿¿¿¿¿¿BlockStatement
1142¿VariableDeclarator¿¿1468¿changedTs¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":142},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1143¿CallExpression¿¿1468¿¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":142},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1144¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1145¿Identifier¿¿1468¿v97¿¿¿¿¿Identifier
1146¿Identifier¿¿1468¿filter¿¿¿{"start":{"line":74,"column":90},"end":{"line":74,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1147¿Identifier¿¿1468¿v101¿¿¿¿¿Identifier
1148¿VariableDeclarator¿¿1468¿v102¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1149¿MemberExpression¿¿1468¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1150¿Identifier¿¿1468¿changedTs¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1151¿Identifier¿¿1468¿length¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1152¿IfStatement¿¿1468¿¿¿¿{"start":{"line":75,"column":2},"end":{"line":77,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1153¿Identifier¿¿1468¿v102¿¿¿¿¿Identifier
1154¿VariableDeclarator¿¿1468¿v103¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1155¿ObjectExpression¿¿1468¿¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ObjectExpression
1156¿Property¿¿1468¿¿¿¿{"start":{"line":76,"column":37},"end":{"line":76,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Property
1157¿Identifier¿¿1468¿stdio¿¿¿{"start":{"line":76,"column":37},"end":{"line":76,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1158¿Literal¿string¿1468¿¿'inherit'¿¿{"start":{"line":76,"column":44},"end":{"line":76,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1159¿VariableDeclarator¿¿1468¿v104¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1160¿CallExpression¿¿1468¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1161¿Identifier¿¿1468¿execSync¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1162¿Literal¿string¿1468¿¿'pnpm -w type-check'¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1163¿Identifier¿¿1468¿v103¿¿¿¿¿Identifier
1164¿ExpressionStatement¿¿1468¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1165¿Identifier¿¿1468¿v104¿¿¿¿¿Identifier
1166¿BlockStatement¿¿1468¿¿¿¿{"start":{"line":75,"column":24},"end":{"line":77,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1167¿BlockStatement¿¿1468¿¿¿¿{"start":{"line":71,"column":23},"end":{"line":78,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1168¿VariableDeclarator¿¿1451¿simulate¿¿¿{"start":{"line":80,"column":0},"end":{"line":103,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1169¿FunctionExpression¿¿1451¿anon¿¿¿{"start":{"line":80,"column":0},"end":{"line":103,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿FunctionExpression
1170¿Identifier¿¿0¿name¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1473¿scenario¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1172¿MemberExpression¿computed¿1473¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1173¿Identifier¿¿1473¿scenarios¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1174¿Identifier¿¿1473¿name¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1175¿VariableDeclarator¿¿1473¿v105¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1176¿UnaryExpression¿!¿1473¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿UnaryExpression
1177¿Identifier¿¿1473¿scenario¿¿¿{"start":{"line":82,"column":7},"end":{"line":82,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1178¿IfStatement¿¿1473¿¿¿¿{"start":{"line":82,"column":2},"end":{"line":85,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1179¿Identifier¿¿1473¿v105¿¿¿¿¿Identifier
1180¿VariableDeclarator¿¿1473¿v106¿¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1181¿TemplateLiteral¿¿1473¿¿¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿TemplateLiteral
1182¿Identifier¿¿1473¿name¿¿¿{"start":{"line":83,"column":39},"end":{"line":83,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1183¿VariableDeclarator¿¿1473¿v107¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1184¿CallExpression¿¿1473¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1185¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1186¿Identifier¿¿1473¿console¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1187¿Identifier¿¿1473¿error¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1188¿Identifier¿¿1473¿v106¿¿¿¿¿Identifier
1189¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1190¿Identifier¿¿1473¿v107¿¿¿¿¿Identifier
1191¿VariableDeclarator¿¿1473¿v108¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1473¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1193¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1194¿Identifier¿¿1473¿process¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1195¿Identifier¿¿1473¿exit¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1196¿Literal¿number¿1473¿¿2¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1197¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1198¿Identifier¿¿1473¿v108¿¿¿¿¿Identifier
1199¿BlockStatement¿¿1473¿¿¿¿{"start":{"line":82,"column":17},"end":{"line":85,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1200¿VariableDeclarator¿¿1473¿v109¿¿¿{"start":{"line":86,"column":41},"end":{"line":86,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1201¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":86,"column":41},"end":{"line":86,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1202¿Identifier¿¿1473¿scenario¿¿¿{"start":{"line":86,"column":41},"end":{"line":86,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1203¿Identifier¿¿1473¿desc¿¿¿{"start":{"line":86,"column":50},"end":{"line":86,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1204¿VariableDeclarator¿¿1473¿v110¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1205¿TemplateLiteral¿¿1473¿¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿TemplateLiteral
1206¿Identifier¿¿1473¿name¿¿¿{"start":{"line":86,"column":31},"end":{"line":86,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1207¿Identifier¿¿1473¿v109¿¿¿¿¿Identifier
