Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Program
1213¿AssignmentExpression¿=¿1702¿¿¿¿{"start":{"line":49,"column":51},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1214¿Identifier¿¿1702¿v126¿¿¿¿¿Identifier
1215¿Literal¿string¿1702¿¿'stderr'¿¿{"start":{"line":49,"column":74},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1216¿BlockStatement¿¿1702¿¿¿¿¿¿BlockStatement
1217¿VariableDeclarator¿¿1702¿v127¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1218¿CallExpression¿¿1702¿¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1219¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1220¿Literal¿string¿1702¿¿''¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1221¿Identifier¿¿1702¿concat¿¿¿{"start":{"line":49,"column":44},"end":{"line":49,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1222¿Identifier¿¿1702¿v126¿¿¿¿¿Identifier
1223¿Literal¿string¿1702¿¿': '¿¿{"start":{"line":49,"column":84},"end":{"line":49,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1224¿VariableDeclarator¿¿1702¿v128¿¿¿{"start":{"line":49,"column":97},"end":{"line":49,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1225¿LogicalExpression¿||¿1702¿¿¿¿{"start":{"line":49,"column":97},"end":{"line":49,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1226¿Identifier¿¿1702¿error¿¿¿{"start":{"line":49,"column":97},"end":{"line":49,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1227¿Identifier¿¿1702¿stderr¿¿¿{"start":{"line":49,"column":106},"end":{"line":49,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1228¿VariableDeclarator¿¿1702¿v129¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1229¿CallExpression¿¿1702¿¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1230¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1231¿Identifier¿¿1702¿v127¿¿¿¿¿Identifier
1232¿Identifier¿¿1702¿concat¿¿¿{"start":{"line":49,"column":90},"end":{"line":49,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1233¿Identifier¿¿1702¿v128¿¿¿¿¿Identifier
1234¿VariableDeclarator¿¿1702¿v130¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1235¿CallExpression¿¿1702¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1236¿Identifier¿¿1702¿callback¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1237¿Literal¿string¿1702¿¿'IP address unreachable'¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1238¿Identifier¿¿1702¿v129¿¿¿¿¿Identifier
1239¿ExpressionStatement¿¿1702¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1240¿Identifier¿¿1702¿v130¿¿¿¿¿Identifier
1241¿ReturnStatement¿¿1702¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1242¿BlockStatement¿¿1702¿¿¿¿{"start":{"line":48,"column":25},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1243¿VariableDeclarator¿¿1702¿v144¿¿¿{"start":{"line":53,"column":22},"end":{"line":62,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1244¿FunctionExpression¿¿1702¿anon¿¿¿{"start":{"line":53,"column":22},"end":{"line":62,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1245¿Identifier¿¿0¿error¿¿¿{"start":{"line":53,"column":32},"end":{"line":53,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1246¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1247¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":53,"column":47},"end":{"line":53,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1248¿VariableDeclarator¿¿1706¿v131¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1249¿LogicalExpression¿||¿1706¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1250¿Identifier¿¿1706¿error¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1251¿Identifier¿¿1706¿stderr¿¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1252¿IfStatement¿¿1706¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":57,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1253¿Identifier¿¿1706¿v131¿¿¿¿¿Identifier
1254¿VariableDeclarator¿¿1706¿v132¿¿¿{"start":{"line":55,"column":53},"end":{"line":55,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1255¿IfStatement¿¿1706¿¿¿¿{"start":{"line":55,"column":53},"end":{"line":55,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1256¿Identifier¿¿1706¿error¿¿¿{"start":{"line":55,"column":53},"end":{"line":55,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1257¿ExpressionStatement¿¿1706¿¿¿¿{"start":{"line":55,"column":53},"end":{"line":55,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1258¿AssignmentExpression¿=¿1706¿¿¿¿{"start":{"line":55,"column":53},"end":{"line":55,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1259¿Identifier¿¿1706¿v132¿¿¿¿¿Identifier
1260¿Literal¿string¿1706¿¿'exec error'¿¿{"start":{"line":55,"column":61},"end":{"line":55,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1261¿BlockStatement¿¿1706¿¿¿¿¿¿BlockStatement
1262¿ExpressionStatement¿¿1706¿¿¿¿{"start":{"line":55,"column":53},"end":{"line":55,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1263¿AssignmentExpression¿=¿1706¿¿¿¿{"start":{"line":55,"column":53},"end":{"line":55,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1264¿Identifier¿¿1706¿v132¿¿¿¿¿Identifier
1265¿Literal¿string¿1706¿¿'stderr'¿¿{"start":{"line":55,"column":76},"end":{"line":55,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1266¿BlockStatement¿¿1706¿¿¿¿¿¿BlockStatement
1267¿VariableDeclarator¿¿1706¿v133¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1706¿¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1269¿MemberExpression¿¿1706¿¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1270¿Literal¿string¿1706¿¿''¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1271¿Identifier¿¿1706¿concat¿¿¿{"start":{"line":55,"column":46},"end":{"line":55,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1272¿Identifier¿¿1706¿v132¿¿¿¿¿Identifier
1273¿Literal¿string¿1706¿¿': '¿¿{"start":{"line":55,"column":86},"end":{"line":55,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1274¿VariableDeclarator¿¿1706¿v134¿¿¿{"start":{"line":55,"column":99},"end":{"line":55,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1275¿LogicalExpression¿||¿1706¿¿¿¿{"start":{"line":55,"column":99},"end":{"line":55,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1276¿Identifier¿¿1706¿error¿¿¿{"start":{"line":55,"column":99},"end":{"line":55,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1277¿Identifier¿¿1706¿stderr¿¿¿{"start":{"line":55,"column":108},"end":{"line":55,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1278¿VariableDeclarator¿¿1706¿v135¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1706¿¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1280¿MemberExpression¿¿1706¿¿¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1281¿Identifier¿¿1706¿v133¿¿¿¿¿Identifier
1282¿Identifier¿¿1706¿concat¿¿¿{"start":{"line":55,"column":92},"end":{"line":55,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1283¿Identifier¿¿1706¿v134¿¿¿¿¿Identifier
1284¿VariableDeclarator¿¿1706¿v136¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1285¿CallExpression¿¿1706¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1286¿Identifier¿¿1706¿callback¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1287¿Literal¿string¿1706¿¿'IP address unreachable'¿¿{"start":{"line":55,"column":17},"end":{"line":55,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1288¿Identifier¿¿1706¿v135¿¿¿¿¿Identifier
1289¿ExpressionStatement¿¿1706¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":117},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1290¿Identifier¿¿1706¿v136¿¿¿¿¿Identifier
1291¿ReturnStatement¿¿1706¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1292¿BlockStatement¿¿1706¿¿¿¿{"start":{"line":54,"column":27},"end":{"line":57,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1293¿VariableDeclarator¿¿1706¿v137¿¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1294¿CallExpression¿¿1706¿¿¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1295¿MemberExpression¿¿1706¿¿¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1296¿Identifier¿¿1706¿stdout¿¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1297¿Identifier¿¿1706¿indexOf¿¿¿{"start":{"line":59,"column":39},"end":{"line":59,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1298¿Identifier¿¿1706¿ipAddress¿¿¿{"start":{"line":59,"column":47},"end":{"line":59,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1299¿VariableDeclarator¿¿1706¿v138¿¿¿{"start":{"line":59,"column":61},"end":{"line":59,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1300¿MemberExpression¿¿1706¿¿¿¿{"start":{"line":59,"column":61},"end":{"line":59,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1301¿Identifier¿¿1706¿ipAddress¿¿¿{"start":{"line":59,"column":61},"end":{"line":59,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1302¿Identifier¿¿1706¿length¿¿¿{"start":{"line":59,"column":71},"end":{"line":59,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1303¿VariableDeclarator¿¿1706¿v139¿¿¿{"start":{"line":59,"column":61},"end":{"line":59,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1304¿BinaryExpression¿+¿1706¿¿¿¿{"start":{"line":59,"column":61},"end":{"line":59,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BinaryExpression
1305¿Identifier¿¿1706¿v138¿¿¿¿¿Identifier
1306¿Literal¿number¿1706¿¿5¿¿{"start":{"line":59,"column":80},"end":{"line":59,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1307¿VariableDeclarator¿¿1706¿v140¿¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1308¿BinaryExpression¿+¿1706¿¿¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BinaryExpression
1309¿Identifier¿¿1706¿v137¿¿¿¿¿Identifier
1310¿Identifier¿¿1706¿v139¿¿¿¿¿Identifier
1311¿VariableDeclarator¿¿1706¿v141¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1312¿CallExpression¿¿1706¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1313¿MemberExpression¿¿1706¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1314¿Identifier¿¿1706¿stdout¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1315¿Identifier¿¿1706¿substring¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1316¿Identifier¿¿1706¿v140¿¿¿¿¿Identifier
1317¿VariableDeclarator¿¿1706¿v142¿¿¿{"start":{"line":59,"column":94},"end":{"line":59,"column":122},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1318¿MemberExpression¿¿1706¿¿¿¿{"start":{"line":59,"column":94},"end":{"line":59,"column":122},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1319¿Identifier¿¿1706¿_constats¿¿¿{"start":{"line":59,"column":94},"end":{"line":59,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1320¿Identifier¿¿1706¿MAC_ADDRESS_LENGTH¿¿¿{"start":{"line":59,"column":104},"end":{"line":59,"column":122},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1321¿ExpressionStatement¿¿1706¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":127},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1322¿AssignmentExpression¿=¿1706¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":126},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1323¿Identifier¿¿1706¿stdout¿¿¿{"start":{"line":59,"column":6},"end":{"line":59,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1324¿CallExpression¿¿1706¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":126},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1325¿MemberExpression¿¿1706¿¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1326¿Identifier¿¿1706¿v141¿¿¿¿¿Identifier
1327¿Identifier¿¿1706¿substring¿¿¿{"start":{"line":59,"column":84},"end":{"line":59,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1328¿Identifier¿¿1706¿v142¿¿¿¿¿Identifier
1329¿Literal¿number¿1706¿¿0¿¿{"start":{"line":59,"column":124},"end":{"line":59,"column":125},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1330¿VariableDeclarator¿¿1706¿v143¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1331¿CallExpression¿¿1706¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1332¿Identifier¿¿1706¿callback¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1333¿Literal¿boolean¿1706¿¿false¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1334¿Identifier¿¿1706¿stdout¿¿¿{"start":{"line":60,"column":22},"end":{"line":60,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1335¿ExpressionStatement¿¿1706¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1336¿Identifier¿¿1706¿v143¿¿¿¿¿Identifier
