Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3589¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Program
5127¿VariableDeclarator¿¿6442¿v753¿¿¿{"start":{"line":342,"column":33},"end":{"line":342,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5128¿BinaryExpression¿>=¿6442¿¿¿¿{"start":{"line":342,"column":33},"end":{"line":342,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5129¿Identifier¿¿6442¿i¿¿¿{"start":{"line":342,"column":33},"end":{"line":342,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5130¿Literal¿number¿6442¿¿0¿¿{"start":{"line":342,"column":38},"end":{"line":342,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5131¿WhileStatement¿¿6442¿¿¿¿{"start":{"line":342,"column":4},"end":{"line":347,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿WhileStatement
5132¿Identifier¿¿6442¿v753¿¿¿¿¿Identifier
5133¿VariableDeclarator¿¿6442¿v755¿¿¿{"start":{"line":343,"column":10},"end":{"line":343,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5134¿MemberExpression¿computed¿6442¿¿¿¿{"start":{"line":343,"column":10},"end":{"line":343,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5135¿Identifier¿¿6442¿env¿¿¿{"start":{"line":343,"column":10},"end":{"line":343,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5136¿Identifier¿¿6442¿i¿¿¿{"start":{"line":343,"column":14},"end":{"line":343,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5137¿IfStatement¿¿6442¿¿¿¿{"start":{"line":343,"column":6},"end":{"line":346,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
5138¿Identifier¿¿6442¿v755¿¿¿¿¿Identifier
5139¿VariableDeclarator¿¿6442¿v756¿¿¿{"start":{"line":344,"column":18},"end":{"line":344,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5140¿MemberExpression¿computed¿6442¿¿¿¿{"start":{"line":344,"column":18},"end":{"line":344,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5141¿Identifier¿¿6442¿env¿¿¿{"start":{"line":344,"column":18},"end":{"line":344,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5142¿Identifier¿¿6442¿i¿¿¿{"start":{"line":344,"column":22},"end":{"line":344,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5143¿VariableDeclarator¿¿6442¿v757¿¿¿{"start":{"line":344,"column":18},"end":{"line":344,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5144¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":344,"column":18},"end":{"line":344,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5145¿Identifier¿¿6442¿v756¿¿¿¿¿Identifier
5146¿Literal¿string¿6442¿¿'='¿¿{"start":{"line":344,"column":27},"end":{"line":344,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5147¿VariableDeclarator¿¿6442¿v758¿¿¿{"start":{"line":344,"column":34},"end":{"line":344,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5148¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":344,"column":34},"end":{"line":344,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5149¿Identifier¿¿6442¿process¿¿¿{"start":{"line":344,"column":34},"end":{"line":344,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5150¿Identifier¿¿6442¿env¿¿¿{"start":{"line":344,"column":42},"end":{"line":344,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5151¿VariableDeclarator¿¿6442¿v759¿¿¿{"start":{"line":344,"column":46},"end":{"line":344,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5152¿MemberExpression¿computed¿6442¿¿¿¿{"start":{"line":344,"column":46},"end":{"line":344,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5153¿Identifier¿¿6442¿env¿¿¿{"start":{"line":344,"column":46},"end":{"line":344,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5154¿Identifier¿¿6442¿i¿¿¿{"start":{"line":344,"column":50},"end":{"line":344,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5155¿VariableDeclarator¿¿6442¿v760¿¿¿{"start":{"line":344,"column":34},"end":{"line":344,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5156¿MemberExpression¿computed¿6442¿¿¿¿{"start":{"line":344,"column":34},"end":{"line":344,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5157¿Identifier¿¿6442¿v758¿¿¿¿¿Identifier
5158¿Identifier¿¿6442¿v759¿¿¿¿¿Identifier
5159¿VariableDeclarator¿¿6442¿v761¿¿¿{"start":{"line":344,"column":34},"end":{"line":344,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5160¿LogicalExpression¿||¿6442¿¿¿¿{"start":{"line":344,"column":34},"end":{"line":344,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
5161¿Identifier¿¿6442¿v760¿¿¿¿¿Identifier
5162¿Literal¿string¿6442¿¿''¿¿{"start":{"line":344,"column":57},"end":{"line":344,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5163¿VariableDeclarator¿¿6442¿v762¿¿¿{"start":{"line":344,"column":33},"end":{"line":344,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5164¿CallExpression¿¿6442¿¿¿¿{"start":{"line":344,"column":33},"end":{"line":344,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5165¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":344,"column":33},"end":{"line":344,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5166¿Identifier¿¿6442¿v761¿¿¿¿¿Identifier
5167¿Identifier¿¿6442¿toString¿¿¿{"start":{"line":344,"column":61},"end":{"line":344,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5168¿VariableDeclarator¿¿6442¿v763¿¿¿{"start":{"line":344,"column":18},"end":{"line":344,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5169¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":344,"column":18},"end":{"line":344,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5170¿Identifier¿¿6442¿v757¿¿¿¿¿Identifier
5171¿Identifier¿¿6442¿v762¿¿¿¿¿Identifier
5172¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":344,"column":8},"end":{"line":344,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5173¿AssignmentExpression¿+=¿6442¿¿¿¿{"start":{"line":344,"column":8},"end":{"line":344,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5174¿Identifier¿¿6442¿upload¿¿¿{"start":{"line":344,"column":8},"end":{"line":344,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5175¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":344,"column":18},"end":{"line":344,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5176¿Identifier¿¿6442¿v763¿¿¿¿¿Identifier
5177¿Literal¿string¿6442¿¿'\n'¿¿{"start":{"line":344,"column":74},"end":{"line":344,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5178¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":345,"column":8},"end":{"line":345,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5179¿AssignmentExpression¿=¿6442¿¿¿¿{"start":{"line":345,"column":8},"end":{"line":345,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5180¿Identifier¿¿6442¿env_found¿¿¿{"start":{"line":345,"column":8},"end":{"line":345,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5181¿Literal¿boolean¿6442¿¿true¿¿{"start":{"line":345,"column":20},"end":{"line":345,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5182¿BlockStatement¿¿6442¿¿¿¿{"start":{"line":343,"column":18},"end":{"line":346,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5183¿VariableDeclarator¿¿6442¿v754¿¿¿{"start":{"line":342,"column":41},"end":{"line":342,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5184¿UpdateExpression¿¿6442¿¿¿¿{"start":{"line":342,"column":41},"end":{"line":342,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿UpdateExpression
5185¿Identifier¿¿6442¿i¿¿¿{"start":{"line":342,"column":41},"end":{"line":342,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5186¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":342,"column":4},"end":{"line":347,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5187¿AssignmentExpression¿=¿6442¿¿¿¿{"start":{"line":342,"column":4},"end":{"line":347,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5188¿Identifier¿¿6442¿v753¿¿¿{"start":{"line":342,"column":4},"end":{"line":347,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5189¿BinaryExpression¿>=¿6442¿¿¿¿{"start":{"line":342,"column":33},"end":{"line":342,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5190¿Identifier¿¿6442¿i¿¿¿{"start":{"line":342,"column":33},"end":{"line":342,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5191¿Literal¿number¿6442¿¿0¿¿{"start":{"line":342,"column":38},"end":{"line":342,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5192¿BlockStatement¿¿6442¿¿¿¿¿¿BlockStatement
5193¿IfStatement¿¿6442¿¿¿¿{"start":{"line":348,"column":4},"end":{"line":350,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
5194¿Identifier¿¿6442¿env_found¿¿¿{"start":{"line":348,"column":8},"end":{"line":348,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5195¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":349,"column":6},"end":{"line":349,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5196¿AssignmentExpression¿+=¿6442¿¿¿¿{"start":{"line":349,"column":6},"end":{"line":349,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5197¿Identifier¿¿6442¿upload¿¿¿{"start":{"line":349,"column":6},"end":{"line":349,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5198¿Literal¿string¿6442¿¿'<<<<<< ENV\n'¿¿{"start":{"line":349,"column":16},"end":{"line":349,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5199¿BlockStatement¿¿6442¿¿¿¿{"start":{"line":348,"column":19},"end":{"line":350,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5200¿BlockStatement¿¿6442¿¿¿¿{"start":{"line":334,"column":78},"end":{"line":351,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5201¿VariableDeclarator¿¿6442¿v764¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5202¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5203¿Identifier¿¿6442¿args¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5204¿Identifier¿¿6442¿options¿¿¿{"start":{"line":354,"column":31},"end":{"line":354,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5205¿VariableDeclarator¿¿6442¿v765¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5206¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5207¿Identifier¿¿6442¿v764¿¿¿¿¿Identifier
5208¿Identifier¿¿6442¿root¿¿¿{"start":{"line":354,"column":39},"end":{"line":354,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5209¿VariableDeclarator¿¿6442¿v766¿¿¿{"start":{"line":354,"column":47},"end":{"line":354,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5210¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":354,"column":47},"end":{"line":354,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5211¿Identifier¿¿6442¿query¿¿¿{"start":{"line":354,"column":47},"end":{"line":354,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5212¿Identifier¿¿6442¿root¿¿¿{"start":{"line":354,"column":53},"end":{"line":354,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5213¿VariableDeclarator¿¿6442¿v767¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5214¿LogicalExpression¿||¿6442¿¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
5215¿Identifier¿¿6442¿v765¿¿¿¿¿Identifier
5216¿Identifier¿¿6442¿v766¿¿¿¿¿Identifier
5217¿VariableDeclarator¿¿6442¿v768¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5218¿LogicalExpression¿||¿6442¿¿¿¿{"start":{"line":354,"column":26},"end":{"line":354,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿LogicalExpression
5219¿Identifier¿¿6442¿v767¿¿¿¿¿Identifier
5220¿Literal¿string¿6442¿¿'.'¿¿{"start":{"line":354,"column":61},"end":{"line":354,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5221¿VariableDeclarator¿¿6442¿root¿¿¿{"start":{"line":354,"column":6},"end":{"line":354,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5222¿CallExpression¿¿6442¿¿¿¿{"start":{"line":354,"column":13},"end":{"line":354,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5223¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":354,"column":13},"end":{"line":354,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5224¿Identifier¿¿6442¿path¿¿¿{"start":{"line":354,"column":13},"end":{"line":354,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5225¿Identifier¿¿6442¿resolve¿¿¿{"start":{"line":354,"column":18},"end":{"line":354,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5226¿Identifier¿¿6442¿v768¿¿¿¿¿Identifier
5227¿VariableDeclarator¿¿6442¿v769¿¿¿{"start":{"line":355,"column":2},"end":{"line":355,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5228¿CallExpression¿¿6442¿¿¿¿{"start":{"line":355,"column":2},"end":{"line":355,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5229¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":355,"column":2},"end":{"line":355,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5230¿Identifier¿¿6442¿console¿¿¿{"start":{"line":355,"column":2},"end":{"line":355,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5231¿Identifier¿¿6442¿log¿¿¿{"start":{"line":355,"column":10},"end":{"line":355,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5232¿Literal¿string¿6442¿¿'==> Building file structure'¿¿{"start":{"line":355,"column":14},"end":{"line":355,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5233¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":355,"column":2},"end":{"line":355,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5234¿Identifier¿¿6442¿v769¿¿¿¿¿Identifier
5235¿TryStatement¿¿6442¿¿¿¿{"start":{"line":356,"column":2},"end":{"line":368,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿TryStatement
5236¿VariableDeclarator¿¿6442¿v770¿¿¿{"start":{"line":358,"column":44},"end":{"line":358,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5237¿ObjectExpression¿¿6442¿¿¿¿{"start":{"line":358,"column":44},"end":{"line":358,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ObjectExpression
5238¿Property¿¿6442¿¿¿¿{"start":{"line":358,"column":46},"end":{"line":358,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Property
5239¿Identifier¿¿6442¿cwd¿¿¿{"start":{"line":358,"column":46},"end":{"line":358,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5240¿Identifier¿¿6442¿root¿¿¿{"start":{"line":358,"column":51},"end":{"line":358,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5241¿VariableDeclarator¿¿6442¿v771¿¿¿{"start":{"line":358,"column":6},"end":{"line":358,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5242¿CallExpression¿¿6442¿¿¿¿{"start":{"line":358,"column":6},"end":{"line":358,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5243¿Identifier¿¿6442¿execSync¿¿¿{"start":{"line":358,"column":6},"end":{"line":358,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5244¿Literal¿string¿6442¿¿'git ls-files || hg locate'¿¿{"start":{"line":358,"column":15},"end":{"line":358,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5245¿Identifier¿¿6442¿v770¿¿¿¿¿Identifier
5246¿VariableDeclarator¿¿6442¿v772¿¿¿{"start":{"line":358,"column":6},"end":{"line":359,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5247¿CallExpression¿¿6442¿¿¿¿{"start":{"line":358,"column":6},"end":{"line":359,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
