Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
871¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":149,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Program
1099¿Identifier¿¿1519¿req¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1100¿Identifier¿¿1519¿method¿¿¿{"start":{"line":53,"column":16},"end":{"line":53,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1101¿VariableDeclarator¿¿1519¿v99¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1102¿BinaryExpression¿===¿1519¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BinaryExpression
1103¿Identifier¿¿1519¿v98¿¿¿¿¿Identifier
1104¿Literal¿string¿1519¿¿'OPTIONS'¿¿{"start":{"line":53,"column":27},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1105¿IfStatement¿¿1519¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1106¿Identifier¿¿1519¿v99¿¿¿¿¿Identifier
1107¿VariableDeclarator¿¿1519¿v100¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1108¿CallExpression¿¿1519¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1109¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1110¿Identifier¿¿1519¿res¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1111¿Identifier¿¿1519¿writeHead¿¿¿{"start":{"line":54,"column":16},"end":{"line":54,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1112¿Literal¿number¿1519¿¿200¿¿{"start":{"line":54,"column":26},"end":{"line":54,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1113¿ExpressionStatement¿¿1519¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1114¿Identifier¿¿1519¿v100¿¿¿¿¿Identifier
1115¿VariableDeclarator¿¿1519¿v101¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1116¿CallExpression¿¿1519¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1117¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1118¿Identifier¿¿1519¿res¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1119¿Identifier¿¿1519¿end¿¿¿{"start":{"line":55,"column":16},"end":{"line":55,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1120¿ExpressionStatement¿¿1519¿¿¿¿{"start":{"line":55,"column":12},"end":{"line":55,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1121¿Identifier¿¿1519¿v101¿¿¿¿¿Identifier
1122¿ReturnStatement¿¿1519¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ReturnStatement
1123¿BlockStatement¿¿1519¿¿¿¿{"start":{"line":53,"column":38},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1124¿BlockStatement¿¿1519¿¿¿¿{"start":{"line":47,"column":19},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1125¿VariableDeclarator¿¿1519¿v102¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1126¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1127¿Identifier¿¿1519¿req¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1128¿Identifier¿¿1519¿url¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1129¿VariableDeclarator¿¿1519¿v103¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1130¿CallExpression¿¿1519¿¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1131¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1132¿Identifier¿¿1519¿v102¿¿¿¿¿Identifier
1133¿Identifier¿¿1519¿split¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1134¿Literal¿string¿1519¿¿'?'¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1135¿VariableDeclarator¿¿1519¿url¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1136¿MemberExpression¿computed¿1519¿¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1137¿Identifier¿¿1519¿v103¿¿¿¿¿Identifier
1138¿Literal¿number¿1519¿¿0¿¿{"start":{"line":62,"column":33},"end":{"line":62,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1139¿VariableDeclarator¿¿1519¿v104¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1140¿CallExpression¿¿1519¿¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1141¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1142¿Identifier¿¿1519¿url¿¿¿{"start":{"line":64,"column":38},"end":{"line":64,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1143¿Identifier¿¿1519¿slice¿¿¿{"start":{"line":64,"column":42},"end":{"line":64,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1144¿Literal¿number¿1519¿¿1¿¿{"start":{"line":64,"column":48},"end":{"line":64,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1145¿VariableDeclarator¿¿1519¿v105¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1146¿CallExpression¿¿1519¿¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1147¿Identifier¿¿1519¿resolveUrl¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1148¿Identifier¿¿1519¿v104¿¿¿¿¿Identifier
1149¿VariableDeclarator¿¿1519¿possibleFilename¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1150¿LogicalExpression¿||¿1519¿¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿LogicalExpression
1151¿Identifier¿¿1519¿v105¿¿¿¿¿Identifier
1152¿Literal¿string¿1519¿¿'dummy'¿¿{"start":{"line":64,"column":55},"end":{"line":64,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1153¿VariableDeclarator¿¿1519¿v106¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1154¿CallExpression¿¿1519¿¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1155¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1156¿Identifier¿¿1519¿path¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1157¿Identifier¿¿1519¿normalize¿¿¿{"start":{"line":66,"column":28},"end":{"line":66,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1158¿Identifier¿¿1519¿possibleFilename¿¿¿{"start":{"line":66,"column":38},"end":{"line":66,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1159¿VariableDeclarator¿¿1519¿safeFileName¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1160¿CallExpression¿¿1519¿¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1161¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1162¿Identifier¿¿1519¿v106¿¿¿¿¿Identifier
1163¿Identifier¿¿1519¿replace¿¿¿{"start":{"line":66,"column":56},"end":{"line":66,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1164¿Literal¿object¿1519¿¿/^(\.\.[\/\\])+/¿¿{"start":{"line":66,"column":64},"end":{"line":66,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1165¿Literal¿string¿1519¿¿''¿¿{"start":{"line":66,"column":82},"end":{"line":66,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1166¿VariableDeclarator¿¿1519¿safeFullFilename¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1167¿CallExpression¿¿1519¿¿¿¿{"start":{"line":67,"column":27},"end":{"line":67,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1168¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":67,"column":27},"end":{"line":67,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1169¿Identifier¿¿1519¿path¿¿¿{"start":{"line":67,"column":27},"end":{"line":67,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1170¿Identifier¿¿1519¿join¿¿¿{"start":{"line":67,"column":32},"end":{"line":67,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1171¿Identifier¿¿1519¿__dirname¿¿¿{"start":{"line":67,"column":37},"end":{"line":67,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1172¿Identifier¿¿1519¿safeFileName¿¿¿{"start":{"line":67,"column":48},"end":{"line":67,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1173¿VariableDeclarator¿¿1519¿v119¿¿¿{"start":{"line":69,"column":30},"end":{"line":85,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1174¿FunctionExpression¿¿1519¿anon¿¿¿{"start":{"line":69,"column":30},"end":{"line":85,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿FunctionExpression
1175¿Identifier¿¿0¿err¿¿¿{"start":{"line":69,"column":39},"end":{"line":69,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1176¿Identifier¿¿0¿stats¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1177¿VariableDeclarator¿¿1523¿fileBuffer¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1178¿VariableDeclarator¿¿1523¿v107¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1179¿UnaryExpression¿!¿1523¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿UnaryExpression
1180¿Identifier¿¿1523¿err¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1181¿VariableDeclarator¿¿1523¿v108¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1182¿CallExpression¿¿1523¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1183¿MemberExpression¿¿1523¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1184¿Identifier¿¿1523¿stats¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1185¿Identifier¿¿1523¿isFile¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1186¿VariableDeclarator¿¿1523¿v109¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1187¿LogicalExpression¿&&¿1523¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿LogicalExpression
1188¿Identifier¿¿1523¿v107¿¿¿¿¿Identifier
1189¿Identifier¿¿1523¿v108¿¿¿¿¿Identifier
1190¿IfStatement¿¿1523¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":81,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1191¿Identifier¿¿1523¿v109¿¿¿¿¿Identifier
1192¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1193¿AssignmentExpression¿=¿1523¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿AssignmentExpression
1194¿Identifier¿¿1523¿fileBuffer¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1195¿CallExpression¿¿1523¿¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1196¿MemberExpression¿¿1523¿¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1197¿Identifier¿¿1523¿fs¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1198¿Identifier¿¿1523¿readFileSync¿¿¿{"start":{"line":72,"column":28},"end":{"line":72,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1199¿Identifier¿¿1523¿safeFullFilename¿¿¿{"start":{"line":72,"column":41},"end":{"line":72,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1200¿VariableDeclarator¿¿1523¿ct¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1201¿CallExpression¿¿1523¿¿¿¿{"start":{"line":73,"column":21},"end":{"line":73,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1202¿MemberExpression¿¿1523¿¿¿¿{"start":{"line":73,"column":21},"end":{"line":73,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1203¿Identifier¿¿1523¿mime¿¿¿{"start":{"line":73,"column":21},"end":{"line":73,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1204¿Identifier¿¿1523¿lookup¿¿¿{"start":{"line":73,"column":26},"end":{"line":73,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1205¿Identifier¿¿1523¿safeFullFilename¿¿¿{"start":{"line":73,"column":33},"end":{"line":73,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1206¿VariableDeclarator¿¿1523¿v110¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1207¿TemplateLiteral¿¿1523¿¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿TemplateLiteral
1208¿Identifier¿¿1523¿safeFullFilename¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1209¿Identifier¿¿1523¿ct¿¿¿{"start":{"line":74,"column":65},"end":{"line":74,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1210¿VariableDeclarator¿¿1523¿v111¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1211¿CallExpression¿¿1523¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
