Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1720¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":183,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Program
2436¿VariableDeclarator¿¿3057¿v276¿¿¿{"start":{"line":103,"column":4},"end":{"line":114,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2437¿CallExpression¿¿3057¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":114,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2438¿Identifier¿¿3057¿exec¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2439¿Identifier¿¿3057¿v261¿¿¿¿¿Identifier
2440¿Identifier¿¿3057¿v275¿¿¿¿¿Identifier
2441¿ExpressionStatement¿¿3057¿¿¿¿{"start":{"line":103,"column":4},"end":{"line":114,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2442¿Identifier¿¿3057¿v276¿¿¿¿¿Identifier
2443¿BlockStatement¿¿3057¿¿¿¿{"start":{"line":96,"column":35},"end":{"line":115,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
2444¿VariableDeclarator¿exported¿3036¿v350¿¿¿{"start":{"line":119,"column":7},"end":{"line":180,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2445¿FunctionExpression¿¿3036¿anon¿¿¿{"start":{"line":119,"column":7},"end":{"line":180,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
2446¿Identifier¿¿0¿pid¿¿¿{"start":{"line":119,"column":16},"end":{"line":119,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2447¿Identifier¿¿0¿options¿¿¿{"start":{"line":119,"column":21},"end":{"line":119,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2448¿Identifier¿¿0¿done¿¿¿{"start":{"line":119,"column":30},"end":{"line":119,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2449¿VariableDeclarator¿¿3063¿history¿¿¿{"start":{"line":120,"column":8},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2450¿VariableDeclarator¿¿3063¿v278¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2451¿MemberExpression¿¿3063¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2452¿ThisExpression¿¿3063¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ThisExpression
2453¿Identifier¿¿3063¿history¿¿¿{"start":{"line":120,"column":23},"end":{"line":120,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2454¿VariableDeclarator¿¿3063¿v279¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2455¿MemberExpression¿computed¿3063¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2456¿Identifier¿¿3063¿v278¿¿¿¿¿Identifier
2457¿Identifier¿¿3063¿pid¿¿¿{"start":{"line":120,"column":31},"end":{"line":120,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2458¿VariableDeclarator¿¿3063¿v280¿¿¿{"start":{"line":120,"column":38},"end":{"line":120,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2459¿MemberExpression¿¿3063¿¿¿¿{"start":{"line":120,"column":38},"end":{"line":120,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2460¿ThisExpression¿¿3063¿¿¿¿{"start":{"line":120,"column":38},"end":{"line":120,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ThisExpression
2461¿Identifier¿¿3063¿history¿¿¿{"start":{"line":120,"column":43},"end":{"line":120,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2462¿VariableDeclarator¿¿3063¿v281¿¿¿{"start":{"line":120,"column":38},"end":{"line":120,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2463¿MemberExpression¿computed¿3063¿¿¿¿{"start":{"line":120,"column":38},"end":{"line":120,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2464¿Identifier¿¿3063¿v280¿¿¿¿¿Identifier
2465¿Identifier¿¿3063¿pid¿¿¿{"start":{"line":120,"column":51},"end":{"line":120,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2466¿VariableDeclarator¿¿3063¿v282¿¿¿{"start":{"line":120,"column":58},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2467¿ObjectExpression¿¿3063¿¿¿¿{"start":{"line":120,"column":58},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ObjectExpression
2468¿IfStatement¿¿3063¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
2469¿Identifier¿¿3063¿v279¿¿¿¿¿Identifier
2470¿ExpressionStatement¿¿3063¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2471¿AssignmentExpression¿=¿3063¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2472¿Identifier¿¿3063¿history¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2473¿Identifier¿¿3063¿v281¿¿¿¿¿Identifier
2474¿BlockStatement¿¿3063¿¿¿¿¿¿BlockStatement
2475¿ExpressionStatement¿¿3063¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2476¿AssignmentExpression¿=¿3063¿¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2477¿Identifier¿¿3063¿history¿¿¿{"start":{"line":120,"column":18},"end":{"line":120,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2478¿Identifier¿¿3063¿v282¿¿¿¿¿Identifier
2479¿BlockStatement¿¿3063¿¿¿¿¿¿BlockStatement
2480¿VariableDeclarator¿¿3063¿v283¿¿¿{"start":{"line":122,"column":15},"end":{"line":122,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2481¿BinaryExpression¿+¿3063¿¿¿¿{"start":{"line":122,"column":15},"end":{"line":122,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2482¿Literal¿string¿3063¿¿'PROCESS '¿¿{"start":{"line":122,"column":15},"end":{"line":122,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2483¿Identifier¿¿3063¿pid¿¿¿{"start":{"line":122,"column":28},"end":{"line":122,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2484¿VariableDeclarator¿¿3063¿args¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2485¿BinaryExpression¿+¿3063¿¿¿¿{"start":{"line":122,"column":15},"end":{"line":122,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2486¿Identifier¿¿3063¿v283¿¿¿¿¿Identifier
2487¿Literal¿string¿3063¿¿' get workingsetsize,usermodetime,kernelmodetime'¿¿{"start":{"line":122,"column":34},"end":{"line":122,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2488¿VariableDeclarator¿¿3063¿v284¿¿¿{"start":{"line":124,"column":29},"end":{"line":124,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2489¿CallExpression¿¿3063¿¿¿¿{"start":{"line":124,"column":29},"end":{"line":124,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2490¿MemberExpression¿¿3063¿¿¿¿{"start":{"line":124,"column":29},"end":{"line":124,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2491¿Identifier¿¿3063¿args¿¿¿{"start":{"line":124,"column":29},"end":{"line":124,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2492¿Identifier¿¿3063¿split¿¿¿{"start":{"line":124,"column":34},"end":{"line":124,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2493¿Literal¿string¿3063¿¿' '¿¿{"start":{"line":124,"column":40},"end":{"line":124,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2494¿VariableDeclarator¿¿3063¿v285¿¿¿{"start":{"line":124,"column":46},"end":{"line":124,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2495¿ObjectExpression¿¿3063¿¿¿¿{"start":{"line":124,"column":46},"end":{"line":124,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ObjectExpression
2496¿Property¿¿3063¿¿¿¿{"start":{"line":124,"column":47},"end":{"line":124,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Property
2497¿Identifier¿¿3063¿detached¿¿¿{"start":{"line":124,"column":47},"end":{"line":124,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2498¿Literal¿boolean¿3063¿¿true¿¿{"start":{"line":124,"column":57},"end":{"line":124,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2499¿VariableDeclarator¿¿3063¿wmic¿¿¿{"start":{"line":124,"column":8},"end":{"line":124,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2500¿CallExpression¿¿3063¿¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2501¿Identifier¿¿3063¿spawn¿¿¿{"start":{"line":124,"column":15},"end":{"line":124,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2502¿Literal¿string¿3063¿¿'wmic'¿¿{"start":{"line":124,"column":21},"end":{"line":124,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2503¿Identifier¿¿3063¿v284¿¿¿¿¿Identifier
2504¿Identifier¿¿3063¿v285¿¿¿¿¿Identifier
2505¿VariableDeclarator¿¿3063¿stdout¿¿¿{"start":{"line":125,"column":8},"end":{"line":125,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2506¿Literal¿string¿3063¿¿''¿¿{"start":{"line":125,"column":17},"end":{"line":125,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2507¿VariableDeclarator¿¿3063¿stderr¿¿¿{"start":{"line":126,"column":8},"end":{"line":126,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2508¿Literal¿string¿3063¿¿''¿¿{"start":{"line":126,"column":17},"end":{"line":126,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2509¿VariableDeclarator¿¿3063¿self¿¿¿{"start":{"line":127,"column":8},"end":{"line":127,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2510¿ThisExpression¿¿3063¿¿¿¿{"start":{"line":127,"column":15},"end":{"line":127,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ThisExpression
2511¿VariableDeclarator¿¿3063¿uptime¿¿¿{"start":{"line":128,"column":8},"end":{"line":128,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2512¿CallExpression¿¿3063¿¿¿¿{"start":{"line":128,"column":17},"end":{"line":128,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2513¿MemberExpression¿¿3063¿¿¿¿{"start":{"line":128,"column":17},"end":{"line":128,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2514¿Identifier¿¿3063¿os¿¿¿{"start":{"line":128,"column":17},"end":{"line":128,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2515¿Identifier¿¿3063¿uptime¿¿¿{"start":{"line":128,"column":20},"end":{"line":128,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2516¿VariableDeclarator¿¿3063¿v286¿¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2517¿MemberExpression¿¿3063¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2518¿Identifier¿¿3063¿wmic¿¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2519¿Identifier¿¿3063¿stdout¿¿¿{"start":{"line":130,"column":9},"end":{"line":130,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2520¿VariableDeclarator¿¿3063¿v287¿¿¿{"start":{"line":130,"column":27},"end":{"line":132,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2521¿FunctionExpression¿¿3063¿anon¿¿¿{"start":{"line":130,"column":27},"end":{"line":132,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
2522¿Identifier¿¿0¿d¿¿¿{"start":{"line":130,"column":36},"end":{"line":130,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2523¿ExpressionStatement¿¿3066¿¿¿¿{"start":{"line":131,"column":5},"end":{"line":131,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2524¿AssignmentExpression¿+=¿3066¿¿¿¿{"start":{"line":131,"column":5},"end":{"line":131,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2525¿Identifier¿¿3066¿stdout¿¿¿{"start":{"line":131,"column":5},"end":{"line":131,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2526¿CallExpression¿¿3066¿¿¿¿{"start":{"line":131,"column":15},"end":{"line":131,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2527¿MemberExpression¿¿3066¿¿¿¿{"start":{"line":131,"column":15},"end":{"line":131,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2528¿Identifier¿¿3066¿d¿¿¿{"start":{"line":131,"column":15},"end":{"line":131,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2529¿Identifier¿¿3066¿toString¿¿¿{"start":{"line":131,"column":17},"end":{"line":131,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2530¿BlockStatement¿¿3066¿¿¿¿{"start":{"line":130,"column":39},"end":{"line":132,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
2531¿VariableDeclarator¿¿3063¿v288¿¿¿{"start":{"line":130,"column":4},"end":{"line":132,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2532¿CallExpression¿¿3063¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":132,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2533¿MemberExpression¿¿3063¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2534¿Identifier¿¿3063¿v286¿¿¿¿¿Identifier
2535¿Identifier¿¿3063¿on¿¿¿{"start":{"line":130,"column":16},"end":{"line":130,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2536¿Literal¿string¿3063¿¿'data'¿¿{"start":{"line":130,"column":19},"end":{"line":130,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2537¿Identifier¿¿3063¿v287¿¿¿¿¿Identifier
2538¿ExpressionStatement¿¿3063¿¿¿¿{"start":{"line":130,"column":4},"end":{"line":132,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2539¿Identifier¿¿3063¿v288¿¿¿¿¿Identifier
2540¿VariableDeclarator¿¿3063¿v289¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2541¿MemberExpression¿¿3063¿¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2542¿Identifier¿¿3063¿wmic¿¿¿{"start":{"line":134,"column":4},"end":{"line":134,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2543¿Identifier¿¿3063¿stderr¿¿¿{"start":{"line":134,"column":9},"end":{"line":134,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2544¿VariableDeclarator¿¿3063¿v290¿¿¿{"start":{"line":134,"column":27},"end":{"line":136,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2545¿FunctionExpression¿¿3063¿anon¿¿¿{"start":{"line":134,"column":27},"end":{"line":136,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿FunctionExpression
2546¿Identifier¿¿0¿d¿¿¿{"start":{"line":134,"column":36},"end":{"line":134,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2547¿ExpressionStatement¿¿3068¿¿¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2548¿AssignmentExpression¿+=¿3068¿¿¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2549¿Identifier¿¿3068¿stderr¿¿¿{"start":{"line":135,"column":6},"end":{"line":135,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2550¿CallExpression¿¿3068¿¿¿¿{"start":{"line":135,"column":16},"end":{"line":135,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2551¿MemberExpression¿¿3068¿¿¿¿{"start":{"line":135,"column":16},"end":{"line":135,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2552¿Identifier¿¿3068¿d¿¿¿{"start":{"line":135,"column":16},"end":{"line":135,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2553¿Identifier¿¿3068¿toString¿¿¿{"start":{"line":135,"column":18},"end":{"line":135,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2554¿BlockStatement¿¿3068¿¿¿¿{"start":{"line":134,"column":39},"end":{"line":136,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BlockStatement
