Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1594¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":225,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Program
2303¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":165,"column":39},"end":{"line":165,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2304¿Identifier¿¿2817¿options¿¿¿{"start":{"line":165,"column":39},"end":{"line":165,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2305¿Identifier¿¿2817¿data¿¿¿{"start":{"line":165,"column":47},"end":{"line":165,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2306¿VariableDeclarator¿¿2817¿v284¿¿¿{"start":{"line":165,"column":69},"end":{"line":165,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2307¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":165,"column":69},"end":{"line":165,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2308¿Identifier¿¿2817¿options¿¿¿{"start":{"line":165,"column":69},"end":{"line":165,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2309¿Identifier¿¿2817¿moving_avg¿¿¿{"start":{"line":165,"column":77},"end":{"line":165,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2310¿VariableDeclarator¿¿2817¿v285¿¿¿{"start":{"line":165,"column":4},"end":{"line":165,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2311¿CallExpression¿¿2817¿¿¿¿{"start":{"line":165,"column":19},"end":{"line":165,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
2312¿Identifier¿¿2817¿apply_moving_filter¿¿¿{"start":{"line":165,"column":19},"end":{"line":165,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2313¿Identifier¿¿2817¿v283¿¿¿¿¿Identifier
2314¿Identifier¿¿2817¿moving_average¿¿¿{"start":{"line":165,"column":53},"end":{"line":165,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2315¿Identifier¿¿2817¿v284¿¿¿¿¿Identifier
2316¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":165,"column":4},"end":{"line":165,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2317¿AssignmentExpression¿=¿2817¿¿¿¿{"start":{"line":165,"column":4},"end":{"line":165,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
2318¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":165,"column":4},"end":{"line":165,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2319¿Identifier¿¿2817¿options¿¿¿{"start":{"line":165,"column":4},"end":{"line":165,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2320¿Identifier¿¿2817¿data¿¿¿{"start":{"line":165,"column":12},"end":{"line":165,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2321¿Identifier¿¿2817¿v285¿¿¿¿¿Identifier
2322¿BlockStatement¿¿2817¿¿¿¿{"start":{"line":164,"column":26},"end":{"line":166,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
2323¿VariableDeclarator¿¿2817¿v286¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2324¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2325¿Identifier¿¿2817¿options¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2326¿Identifier¿¿2817¿moving_max¿¿¿{"start":{"line":167,"column":14},"end":{"line":167,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2327¿IfStatement¿¿2817¿¿¿¿{"start":{"line":167,"column":2},"end":{"line":169,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
2328¿Identifier¿¿2817¿v286¿¿¿¿¿Identifier
2329¿VariableDeclarator¿¿2817¿v287¿¿¿{"start":{"line":168,"column":39},"end":{"line":168,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2330¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":168,"column":39},"end":{"line":168,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2331¿Identifier¿¿2817¿options¿¿¿{"start":{"line":168,"column":39},"end":{"line":168,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2332¿Identifier¿¿2817¿data¿¿¿{"start":{"line":168,"column":47},"end":{"line":168,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2333¿VariableDeclarator¿¿2817¿v288¿¿¿{"start":{"line":168,"column":69},"end":{"line":168,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2334¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":168,"column":69},"end":{"line":168,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2335¿Identifier¿¿2817¿options¿¿¿{"start":{"line":168,"column":69},"end":{"line":168,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2336¿Identifier¿¿2817¿moving_max¿¿¿{"start":{"line":168,"column":77},"end":{"line":168,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2337¿VariableDeclarator¿¿2817¿v289¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2338¿CallExpression¿¿2817¿¿¿¿{"start":{"line":168,"column":19},"end":{"line":168,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
2339¿Identifier¿¿2817¿apply_moving_filter¿¿¿{"start":{"line":168,"column":19},"end":{"line":168,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2340¿Identifier¿¿2817¿v287¿¿¿¿¿Identifier
2341¿Identifier¿¿2817¿moving_maximum¿¿¿{"start":{"line":168,"column":53},"end":{"line":168,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2342¿Identifier¿¿2817¿v288¿¿¿¿¿Identifier
2343¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2344¿AssignmentExpression¿=¿2817¿¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
2345¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2346¿Identifier¿¿2817¿options¿¿¿{"start":{"line":168,"column":4},"end":{"line":168,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2347¿Identifier¿¿2817¿data¿¿¿{"start":{"line":168,"column":12},"end":{"line":168,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2348¿Identifier¿¿2817¿v289¿¿¿¿¿Identifier
2349¿BlockStatement¿¿2817¿¿¿¿{"start":{"line":167,"column":26},"end":{"line":169,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
2350¿VariableDeclarator¿¿2817¿v290¿¿¿{"start":{"line":172,"column":6},"end":{"line":172,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2351¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":172,"column":6},"end":{"line":172,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2352¿Identifier¿¿2817¿options¿¿¿{"start":{"line":172,"column":6},"end":{"line":172,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2353¿Identifier¿¿2817¿format¿¿¿{"start":{"line":172,"column":14},"end":{"line":172,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2354¿VariableDeclarator¿¿2817¿v291¿¿¿{"start":{"line":172,"column":6},"end":{"line":172,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2355¿BinaryExpression¿===¿2817¿¿¿¿{"start":{"line":172,"column":6},"end":{"line":172,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2356¿Identifier¿¿2817¿v290¿¿¿¿¿Identifier
2357¿Literal¿string¿2817¿¿'pdf'¿¿{"start":{"line":172,"column":25},"end":{"line":172,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2358¿IfStatement¿¿2817¿¿¿¿{"start":{"line":172,"column":2},"end":{"line":181,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
2359¿Identifier¿¿2817¿v291¿¿¿¿¿Identifier
2360¿VariableDeclarator¿¿2817¿v292¿¿¿{"start":{"line":173,"column":43},"end":{"line":173,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2361¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":173,"column":43},"end":{"line":173,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2362¿Identifier¿¿2817¿options¿¿¿{"start":{"line":173,"column":43},"end":{"line":173,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2363¿Identifier¿¿2817¿filename¿¿¿{"start":{"line":173,"column":51},"end":{"line":173,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2364¿VariableDeclarator¿¿2817¿v293¿¿¿{"start":{"line":173,"column":19},"end":{"line":173,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2365¿BinaryExpression¿+¿2817¿¿¿¿{"start":{"line":173,"column":19},"end":{"line":173,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2366¿Literal¿string¿2817¿¿'gnuplot | ps2pdf - '¿¿{"start":{"line":173,"column":19},"end":{"line":173,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2367¿Identifier¿¿2817¿v292¿¿¿¿¿Identifier
2368¿VariableDeclarator¿¿2817¿v294¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2369¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2370¿Identifier¿¿2817¿options¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2371¿Identifier¿¿2817¿exec¿¿¿{"start":{"line":174,"column":14},"end":{"line":174,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2372¿VariableDeclarator¿¿2817¿v295¿¿¿{"start":{"line":174,"column":21},"end":{"line":174,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2373¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":174,"column":21},"end":{"line":174,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2374¿Identifier¿¿2817¿options¿¿¿{"start":{"line":174,"column":21},"end":{"line":174,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2375¿Identifier¿¿2817¿exec¿¿¿{"start":{"line":174,"column":29},"end":{"line":174,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2376¿VariableDeclarator¿¿2817¿v296¿¿¿{"start":{"line":174,"column":36},"end":{"line":174,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2377¿ObjectExpression¿¿2817¿¿¿¿{"start":{"line":174,"column":36},"end":{"line":174,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ObjectExpression
2378¿VariableDeclarator¿¿2817¿v297¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2379¿IfStatement¿¿2817¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
2380¿Identifier¿¿2817¿v294¿¿¿¿¿Identifier
2381¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2382¿AssignmentExpression¿=¿2817¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
2383¿Identifier¿¿2817¿v297¿¿¿¿¿Identifier
2384¿Identifier¿¿2817¿v295¿¿¿¿¿Identifier
2385¿BlockStatement¿¿2817¿¿¿¿¿¿BlockStatement
2386¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2387¿AssignmentExpression¿=¿2817¿¿¿¿{"start":{"line":174,"column":6},"end":{"line":174,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
2388¿Identifier¿¿2817¿v297¿¿¿¿¿Identifier
2389¿Identifier¿¿2817¿v296¿¿¿¿¿Identifier
2390¿BlockStatement¿¿2817¿¿¿¿¿¿BlockStatement
2391¿VariableDeclarator¿¿2817¿v298¿¿¿{"start":{"line":175,"column":5},"end":{"line":175,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2392¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":175,"column":5},"end":{"line":175,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2393¿Identifier¿¿2817¿options¿¿¿{"start":{"line":175,"column":5},"end":{"line":175,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2394¿Identifier¿¿2817¿finish¿¿¿{"start":{"line":175,"column":13},"end":{"line":175,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2395¿VariableDeclarator¿¿2817¿v299¿¿¿{"start":{"line":175,"column":5},"end":{"line":175,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2396¿LogicalExpression¿||¿2817¿¿¿¿{"start":{"line":175,"column":5},"end":{"line":175,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿LogicalExpression
2397¿Identifier¿¿2817¿v298¿¿¿¿¿Identifier
2398¿Identifier¿¿2817¿post_gnuplot_processing¿¿¿{"start":{"line":175,"column":23},"end":{"line":175,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2399¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":173,"column":4},"end":{"line":175,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2400¿AssignmentExpression¿=¿2817¿¿¿¿{"start":{"line":173,"column":4},"end":{"line":175,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
2401¿Identifier¿¿2817¿gnuplot¿¿¿{"start":{"line":173,"column":4},"end":{"line":173,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2402¿CallExpression¿¿2817¿¿¿¿{"start":{"line":173,"column":14},"end":{"line":175,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
2403¿Identifier¿¿2817¿exec¿¿¿{"start":{"line":173,"column":14},"end":{"line":173,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2404¿Identifier¿¿2817¿v293¿¿¿¿¿Identifier
2405¿Identifier¿¿2817¿v297¿¿¿¿¿Identifier
2406¿Identifier¿¿2817¿v299¿¿¿¿¿Identifier
2407¿BlockStatement¿¿2817¿¿¿¿{"start":{"line":172,"column":32},"end":{"line":177,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
2408¿VariableDeclarator¿¿2817¿v300¿¿¿{"start":{"line":178,"column":34},"end":{"line":178,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2409¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":178,"column":34},"end":{"line":178,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2410¿Identifier¿¿2817¿options¿¿¿{"start":{"line":178,"column":34},"end":{"line":178,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2411¿Identifier¿¿2817¿filename¿¿¿{"start":{"line":178,"column":42},"end":{"line":178,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2412¿VariableDeclarator¿¿2817¿v301¿¿¿{"start":{"line":178,"column":19},"end":{"line":178,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2413¿BinaryExpression¿+¿2817¿¿¿¿{"start":{"line":178,"column":19},"end":{"line":178,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2414¿Literal¿string¿2817¿¿'gnuplot > '¿¿{"start":{"line":178,"column":19},"end":{"line":178,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2415¿Identifier¿¿2817¿v300¿¿¿¿¿Identifier
2416¿VariableDeclarator¿¿2817¿v302¿¿¿{"start":{"line":179,"column":6},"end":{"line":179,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2417¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":179,"column":6},"end":{"line":179,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2418¿Identifier¿¿2817¿options¿¿¿{"start":{"line":179,"column":6},"end":{"line":179,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2419¿Identifier¿¿2817¿exec¿¿¿{"start":{"line":179,"column":14},"end":{"line":179,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2420¿VariableDeclarator¿¿2817¿v303¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2421¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2422¿Identifier¿¿2817¿options¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2423¿Identifier¿¿2817¿exec¿¿¿{"start":{"line":179,"column":29},"end":{"line":179,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2424¿VariableDeclarator¿¿2817¿v304¿¿¿{"start":{"line":179,"column":36},"end":{"line":179,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2425¿ObjectExpression¿¿2817¿¿¿¿{"start":{"line":179,"column":36},"end":{"line":179,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ObjectExpression
