Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
840¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":88,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Program
1075¿TemplateLiteral¿¿1457¿¿¿¿{"start":{"line":42,"column":24},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿TemplateLiteral
1076¿Identifier¿¿1457¿m3u¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1077¿Identifier¿¿1457¿list¿¿¿{"start":{"line":44,"column":10},"end":{"line":44,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1078¿VariableDeclarator¿¿1457¿v125¿¿¿{"start":{"line":42,"column":2},"end":{"line":46,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1079¿CallExpression¿¿1457¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":46,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1080¿MemberExpression¿¿1457¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":42,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1081¿Identifier¿¿1457¿v123¿¿¿¿¿Identifier
1082¿Identifier¿¿1457¿send¿¿¿{"start":{"line":42,"column":19},"end":{"line":42,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1083¿Identifier¿¿1457¿v124¿¿¿¿¿Identifier
1084¿ExpressionStatement¿¿1457¿¿¿¿{"start":{"line":42,"column":2},"end":{"line":46,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ExpressionStatement
1085¿Identifier¿¿1457¿v125¿¿¿¿¿Identifier
1086¿BlockStatement¿¿1457¿¿¿¿{"start":{"line":23,"column":35},"end":{"line":47,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿BlockStatement
1087¿VariableDeclarator¿¿1453¿v127¿¿¿{"start":{"line":23,"column":0},"end":{"line":47,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1088¿CallExpression¿¿1453¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":47,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1089¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1090¿Identifier¿¿1453¿app¿¿¿{"start":{"line":23,"column":0},"end":{"line":23,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1091¿Identifier¿¿1453¿get¿¿¿{"start":{"line":23,"column":4},"end":{"line":23,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1092¿Literal¿string¿1453¿¿'/playlist'¿¿{"start":{"line":23,"column":8},"end":{"line":23,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1093¿Identifier¿¿1453¿v126¿¿¿¿¿Identifier
1094¿ExpressionStatement¿¿1453¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":47,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ExpressionStatement
1095¿Identifier¿¿1453¿v127¿¿¿¿¿Identifier
1096¿VariableDeclarator¿¿1453¿v150¿¿¿{"start":{"line":50,"column":19},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1097¿ArrowFunctionExpression¿¿1453¿¿¿¿{"start":{"line":50,"column":19},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ArrowFunctionExpression
1098¿Identifier¿¿0¿req¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1099¿Identifier¿¿0¿res¿¿¿{"start":{"line":50,"column":25},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1465¿v128¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1101¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1102¿Identifier¿¿1465¿req¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1103¿Identifier¿¿1465¿query¿¿¿{"start":{"line":51,"column":23},"end":{"line":51,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1104¿VariableDeclarator¿¿1465¿v129¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1105¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1106¿Identifier¿¿1465¿v128¿¿¿¿¿Identifier
1107¿Identifier¿¿1465¿path¿¿¿{"start":{"line":51,"column":29},"end":{"line":51,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1108¿VariableDeclarator¿¿1465¿v130¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1109¿LogicalExpression¿||¿1465¿¿¿¿{"start":{"line":51,"column":19},"end":{"line":51,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿LogicalExpression
1110¿Identifier¿¿1465¿v129¿¿¿¿¿Identifier
1111¿Literal¿string¿1465¿¿''¿¿{"start":{"line":51,"column":37},"end":{"line":51,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1112¿VariableDeclarator¿¿1465¿p¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1113¿CallExpression¿¿1465¿¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1114¿Identifier¿¿1465¿String¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1115¿Identifier¿¿1465¿v130¿¿¿¿¿Identifier
1116¿VariableDeclarator¿¿1465¿file¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1117¿CallExpression¿¿1465¿¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1118¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1119¿Identifier¿¿1465¿path¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1120¿Identifier¿¿1465¿join¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1121¿Identifier¿¿1465¿ROOT¿¿¿{"start":{"line":52,"column":25},"end":{"line":52,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1122¿Identifier¿¿1465¿p¿¿¿{"start":{"line":52,"column":31},"end":{"line":52,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1123¿VariableDeclarator¿¿1465¿v131¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1124¿CallExpression¿¿1465¿¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1125¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1126¿Identifier¿¿1465¿file¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1127¿Identifier¿¿1465¿startsWith¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1128¿Identifier¿¿1465¿ROOT¿¿¿{"start":{"line":54,"column":23},"end":{"line":54,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1129¿VariableDeclarator¿¿1465¿v132¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1130¿UnaryExpression¿!¿1465¿¿¿¿{"start":{"line":54,"column":6},"end":{"line":54,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿UnaryExpression
1131¿Identifier¿¿1465¿v131¿¿¿¿¿Identifier
1132¿IfStatement¿¿1465¿¿¿¿{"start":{"line":54,"column":2},"end":{"line":56,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿IfStatement
1133¿Identifier¿¿1465¿v132¿¿¿¿¿Identifier
1134¿VariableDeclarator¿¿1465¿v133¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1135¿CallExpression¿¿1465¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1136¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1137¿Identifier¿¿1465¿res¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1138¿Identifier¿¿1465¿status¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1139¿Literal¿number¿1465¿¿400¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1140¿VariableDeclarator¿¿1465¿v134¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1141¿CallExpression¿¿1465¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1142¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1143¿Identifier¿¿1465¿v133¿¿¿¿¿Identifier
1144¿Identifier¿¿1465¿send¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1145¿Literal¿string¿1465¿¿'Invalid path'¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1146¿ReturnStatement¿¿1465¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ReturnStatement
1147¿Identifier¿¿1465¿v134¿¿¿¿¿Identifier
1148¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":54,"column":30},"end":{"line":56,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿BlockStatement
1149¿VariableDeclarator¿¿1465¿v135¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1150¿CallExpression¿¿1465¿¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1151¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1152¿Identifier¿¿1465¿fs¿¿¿{"start":{"line":57,"column":7},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1153¿Identifier¿¿1465¿existsSync¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1154¿Identifier¿¿1465¿file¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1155¿VariableDeclarator¿¿1465¿v136¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1156¿UnaryExpression¿!¿1465¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿UnaryExpression
1157¿Identifier¿¿1465¿v135¿¿¿¿¿Identifier
1158¿VariableDeclarator¿¿1465¿v137¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1159¿CallExpression¿¿1465¿¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1160¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1161¿Identifier¿¿1465¿fs¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1162¿Identifier¿¿1465¿statSync¿¿¿{"start":{"line":57,"column":34},"end":{"line":57,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1163¿Identifier¿¿1465¿file¿¿¿{"start":{"line":57,"column":43},"end":{"line":57,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1164¿VariableDeclarator¿¿1465¿v138¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1165¿CallExpression¿¿1465¿¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1166¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":57,"column":31},"end":{"line":57,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1167¿Identifier¿¿1465¿v137¿¿¿¿¿Identifier
1168¿Identifier¿¿1465¿isFile¿¿¿{"start":{"line":57,"column":49},"end":{"line":57,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1169¿VariableDeclarator¿¿1465¿v139¿¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1170¿UnaryExpression¿!¿1465¿¿¿¿{"start":{"line":57,"column":30},"end":{"line":57,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿UnaryExpression
1171¿Identifier¿¿1465¿v138¿¿¿¿¿Identifier
1172¿VariableDeclarator¿¿1465¿v140¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1173¿LogicalExpression¿||¿1465¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿LogicalExpression
1174¿Identifier¿¿1465¿v136¿¿¿¿¿Identifier
1175¿Identifier¿¿1465¿v139¿¿¿¿¿Identifier
1176¿IfStatement¿¿1465¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":59,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿IfStatement
1177¿Identifier¿¿1465¿v140¿¿¿¿¿Identifier
1178¿VariableDeclarator¿¿1465¿v141¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1179¿CallExpression¿¿1465¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1180¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1181¿Identifier¿¿1465¿res¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1182¿Identifier¿¿1465¿status¿¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1183¿Literal¿number¿1465¿¿404¿¿{"start":{"line":58,"column":22},"end":{"line":58,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1184¿VariableDeclarator¿¿1465¿v142¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1185¿CallExpression¿¿1465¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1186¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1187¿Identifier¿¿1465¿v141¿¿¿¿¿Identifier
1188¿Identifier¿¿1465¿send¿¿¿{"start":{"line":58,"column":27},"end":{"line":58,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1189¿Literal¿string¿1465¿¿'Not found'¿¿{"start":{"line":58,"column":32},"end":{"line":58,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1190¿ReturnStatement¿¿1465¿¿¿¿{"start":{"line":58,"column":4},"end":{"line":58,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ReturnStatement
1191¿Identifier¿¿1465¿v142¿¿¿¿¿Identifier
1192¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":57,"column":59},"end":{"line":59,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿BlockStatement
1193¿VariableDeclarator¿¿1465¿v143¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1194¿CallExpression¿¿1465¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
