Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
547¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":87,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Program
798¿IfStatement¿¿964¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
799¿Identifier¿¿964¿v85¿¿¿¿¿Identifier
800¿VariableDeclarator¿¿964¿v86¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
801¿MemberExpression¿¿964¿¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
802¿Identifier¿¿964¿opts¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
803¿Identifier¿¿964¿verbose¿¿¿{"start":{"line":60,"column":34},"end":{"line":60,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
804¿VariableDeclarator¿¿964¿v87¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
805¿CallExpression¿¿964¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
806¿MemberExpression¿¿964¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
807¿Identifier¿¿964¿args¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
808¿Identifier¿¿964¿push¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
809¿Literal¿string¿964¿¿'--verbose'¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
810¿Identifier¿¿964¿v86¿¿¿¿¿Identifier
811¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
812¿Identifier¿¿964¿v87¿¿¿¿¿Identifier
813¿BlockStatement¿¿964¿¿¿¿{"start":{"line":59,"column":22},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
814¿VariableDeclarator¿¿964¿v88¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
815¿MemberExpression¿computed¿964¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
816¿Identifier¿¿964¿opts¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
817¿Literal¿string¿964¿¿'no-minify'¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
818¿IfStatement¿¿964¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":64,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
819¿Identifier¿¿964¿v88¿¿¿¿¿Identifier
820¿VariableDeclarator¿¿964¿v89¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
821¿CallExpression¿¿964¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
822¿MemberExpression¿¿964¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
823¿Identifier¿¿964¿args¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
824¿Identifier¿¿964¿push¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
825¿Literal¿string¿964¿¿'--no-minify'¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
826¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
827¿Identifier¿¿964¿v89¿¿¿¿¿Identifier
828¿BlockStatement¿¿964¿¿¿¿{"start":{"line":62,"column":27},"end":{"line":64,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
829¿VariableDeclarator¿¿964¿v90¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
830¿BinaryExpression¿>¿964¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BinaryExpression
831¿Identifier¿¿964¿count¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
832¿Literal¿number¿964¿¿1¿¿{"start":{"line":66,"column":16},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
833¿IfStatement¿¿964¿¿¿¿{"start":{"line":66,"column":4},"end":{"line":70,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
834¿Identifier¿¿964¿v90¿¿¿¿¿Identifier
835¿VariableDeclarator¿¿964¿v91¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
836¿MemberExpression¿¿964¿¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
837¿Identifier¿¿964¿firstFile¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
838¿Identifier¿¿964¿base¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
839¿VariableDeclarator¿¿964¿v92¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
840¿CallExpression¿¿964¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
841¿MemberExpression¿¿964¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
842¿Identifier¿¿964¿args¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
843¿Identifier¿¿964¿push¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
844¿Identifier¿¿964¿v91¿¿¿¿¿Identifier
845¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
846¿Identifier¿¿964¿v92¿¿¿¿¿Identifier
847¿BlockStatement¿¿964¿¿¿¿{"start":{"line":66,"column":19},"end":{"line":68,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
848¿VariableDeclarator¿¿964¿v93¿¿¿{"start":{"line":69,"column":16},"end":{"line":69,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
849¿MemberExpression¿¿964¿¿¿¿{"start":{"line":69,"column":16},"end":{"line":69,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
850¿Identifier¿¿964¿firstFile¿¿¿{"start":{"line":69,"column":16},"end":{"line":69,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
851¿Identifier¿¿964¿path¿¿¿{"start":{"line":69,"column":26},"end":{"line":69,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
852¿VariableDeclarator¿¿964¿v94¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
853¿CallExpression¿¿964¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
854¿MemberExpression¿¿964¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
855¿Identifier¿¿964¿args¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
856¿Identifier¿¿964¿push¿¿¿{"start":{"line":69,"column":11},"end":{"line":69,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
857¿Identifier¿¿964¿v93¿¿¿¿¿Identifier
858¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
859¿Identifier¿¿964¿v94¿¿¿¿¿Identifier
860¿BlockStatement¿¿964¿¿¿¿{"start":{"line":68,"column":11},"end":{"line":70,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
861¿VariableDeclarator¿¿964¿v95¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
862¿CallExpression¿¿964¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
863¿MemberExpression¿¿964¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
864¿Identifier¿¿964¿args¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
865¿Identifier¿¿964¿join¿¿¿{"start":{"line":71,"column":25},"end":{"line":71,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
866¿Literal¿string¿964¿¿' '¿¿{"start":{"line":71,"column":30},"end":{"line":71,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
867¿VariableDeclarator¿¿964¿cmd¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
868¿BinaryExpression¿+¿964¿¿¿¿{"start":{"line":71,"column":14},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BinaryExpression
869¿Identifier¿¿964¿bin¿¿¿{"start":{"line":71,"column":14},"end":{"line":71,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
870¿Identifier¿¿964¿v95¿¿¿¿¿Identifier
871¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
872¿AssignmentExpression¿=¿964¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿AssignmentExpression
873¿Identifier¿¿964¿cmd¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
874¿CallExpression¿¿964¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
875¿MemberExpression¿¿964¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
876¿Identifier¿¿964¿cmd¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
877¿Identifier¿¿964¿split¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
878¿Literal¿string¿964¿¿' '¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
879¿VariableDeclarator¿¿964¿v96¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
880¿MemberExpression¿computed¿964¿¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
881¿Identifier¿¿964¿cmd¿¿¿{"start":{"line":73,"column":9},"end":{"line":73,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
882¿Literal¿number¿964¿¿0¿¿{"start":{"line":73,"column":13},"end":{"line":73,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
883¿VariableDeclarator¿¿964¿v97¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
884¿CallExpression¿¿964¿¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
885¿MemberExpression¿¿964¿¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
886¿Identifier¿¿964¿cmd¿¿¿{"start":{"line":73,"column":17},"end":{"line":73,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
887¿Identifier¿¿964¿slice¿¿¿{"start":{"line":73,"column":21},"end":{"line":73,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
888¿Literal¿number¿964¿¿1¿¿{"start":{"line":73,"column":27},"end":{"line":73,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Literal
889¿VariableDeclarator¿¿964¿v101¿¿¿{"start":{"line":73,"column":31},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
890¿FunctionExpression¿¿964¿anon¿¿¿{"start":{"line":73,"column":31},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿FunctionExpression
891¿Identifier¿¿0¿error¿¿¿{"start":{"line":73,"column":41},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
892¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":73,"column":48},"end":{"line":73,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
893¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":73,"column":56},"end":{"line":73,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
894¿IfStatement¿¿974¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":76,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
895¿Identifier¿¿974¿stderr¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
896¿VariableDeclarator¿¿974¿v98¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
897¿CallExpression¿¿974¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
898¿MemberExpression¿¿974¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
899¿Identifier¿¿974¿gutil¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
900¿Identifier¿¿974¿log¿¿¿{"start":{"line":75,"column":14},"end":{"line":75,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
901¿Identifier¿¿974¿stderr¿¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
902¿ExpressionStatement¿¿974¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
903¿Identifier¿¿974¿v98¿¿¿¿¿Identifier
904¿BlockStatement¿¿974¿¿¿¿{"start":{"line":74,"column":18},"end":{"line":76,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
905¿IfStatement¿¿974¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":80,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿IfStatement
906¿Identifier¿¿974¿stdout¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
907¿ExpressionStatement¿¿974¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
908¿AssignmentExpression¿=¿974¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿AssignmentExpression
909¿Identifier¿¿974¿stdout¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
910¿CallExpression¿¿974¿¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
911¿MemberExpression¿¿974¿¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
912¿Identifier¿¿974¿stdout¿¿¿{"start":{"line":78,"column":17},"end":{"line":78,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
913¿Identifier¿¿974¿trim¿¿¿{"start":{"line":78,"column":24},"end":{"line":78,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
914¿VariableDeclarator¿¿974¿v99¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
915¿CallExpression¿¿974¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
916¿MemberExpression¿¿974¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
917¿Identifier¿¿974¿gutil¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
918¿Identifier¿¿974¿log¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
919¿Identifier¿¿974¿stdout¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
920¿ExpressionStatement¿¿974¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
921¿Identifier¿¿974¿v99¿¿¿¿¿Identifier
