Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5936¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":761,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Program
8732¿Identifier¿¿10562¿v897¿¿¿¿¿Identifier
8733¿IfStatement¿¿10562¿¿¿¿{"start":{"line":437,"column":2},"end":{"line":440,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
8734¿Identifier¿¿10562¿v898¿¿¿¿¿Identifier
8735¿VariableDeclarator¿¿10562¿v899¿¿¿{"start":{"line":438,"column":10},"end":{"line":438,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8736¿BinaryExpression¿+¿10562¿¿¿¿{"start":{"line":438,"column":10},"end":{"line":438,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BinaryExpression
8737¿Literal¿string¿10562¿¿' '¿¿{"start":{"line":438,"column":10},"end":{"line":438,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
8738¿Identifier¿¿10562¿D¿¿¿{"start":{"line":438,"column":16},"end":{"line":438,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8739¿VariableDeclarator¿¿10562¿v900¿¿¿{"start":{"line":438,"column":20},"end":{"line":438,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8740¿CallExpression¿¿10562¿¿¿¿{"start":{"line":438,"column":20},"end":{"line":438,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
8741¿MemberExpression¿¿10562¿¿¿¿{"start":{"line":438,"column":20},"end":{"line":438,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8742¿Identifier¿¿10562¿value¿¿¿{"start":{"line":438,"column":20},"end":{"line":438,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8743¿Identifier¿¿10562¿replace¿¿¿{"start":{"line":438,"column":26},"end":{"line":438,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8744¿Identifier¿¿10562¿REGEXP_ESCAPE¿¿¿{"start":{"line":438,"column":34},"end":{"line":438,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8745¿Literal¿string¿10562¿¿''¿¿{"start":{"line":438,"column":49},"end":{"line":438,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
8746¿VariableDeclarator¿¿10562¿v901¿¿¿{"start":{"line":438,"column":10},"end":{"line":438,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8747¿BinaryExpression¿+¿10562¿¿¿¿{"start":{"line":438,"column":10},"end":{"line":438,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BinaryExpression
8748¿Identifier¿¿10562¿v899¿¿¿¿¿Identifier
8749¿Identifier¿¿10562¿v900¿¿¿¿¿Identifier
8750¿ExpressionStatement¿¿10562¿¿¿¿{"start":{"line":438,"column":3},"end":{"line":438,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8751¿AssignmentExpression¿+=¿10562¿¿¿¿{"start":{"line":438,"column":3},"end":{"line":438,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
8752¿Identifier¿¿10562¿cmd¿¿¿{"start":{"line":438,"column":3},"end":{"line":438,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8753¿BinaryExpression¿+¿10562¿¿¿¿{"start":{"line":438,"column":10},"end":{"line":438,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BinaryExpression
8754¿Identifier¿¿10562¿v901¿¿¿¿¿Identifier
8755¿Identifier¿¿10562¿D¿¿¿{"start":{"line":438,"column":55},"end":{"line":438,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8756¿BlockStatement¿¿10562¿¿¿¿¿¿BlockStatement
8757¿ExpressionStatement¿¿10562¿¿¿¿{"start":{"line":440,"column":3},"end":{"line":440,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8758¿AssignmentExpression¿+=¿10562¿¿¿¿{"start":{"line":440,"column":3},"end":{"line":440,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
8759¿Identifier¿¿10562¿cmd¿¿¿{"start":{"line":440,"column":3},"end":{"line":440,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8760¿BinaryExpression¿+¿10562¿¿¿¿{"start":{"line":440,"column":10},"end":{"line":440,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BinaryExpression
8761¿Literal¿string¿10562¿¿' '¿¿{"start":{"line":440,"column":10},"end":{"line":440,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
8762¿Identifier¿¿10562¿value¿¿¿{"start":{"line":440,"column":16},"end":{"line":440,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8763¿BlockStatement¿¿10562¿¿¿¿¿¿BlockStatement
8764¿BlockStatement¿¿10562¿¿¿¿{"start":{"line":436,"column":20},"end":{"line":441,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
8765¿VariableDeclarator¿¿10562¿obj¿¿¿{"start":{"line":443,"column":5},"end":{"line":443,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8766¿MemberExpression¿computed¿10562¿¿¿¿{"start":{"line":443,"column":11},"end":{"line":443,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8767¿Identifier¿¿10562¿CACHE¿¿¿{"start":{"line":443,"column":11},"end":{"line":443,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8768¿Identifier¿¿10562¿cmd¿¿¿{"start":{"line":443,"column":17},"end":{"line":443,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8769¿IfStatement¿¿10562¿¿¿¿{"start":{"line":444,"column":1},"end":{"line":450,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
8770¿Identifier¿¿10562¿obj¿¿¿{"start":{"line":444,"column":5},"end":{"line":444,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8771¿ExpressionStatement¿¿10562¿¿¿¿{"start":{"line":445,"column":2},"end":{"line":445,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8772¿AssignmentExpression¿=¿10562¿¿¿¿{"start":{"line":445,"column":2},"end":{"line":445,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
8773¿MemberExpression¿¿10562¿¿¿¿{"start":{"line":445,"column":2},"end":{"line":445,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8774¿Identifier¿¿10562¿obj¿¿¿{"start":{"line":445,"column":2},"end":{"line":445,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8775¿Identifier¿¿10562¿priority¿¿¿{"start":{"line":445,"column":6},"end":{"line":445,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8776¿Identifier¿¿10562¿priority¿¿¿{"start":{"line":445,"column":17},"end":{"line":445,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8777¿VariableDeclarator¿¿10562¿v902¿¿¿{"start":{"line":446,"column":2},"end":{"line":446,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8778¿MemberExpression¿¿10562¿¿¿¿{"start":{"line":446,"column":2},"end":{"line":446,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8779¿Identifier¿¿10562¿self¿¿¿{"start":{"line":446,"column":2},"end":{"line":446,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8780¿Identifier¿¿10562¿builder¿¿¿{"start":{"line":446,"column":7},"end":{"line":446,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8781¿VariableDeclarator¿¿10562¿v903¿¿¿{"start":{"line":446,"column":2},"end":{"line":446,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8782¿CallExpression¿¿10562¿¿¿¿{"start":{"line":446,"column":2},"end":{"line":446,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
8783¿MemberExpression¿¿10562¿¿¿¿{"start":{"line":446,"column":2},"end":{"line":446,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8784¿Identifier¿¿10562¿v902¿¿¿¿¿Identifier
8785¿Identifier¿¿10562¿push¿¿¿{"start":{"line":446,"column":15},"end":{"line":446,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8786¿Identifier¿¿10562¿obj¿¿¿{"start":{"line":446,"column":20},"end":{"line":446,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8787¿ExpressionStatement¿¿10562¿¿¿¿{"start":{"line":446,"column":2},"end":{"line":446,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8788¿Identifier¿¿10562¿v903¿¿¿¿¿Identifier
8789¿BlockStatement¿¿10562¿¿¿¿{"start":{"line":444,"column":10},"end":{"line":447,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
8790¿VariableDeclarator¿¿10562¿v904¿¿¿{"start":{"line":448,"column":15},"end":{"line":448,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8791¿ObjectExpression¿¿10562¿¿¿¿¿¿ObjectExpression
8792¿ExpressionStatement¿¿10562¿¿¿¿{"start":{"line":448,"column":15},"end":{"line":448,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8793¿AssignmentExpression¿=¿10562¿¿¿¿{"start":{"line":448,"column":15},"end":{"line":448,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
8794¿MemberExpression¿¿10562¿¿¿¿{"start":{"line":448,"column":15},"end":{"line":448,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8795¿Identifier¿¿10562¿v904¿¿¿¿¿Identifier
8796¿Identifier¿¿10562¿cmd¿¿¿{"start":{"line":448,"column":17},"end":{"line":448,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8797¿Identifier¿¿10562¿cmd¿¿¿{"start":{"line":448,"column":22},"end":{"line":448,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8798¿ExpressionStatement¿¿10562¿¿¿¿{"start":{"line":448,"column":15},"end":{"line":448,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8799¿AssignmentExpression¿=¿10562¿¿¿¿{"start":{"line":448,"column":15},"end":{"line":448,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
8800¿MemberExpression¿¿10562¿¿¿¿{"start":{"line":448,"column":15},"end":{"line":448,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8801¿Identifier¿¿10562¿v904¿¿¿¿¿Identifier
8802¿Identifier¿¿10562¿priority¿¿¿{"start":{"line":448,"column":27},"end":{"line":448,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8803¿Identifier¿¿10562¿priority¿¿¿{"start":{"line":448,"column":37},"end":{"line":448,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8804¿ExpressionStatement¿¿10562¿¿¿¿{"start":{"line":448,"column":2},"end":{"line":448,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8805¿AssignmentExpression¿=¿10562¿¿¿¿{"start":{"line":448,"column":2},"end":{"line":448,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
8806¿MemberExpression¿computed¿10562¿¿¿¿{"start":{"line":448,"column":2},"end":{"line":448,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8807¿Identifier¿¿10562¿CACHE¿¿¿{"start":{"line":448,"column":2},"end":{"line":448,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8808¿Identifier¿¿10562¿cmd¿¿¿{"start":{"line":448,"column":8},"end":{"line":448,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8809¿Identifier¿¿10562¿v904¿¿¿¿¿Identifier
8810¿VariableDeclarator¿¿10562¿v905¿¿¿{"start":{"line":449,"column":2},"end":{"line":449,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8811¿MemberExpression¿¿10562¿¿¿¿{"start":{"line":449,"column":2},"end":{"line":449,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8812¿Identifier¿¿10562¿self¿¿¿{"start":{"line":449,"column":2},"end":{"line":449,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8813¿Identifier¿¿10562¿builder¿¿¿{"start":{"line":449,"column":7},"end":{"line":449,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8814¿VariableDeclarator¿¿10562¿v906¿¿¿{"start":{"line":449,"column":20},"end":{"line":449,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8815¿MemberExpression¿computed¿10562¿¿¿¿{"start":{"line":449,"column":20},"end":{"line":449,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8816¿Identifier¿¿10562¿CACHE¿¿¿{"start":{"line":449,"column":20},"end":{"line":449,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8817¿Identifier¿¿10562¿cmd¿¿¿{"start":{"line":449,"column":26},"end":{"line":449,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8818¿VariableDeclarator¿¿10562¿v907¿¿¿{"start":{"line":449,"column":2},"end":{"line":449,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8819¿CallExpression¿¿10562¿¿¿¿{"start":{"line":449,"column":2},"end":{"line":449,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
8820¿MemberExpression¿¿10562¿¿¿¿{"start":{"line":449,"column":2},"end":{"line":449,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8821¿Identifier¿¿10562¿v905¿¿¿¿¿Identifier
8822¿Identifier¿¿10562¿push¿¿¿{"start":{"line":449,"column":15},"end":{"line":449,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8823¿Identifier¿¿10562¿v906¿¿¿¿¿Identifier
8824¿ExpressionStatement¿¿10562¿¿¿¿{"start":{"line":449,"column":2},"end":{"line":449,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8825¿Identifier¿¿10562¿v907¿¿¿¿¿Identifier
8826¿BlockStatement¿¿10562¿¿¿¿{"start":{"line":447,"column":8},"end":{"line":450,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
8827¿ReturnStatement¿¿10562¿¿¿¿{"start":{"line":452,"column":1},"end":{"line":452,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ReturnStatement
8828¿Identifier¿¿10562¿self¿¿¿{"start":{"line":452,"column":8},"end":{"line":452,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8829¿BlockStatement¿¿10562¿¿¿¿{"start":{"line":432,"column":57},"end":{"line":453,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
8830¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":432,"column":0},"end":{"line":453,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8831¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":432,"column":0},"end":{"line":453,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
8832¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":432,"column":0},"end":{"line":432,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8833¿Identifier¿¿10435¿ImageProto¿¿¿{"start":{"line":432,"column":0},"end":{"line":432,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8834¿Identifier¿¿10435¿push¿¿¿{"start":{"line":432,"column":11},"end":{"line":432,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8835¿Identifier¿¿10435¿v908¿¿¿¿¿Identifier
8836¿VariableDeclarator¿¿10435¿v911¿¿¿{"start":{"line":455,"column":0},"end":{"line":461,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8837¿FunctionExpression¿¿10435¿anon¿¿¿{"start":{"line":455,"column":20},"end":{"line":461,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿FunctionExpression
8838¿Identifier¿¿0¿type¿¿¿{"start":{"line":455,"column":29},"end":{"line":455,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8839¿VariableDeclarator¿¿10567¿self¿¿¿{"start":{"line":456,"column":5},"end":{"line":456,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8840¿ThisExpression¿¿10567¿¿¿¿{"start":{"line":456,"column":12},"end":{"line":456,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ThisExpression
8841¿VariableDeclarator¿¿10567¿v909¿¿¿{"start":{"line":457,"column":5},"end":{"line":457,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8842¿MemberExpression¿computed¿10567¿¿¿¿{"start":{"line":457,"column":5},"end":{"line":457,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8843¿Identifier¿¿10567¿type¿¿¿{"start":{"line":457,"column":5},"end":{"line":457,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8844¿Literal¿number¿10567¿¿0¿¿{"start":{"line":457,"column":10},"end":{"line":457,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
8845¿VariableDeclarator¿¿10567¿v910¿¿¿{"start":{"line":457,"column":5},"end":{"line":457,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
8846¿BinaryExpression¿===¿10567¿¿¿¿{"start":{"line":457,"column":5},"end":{"line":457,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BinaryExpression
8847¿Identifier¿¿10567¿v909¿¿¿¿¿Identifier
8848¿Literal¿string¿10567¿¿'.'¿¿{"start":{"line":457,"column":17},"end":{"line":457,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
8849¿IfStatement¿¿10567¿¿¿¿{"start":{"line":457,"column":1},"end":{"line":458,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
8850¿Identifier¿¿10567¿v910¿¿¿¿¿Identifier
8851¿ExpressionStatement¿¿10567¿¿¿¿{"start":{"line":458,"column":2},"end":{"line":458,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
8852¿AssignmentExpression¿=¿10567¿¿¿¿{"start":{"line":458,"column":2},"end":{"line":458,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
8853¿Identifier¿¿10567¿type¿¿¿{"start":{"line":458,"column":2},"end":{"line":458,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8854¿CallExpression¿¿10567¿¿¿¿{"start":{"line":458,"column":9},"end":{"line":458,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
8855¿MemberExpression¿¿10567¿¿¿¿{"start":{"line":458,"column":9},"end":{"line":458,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
8856¿Identifier¿¿10567¿type¿¿¿{"start":{"line":458,"column":9},"end":{"line":458,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
8857¿Identifier¿¿10567¿substring¿¿¿{"start":{"line":458,"column":14},"end":{"line":458,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
