Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1034¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":138,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Program
1282¿Literal¿number¿1808¿¿400¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1283¿VariableDeclarator¿¿1808¿v128¿¿¿{"start":{"line":45,"column":59},"end":{"line":45,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1284¿ObjectExpression¿¿1808¿¿¿¿¿¿ObjectExpression
1285¿ExpressionStatement¿¿1808¿¿¿¿{"start":{"line":45,"column":59},"end":{"line":45,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1286¿AssignmentExpression¿=¿1808¿¿¿¿{"start":{"line":45,"column":59},"end":{"line":45,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1287¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":45,"column":59},"end":{"line":45,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1288¿Identifier¿¿1808¿v128¿¿¿¿¿Identifier
1289¿Identifier¿¿1808¿message¿¿¿{"start":{"line":45,"column":61},"end":{"line":45,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1290¿Literal¿string¿1808¿¿'Invalid uploads path'¿¿{"start":{"line":45,"column":70},"end":{"line":45,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1291¿VariableDeclarator¿¿1808¿v129¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1292¿ObjectExpression¿¿1808¿¿¿¿{"start":{"line":45,"column":34},"end":{"line":45,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1293¿Property¿¿1808¿¿¿¿{"start":{"line":45,"column":36},"end":{"line":45,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1294¿Identifier¿¿1808¿success¿¿¿{"start":{"line":45,"column":36},"end":{"line":45,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1295¿Literal¿boolean¿1808¿¿false¿¿{"start":{"line":45,"column":45},"end":{"line":45,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1296¿Property¿¿1808¿¿¿¿{"start":{"line":45,"column":52},"end":{"line":45,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1297¿Identifier¿¿1808¿error¿¿¿{"start":{"line":45,"column":52},"end":{"line":45,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1298¿Identifier¿¿1808¿v128¿¿¿¿¿Identifier
1299¿VariableDeclarator¿¿1808¿v130¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1300¿CallExpression¿¿1808¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1301¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1302¿Identifier¿¿1808¿v127¿¿¿¿¿Identifier
1303¿Identifier¿¿1808¿json¿¿¿{"start":{"line":45,"column":29},"end":{"line":45,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1304¿Identifier¿¿1808¿v129¿¿¿¿¿Identifier
1305¿ReturnStatement¿¿1808¿¿¿¿{"start":{"line":45,"column":6},"end":{"line":45,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1306¿Identifier¿¿1808¿v130¿¿¿¿¿Identifier
1307¿BlockStatement¿¿1808¿¿¿¿{"start":{"line":44,"column":43},"end":{"line":46,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1308¿TryStatement¿¿1808¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿TryStatement
1309¿VariableDeclarator¿¿1808¿realBase¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1310¿CallExpression¿¿1808¿¿¿¿{"start":{"line":50,"column":23},"end":{"line":50,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1311¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":50,"column":23},"end":{"line":50,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1312¿Identifier¿¿1808¿fs¿¿¿{"start":{"line":50,"column":23},"end":{"line":50,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1313¿Identifier¿¿1808¿realpathSync¿¿¿{"start":{"line":50,"column":26},"end":{"line":50,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1314¿Identifier¿¿1808¿uploadsBase¿¿¿{"start":{"line":50,"column":39},"end":{"line":50,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1315¿VariableDeclarator¿¿1808¿realTarget¿¿¿{"start":{"line":51,"column":12},"end":{"line":51,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1316¿CallExpression¿¿1808¿¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1317¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1318¿Identifier¿¿1808¿fs¿¿¿{"start":{"line":51,"column":25},"end":{"line":51,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1319¿Identifier¿¿1808¿realpathSync¿¿¿{"start":{"line":51,"column":28},"end":{"line":51,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1320¿Identifier¿¿1808¿candidate¿¿¿{"start":{"line":51,"column":41},"end":{"line":51,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1321¿VariableDeclarator¿¿1808¿v131¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1322¿CallExpression¿¿1808¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1323¿Identifier¿¿1808¿isInside¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1324¿Identifier¿¿1808¿realBase¿¿¿{"start":{"line":52,"column":20},"end":{"line":52,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1325¿Identifier¿¿1808¿realTarget¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1326¿VariableDeclarator¿¿1808¿v132¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1327¿UnaryExpression¿!¿1808¿¿¿¿{"start":{"line":52,"column":10},"end":{"line":52,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1328¿Identifier¿¿1808¿v131¿¿¿¿¿Identifier
1329¿IfStatement¿¿1808¿¿¿¿{"start":{"line":52,"column":6},"end":{"line":54,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿IfStatement
1330¿Identifier¿¿1808¿v132¿¿¿¿¿Identifier
1331¿VariableDeclarator¿¿1808¿v133¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1332¿CallExpression¿¿1808¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1333¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1334¿Identifier¿¿1808¿res¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1335¿Identifier¿¿1808¿status¿¿¿{"start":{"line":53,"column":19},"end":{"line":53,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1336¿Literal¿number¿1808¿¿403¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1337¿VariableDeclarator¿¿1808¿v134¿¿¿{"start":{"line":53,"column":61},"end":{"line":53,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1338¿ObjectExpression¿¿1808¿¿¿¿¿¿ObjectExpression
1339¿ExpressionStatement¿¿1808¿¿¿¿{"start":{"line":53,"column":61},"end":{"line":53,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1340¿AssignmentExpression¿=¿1808¿¿¿¿{"start":{"line":53,"column":61},"end":{"line":53,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1341¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":53,"column":61},"end":{"line":53,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1342¿Identifier¿¿1808¿v134¿¿¿¿¿Identifier
1343¿Identifier¿¿1808¿message¿¿¿{"start":{"line":53,"column":63},"end":{"line":53,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1344¿Literal¿string¿1808¿¿'Forbidden'¿¿{"start":{"line":53,"column":72},"end":{"line":53,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1345¿VariableDeclarator¿¿1808¿v135¿¿¿{"start":{"line":53,"column":36},"end":{"line":53,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1346¿ObjectExpression¿¿1808¿¿¿¿{"start":{"line":53,"column":36},"end":{"line":53,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1347¿Property¿¿1808¿¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1348¿Identifier¿¿1808¿success¿¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1349¿Literal¿boolean¿1808¿¿false¿¿{"start":{"line":53,"column":47},"end":{"line":53,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1350¿Property¿¿1808¿¿¿¿{"start":{"line":53,"column":54},"end":{"line":53,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1351¿Identifier¿¿1808¿error¿¿¿{"start":{"line":53,"column":54},"end":{"line":53,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1352¿Identifier¿¿1808¿v134¿¿¿¿¿Identifier
1353¿VariableDeclarator¿¿1808¿v136¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1354¿CallExpression¿¿1808¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1355¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":53,"column":15},"end":{"line":53,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1356¿Identifier¿¿1808¿v133¿¿¿¿¿Identifier
1357¿Identifier¿¿1808¿json¿¿¿{"start":{"line":53,"column":31},"end":{"line":53,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1358¿Identifier¿¿1808¿v135¿¿¿¿¿Identifier
1359¿ReturnStatement¿¿1808¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1360¿Identifier¿¿1808¿v136¿¿¿¿¿Identifier
1361¿BlockStatement¿¿1808¿¿¿¿{"start":{"line":52,"column":43},"end":{"line":54,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1362¿BlockStatement¿¿1808¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":55,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1363¿CatchClause¿¿1808¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CatchClause
1364¿BlockStatement¿¿1808¿¿¿¿{"start":{"line":55,"column":16},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1365¿Identifier¿¿1808¿e¿¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1808¿v137¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1367¿CallExpression¿¿1808¿¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1368¿Identifier¿¿1808¿next¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1369¿ReturnStatement¿¿1808¿¿¿¿{"start":{"line":60,"column":4},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1370¿Identifier¿¿1808¿v137¿¿¿¿¿Identifier
1371¿BlockStatement¿¿1808¿¿¿¿{"start":{"line":38,"column":6},"end":{"line":61,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1372¿CatchClause¿¿1808¿¿¿¿{"start":{"line":61,"column":4},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CatchClause
1373¿VariableDeclarator¿¿1808¿v138¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1374¿CallExpression¿¿1808¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1375¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1376¿Identifier¿¿1808¿res¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1377¿Identifier¿¿1808¿status¿¿¿{"start":{"line":62,"column":15},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1378¿Literal¿number¿1808¿¿400¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1379¿VariableDeclarator¿¿1808¿v139¿¿¿{"start":{"line":62,"column":57},"end":{"line":62,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1380¿ObjectExpression¿¿1808¿¿¿¿¿¿ObjectExpression
1381¿ExpressionStatement¿¿1808¿¿¿¿{"start":{"line":62,"column":57},"end":{"line":62,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1382¿AssignmentExpression¿=¿1808¿¿¿¿{"start":{"line":62,"column":57},"end":{"line":62,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1383¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":62,"column":57},"end":{"line":62,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1384¿Identifier¿¿1808¿v139¿¿¿¿¿Identifier
1385¿Identifier¿¿1808¿message¿¿¿{"start":{"line":62,"column":59},"end":{"line":62,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1386¿Literal¿string¿1808¿¿'Bad request'¿¿{"start":{"line":62,"column":68},"end":{"line":62,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1387¿VariableDeclarator¿¿1808¿v140¿¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1388¿ObjectExpression¿¿1808¿¿¿¿{"start":{"line":62,"column":32},"end":{"line":62,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1389¿Property¿¿1808¿¿¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1390¿Identifier¿¿1808¿success¿¿¿{"start":{"line":62,"column":34},"end":{"line":62,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1391¿Literal¿boolean¿1808¿¿false¿¿{"start":{"line":62,"column":43},"end":{"line":62,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1392¿Property¿¿1808¿¿¿¿{"start":{"line":62,"column":50},"end":{"line":62,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1393¿Identifier¿¿1808¿error¿¿¿{"start":{"line":62,"column":50},"end":{"line":62,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1394¿Identifier¿¿1808¿v139¿¿¿¿¿Identifier
1395¿VariableDeclarator¿¿1808¿v141¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1396¿CallExpression¿¿1808¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1397¿MemberExpression¿¿1808¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1398¿Identifier¿¿1808¿v138¿¿¿¿¿Identifier
1399¿Identifier¿¿1808¿json¿¿¿{"start":{"line":62,"column":27},"end":{"line":62,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1400¿Identifier¿¿1808¿v140¿¿¿¿¿Identifier
1401¿ReturnStatement¿¿1808¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1402¿Identifier¿¿1808¿v141¿¿¿¿¿Identifier
1403¿BlockStatement¿¿1808¿¿¿¿{"start":{"line":61,"column":14},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1404¿Identifier¿¿1808¿e¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1405¿BlockStatement¿¿1808¿¿¿¿{"start":{"line":37,"column":44},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1406¿VariableDeclarator¿¿1803¿v142¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1407¿CallExpression¿¿1803¿¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1408¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1409¿Identifier¿¿1803¿express¿¿¿{"start":{"line":67,"column":40},"end":{"line":67,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1410¿Identifier¿¿1803¿static¿¿¿{"start":{"line":67,"column":48},"end":{"line":67,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
