Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
677¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Program
923¿VariableDeclarator¿¿1162¿v39¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
924¿ObjectExpression¿¿1162¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ObjectExpression
925¿Property¿¿1162¿¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Property
926¿Identifier¿¿1162¿id¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
927¿Literal¿number¿1162¿¿1¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
928¿Property¿¿1162¿¿¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Property
929¿Identifier¿¿1162¿name¿¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
930¿Literal¿string¿1162¿¿'Worker 1'¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
931¿VariableDeclarator¿¿1162¿v40¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
932¿ObjectExpression¿¿1162¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ObjectExpression
933¿Property¿¿1162¿¿¿¿{"start":{"line":75,"column":14},"end":{"line":75,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Property
934¿Identifier¿¿1162¿id¿¿¿{"start":{"line":75,"column":14},"end":{"line":75,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
935¿Literal¿number¿1162¿¿2¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
936¿Property¿¿1162¿¿¿¿{"start":{"line":75,"column":21},"end":{"line":75,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Property
937¿Identifier¿¿1162¿name¿¿¿{"start":{"line":75,"column":21},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
938¿Literal¿string¿1162¿¿'Worker 2'¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
939¿VariableDeclarator¿¿1162¿v41¿¿¿{"start":{"line":73,"column":17},"end":{"line":76,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
940¿ArrayExpression¿¿1162¿¿¿¿{"start":{"line":73,"column":17},"end":{"line":76,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ArrayExpression
941¿Identifier¿¿1162¿v39¿¿¿¿¿Identifier
942¿Identifier¿¿1162¿v40¿¿¿¿¿Identifier
943¿VariableDeclarator¿¿1162¿v42¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
944¿MemberExpression¿¿1162¿¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
945¿Identifier¿¿1162¿FLAGS¿¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
946¿Identifier¿¿1162¿admin¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
947¿VariableDeclarator¿¿1162¿v43¿¿¿{"start":{"line":72,"column":11},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
948¿ObjectExpression¿¿1162¿¿¿¿¿¿ObjectExpression
949¿ExpressionStatement¿¿1162¿¿¿¿{"start":{"line":72,"column":11},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
950¿AssignmentExpression¿=¿1162¿¿¿¿{"start":{"line":72,"column":11},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
951¿MemberExpression¿¿1162¿¿¿¿{"start":{"line":72,"column":11},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
952¿Identifier¿¿1162¿v43¿¿¿¿¿Identifier
953¿Identifier¿¿1162¿workers¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
954¿Identifier¿¿1162¿v41¿¿¿¿¿Identifier
955¿ExpressionStatement¿¿1162¿¿¿¿{"start":{"line":72,"column":11},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
956¿AssignmentExpression¿=¿1162¿¿¿¿{"start":{"line":72,"column":11},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
957¿MemberExpression¿¿1162¿¿¿¿{"start":{"line":72,"column":11},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
958¿Identifier¿¿1162¿v43¿¿¿¿¿Identifier
959¿Identifier¿¿1162¿flag¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
960¿Identifier¿¿1162¿v42¿¿¿¿¿Identifier
961¿ReturnStatement¿¿1162¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":78,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
962¿Identifier¿¿1162¿v43¿¿¿¿¿Identifier
963¿BlockStatement¿¿1162¿¿¿¿{"start":{"line":70,"column":25},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
964¿VariableDeclarator¿exported¿1149¿logEvent¿¿¿{"start":{"line":82,"column":0},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
965¿FunctionExpression¿¿1149¿anon¿¿¿{"start":{"line":82,"column":0},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿FunctionExpression
966¿Identifier¿¿0¿event¿¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
967¿VariableDeclarator¿¿1164¿v44¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
968¿TemplateLiteral¿¿1164¿¿¿¿{"start":{"line":84,"column":16},"end":{"line":84,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿TemplateLiteral
969¿Identifier¿¿1164¿event¿¿¿{"start":{"line":84,"column":32},"end":{"line":84,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
970¿VariableDeclarator¿¿1164¿v45¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
971¿CallExpression¿¿1164¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿CallExpression
972¿MemberExpression¿¿1164¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
973¿Identifier¿¿1164¿console¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
974¿Identifier¿¿1164¿log¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
975¿Identifier¿¿1164¿v44¿¿¿¿¿Identifier
976¿ExpressionStatement¿¿1164¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
977¿Identifier¿¿1164¿v45¿¿¿¿¿Identifier
978¿VariableDeclarator¿¿1164¿v46¿¿¿{"start":{"line":85,"column":11},"end":{"line":85,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
979¿ObjectExpression¿¿1164¿¿¿¿¿¿ObjectExpression
980¿ExpressionStatement¿¿1164¿¿¿¿{"start":{"line":85,"column":11},"end":{"line":85,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
981¿AssignmentExpression¿=¿1164¿¿¿¿{"start":{"line":85,"column":11},"end":{"line":85,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
982¿MemberExpression¿¿1164¿¿¿¿{"start":{"line":85,"column":11},"end":{"line":85,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
983¿Identifier¿¿1164¿v46¿¿¿¿¿Identifier
984¿Identifier¿¿1164¿success¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
985¿Literal¿boolean¿1164¿¿true¿¿{"start":{"line":85,"column":22},"end":{"line":85,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
986¿ReturnStatement¿¿1164¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":85,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
987¿Identifier¿¿1164¿v46¿¿¿¿¿Identifier
988¿BlockStatement¿¿1164¿¿¿¿{"start":{"line":82,"column":25},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
989¿VariableDeclarator¿exported¿1149¿getBackupFlags¿¿¿{"start":{"line":89,"column":0},"end":{"line":94,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
990¿FunctionExpression¿¿1149¿anon¿¿¿{"start":{"line":89,"column":0},"end":{"line":94,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿FunctionExpression
991¿VariableDeclarator¿¿1166¿v47¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
992¿NewExpression¿¿1166¿¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿NewExpression
993¿Identifier¿¿1166¿Date¿¿¿{"start":{"line":92,"column":23},"end":{"line":92,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
994¿VariableDeclarator¿¿1166¿v48¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
995¿CallExpression¿¿1166¿¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿CallExpression
996¿MemberExpression¿¿1166¿¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
997¿Identifier¿¿1166¿v47¿¿¿¿¿Identifier
998¿Identifier¿¿1166¿toISOString¿¿¿{"start":{"line":92,"column":30},"end":{"line":92,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
999¿VariableDeclarator¿¿1166¿v49¿¿¿{"start":{"line":90,"column":11},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
1000¿ObjectExpression¿¿1166¿¿¿¿¿¿ObjectExpression
1001¿ExpressionStatement¿¿1166¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1002¿AssignmentExpression¿=¿1166¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1003¿MemberExpression¿¿1166¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1004¿Identifier¿¿1166¿v49¿¿¿¿¿Identifier
1005¿Identifier¿¿1166¿flags¿¿¿{"start":{"line":91,"column":8},"end":{"line":91,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1006¿Identifier¿¿1166¿FLAGS¿¿¿{"start":{"line":91,"column":15},"end":{"line":91,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1007¿ExpressionStatement¿¿1166¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1008¿AssignmentExpression¿=¿1166¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1009¿MemberExpression¿¿1166¿¿¿¿{"start":{"line":90,"column":11},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1010¿Identifier¿¿1166¿v49¿¿¿¿¿Identifier
1011¿Identifier¿¿1166¿timestamp¿¿¿{"start":{"line":92,"column":8},"end":{"line":92,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1012¿Identifier¿¿1166¿v48¿¿¿¿¿Identifier
1013¿ReturnStatement¿¿1166¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":93,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
1014¿Identifier¿¿1166¿v49¿¿¿¿¿Identifier
1015¿BlockStatement¿¿1166¿¿¿¿{"start":{"line":89,"column":26},"end":{"line":94,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
1016¿VariableDeclarator¿exported¿1149¿getStatus¿¿¿{"start":{"line":97,"column":0},"end":{"line":102,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
1017¿FunctionExpression¿¿1149¿anon¿¿¿{"start":{"line":97,"column":0},"end":{"line":102,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿FunctionExpression
1018¿VariableDeclarator¿¿1168¿v50¿¿¿{"start":{"line":98,"column":11},"end":{"line":101,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
1019¿ObjectExpression¿¿1168¿¿¿¿¿¿ObjectExpression
1020¿ExpressionStatement¿¿1168¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":101,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1021¿AssignmentExpression¿=¿1168¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":101,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1022¿MemberExpression¿¿1168¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":101,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1023¿Identifier¿¿1168¿v50¿¿¿¿¿Identifier
1024¿Identifier¿¿1168¿status¿¿¿{"start":{"line":99,"column":8},"end":{"line":99,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1025¿Literal¿string¿1168¿¿'operational'¿¿{"start":{"line":99,"column":16},"end":{"line":99,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
1026¿ExpressionStatement¿¿1168¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":101,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1027¿AssignmentExpression¿=¿1168¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":101,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1028¿MemberExpression¿¿1168¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":101,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1029¿Identifier¿¿1168¿v50¿¿¿¿¿Identifier
1030¿Identifier¿¿1168¿version¿¿¿{"start":{"line":100,"column":8},"end":{"line":100,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1031¿Literal¿string¿1168¿¿'1.0.0'¿¿{"start":{"line":100,"column":17},"end":{"line":100,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
1032¿ReturnStatement¿¿1168¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":101,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
1033¿Identifier¿¿1168¿v50¿¿¿¿¿Identifier
1034¿BlockStatement¿¿1168¿¿¿¿{"start":{"line":97,"column":21},"end":{"line":102,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
1035¿VariableDeclarator¿exported¿1149¿processForm¿¿¿{"start":{"line":105,"column":0},"end":{"line":111,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
1036¿FunctionExpression¿¿1149¿anon¿¿¿{"start":{"line":105,"column":0},"end":{"line":111,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿FunctionExpression
1037¿Identifier¿¿0¿contentType¿¿¿{"start":{"line":105,"column":21},"end":{"line":105,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1038¿Identifier¿¿0¿data¿¿¿{"start":{"line":105,"column":34},"end":{"line":105,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1039¿VariableDeclarator¿¿1170¿v51¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
1040¿CallExpression¿¿1170¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿CallExpression
1041¿MemberExpression¿¿1170¿¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1042¿Identifier¿¿1170¿contentType¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1043¿Identifier¿¿1170¿includes¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1044¿Literal¿string¿1170¿¿'application/json'¿¿{"start":{"line":107,"column":29},"end":{"line":107,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
1045¿IfStatement¿¿1170¿¿¿¿{"start":{"line":107,"column":4},"end":{"line":109,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿IfStatement
1046¿Identifier¿¿1170¿v51¿¿¿¿¿Identifier
1047¿VariableDeclarator¿¿1170¿v52¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
1048¿ObjectExpression¿¿1170¿¿¿¿¿¿ObjectExpression
1049¿ExpressionStatement¿¿1170¿¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1050¿AssignmentExpression¿=¿1170¿¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1051¿MemberExpression¿¿1170¿¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
