Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
805¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Program
1043¿VariableDeclarator¿¿1415¿v93¿¿¿{"start":{"line":43,"column":34},"end":{"line":43,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1044¿ObjectExpression¿¿1415¿¿¿¿{"start":{"line":43,"column":34},"end":{"line":43,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1045¿Property¿¿1415¿¿¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1046¿Identifier¿¿1415¿success¿¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1047¿Literal¿boolean¿1415¿¿false¿¿{"start":{"line":43,"column":45},"end":{"line":43,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1048¿Property¿¿1415¿¿¿¿{"start":{"line":43,"column":52},"end":{"line":43,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1049¿Identifier¿¿1415¿message¿¿¿{"start":{"line":43,"column":52},"end":{"line":43,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1050¿Literal¿string¿1415¿¿'Invalid file path'¿¿{"start":{"line":43,"column":61},"end":{"line":43,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1051¿VariableDeclarator¿¿1415¿v94¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1415¿¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1053¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1054¿Identifier¿¿1415¿v92¿¿¿¿¿Identifier
1055¿Identifier¿¿1415¿json¿¿¿{"start":{"line":43,"column":29},"end":{"line":43,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1056¿Identifier¿¿1415¿v93¿¿¿¿¿Identifier
1057¿ReturnStatement¿¿1415¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ReturnStatement
1058¿Identifier¿¿1415¿v94¿¿¿¿¿Identifier
1059¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":42,"column":54},"end":{"line":44,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1060¿VariableDeclarator¿¿1415¿stat¿¿¿{"start":{"line":46,"column":10},"end":{"line":46,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1061¿CallExpression¿¿1415¿¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1062¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1063¿Identifier¿¿1415¿fs¿¿¿{"start":{"line":46,"column":17},"end":{"line":46,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1064¿Identifier¿¿1415¿statSync¿¿¿{"start":{"line":46,"column":20},"end":{"line":46,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1065¿Identifier¿¿1415¿real¿¿¿{"start":{"line":46,"column":29},"end":{"line":46,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1066¿VariableDeclarator¿¿1415¿v95¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1067¿CallExpression¿¿1415¿¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1068¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1069¿Identifier¿¿1415¿stat¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1070¿Identifier¿¿1415¿isFile¿¿¿{"start":{"line":47,"column":14},"end":{"line":47,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1071¿VariableDeclarator¿¿1415¿v96¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1072¿UnaryExpression¿!¿1415¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿UnaryExpression
1073¿Identifier¿¿1415¿v95¿¿¿¿¿Identifier
1074¿IfStatement¿¿1415¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿IfStatement
1075¿Identifier¿¿1415¿v96¿¿¿¿¿Identifier
1076¿VariableDeclarator¿¿1415¿v97¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1077¿CallExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1078¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1079¿Identifier¿¿1415¿res¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1080¿Identifier¿¿1415¿status¿¿¿{"start":{"line":48,"column":17},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1081¿Literal¿number¿1415¿¿404¿¿{"start":{"line":48,"column":24},"end":{"line":48,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1082¿VariableDeclarator¿¿1415¿v98¿¿¿{"start":{"line":48,"column":34},"end":{"line":48,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1083¿ObjectExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":34},"end":{"line":48,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1084¿Property¿¿1415¿¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1085¿Identifier¿¿1415¿success¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1086¿Literal¿boolean¿1415¿¿false¿¿{"start":{"line":48,"column":45},"end":{"line":48,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1087¿VariableDeclarator¿¿1415¿v99¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1088¿CallExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1089¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1090¿Identifier¿¿1415¿v97¿¿¿¿¿Identifier
1091¿Identifier¿¿1415¿json¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1092¿Identifier¿¿1415¿v98¿¿¿¿¿Identifier
1093¿ReturnStatement¿¿1415¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ReturnStatement
1094¿Identifier¿¿1415¿v99¿¿¿¿¿Identifier
1095¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":47,"column":24},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1096¿VariableDeclarator¿¿1415¿v100¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1097¿CallExpression¿¿1415¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1098¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1099¿Identifier¿¿1415¿res¿¿¿{"start":{"line":52,"column":11},"end":{"line":52,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1100¿Identifier¿¿1415¿download¿¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1101¿Identifier¿¿1415¿real¿¿¿{"start":{"line":52,"column":24},"end":{"line":52,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1102¿Identifier¿¿1415¿fileName¿¿¿{"start":{"line":52,"column":30},"end":{"line":52,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1103¿ReturnStatement¿¿1415¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ReturnStatement
1104¿Identifier¿¿1415¿v100¿¿¿¿¿Identifier
1105¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":25,"column":6},"end":{"line":53,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1106¿CatchClause¿¿1415¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":56,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CatchClause
1107¿VariableDeclarator¿¿1415¿v101¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1108¿CallExpression¿¿1415¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1109¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1110¿Identifier¿¿1415¿console¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1111¿Identifier¿¿1415¿error¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1112¿Literal¿string¿1415¿¿'Download error:'¿¿{"start":{"line":54,"column":18},"end":{"line":54,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1113¿Identifier¿¿1415¿e¿¿¿{"start":{"line":54,"column":37},"end":{"line":54,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1114¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1115¿Identifier¿¿1415¿v101¿¿¿¿¿Identifier
1116¿VariableDeclarator¿¿1415¿v102¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1117¿CallExpression¿¿1415¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1118¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1119¿Identifier¿¿1415¿res¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1120¿Identifier¿¿1415¿status¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1121¿Literal¿number¿1415¿¿500¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1122¿VariableDeclarator¿¿1415¿v103¿¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1123¿ObjectExpression¿¿1415¿¿¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1124¿Property¿¿1415¿¿¿¿{"start":{"line":55,"column":34},"end":{"line":55,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1125¿Identifier¿¿1415¿success¿¿¿{"start":{"line":55,"column":34},"end":{"line":55,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1126¿Literal¿boolean¿1415¿¿false¿¿{"start":{"line":55,"column":43},"end":{"line":55,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1127¿VariableDeclarator¿¿1415¿v104¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1128¿CallExpression¿¿1415¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1129¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1130¿Identifier¿¿1415¿v102¿¿¿¿¿Identifier
1131¿Identifier¿¿1415¿json¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1132¿Identifier¿¿1415¿v103¿¿¿¿¿Identifier
1133¿ReturnStatement¿¿1415¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ReturnStatement
1134¿Identifier¿¿1415¿v104¿¿¿¿¿Identifier
1135¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":53,"column":14},"end":{"line":56,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1136¿Identifier¿¿1415¿e¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1137¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":24,"column":48},"end":{"line":57,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1138¿VariableDeclarator¿¿1409¿v106¿¿¿{"start":{"line":24,"column":0},"end":{"line":57,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1139¿CallExpression¿¿1409¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":57,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1140¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1141¿Identifier¿¿1409¿router¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1142¿Identifier¿¿1409¿get¿¿¿{"start":{"line":24,"column":7},"end":{"line":24,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1143¿Literal¿string¿1409¿¿'/download/:fileName'¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1144¿Identifier¿¿1409¿v105¿¿¿¿¿Identifier
1145¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":57,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1146¿Identifier¿¿1409¿v106¿¿¿¿¿Identifier
1147¿VariableDeclarator¿¿1409¿v113¿¿¿{"start":{"line":59,"column":26},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1148¿ArrowFunctionExpression¿¿1409¿¿¿¿{"start":{"line":59,"column":26},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ArrowFunctionExpression
1149¿Identifier¿¿0¿req¿¿¿{"start":{"line":59,"column":33},"end":{"line":59,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1150¿Identifier¿¿0¿res¿¿¿{"start":{"line":59,"column":38},"end":{"line":59,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1151¿TryStatement¿¿1422¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":66,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿TryStatement
1152¿VariableDeclarator¿¿1422¿challs¿¿¿{"start":{"line":61,"column":10},"end":{"line":61,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1153¿AwaitExpression¿¿1422¿¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿AwaitExpression
1154¿CallExpression¿¿1422¿¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1155¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1156¿Identifier¿¿1422¿ChallengesTbl¿¿¿{"start":{"line":61,"column":25},"end":{"line":61,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1157¿Identifier¿¿1422¿find¿¿¿{"start":{"line":61,"column":39},"end":{"line":61,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1158¿VariableDeclarator¿¿1422¿v107¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1159¿CallExpression¿¿1422¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1160¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1161¿Identifier¿¿1422¿res¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1162¿Identifier¿¿1422¿status¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1163¿Literal¿number¿1422¿¿200¿¿{"start":{"line":62,"column":15},"end":{"line":62,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
