Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
586¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Program
828¿Identifier¿¿1034¿render¿¿¿{"start":{"line":47,"column":30},"end":{"line":47,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
829¿VariableDeclarator¿¿1034¿viz¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
830¿NewExpression¿¿1034¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿NewExpression
831¿Identifier¿¿1034¿Viz¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
832¿Identifier¿¿1034¿v81¿¿¿¿¿Identifier
833¿VariableDeclarator¿¿1034¿v82¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
834¿CallExpression¿¿1034¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
835¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
836¿Identifier¿¿1034¿path¿¿¿{"start":{"line":50,"column":2},"end":{"line":50,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
837¿Identifier¿¿1034¿dirname¿¿¿{"start":{"line":50,"column":7},"end":{"line":50,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
838¿Identifier¿¿1034¿filePath¿¿¿{"start":{"line":50,"column":15},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
839¿VariableDeclarator¿¿1034¿v83¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
840¿CallExpression¿¿1034¿¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
841¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
842¿Identifier¿¿1034¿path¿¿¿{"start":{"line":51,"column":26},"end":{"line":51,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
843¿Identifier¿¿1034¿extname¿¿¿{"start":{"line":51,"column":31},"end":{"line":51,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
844¿Identifier¿¿1034¿filePath¿¿¿{"start":{"line":51,"column":39},"end":{"line":51,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
845¿VariableDeclarator¿¿1034¿v84¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
846¿CallExpression¿¿1034¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
847¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
848¿Identifier¿¿1034¿path¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
849¿Identifier¿¿1034¿basename¿¿¿{"start":{"line":51,"column":7},"end":{"line":51,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
850¿Identifier¿¿1034¿filePath¿¿¿{"start":{"line":51,"column":16},"end":{"line":51,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
851¿Identifier¿¿1034¿v83¿¿¿¿¿Identifier
852¿VariableDeclarator¿¿1034¿v85¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
853¿BinaryExpression¿+¿1034¿¿¿¿{"start":{"line":51,"column":2},"end":{"line":51,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BinaryExpression
854¿Identifier¿¿1034¿v84¿¿¿¿¿Identifier
855¿Literal¿string¿1034¿¿'.svg'¿¿{"start":{"line":51,"column":52},"end":{"line":51,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
856¿VariableDeclarator¿¿1034¿outputFileName¿¿¿{"start":{"line":49,"column":6},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
857¿CallExpression¿¿1034¿¿¿¿{"start":{"line":49,"column":23},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
858¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
859¿Identifier¿¿1034¿path¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
860¿Identifier¿¿1034¿join¿¿¿{"start":{"line":49,"column":28},"end":{"line":49,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
861¿Identifier¿¿1034¿v82¿¿¿¿¿Identifier
862¿Identifier¿¿1034¿v85¿¿¿¿¿Identifier
863¿VariableDeclarator¿¿1034¿outRel¿¿¿{"start":{"line":55,"column":6},"end":{"line":55,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
864¿CallExpression¿¿1034¿¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
865¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
866¿Identifier¿¿1034¿path¿¿¿{"start":{"line":55,"column":15},"end":{"line":55,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
867¿Identifier¿¿1034¿relative¿¿¿{"start":{"line":55,"column":20},"end":{"line":55,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
868¿Identifier¿¿1034¿BASE_DIR¿¿¿{"start":{"line":55,"column":29},"end":{"line":55,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
869¿Identifier¿¿1034¿outputFileName¿¿¿{"start":{"line":55,"column":39},"end":{"line":55,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
870¿VariableDeclarator¿¿1034¿v86¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
871¿CallExpression¿¿1034¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
872¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
873¿Identifier¿¿1034¿outRel¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
874¿Identifier¿¿1034¿startsWith¿¿¿{"start":{"line":56,"column":11},"end":{"line":56,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
875¿Literal¿string¿1034¿¿'..'¿¿{"start":{"line":56,"column":22},"end":{"line":56,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
876¿VariableDeclarator¿¿1034¿v87¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
877¿CallExpression¿¿1034¿¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
878¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
879¿Identifier¿¿1034¿path¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
880¿Identifier¿¿1034¿isAbsolute¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
881¿Identifier¿¿1034¿outRel¿¿¿{"start":{"line":56,"column":47},"end":{"line":56,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
882¿VariableDeclarator¿¿1034¿v88¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
883¿LogicalExpression¿||¿1034¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿LogicalExpression
884¿Identifier¿¿1034¿v86¿¿¿¿¿Identifier
885¿Identifier¿¿1034¿v87¿¿¿¿¿Identifier
886¿IfStatement¿¿1034¿¿¿¿{"start":{"line":56,"column":0},"end":{"line":59,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿IfStatement
887¿Identifier¿¿1034¿v88¿¿¿¿¿Identifier
888¿VariableDeclarator¿¿1034¿v89¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
889¿CallExpression¿¿1034¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
890¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
891¿Identifier¿¿1034¿console¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
892¿Identifier¿¿1034¿error¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
893¿Literal¿string¿1034¿¿'Refusing to write outside base directory.'¿¿{"start":{"line":57,"column":16},"end":{"line":57,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
894¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":57,"column":2},"end":{"line":57,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
895¿Identifier¿¿1034¿v89¿¿¿¿¿Identifier
896¿VariableDeclarator¿¿1034¿v90¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
897¿CallExpression¿¿1034¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
898¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
899¿Identifier¿¿1034¿process¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
900¿Identifier¿¿1034¿exit¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
901¿Literal¿number¿1034¿¿1¿¿{"start":{"line":58,"column":15},"end":{"line":58,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
902¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":58,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
903¿Identifier¿¿1034¿v90¿¿¿¿¿Identifier
904¿BlockStatement¿¿1034¿¿¿¿{"start":{"line":56,"column":56},"end":{"line":59,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
905¿VariableDeclarator¿¿1034¿v91¿¿¿{"start":{"line":61,"column":28},"end":{"line":61,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
906¿ObjectExpression¿¿1034¿¿¿¿{"start":{"line":61,"column":28},"end":{"line":61,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ObjectExpression
907¿Property¿¿1034¿¿¿¿{"start":{"line":61,"column":30},"end":{"line":61,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Property
908¿Identifier¿¿1034¿engine¿¿¿{"start":{"line":61,"column":30},"end":{"line":61,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
909¿Literal¿string¿1034¿¿'dot'¿¿{"start":{"line":61,"column":38},"end":{"line":61,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
910¿Property¿¿1034¿¿¿¿{"start":{"line":61,"column":45},"end":{"line":61,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Property
911¿Identifier¿¿1034¿format¿¿¿{"start":{"line":61,"column":45},"end":{"line":61,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
912¿Literal¿string¿1034¿¿'svg'¿¿{"start":{"line":61,"column":53},"end":{"line":61,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
913¿VariableDeclarator¿¿1034¿v92¿¿¿{"start":{"line":61,"column":0},"end":{"line":61,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
914¿CallExpression¿¿1034¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":61,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
915¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":61,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
916¿Identifier¿¿1034¿viz¿¿¿{"start":{"line":61,"column":0},"end":{"line":61,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
917¿Identifier¿¿1034¿renderString¿¿¿{"start":{"line":61,"column":4},"end":{"line":61,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
918¿Identifier¿¿1034¿dotString¿¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
919¿Identifier¿¿1034¿v91¿¿¿¿¿Identifier
920¿VariableDeclarator¿¿1034¿v103¿¿¿{"start":{"line":62,"column":8},"end":{"line":74,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
921¿ArrowFunctionExpression¿¿1034¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":74,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ArrowFunctionExpression
922¿Identifier¿¿0¿svg¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
923¿TryStatement¿¿1042¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":73,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿TryStatement
924¿VariableDeclarator¿¿1042¿v93¿¿¿{"start":{"line":65,"column":44},"end":{"line":65,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
925¿ObjectExpression¿¿1042¿¿¿¿{"start":{"line":65,"column":44},"end":{"line":65,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ObjectExpression
926¿Property¿¿1042¿¿¿¿{"start":{"line":65,"column":46},"end":{"line":65,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Property
927¿Identifier¿¿1042¿flag¿¿¿{"start":{"line":65,"column":46},"end":{"line":65,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
928¿Literal¿string¿1042¿¿'wx'¿¿{"start":{"line":65,"column":52},"end":{"line":65,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
929¿VariableDeclarator¿¿1042¿v94¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
930¿CallExpression¿¿1042¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
931¿MemberExpression¿¿1042¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
932¿Identifier¿¿1042¿fs¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
933¿Identifier¿¿1042¿writeFileSync¿¿¿{"start":{"line":65,"column":9},"end":{"line":65,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
934¿Identifier¿¿1042¿outputFileName¿¿¿{"start":{"line":65,"column":23},"end":{"line":65,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
935¿Identifier¿¿1042¿svg¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
936¿Identifier¿¿1042¿v93¿¿¿¿¿Identifier
937¿ExpressionStatement¿¿1042¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
938¿Identifier¿¿1042¿v94¿¿¿¿¿Identifier
939¿BlockStatement¿¿1042¿¿¿¿{"start":{"line":63,"column":8},"end":{"line":66,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
940¿CatchClause¿¿1042¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":73,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CatchClause
941¿VariableDeclarator¿¿1042¿v95¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
942¿MemberExpression¿¿1042¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
943¿Identifier¿¿1042¿error¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
944¿Identifier¿¿1042¿code¿¿¿{"start":{"line":67,"column":16},"end":{"line":67,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
945¿VariableDeclarator¿¿1042¿v96¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
946¿BinaryExpression¿===¿1042¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BinaryExpression
947¿Identifier¿¿1042¿v95¿¿¿¿¿Identifier
948¿Literal¿string¿1042¿¿'EEXIST'¿¿{"start":{"line":67,"column":25},"end":{"line":67,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
949¿IfStatement¿¿1042¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":71,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿IfStatement
950¿Identifier¿¿1042¿v96¿¿¿¿¿Identifier
