Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
600¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Program
852¿Identifier¿¿1045¿err¿¿¿{"start":{"line":54,"column":34},"end":{"line":54,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
853¿Identifier¿¿1045¿message¿¿¿{"start":{"line":54,"column":38},"end":{"line":54,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
854¿VariableDeclarator¿¿1045¿v94¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
855¿LogicalExpression¿||¿1045¿¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿LogicalExpression
856¿Identifier¿¿1045¿stderr¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
857¿Identifier¿¿1045¿v93¿¿¿¿¿Identifier
858¿VariableDeclarator¿¿1045¿v95¿¿¿{"start":{"line":54,"column":15},"end":{"line":54,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
859¿CallExpression¿¿1045¿¿¿¿{"start":{"line":54,"column":15},"end":{"line":54,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
860¿Identifier¿¿1045¿callback¿¿¿{"start":{"line":54,"column":15},"end":{"line":54,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
861¿Identifier¿¿1045¿v94¿¿¿¿¿Identifier
862¿ReturnStatement¿¿1045¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ReturnStatement
863¿Identifier¿¿1045¿v95¿¿¿¿¿Identifier
864¿BlockStatement¿¿1045¿¿¿¿{"start":{"line":52,"column":15},"end":{"line":55,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
865¿VariableDeclarator¿¿1045¿files¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
866¿CallExpression¿¿1045¿¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
867¿MemberExpression¿¿1045¿¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
868¿Identifier¿¿1045¿stdout¿¿¿{"start":{"line":56,"column":18},"end":{"line":56,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
869¿Identifier¿¿1045¿split¿¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
870¿Literal¿string¿1045¿¿'\n'¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
871¿VariableDeclarator¿¿1045¿v96¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
872¿MemberExpression¿¿1045¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
873¿Identifier¿¿1045¿files¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
874¿Identifier¿¿1045¿length¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
875¿VariableDeclarator¿¿1045¿v97¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
876¿BinaryExpression¿-¿1045¿¿¿¿{"start":{"line":57,"column":15},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BinaryExpression
877¿Identifier¿¿1045¿v96¿¿¿¿¿Identifier
878¿Literal¿number¿1045¿¿1¿¿{"start":{"line":57,"column":28},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
879¿VariableDeclarator¿¿1045¿v98¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
880¿MemberExpression¿computed¿1045¿¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
881¿Identifier¿¿1045¿files¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
882¿Identifier¿¿1045¿v97¿¿¿¿¿Identifier
883¿VariableDeclarator¿¿1045¿v99¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
884¿BinaryExpression¿===¿1045¿¿¿¿{"start":{"line":57,"column":9},"end":{"line":57,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BinaryExpression
885¿Identifier¿¿1045¿v98¿¿¿¿¿Identifier
886¿Literal¿string¿1045¿¿''¿¿{"start":{"line":57,"column":35},"end":{"line":57,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
887¿IfStatement¿¿1045¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿IfStatement
888¿Identifier¿¿1045¿v99¿¿¿¿¿Identifier
889¿VariableDeclarator¿¿1045¿v100¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
890¿CallExpression¿¿1045¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
891¿MemberExpression¿¿1045¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
892¿Identifier¿¿1045¿files¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
893¿Identifier¿¿1045¿pop¿¿¿{"start":{"line":58,"column":14},"end":{"line":58,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
894¿ExpressionStatement¿¿1045¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
895¿Identifier¿¿1045¿v100¿¿¿¿¿Identifier
896¿BlockStatement¿¿1045¿¿¿¿{"start":{"line":57,"column":39},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
897¿VariableDeclarator¿¿1045¿v101¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
898¿CallExpression¿¿1045¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
899¿Identifier¿¿1045¿callback¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
900¿Literal¿object¿1045¿¿null¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
901¿Identifier¿¿1045¿files¿¿¿{"start":{"line":60,"column":21},"end":{"line":60,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
902¿ExpressionStatement¿¿1045¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
903¿Identifier¿¿1045¿v101¿¿¿¿¿Identifier
904¿BlockStatement¿¿1045¿¿¿¿{"start":{"line":51,"column":77},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
905¿VariableDeclarator¿¿1043¿v103¿¿¿{"start":{"line":51,"column":4},"end":{"line":61,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
906¿CallExpression¿¿1043¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":61,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
907¿Identifier¿¿1043¿execFile¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
908¿Literal¿string¿1043¿¿'find'¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
909¿Identifier¿¿1043¿args¿¿¿{"start":{"line":51,"column":21},"end":{"line":51,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
910¿Identifier¿¿1043¿v92¿¿¿¿¿Identifier
911¿Identifier¿¿1043¿v102¿¿¿¿¿Identifier
912¿ExpressionStatement¿¿1043¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":61,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
913¿Identifier¿¿1043¿v103¿¿¿¿¿Identifier
914¿BlockStatement¿¿1043¿¿¿¿{"start":{"line":49,"column":27},"end":{"line":62,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
915¿VariableDeclarator¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
916¿ObjectExpression¿¿1025¿¿¿¿¿¿ObjectExpression
917¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
918¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
919¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
920¿Identifier¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
921¿Identifier¿¿1025¿name¿¿¿{"start":{"line":8,"column":2},"end":{"line":8,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
922¿Identifier¿¿1025¿v58¿¿¿¿¿Identifier
923¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
924¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
925¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
926¿Identifier¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
927¿Identifier¿¿1025¿prune¿¿¿{"start":{"line":13,"column":2},"end":{"line":13,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
928¿Identifier¿¿1025¿v61¿¿¿¿¿Identifier
929¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
930¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
931¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
932¿Identifier¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
933¿Identifier¿¿1025¿newer¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
934¿Identifier¿¿1025¿v64¿¿¿¿¿Identifier
935¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
936¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
937¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
938¿Identifier¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
939¿Identifier¿¿1025¿type¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
940¿Identifier¿¿1025¿v68¿¿¿¿¿Identifier
941¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
942¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
943¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
944¿Identifier¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
945¿Identifier¿¿1025¿command¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
946¿Identifier¿¿1025¿v74¿¿¿¿¿Identifier
947¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
948¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
949¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
950¿Identifier¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
951¿Identifier¿¿1025¿_argv¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
952¿Identifier¿¿1025¿v86¿¿¿¿¿Identifier
953¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
954¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
955¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
956¿Identifier¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
957¿Identifier¿¿1025¿follow¿¿¿{"start":{"line":44,"column":2},"end":{"line":44,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
958¿Identifier¿¿1025¿v89¿¿¿¿¿Identifier
959¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
960¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
961¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":6,"column":4},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
962¿Identifier¿¿1025¿shellFind¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
963¿Identifier¿¿1025¿exec¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
964¿Identifier¿¿1025¿v104¿¿¿¿¿Identifier
965¿VariableDeclarator¿exported¿1025¿v106¿¿¿{"start":{"line":65,"column":0},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
966¿FunctionExpression¿¿1025¿anon¿¿¿{"start":{"line":65,"column":17},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿FunctionExpression
967¿Identifier¿¿0¿rootDir¿¿¿{"start":{"line":65,"column":26},"end":{"line":65,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
968¿Identifier¿¿0¿options¿¿¿{"start":{"line":65,"column":35},"end":{"line":65,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
969¿VariableDeclarator¿¿1049¿finder¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
970¿CallExpression¿¿1049¿¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿CallExpression
971¿MemberExpression¿¿1049¿¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
972¿Identifier¿¿1049¿Object¿¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
973¿Identifier¿¿1049¿create¿¿¿{"start":{"line":66,"column":22},"end":{"line":66,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
974¿Identifier¿¿1049¿shellFind¿¿¿{"start":{"line":66,"column":29},"end":{"line":66,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
975¿ExpressionStatement¿¿1049¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
976¿AssignmentExpression¿=¿1049¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
977¿MemberExpression¿¿1049¿¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
978¿Identifier¿¿1049¿finder¿¿¿{"start":{"line":67,"column":2},"end":{"line":67,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
979¿Identifier¿¿1049¿_command¿¿¿{"start":{"line":67,"column":9},"end":{"line":67,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
980¿ArrayExpression¿¿1049¿¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ArrayExpression
981¿ExpressionStatement¿¿1049¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
