Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
763¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":116,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Program
1015¿CallExpression¿¿1355¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1016¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1017¿Identifier¿¿1355¿console¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1018¿Identifier¿¿1355¿log¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1019¿Literal¿string¿1355¿¿'🎉 All API contract tests passed!'¿¿{"start":{"line":66,"column":18},"end":{"line":66,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1020¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":66,"column":6},"end":{"line":66,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1021¿Identifier¿¿1355¿v107¿¿¿¿¿Identifier
1022¿VariableDeclarator¿¿1355¿v108¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1023¿CallExpression¿¿1355¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1024¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1025¿Identifier¿¿1355¿console¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1026¿Identifier¿¿1355¿log¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1027¿Literal¿string¿1355¿¿''¿¿{"start":{"line":67,"column":18},"end":{"line":67,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1028¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":67,"column":6},"end":{"line":67,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1029¿Identifier¿¿1355¿v108¿¿¿¿¿Identifier
1030¿VariableDeclarator¿¿1355¿v109¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1031¿CallExpression¿¿1355¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1032¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1033¿Identifier¿¿1355¿console¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1034¿Identifier¿¿1355¿log¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1035¿Literal¿string¿1355¿¿'✅ Your changes are safe for MINOR or PATCH releases'¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1036¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1037¿Identifier¿¿1355¿v109¿¿¿¿¿Identifier
1038¿VariableDeclarator¿¿1355¿v110¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1039¿CallExpression¿¿1355¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1040¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1041¿Identifier¿¿1355¿console¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1042¿Identifier¿¿1355¿log¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1043¿Literal¿string¿1355¿¿'💡 No breaking changes detected - you're good to go!'¿¿{"start":{"line":69,"column":18},"end":{"line":69,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1044¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1045¿Identifier¿¿1355¿v110¿¿¿¿¿Identifier
1046¿BlockStatement¿¿1355¿¿¿¿{"start":{"line":64,"column":28},"end":{"line":70,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿BlockStatement
1047¿VariableDeclarator¿¿1355¿v111¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1048¿CallExpression¿¿1355¿¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1049¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1050¿Identifier¿¿1355¿console¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1051¿Identifier¿¿1355¿log¿¿¿{"start":{"line":71,"column":14},"end":{"line":71,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1052¿Literal¿string¿1355¿¿''¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1053¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1054¿Identifier¿¿1355¿v111¿¿¿¿¿Identifier
1055¿VariableDeclarator¿¿1355¿v112¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1056¿CallExpression¿¿1355¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1057¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1058¿Identifier¿¿1355¿console¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1059¿Identifier¿¿1355¿log¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1060¿Literal¿string¿1355¿¿'⚠️  API contract tests failed!'¿¿{"start":{"line":72,"column":18},"end":{"line":72,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1061¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1062¿Identifier¿¿1355¿v112¿¿¿¿¿Identifier
1063¿VariableDeclarator¿¿1355¿v113¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1064¿CallExpression¿¿1355¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1065¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1066¿Identifier¿¿1355¿console¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1067¿Identifier¿¿1355¿log¿¿¿{"start":{"line":73,"column":14},"end":{"line":73,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1068¿Literal¿string¿1355¿¿''¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1069¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1070¿Identifier¿¿1355¿v113¿¿¿¿¿Identifier
1071¿VariableDeclarator¿¿1355¿v114¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1072¿CallExpression¿¿1355¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1073¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1074¿Identifier¿¿1355¿console¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1075¿Identifier¿¿1355¿log¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1076¿Literal¿string¿1355¿¿'🚨 BREAKING CHANGES DETECTED'¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1077¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1078¿Identifier¿¿1355¿v114¿¿¿¿¿Identifier
1079¿VariableDeclarator¿¿1355¿v115¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1080¿CallExpression¿¿1355¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1081¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1082¿Identifier¿¿1355¿console¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1083¿Identifier¿¿1355¿log¿¿¿{"start":{"line":75,"column":14},"end":{"line":75,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1084¿Literal¿string¿1355¿¿''¿¿{"start":{"line":75,"column":18},"end":{"line":75,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1085¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1086¿Identifier¿¿1355¿v115¿¿¿¿¿Identifier
1087¿VariableDeclarator¿¿1355¿v116¿¿¿{"start":{"line":76,"column":6},"end":{"line":78,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1088¿CallExpression¿¿1355¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":78,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1089¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1090¿Identifier¿¿1355¿console¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1091¿Identifier¿¿1355¿log¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1092¿Literal¿string¿1355¿¿'Your changes introduce breaking changes that will require a MAJOR version bump.'¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1093¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":78,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1094¿Identifier¿¿1355¿v116¿¿¿¿¿Identifier
1095¿VariableDeclarator¿¿1355¿v117¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1096¿CallExpression¿¿1355¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1097¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1098¿Identifier¿¿1355¿console¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1099¿Identifier¿¿1355¿log¿¿¿{"start":{"line":79,"column":14},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1100¿Literal¿string¿1355¿¿''¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1101¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":79,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1102¿Identifier¿¿1355¿v117¿¿¿¿¿Identifier
1103¿VariableDeclarator¿¿1355¿v118¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1104¿CallExpression¿¿1355¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1105¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1106¿Identifier¿¿1355¿console¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1107¿Identifier¿¿1355¿log¿¿¿{"start":{"line":80,"column":14},"end":{"line":80,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1108¿Literal¿string¿1355¿¿'📋 Next Steps:'¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1109¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1110¿Identifier¿¿1355¿v118¿¿¿¿¿Identifier
1111¿VariableDeclarator¿¿1355¿v119¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1112¿CallExpression¿¿1355¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1113¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1114¿Identifier¿¿1355¿console¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1115¿Identifier¿¿1355¿log¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1116¿Literal¿string¿1355¿¿''¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1117¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1118¿Identifier¿¿1355¿v119¿¿¿¿¿Identifier
1119¿VariableDeclarator¿¿1355¿v120¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1120¿CallExpression¿¿1355¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1121¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1122¿Identifier¿¿1355¿console¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1123¿Identifier¿¿1355¿log¿¿¿{"start":{"line":82,"column":14},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1124¿Literal¿string¿1355¿¿'1. Review the test failures above'¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1125¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1126¿Identifier¿¿1355¿v120¿¿¿¿¿Identifier
1127¿VariableDeclarator¿¿1355¿v121¿¿¿{"start":{"line":83,"column":6},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1128¿CallExpression¿¿1355¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1129¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1130¿Identifier¿¿1355¿console¿¿¿{"start":{"line":83,"column":6},"end":{"line":83,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1131¿Identifier¿¿1355¿log¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1132¿Literal¿string¿1355¿¿'2. Check docs/api-versioning.md for breaking change guidelines'¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1133¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":83,"column":6},"end":{"line":85,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1134¿Identifier¿¿1355¿v121¿¿¿¿¿Identifier
1135¿VariableDeclarator¿¿1355¿v122¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1136¿CallExpression¿¿1355¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1137¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1138¿Identifier¿¿1355¿console¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1139¿Identifier¿¿1355¿log¿¿¿{"start":{"line":86,"column":14},"end":{"line":86,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
