Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
791¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":92,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Program
1033¿Identifier¿¿1375¿readdir¿¿¿{"start":{"line":23,"column":19},"end":{"line":23,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1034¿Identifier¿¿1375¿targetPath¿¿¿{"start":{"line":23,"column":27},"end":{"line":23,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1035¿Identifier¿¿1375¿v96¿¿¿¿¿Identifier
1036¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":23,"column":16},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1037¿Identifier¿¿1375¿v97¿¿¿¿¿Identifier
1038¿BlockStatement¿¿1375¿¿¿¿{"start":{"line":22,"column":49},"end":{"line":42,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1039¿VariableDeclarator¿¿1375¿v98¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1040¿CallExpression¿¿1375¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1041¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1042¿Identifier¿¿1375¿res¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1043¿Identifier¿¿1375¿end¿¿¿{"start":{"line":43,"column":20},"end":{"line":43,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1044¿Literal¿string¿1375¿¿'error'¿¿{"start":{"line":43,"column":24},"end":{"line":43,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1045¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":43,"column":16},"end":{"line":43,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1046¿Identifier¿¿1375¿v98¿¿¿¿¿Identifier
1047¿BlockStatement¿¿1375¿¿¿¿{"start":{"line":42,"column":19},"end":{"line":44,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1048¿BlockStatement¿¿1375¿¿¿¿¿¿BlockStatement
1049¿BlockStatement¿¿1375¿¿¿¿{"start":{"line":18,"column":39},"end":{"line":45,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1050¿VariableDeclarator¿¿1375¿v99¿¿¿{"start":{"line":46,"column":31},"end":{"line":46,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1051¿ObjectExpression¿¿1375¿¿¿¿{"start":{"line":46,"column":31},"end":{"line":46,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ObjectExpression
1052¿Property¿¿1375¿¿¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Property
1053¿Literal¿string¿1375¿¿'Content-Type'¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1054¿Literal¿string¿1375¿¿'text/plain'¿¿{"start":{"line":46,"column":48},"end":{"line":46,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1055¿VariableDeclarator¿¿1375¿v100¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1056¿CallExpression¿¿1375¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1057¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1058¿Identifier¿¿1375¿res¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1059¿Identifier¿¿1375¿writeHead¿¿¿{"start":{"line":46,"column":16},"end":{"line":46,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1060¿Literal¿number¿1375¿¿404¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1061¿Identifier¿¿1375¿v99¿¿¿¿¿Identifier
1062¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":46,"column":12},"end":{"line":46,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1063¿Identifier¿¿1375¿v100¿¿¿¿¿Identifier
1064¿VariableDeclarator¿¿1375¿v101¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1065¿CallExpression¿¿1375¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1066¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1067¿Identifier¿¿1375¿res¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1068¿Identifier¿¿1375¿end¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1069¿Literal¿string¿1375¿¿'not found'¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1070¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1071¿Identifier¿¿1375¿v101¿¿¿¿¿Identifier
1072¿BlockStatement¿¿1375¿¿¿¿{"start":{"line":45,"column":15},"end":{"line":48,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1073¿VariableDeclarator¿¿1375¿v103¿¿¿{"start":{"line":49,"column":24},"end":{"line":51,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1074¿FunctionExpression¿¿1375¿anon¿¿¿{"start":{"line":49,"column":24},"end":{"line":51,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿FunctionExpression
1075¿Identifier¿¿0¿e¿¿¿{"start":{"line":49,"column":34},"end":{"line":49,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1076¿VariableDeclarator¿¿1388¿v102¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1077¿CallExpression¿¿1388¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1078¿MemberExpression¿¿1388¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1079¿Identifier¿¿1388¿console¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1080¿Identifier¿¿1388¿log¿¿¿{"start":{"line":50,"column":20},"end":{"line":50,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1081¿Identifier¿¿1388¿e¿¿¿{"start":{"line":50,"column":24},"end":{"line":50,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1082¿ExpressionStatement¿¿1388¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1083¿Identifier¿¿1388¿v102¿¿¿¿¿Identifier
1084¿BlockStatement¿¿1388¿¿¿¿{"start":{"line":49,"column":37},"end":{"line":51,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1085¿VariableDeclarator¿¿1375¿v104¿¿¿{"start":{"line":49,"column":8},"end":{"line":51,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1086¿CallExpression¿¿1375¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":51,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1087¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1088¿Identifier¿¿1375¿req¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1089¿Identifier¿¿1375¿on¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1090¿Literal¿string¿1375¿¿'error'¿¿{"start":{"line":49,"column":15},"end":{"line":49,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1091¿Identifier¿¿1375¿v103¿¿¿¿¿Identifier
1092¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":51,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1093¿Identifier¿¿1375¿v104¿¿¿¿¿Identifier
1094¿VariableDeclarator¿¿1375¿v106¿¿¿{"start":{"line":52,"column":24},"end":{"line":54,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1095¿FunctionExpression¿¿1375¿anon¿¿¿{"start":{"line":52,"column":24},"end":{"line":54,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿FunctionExpression
1096¿Identifier¿¿0¿e¿¿¿{"start":{"line":52,"column":34},"end":{"line":52,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1390¿v105¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1098¿CallExpression¿¿1390¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1099¿MemberExpression¿¿1390¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1100¿Identifier¿¿1390¿console¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1101¿Identifier¿¿1390¿log¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1102¿Identifier¿¿1390¿e¿¿¿{"start":{"line":53,"column":24},"end":{"line":53,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1103¿ExpressionStatement¿¿1390¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1104¿Identifier¿¿1390¿v105¿¿¿¿¿Identifier
1105¿BlockStatement¿¿1390¿¿¿¿{"start":{"line":52,"column":37},"end":{"line":54,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1106¿VariableDeclarator¿¿1375¿v107¿¿¿{"start":{"line":52,"column":8},"end":{"line":54,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1107¿CallExpression¿¿1375¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":54,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1108¿MemberExpression¿¿1375¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1109¿Identifier¿¿1375¿res¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1110¿Identifier¿¿1375¿on¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1111¿Literal¿string¿1375¿¿'error'¿¿{"start":{"line":52,"column":15},"end":{"line":52,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1112¿Identifier¿¿1375¿v106¿¿¿¿¿Identifier
1113¿ExpressionStatement¿¿1375¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":54,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1114¿Identifier¿¿1375¿v107¿¿¿¿¿Identifier
1115¿BlockStatement¿¿1375¿¿¿¿{"start":{"line":9,"column":55},"end":{"line":55,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1116¿VariableDeclarator¿¿1373¿server¿¿¿{"start":{"line":9,"column":8},"end":{"line":55,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1117¿CallExpression¿¿1373¿¿¿¿{"start":{"line":9,"column":17},"end":{"line":55,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1118¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1119¿Identifier¿¿1373¿http¿¿¿{"start":{"line":9,"column":17},"end":{"line":9,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1120¿Identifier¿¿1373¿createServer¿¿¿{"start":{"line":9,"column":22},"end":{"line":9,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1121¿Identifier¿¿1373¿v108¿¿¿¿¿Identifier
1122¿VariableDeclarator¿¿1373¿v109¿¿¿{"start":{"line":57,"column":18},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1123¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":57,"column":18},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1124¿Identifier¿¿1373¿option¿¿¿{"start":{"line":57,"column":18},"end":{"line":57,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1125¿Identifier¿¿1373¿port¿¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1126¿VariableDeclarator¿¿1373¿v136¿¿¿{"start":{"line":57,"column":31},"end":{"line":76,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1127¿FunctionExpression¿¿1373¿anon¿¿¿{"start":{"line":57,"column":31},"end":{"line":76,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿FunctionExpression
1128¿VariableDeclarator¿¿1392¿print¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1129¿ArrayExpression¿¿1392¿¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ArrayExpression
1130¿VariableDeclarator¿¿1392¿v110¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1131¿CallExpression¿¿1392¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1132¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1133¿Identifier¿¿1392¿print¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1134¿Identifier¿¿1392¿push¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1135¿Literal¿string¿1392¿¿'-------------------------------------------------------------'¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1136¿ExpressionStatement¿¿1392¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1137¿Identifier¿¿1392¿v110¿¿¿¿¿Identifier
1138¿VariableDeclarator¿¿1392¿v111¿¿¿{"start":{"line":60,"column":57},"end":{"line":60,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1139¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":60,"column":57},"end":{"line":60,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1140¿Identifier¿¿1392¿option¿¿¿{"start":{"line":60,"column":57},"end":{"line":60,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1141¿Identifier¿¿1392¿port¿¿¿{"start":{"line":60,"column":64},"end":{"line":60,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1142¿VariableDeclarator¿¿1392¿v112¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1143¿BinaryExpression¿+¿1392¿¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1144¿Literal¿string¿1392¿¿'Mini http server running on port '¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1145¿Identifier¿¿1392¿v111¿¿¿¿¿Identifier
1146¿VariableDeclarator¿¿1392¿v113¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1147¿BinaryExpression¿+¿1392¿¿¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1148¿Identifier¿¿1392¿v112¿¿¿¿¿Identifier
1149¿Literal¿string¿1392¿¿' !'¿¿{"start":{"line":60,"column":71},"end":{"line":60,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1150¿VariableDeclarator¿¿1392¿v114¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1151¿CallExpression¿¿1392¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1152¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1153¿Identifier¿¿1392¿print¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1154¿Identifier¿¿1392¿push¿¿¿{"start":{"line":60,"column":14},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1155¿Identifier¿¿1392¿v113¿¿¿¿¿Identifier
1156¿ExpressionStatement¿¿1392¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1157¿Identifier¿¿1392¿v114¿¿¿¿¿Identifier
