Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4334¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":381,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Program
5823¿MemberExpression¿¿7689¿¿¿¿{"start":{"line":176,"column":13},"end":{"line":176,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5824¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":176,"column":13},"end":{"line":176,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5825¿Identifier¿¿7689¿length¿¿¿{"start":{"line":176,"column":18},"end":{"line":176,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5826¿VariableDeclarator¿¿7689¿v602¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5827¿UnaryExpression¿!¿7689¿¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿UnaryExpression
5828¿Identifier¿¿7689¿v601¿¿¿¿¿Identifier
5829¿VariableDeclarator¿¿7689¿v603¿¿¿{"start":{"line":176,"column":28},"end":{"line":176,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5830¿MemberExpression¿computed¿7689¿¿¿¿{"start":{"line":176,"column":28},"end":{"line":176,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5831¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":176,"column":28},"end":{"line":176,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5832¿Literal¿number¿7689¿¿0¿¿{"start":{"line":176,"column":33},"end":{"line":176,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Literal
5833¿VariableDeclarator¿¿7689¿v604¿¿¿{"start":{"line":176,"column":28},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5834¿BinaryExpression¿===¿7689¿¿¿¿{"start":{"line":176,"column":28},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
5835¿Identifier¿¿7689¿v603¿¿¿¿¿Identifier
5836¿Literal¿string¿7689¿¿';'¿¿{"start":{"line":176,"column":40},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Literal
5837¿VariableDeclarator¿¿7689¿v605¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5838¿LogicalExpression¿||¿7689¿¿¿¿{"start":{"line":176,"column":12},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿LogicalExpression
5839¿Identifier¿¿7689¿v602¿¿¿¿¿Identifier
5840¿Identifier¿¿7689¿v604¿¿¿¿¿Identifier
5841¿IfStatement¿¿7689¿¿¿¿{"start":{"line":176,"column":8},"end":{"line":177,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿IfStatement
5842¿Identifier¿¿7689¿v605¿¿¿¿¿Identifier
5843¿ContinueStatement¿¿7689¿¿¿¿{"start":{"line":177,"column":12},"end":{"line":177,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ContinueStatement
5844¿BlockStatement¿¿7689¿¿¿¿¿¿BlockStatement
5845¿VariableDeclarator¿¿7689¿v606¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5846¿MemberExpression¿computed¿7689¿¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5847¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5848¿Literal¿number¿7689¿¿0¿¿{"start":{"line":178,"column":17},"end":{"line":178,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Literal
5849¿VariableDeclarator¿¿7689¿v607¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5850¿BinaryExpression¿===¿7689¿¿¿¿{"start":{"line":178,"column":12},"end":{"line":178,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
5851¿Identifier¿¿7689¿v606¿¿¿¿¿Identifier
5852¿Literal¿string¿7689¿¿'@'¿¿{"start":{"line":178,"column":24},"end":{"line":178,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Literal
5853¿IfStatement¿¿7689¿¿¿¿{"start":{"line":178,"column":8},"end":{"line":187,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿IfStatement
5854¿Identifier¿¿7689¿v607¿¿¿¿¿Identifier
5855¿VariableDeclarator¿¿7689¿v608¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5856¿CallExpression¿¿7689¿¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
5857¿MemberExpression¿¿7689¿¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5858¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":179,"column":16},"end":{"line":179,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5859¿Identifier¿¿7689¿startsWith¿¿¿{"start":{"line":179,"column":21},"end":{"line":179,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5860¿Identifier¿¿7689¿INCLUDE¿¿¿{"start":{"line":179,"column":32},"end":{"line":179,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5861¿IfStatement¿¿7689¿¿¿¿{"start":{"line":179,"column":12},"end":{"line":186,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿IfStatement
5862¿Identifier¿¿7689¿v608¿¿¿¿¿Identifier
5863¿VariableDeclarator¿¿7689¿v609¿¿¿{"start":{"line":180,"column":16},"end":{"line":180,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5864¿CallExpression¿¿7689¿¿¿¿{"start":{"line":180,"column":16},"end":{"line":180,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
5865¿Identifier¿¿7689¿parseInclude¿¿¿{"start":{"line":180,"column":16},"end":{"line":180,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5866¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":180,"column":29},"end":{"line":180,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5867¿Identifier¿¿7689¿ctx¿¿¿{"start":{"line":180,"column":35},"end":{"line":180,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5868¿ExpressionStatement¿¿7689¿¿¿¿{"start":{"line":180,"column":16},"end":{"line":180,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
5869¿Identifier¿¿7689¿v609¿¿¿¿¿Identifier
5870¿ContinueStatement¿¿7689¿¿¿¿{"start":{"line":181,"column":16},"end":{"line":181,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ContinueStatement
5871¿BlockStatement¿¿7689¿¿¿¿{"start":{"line":179,"column":42},"end":{"line":182,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
5872¿VariableDeclarator¿¿7689¿v610¿¿¿{"start":{"line":183,"column":21},"end":{"line":183,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5873¿CallExpression¿¿7689¿¿¿¿{"start":{"line":183,"column":21},"end":{"line":183,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
5874¿MemberExpression¿¿7689¿¿¿¿{"start":{"line":183,"column":21},"end":{"line":183,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5875¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":183,"column":21},"end":{"line":183,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5876¿Identifier¿¿7689¿startsWith¿¿¿{"start":{"line":183,"column":26},"end":{"line":183,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5877¿Identifier¿¿7689¿PREFIX¿¿¿{"start":{"line":183,"column":37},"end":{"line":183,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5878¿IfStatement¿¿7689¿¿¿¿{"start":{"line":183,"column":17},"end":{"line":186,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿IfStatement
5879¿Identifier¿¿7689¿v610¿¿¿¿¿Identifier
5880¿VariableDeclarator¿¿7689¿v611¿¿¿{"start":{"line":184,"column":31},"end":{"line":184,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5881¿CallExpression¿¿7689¿¿¿¿{"start":{"line":184,"column":31},"end":{"line":184,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
5882¿Identifier¿¿7689¿parsePrefix¿¿¿{"start":{"line":184,"column":31},"end":{"line":184,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5883¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":184,"column":43},"end":{"line":184,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5884¿Identifier¿¿7689¿ctx¿¿¿{"start":{"line":184,"column":49},"end":{"line":184,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5885¿VariableDeclarator¿¿7689¿v612¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5886¿LogicalExpression¿&&¿7689¿¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿LogicalExpression
5887¿Identifier¿¿7689¿usePrefixes¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5888¿Identifier¿¿7689¿v611¿¿¿¿¿Identifier
5889¿ExpressionStatement¿¿7689¿¿¿¿{"start":{"line":184,"column":16},"end":{"line":184,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
5890¿Identifier¿¿7689¿v612¿¿¿¿¿Identifier
5891¿ContinueStatement¿¿7689¿¿¿¿{"start":{"line":185,"column":16},"end":{"line":185,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ContinueStatement
5892¿BlockStatement¿¿7689¿¿¿¿{"start":{"line":183,"column":46},"end":{"line":186,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
5893¿BlockStatement¿¿7689¿¿¿¿¿¿BlockStatement
5894¿BlockStatement¿¿7689¿¿¿¿{"start":{"line":178,"column":29},"end":{"line":187,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
5895¿ExpressionStatement¿¿7689¿¿¿¿{"start":{"line":188,"column":8},"end":{"line":188,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
5896¿AssignmentExpression¿=¿7689¿¿¿¿{"start":{"line":188,"column":8},"end":{"line":188,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
5897¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":188,"column":8},"end":{"line":188,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5898¿CallExpression¿¿7689¿¿¿¿{"start":{"line":188,"column":15},"end":{"line":188,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
5899¿MemberExpression¿¿7689¿¿¿¿{"start":{"line":188,"column":15},"end":{"line":188,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5900¿Identifier¿¿7689¿strings¿¿¿{"start":{"line":188,"column":15},"end":{"line":188,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5901¿Identifier¿¿7689¿unescape¿¿¿{"start":{"line":188,"column":23},"end":{"line":188,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5902¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":188,"column":32},"end":{"line":188,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5903¿VariableDeclarator¿¿7689¿v613¿¿¿{"start":{"line":189,"column":43},"end":{"line":189,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5904¿MemberExpression¿¿7689¿¿¿¿{"start":{"line":189,"column":43},"end":{"line":189,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5905¿Identifier¿¿7689¿ctx¿¿¿{"start":{"line":189,"column":43},"end":{"line":189,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5906¿Identifier¿¿7689¿prefixes¿¿¿{"start":{"line":189,"column":47},"end":{"line":189,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5907¿VariableDeclarator¿¿7689¿v614¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5908¿LogicalExpression¿&&¿7689¿¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿LogicalExpression
5909¿Identifier¿¿7689¿usePrefixes¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5910¿AssignmentExpression¿=¿7689¿¿¿¿{"start":{"line":189,"column":24},"end":{"line":189,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
5911¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":189,"column":24},"end":{"line":189,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5912¿CallExpression¿¿7689¿¿¿¿{"start":{"line":189,"column":31},"end":{"line":189,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
5913¿Identifier¿¿7689¿qualifiedID¿¿¿{"start":{"line":189,"column":31},"end":{"line":189,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5914¿Identifier¿¿7689¿v613¿¿¿¿¿Identifier
5915¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":189,"column":57},"end":{"line":189,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5916¿ExpressionStatement¿¿7689¿¿¿¿{"start":{"line":189,"column":8},"end":{"line":189,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
5917¿Identifier¿¿7689¿v614¿¿¿¿¿Identifier
5918¿VariableDeclarator¿¿7689¿v615¿¿¿{"start":{"line":190,"column":21},"end":{"line":190,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5919¿MemberExpression¿computed¿7689¿¿¿¿{"start":{"line":190,"column":21},"end":{"line":190,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5920¿Identifier¿¿7689¿nodes¿¿¿{"start":{"line":190,"column":21},"end":{"line":190,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5921¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":190,"column":27},"end":{"line":190,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5922¿VariableDeclarator¿¿7689¿v616¿¿¿{"start":{"line":190,"column":51},"end":{"line":190,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5923¿ObjectExpression¿¿7689¿¿¿¿¿¿ObjectExpression
5924¿ExpressionStatement¿¿7689¿¿¿¿{"start":{"line":190,"column":51},"end":{"line":190,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
5925¿AssignmentExpression¿=¿7689¿¿¿¿{"start":{"line":190,"column":51},"end":{"line":190,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
5926¿MemberExpression¿¿7689¿¿¿¿{"start":{"line":190,"column":51},"end":{"line":190,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5927¿Identifier¿¿7689¿v616¿¿¿¿¿Identifier
5928¿Identifier¿¿7689¿$id¿¿¿{"start":{"line":190,"column":53},"end":{"line":190,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5929¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":190,"column":58},"end":{"line":190,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5930¿VariableDeclarator¿¿7689¿curr¿¿¿{"start":{"line":190,"column":14},"end":{"line":190,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5931¿LogicalExpression¿||¿7689¿¿¿¿{"start":{"line":190,"column":21},"end":{"line":190,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿LogicalExpression
5932¿Identifier¿¿7689¿v615¿¿¿¿¿Identifier
5933¿AssignmentExpression¿=¿7689¿¿¿¿{"start":{"line":190,"column":37},"end":{"line":190,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
5934¿MemberExpression¿computed¿7689¿¿¿¿{"start":{"line":190,"column":37},"end":{"line":190,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
5935¿Identifier¿¿7689¿nodes¿¿¿{"start":{"line":190,"column":37},"end":{"line":190,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5936¿Identifier¿¿7689¿subj¿¿¿{"start":{"line":190,"column":43},"end":{"line":190,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5937¿Identifier¿¿7689¿v616¿¿¿¿¿Identifier
5938¿VariableDeclarator¿¿7689¿v617¿¿¿{"start":{"line":191,"column":15},"end":{"line":191,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5939¿BinaryExpression¿<¿7689¿¿¿¿{"start":{"line":191,"column":15},"end":{"line":191,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
5940¿Identifier¿¿7689¿i¿¿¿{"start":{"line":191,"column":15},"end":{"line":191,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5941¿Identifier¿¿7689¿n¿¿¿{"start":{"line":191,"column":19},"end":{"line":191,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
5942¿WhileStatement¿¿7689¿¿¿¿{"start":{"line":191,"column":8},"end":{"line":205,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿WhileStatement
5943¿Identifier¿¿7689¿v617¿¿¿¿¿Identifier
5944¿VariableDeclarator¿¿7689¿line¿¿¿{"start":{"line":192,"column":16},"end":{"line":192,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
5945¿MemberExpression¿computed¿7689¿¿¿¿{"start":{"line":192,"column":23},"end":{"line":192,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
