Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1038¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":136,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Program
1289¿VariableDeclarator¿¿1843¿fileRelative¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1290¿CallExpression¿¿1843¿¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1291¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1292¿Identifier¿¿1843¿path¿¿¿{"start":{"line":47,"column":21},"end":{"line":47,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1293¿Identifier¿¿1843¿join¿¿¿{"start":{"line":47,"column":26},"end":{"line":47,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1294¿Identifier¿¿1843¿v126¿¿¿¿¿Identifier
1295¿Identifier¿¿1843¿v127¿¿¿¿¿Identifier
1296¿VariableDeclarator¿¿1843¿v135¿¿¿{"start":{"line":48,"column":26},"end":{"line":53,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1297¿FunctionExpression¿¿1843¿anon¿¿¿{"start":{"line":48,"column":26},"end":{"line":53,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿FunctionExpression
1298¿Identifier¿¿0¿exists¿¿¿{"start":{"line":48,"column":36},"end":{"line":48,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1299¿IfStatement¿¿1846¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿IfStatement
1300¿Identifier¿¿1846¿exists¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1301¿VariableDeclarator¿¿1846¿v128¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1302¿BinaryExpression¿+¿1846¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BinaryExpression
1303¿Identifier¿¿1846¿pathname¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1304¿Literal¿string¿1846¿¿'.html'¿¿{"start":{"line":50,"column":27},"end":{"line":50,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1305¿VariableDeclarator¿¿1846¿v129¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1306¿MemberExpression¿¿1846¿¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1307¿Identifier¿¿1846¿parsedUrl¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1308¿Identifier¿¿1846¿search¿¿¿{"start":{"line":50,"column":48},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1309¿VariableDeclarator¿¿1846¿v130¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1310¿LogicalExpression¿||¿1846¿¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿LogicalExpression
1311¿Identifier¿¿1846¿v129¿¿¿¿¿Identifier
1312¿Literal¿string¿1846¿¿''¿¿{"start":{"line":50,"column":58},"end":{"line":50,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1313¿VariableDeclarator¿¿1846¿v131¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1314¿BinaryExpression¿+¿1846¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BinaryExpression
1315¿Identifier¿¿1846¿v128¿¿¿¿¿Identifier
1316¿Identifier¿¿1846¿v130¿¿¿¿¿Identifier
1317¿VariableDeclarator¿¿1846¿v132¿¿¿{"start":{"line":50,"column":65},"end":{"line":50,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1318¿MemberExpression¿¿1846¿¿¿¿{"start":{"line":50,"column":65},"end":{"line":50,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1319¿Identifier¿¿1846¿parsedUrl¿¿¿{"start":{"line":50,"column":65},"end":{"line":50,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1320¿Identifier¿¿1846¿hash¿¿¿{"start":{"line":50,"column":75},"end":{"line":50,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1321¿VariableDeclarator¿¿1846¿v133¿¿¿{"start":{"line":50,"column":65},"end":{"line":50,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1322¿LogicalExpression¿||¿1846¿¿¿¿{"start":{"line":50,"column":65},"end":{"line":50,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿LogicalExpression
1323¿Identifier¿¿1846¿v132¿¿¿¿¿Identifier
1324¿Literal¿string¿1846¿¿''¿¿{"start":{"line":50,"column":83},"end":{"line":50,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1325¿ExpressionStatement¿¿1846¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1326¿AssignmentExpression¿=¿1846¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1327¿MemberExpression¿¿1846¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1328¿Identifier¿¿1846¿req¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1329¿Identifier¿¿1846¿url¿¿¿{"start":{"line":50,"column":10},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1330¿BinaryExpression¿+¿1846¿¿¿¿{"start":{"line":50,"column":16},"end":{"line":50,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BinaryExpression
1331¿Identifier¿¿1846¿v131¿¿¿¿¿Identifier
1332¿Identifier¿¿1846¿v133¿¿¿¿¿Identifier
1333¿BlockStatement¿¿1846¿¿¿¿{"start":{"line":49,"column":16},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1334¿VariableDeclarator¿¿1846¿v134¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1335¿CallExpression¿¿1846¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1336¿Identifier¿¿1846¿next¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1337¿ExpressionStatement¿¿1846¿¿¿¿{"start":{"line":52,"column":4},"end":{"line":52,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1338¿Identifier¿¿1846¿v134¿¿¿¿¿Identifier
1339¿BlockStatement¿¿1846¿¿¿¿{"start":{"line":48,"column":44},"end":{"line":53,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1340¿VariableDeclarator¿¿1843¿v136¿¿¿{"start":{"line":48,"column":2},"end":{"line":53,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1341¿CallExpression¿¿1843¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":53,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1342¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1343¿Identifier¿¿1843¿fs¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1344¿Identifier¿¿1843¿exists¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1345¿Identifier¿¿1843¿fileRelative¿¿¿{"start":{"line":48,"column":12},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1346¿Identifier¿¿1843¿v135¿¿¿¿¿Identifier
1347¿ExpressionStatement¿¿1843¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":53,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1348¿Identifier¿¿1843¿v136¿¿¿¿¿Identifier
1349¿BlockStatement¿¿1843¿¿¿¿{"start":{"line":39,"column":73},"end":{"line":54,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1350¿VariableDeclarator¿¿1841¿budoLiveOpts¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1351¿ObjectExpression¿¿1841¿¿¿¿¿¿ObjectExpression
1352¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1353¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1354¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1355¿Identifier¿¿1841¿budoLiveOpts¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1356¿Identifier¿¿1841¿cache¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1357¿Literal¿boolean¿1841¿¿false¿¿{"start":{"line":59,"column":9},"end":{"line":59,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1358¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1359¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1360¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1361¿Identifier¿¿1841¿budoLiveOpts¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1362¿Identifier¿¿1841¿debug¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1363¿Literal¿boolean¿1841¿¿true¿¿{"start":{"line":61,"column":9},"end":{"line":61,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1364¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1365¿AssignmentExpression¿=¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿AssignmentExpression
1366¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":56,"column":4},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1367¿Identifier¿¿1841¿budoLiveOpts¿¿¿{"start":{"line":56,"column":4},"end":{"line":56,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1368¿Identifier¿¿1841¿live¿¿¿{"start":{"line":63,"column":2},"end":{"line":63,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1369¿Literal¿boolean¿1841¿¿true¿¿{"start":{"line":63,"column":8},"end":{"line":63,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1370¿VariableDeclarator¿¿1841¿budoMiddleware¿¿¿{"start":{"line":67,"column":4},"end":{"line":67,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1371¿ArrayExpression¿¿1841¿¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ArrayExpression
1372¿Identifier¿¿1841¿staticMiddlewareForFilesWithoutTrailingSlashes¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1373¿VariableDeclarator¿¿1841¿v137¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1374¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1375¿Identifier¿¿1841¿OPTS¿¿¿{"start":{"line":71,"column":18},"end":{"line":71,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1376¿Identifier¿¿1841¿routerPath¿¿¿{"start":{"line":71,"column":23},"end":{"line":71,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1377¿VariableDeclarator¿¿1841¿v138¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1378¿CallExpression¿¿1841¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1379¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1380¿Identifier¿¿1841¿fs¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1381¿Identifier¿¿1841¿existsSync¿¿¿{"start":{"line":71,"column":7},"end":{"line":71,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1382¿Identifier¿¿1841¿v137¿¿¿¿¿Identifier
1383¿IfStatement¿¿1841¿¿¿¿{"start":{"line":71,"column":0},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿IfStatement
1384¿Identifier¿¿1841¿v138¿¿¿¿¿Identifier
1385¿VariableDeclarator¿¿1841¿v139¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1386¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1387¿Identifier¿¿1841¿OPTS¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1388¿Identifier¿¿1841¿routerPath¿¿¿{"start":{"line":72,"column":45},"end":{"line":72,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1389¿VariableDeclarator¿¿1841¿v140¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1390¿CallExpression¿¿1841¿¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1391¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1392¿Identifier¿¿1841¿yonder¿¿¿{"start":{"line":72,"column":22},"end":{"line":72,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1393¿Identifier¿¿1841¿middleware¿¿¿{"start":{"line":72,"column":29},"end":{"line":72,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1394¿Identifier¿¿1841¿v139¿¿¿¿¿Identifier
1395¿VariableDeclarator¿¿1841¿v141¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1396¿CallExpression¿¿1841¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1397¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1398¿Identifier¿¿1841¿budoMiddleware¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1399¿Identifier¿¿1841¿push¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1400¿Identifier¿¿1841¿v140¿¿¿¿¿Identifier
1401¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1402¿Identifier¿¿1841¿v141¿¿¿¿¿Identifier
1403¿BlockStatement¿¿1841¿¿¿¿{"start":{"line":71,"column":36},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1404¿VariableDeclarator¿¿1841¿regenerateAllNunjucksTemplates¿¿¿{"start":{"line":75,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1405¿FunctionExpression¿¿1841¿anon¿¿¿{"start":{"line":75,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿FunctionExpression
1406¿VariableDeclarator¿¿1850¿v142¿¿¿{"start":{"line":76,"column":58},"end":{"line":76,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1407¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":58},"end":{"line":76,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1408¿Identifier¿¿1850¿OPTS¿¿¿{"start":{"line":76,"column":58},"end":{"line":76,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1409¿Identifier¿¿1850¿nunjucks¿¿¿{"start":{"line":76,"column":63},"end":{"line":76,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1410¿VariableDeclarator¿¿1850¿v143¿¿¿{"start":{"line":76,"column":58},"end":{"line":76,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1411¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":58},"end":{"line":76,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1412¿Identifier¿¿1850¿v142¿¿¿¿¿Identifier
