Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
620¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":58,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Program
877¿CallExpression¿¿1096¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":31,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
878¿MemberExpression¿¿1096¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
879¿Identifier¿¿1096¿v97¿¿¿¿¿Identifier
880¿Identifier¿¿1096¿forEach¿¿¿{"start":{"line":24,"column":39},"end":{"line":24,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
881¿Identifier¿¿1096¿v110¿¿¿¿¿Identifier
882¿ExpressionStatement¿¿1096¿¿¿¿{"start":{"line":24,"column":4},"end":{"line":31,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
883¿Identifier¿¿1096¿v111¿¿¿¿¿Identifier
884¿BlockStatement¿¿1096¿¿¿¿{"start":{"line":19,"column":19},"end":{"line":32,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
885¿BlockStatement¿¿1096¿¿¿¿{"start":{"line":18,"column":44},"end":{"line":33,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
886¿ExpressionStatement¿¿1090¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":33,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
887¿AssignmentExpression¿=¿1090¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":33,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
888¿MemberExpression¿¿1090¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":18,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
889¿Identifier¿¿1090¿v84¿¿¿¿¿Identifier
890¿Identifier¿¿1090¿initUrl¿¿¿{"start":{"line":18,"column":19},"end":{"line":18,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
891¿Identifier¿¿1090¿v112¿¿¿¿¿Identifier
892¿VariableDeclarator¿¿1090¿v113¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
893¿MemberExpression¿¿1090¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
894¿Identifier¿¿1090¿FileInfo¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
895¿Identifier¿¿1090¿prototype¿¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
896¿VariableDeclarator¿¿1090¿v124¿¿¿{"start":{"line":35,"column":0},"end":{"line":41,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
897¿FunctionExpression¿¿1090¿anon¿¿¿{"start":{"line":35,"column":30},"end":{"line":41,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿FunctionExpression
898¿VariableDeclarator¿¿1103¿v114¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
899¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
900¿ThisExpression¿¿1103¿¿¿¿{"start":{"line":37,"column":30},"end":{"line":37,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
901¿Identifier¿¿1103¿name¿¿¿{"start":{"line":37,"column":35},"end":{"line":37,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
902¿VariableDeclarator¿¿1103¿v115¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
903¿CallExpression¿¿1103¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
904¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
905¿Identifier¿¿1103¿path¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
906¿Identifier¿¿1103¿basename¿¿¿{"start":{"line":37,"column":21},"end":{"line":37,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
907¿Identifier¿¿1103¿v114¿¿¿¿¿Identifier
908¿VariableDeclarator¿¿1103¿v116¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
909¿CallExpression¿¿1103¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
910¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":37,"column":16},"end":{"line":37,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
911¿Identifier¿¿1103¿v115¿¿¿¿¿Identifier
912¿Identifier¿¿1103¿replace¿¿¿{"start":{"line":37,"column":41},"end":{"line":37,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
913¿Literal¿object¿1103¿¿/^\.+/¿¿{"start":{"line":37,"column":49},"end":{"line":37,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
914¿Literal¿string¿1103¿¿''¿¿{"start":{"line":37,"column":57},"end":{"line":37,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
915¿ExpressionStatement¿¿1103¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
916¿AssignmentExpression¿=¿1103¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
917¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
918¿ThisExpression¿¿1103¿¿¿¿{"start":{"line":37,"column":4},"end":{"line":37,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
919¿Identifier¿¿1103¿name¿¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
920¿Identifier¿¿1103¿v116¿¿¿¿¿Identifier
921¿VariableDeclarator¿¿1103¿v117¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
922¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
923¿Identifier¿¿1103¿options¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
924¿Identifier¿¿1103¿uploadDir¿¿¿{"start":{"line":38,"column":31},"end":{"line":38,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
925¿VariableDeclarator¿¿1103¿v118¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
926¿BinaryExpression¿+¿1103¿¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
927¿Identifier¿¿1103¿v117¿¿¿¿¿Identifier
928¿Literal¿string¿1103¿¿'/'¿¿{"start":{"line":38,"column":43},"end":{"line":38,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
929¿VariableDeclarator¿¿1103¿v119¿¿¿{"start":{"line":38,"column":49},"end":{"line":38,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
930¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":38,"column":49},"end":{"line":38,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
931¿ThisExpression¿¿1103¿¿¿¿{"start":{"line":38,"column":49},"end":{"line":38,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
932¿Identifier¿¿1103¿name¿¿¿{"start":{"line":38,"column":54},"end":{"line":38,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
933¿VariableDeclarator¿¿1103¿v120¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
934¿BinaryExpression¿+¿1103¿¿¿¿{"start":{"line":38,"column":23},"end":{"line":38,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
935¿Identifier¿¿1103¿v118¿¿¿¿¿Identifier
936¿Identifier¿¿1103¿v119¿¿¿¿¿Identifier
937¿VariableDeclarator¿¿1103¿v121¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
938¿CallExpression¿¿1103¿¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
939¿Identifier¿¿1103¿_existsSync¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
940¿Identifier¿¿1103¿v120¿¿¿¿¿Identifier
941¿WhileStatement¿¿1103¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿WhileStatement
942¿Identifier¿¿1103¿v121¿¿¿¿¿Identifier
943¿VariableDeclarator¿¿1103¿v122¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
944¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
945¿ThisExpression¿¿1103¿¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
946¿Identifier¿¿1103¿name¿¿¿{"start":{"line":39,"column":23},"end":{"line":39,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
947¿VariableDeclarator¿¿1103¿v123¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
948¿CallExpression¿¿1103¿¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
949¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
950¿Identifier¿¿1103¿v122¿¿¿¿¿Identifier
951¿Identifier¿¿1103¿replace¿¿¿{"start":{"line":39,"column":28},"end":{"line":39,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
952¿Identifier¿¿1103¿nameCountRegexp¿¿¿{"start":{"line":39,"column":36},"end":{"line":39,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
953¿Identifier¿¿1103¿nameCountFunc¿¿¿{"start":{"line":39,"column":53},"end":{"line":39,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
954¿ExpressionStatement¿¿1103¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
955¿AssignmentExpression¿=¿1103¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
956¿MemberExpression¿¿1103¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
957¿ThisExpression¿¿1103¿¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
958¿Identifier¿¿1103¿name¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
959¿Identifier¿¿1103¿v123¿¿¿¿¿Identifier
960¿ExpressionStatement¿¿1103¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
961¿AssignmentExpression¿=¿1103¿¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
962¿Identifier¿¿1103¿v121¿¿¿{"start":{"line":38,"column":4},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
963¿CallExpression¿¿1103¿¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
964¿Identifier¿¿1103¿_existsSync¿¿¿{"start":{"line":38,"column":11},"end":{"line":38,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
965¿Identifier¿¿1103¿v120¿¿¿¿¿Identifier
966¿BlockStatement¿¿1103¿¿¿¿{"start":{"line":38,"column":61},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
967¿BlockStatement¿¿1103¿¿¿¿{"start":{"line":35,"column":42},"end":{"line":41,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
968¿ExpressionStatement¿¿1090¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":41,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
969¿AssignmentExpression¿=¿1090¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":41,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
970¿MemberExpression¿¿1090¿¿¿¿{"start":{"line":35,"column":0},"end":{"line":35,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
971¿Identifier¿¿1090¿v113¿¿¿¿¿Identifier
972¿Identifier¿¿1090¿safeName¿¿¿{"start":{"line":35,"column":19},"end":{"line":35,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
973¿Identifier¿¿1090¿v124¿¿¿¿¿Identifier
974¿VariableDeclarator¿¿1090¿v125¿¿¿{"start":{"line":43,"column":0},"end":{"line":43,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
975¿MemberExpression¿¿1090¿¿¿¿{"start":{"line":43,"column":0},"end":{"line":43,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
976¿Identifier¿¿1090¿FileInfo¿¿¿{"start":{"line":43,"column":0},"end":{"line":43,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
977¿Identifier¿¿1090¿prototype¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
978¿VariableDeclarator¿¿1090¿v142¿¿¿{"start":{"line":43,"column":0},"end":{"line":55,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
979¿FunctionExpression¿¿1090¿anon¿¿¿{"start":{"line":43,"column":30},"end":{"line":55,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿FunctionExpression
980¿VariableDeclarator¿¿1106¿v126¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
981¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
982¿Identifier¿¿1106¿options¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
983¿Identifier¿¿1106¿minFileSize¿¿¿{"start":{"line":44,"column":16},"end":{"line":44,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
984¿VariableDeclarator¿¿1106¿v127¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
985¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
986¿Identifier¿¿1106¿options¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
987¿Identifier¿¿1106¿minFileSize¿¿¿{"start":{"line":44,"column":39},"end":{"line":44,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
988¿VariableDeclarator¿¿1106¿v128¿¿¿{"start":{"line":44,"column":53},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
989¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":44,"column":53},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
990¿ThisExpression¿¿1106¿¿¿¿{"start":{"line":44,"column":53},"end":{"line":44,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
991¿Identifier¿¿1106¿size¿¿¿{"start":{"line":44,"column":58},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
992¿VariableDeclarator¿¿1106¿v129¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
993¿BinaryExpression¿>¿1106¿¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
994¿Identifier¿¿1106¿v127¿¿¿¿¿Identifier
995¿Identifier¿¿1106¿v128¿¿¿¿¿Identifier
996¿VariableDeclarator¿¿1106¿v130¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
997¿LogicalExpression¿&&¿1106¿¿¿¿{"start":{"line":44,"column":8},"end":{"line":44,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿LogicalExpression
998¿Identifier¿¿1106¿v126¿¿¿¿¿Identifier
999¿Identifier¿¿1106¿v129¿¿¿¿¿Identifier
1000¿IfStatement¿¿1106¿¿¿¿{"start":{"line":44,"column":4},"end":{"line":46,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿IfStatement
1001¿Identifier¿¿1106¿v130¿¿¿¿¿Identifier
1002¿ExpressionStatement¿¿1106¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
1003¿AssignmentExpression¿=¿1106¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
1004¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1005¿ThisExpression¿¿1106¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
1006¿Identifier¿¿1106¿error¿¿¿{"start":{"line":45,"column":13},"end":{"line":45,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1007¿Literal¿string¿1106¿¿'File is too small'¿¿{"start":{"line":45,"column":21},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
