Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
809¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Program
1060¿Identifier¿¿1415¿v106¿¿¿¿¿Identifier
1061¿Identifier¿¿1415¿rename¿¿¿{"start":{"line":49,"column":74},"end":{"line":49,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1062¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":49,"column":25},"end":{"line":49,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1063¿Identifier¿¿1415¿v107¿¿¿¿¿Identifier
1064¿BlockStatement¿¿1415¿¿¿¿¿¿BlockStatement
1065¿BreakStatement¿¿1415¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BreakStatement
1066¿SwitchCase¿¿1415¿¿¿¿{"start":{"line":51,"column":6},"end":{"line":54,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿SwitchCase
1067¿Literal¿string¿1415¿¿'external-action'¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1068¿VariableDeclarator¿¿1415¿v108¿¿¿{"start":{"line":52,"column":36},"end":{"line":52,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1069¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":52,"column":36},"end":{"line":52,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1070¿Identifier¿¿1415¿mapTemplates¿¿¿{"start":{"line":52,"column":36},"end":{"line":52,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1071¿Identifier¿¿1415¿external_actions¿¿¿{"start":{"line":52,"column":49},"end":{"line":52,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1072¿VariableDeclarator¿¿1415¿v109¿¿¿{"start":{"line":52,"column":36},"end":{"line":52,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1073¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":52,"column":36},"end":{"line":52,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1074¿Identifier¿¿1415¿v108¿¿¿¿¿Identifier
1075¿Identifier¿¿1415¿url¿¿¿{"start":{"line":52,"column":66},"end":{"line":52,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1076¿VariableDeclarator¿¿1415¿v110¿¿¿{"start":{"line":52,"column":71},"end":{"line":52,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1077¿CallExpression¿¿1415¿¿¿¿{"start":{"line":52,"column":71},"end":{"line":52,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1078¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":52,"column":71},"end":{"line":52,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1079¿Identifier¿¿1415¿process¿¿¿{"start":{"line":52,"column":71},"end":{"line":52,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1080¿Identifier¿¿1415¿cwd¿¿¿{"start":{"line":52,"column":79},"end":{"line":52,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1081¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1082¿AwaitExpression¿¿1415¿¿¿¿{"start":{"line":52,"column":8},"end":{"line":52,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿AwaitExpression
1083¿CallExpression¿¿1415¿¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1084¿Identifier¿¿1415¿downloadAndExtractZip¿¿¿{"start":{"line":52,"column":14},"end":{"line":52,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1085¿Identifier¿¿1415¿v109¿¿¿¿¿Identifier
1086¿Identifier¿¿1415¿v110¿¿¿¿¿Identifier
1087¿IfStatement¿¿1415¿¿¿¿{"start":{"line":53,"column":8},"end":{"line":53,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
1088¿Identifier¿¿1415¿checkRename¿¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1089¿VariableDeclarator¿¿1415¿v111¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1090¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1091¿Identifier¿¿1415¿mapTemplates¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1092¿Identifier¿¿1415¿external_actions¿¿¿{"start":{"line":53,"column":52},"end":{"line":53,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1093¿VariableDeclarator¿¿1415¿v112¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1094¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":53,"column":39},"end":{"line":53,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1095¿Identifier¿¿1415¿v111¿¿¿¿¿Identifier
1096¿Identifier¿¿1415¿name¿¿¿{"start":{"line":53,"column":69},"end":{"line":53,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1415¿v113¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1098¿CallExpression¿¿1415¿¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1099¿Identifier¿¿1415¿renameDefault¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1100¿Identifier¿¿1415¿v112¿¿¿¿¿Identifier
1101¿Identifier¿¿1415¿rename¿¿¿{"start":{"line":53,"column":75},"end":{"line":53,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1102¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":53,"column":25},"end":{"line":53,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1103¿Identifier¿¿1415¿v113¿¿¿¿¿Identifier
1104¿BlockStatement¿¿1415¿¿¿¿¿¿BlockStatement
1105¿BreakStatement¿¿1415¿¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BreakStatement
1106¿SwitchCase¿¿1415¿¿¿¿{"start":{"line":55,"column":6},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿SwitchCase
1107¿Literal¿string¿1415¿¿'external-trigger'¿¿{"start":{"line":55,"column":11},"end":{"line":55,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1108¿VariableDeclarator¿¿1415¿v114¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1109¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1110¿Identifier¿¿1415¿mapTemplates¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1111¿Identifier¿¿1415¿external_webhooks¿¿¿{"start":{"line":56,"column":49},"end":{"line":56,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1112¿VariableDeclarator¿¿1415¿v115¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1113¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":56,"column":36},"end":{"line":56,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1114¿Identifier¿¿1415¿v114¿¿¿¿¿Identifier
1115¿Identifier¿¿1415¿url¿¿¿{"start":{"line":56,"column":67},"end":{"line":56,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1116¿VariableDeclarator¿¿1415¿v116¿¿¿{"start":{"line":56,"column":72},"end":{"line":56,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1117¿CallExpression¿¿1415¿¿¿¿{"start":{"line":56,"column":72},"end":{"line":56,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1118¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":56,"column":72},"end":{"line":56,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1119¿Identifier¿¿1415¿process¿¿¿{"start":{"line":56,"column":72},"end":{"line":56,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1120¿Identifier¿¿1415¿cwd¿¿¿{"start":{"line":56,"column":80},"end":{"line":56,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1121¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1122¿AwaitExpression¿¿1415¿¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿AwaitExpression
1123¿CallExpression¿¿1415¿¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1124¿Identifier¿¿1415¿downloadAndExtractZip¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1125¿Identifier¿¿1415¿v115¿¿¿¿¿Identifier
1126¿Identifier¿¿1415¿v116¿¿¿¿¿Identifier
1127¿IfStatement¿¿1415¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
1128¿Identifier¿¿1415¿checkRename¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1129¿VariableDeclarator¿¿1415¿v117¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1130¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1131¿Identifier¿¿1415¿mapTemplates¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1132¿Identifier¿¿1415¿external_webhooks¿¿¿{"start":{"line":57,"column":52},"end":{"line":57,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1133¿VariableDeclarator¿¿1415¿v118¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1134¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":57,"column":39},"end":{"line":57,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1135¿Identifier¿¿1415¿v117¿¿¿¿¿Identifier
1136¿Identifier¿¿1415¿name¿¿¿{"start":{"line":57,"column":70},"end":{"line":57,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1137¿VariableDeclarator¿¿1415¿v119¿¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1138¿CallExpression¿¿1415¿¿¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1139¿Identifier¿¿1415¿renameDefault¿¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1140¿Identifier¿¿1415¿v118¿¿¿¿¿Identifier
1141¿Identifier¿¿1415¿rename¿¿¿{"start":{"line":57,"column":76},"end":{"line":57,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1142¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":57,"column":25},"end":{"line":57,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1143¿Identifier¿¿1415¿v119¿¿¿¿¿Identifier
1144¿BlockStatement¿¿1415¿¿¿¿¿¿BlockStatement
1145¿BreakStatement¿¿1415¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BreakStatement
1146¿SwitchCase¿¿1415¿¿¿¿{"start":{"line":59,"column":6},"end":{"line":60,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿SwitchCase
1147¿VariableDeclarator¿¿1415¿v120¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1148¿CallExpression¿¿1415¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1149¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1150¿Identifier¿¿1415¿console¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1151¿Identifier¿¿1415¿log¿¿¿{"start":{"line":60,"column":16},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1152¿Literal¿string¿1415¿¿'Invalid template name'¿¿{"start":{"line":60,"column":20},"end":{"line":60,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1153¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1154¿Identifier¿¿1415¿v120¿¿¿¿¿Identifier
1155¿VariableDeclarator¿¿1415¿v121¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1156¿CallExpression¿¿1415¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1157¿MemberExpression¿¿1415¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1158¿Identifier¿¿1415¿console¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1159¿Identifier¿¿1415¿log¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1160¿Literal¿string¿1415¿¿'exists'¿¿{"start":{"line":63,"column":16},"end":{"line":63,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1161¿ExpressionStatement¿¿1415¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":63,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1162¿Identifier¿¿1415¿v121¿¿¿¿¿Identifier
1163¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":39,"column":40},"end":{"line":64,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1164¿BlockStatement¿¿1415¿¿¿¿{"start":{"line":32,"column":41},"end":{"line":65,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1165¿VariableDeclarator¿¿1413¿renameDefault¿¿¿{"start":{"line":67,"column":0},"end":{"line":82,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1166¿FunctionExpression¿¿1413¿anon¿¿¿{"start":{"line":67,"column":0},"end":{"line":82,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿FunctionExpression
1167¿Identifier¿¿0¿defaultName¿¿¿{"start":{"line":67,"column":23},"end":{"line":67,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1168¿Identifier¿¿0¿newName¿¿¿{"start":{"line":67,"column":36},"end":{"line":67,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1169¿VariableDeclarator¿¿1430¿v122¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1170¿UnaryExpression¿!¿1430¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿UnaryExpression
1171¿Identifier¿¿1430¿defaultName¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1172¿VariableDeclarator¿¿1430¿v123¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1173¿UnaryExpression¿!¿1430¿¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿UnaryExpression
1174¿Identifier¿¿1430¿newName¿¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1175¿VariableDeclarator¿¿1430¿v124¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1176¿LogicalExpression¿||¿1430¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿LogicalExpression
1177¿Identifier¿¿1430¿v122¿¿¿¿¿Identifier
1178¿Identifier¿¿1430¿v123¿¿¿¿¿Identifier
1179¿IfStatement¿¿1430¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":71,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
1180¿Identifier¿¿1430¿v124¿¿¿¿¿Identifier
1181¿VariableDeclarator¿¿1430¿v125¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1182¿CallExpression¿¿1430¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1183¿MemberExpression¿¿1430¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1184¿Identifier¿¿1430¿console¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1185¿Identifier¿¿1430¿error¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1186¿Literal¿string¿1430¿¿'Both defaultName and rename parameters are required.'¿¿{"start":{"line":69,"column":18},"end":{"line":69,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1187¿ExpressionStatement¿¿1430¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
