Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":97,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Program
1296¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":38,"column":12},"end":{"line":38,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿AssignmentExpression
1297¿Identifier¿¿1835¿v140¿¿¿¿¿Identifier
1298¿Literal¿string¿1835¿¿'file'¿¿{"start":{"line":38,"column":38},"end":{"line":38,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1299¿BlockStatement¿¿1835¿¿¿¿¿¿BlockStatement
1300¿VariableDeclarator¿¿1835¿v141¿¿¿{"start":{"line":39,"column":33},"end":{"line":39,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1301¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":39,"column":33},"end":{"line":39,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1302¿Identifier¿¿1835¿e¿¿¿{"start":{"line":39,"column":33},"end":{"line":39,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1303¿Identifier¿¿1835¿name¿¿¿{"start":{"line":39,"column":35},"end":{"line":39,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1304¿VariableDeclarator¿¿1835¿v142¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1305¿CallExpression¿¿1835¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1306¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1307¿Identifier¿¿1835¿path¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1308¿Identifier¿¿1835¿join¿¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1309¿Identifier¿¿1835¿normalized¿¿¿{"start":{"line":39,"column":21},"end":{"line":39,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1310¿Identifier¿¿1835¿v141¿¿¿¿¿Identifier
1311¿VariableDeclarator¿¿1835¿v143¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1312¿CallExpression¿¿1835¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1313¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1314¿Identifier¿¿1835¿v142¿¿¿¿¿Identifier
1315¿Identifier¿¿1835¿replace¿¿¿{"start":{"line":39,"column":41},"end":{"line":39,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1316¿Literal¿object¿1835¿¿/\\/g¿¿{"start":{"line":39,"column":49},"end":{"line":39,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1317¿Literal¿string¿1835¿¿'/'¿¿{"start":{"line":39,"column":56},"end":{"line":39,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1318¿VariableDeclarator¿¿1835¿v144¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1319¿ObjectExpression¿¿1835¿¿¿¿¿¿ObjectExpression
1320¿ExpressionStatement¿¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1321¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿AssignmentExpression
1322¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1323¿Identifier¿¿1835¿v144¿¿¿¿¿Identifier
1324¿Identifier¿¿1835¿name¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1325¿Identifier¿¿1835¿v138¿¿¿¿¿Identifier
1326¿ExpressionStatement¿¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1327¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿AssignmentExpression
1328¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1329¿Identifier¿¿1835¿v144¿¿¿¿¿Identifier
1330¿Identifier¿¿1835¿type¿¿¿{"start":{"line":38,"column":6},"end":{"line":38,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1331¿Identifier¿¿1835¿v140¿¿¿¿¿Identifier
1332¿ExpressionStatement¿¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1333¿AssignmentExpression¿=¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿AssignmentExpression
1334¿MemberExpression¿¿1835¿¿¿¿{"start":{"line":36,"column":35},"end":{"line":40,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1335¿Identifier¿¿1835¿v144¿¿¿¿¿Identifier
1336¿Identifier¿¿1835¿rel¿¿¿{"start":{"line":39,"column":6},"end":{"line":39,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1337¿Identifier¿¿1835¿v143¿¿¿¿¿Identifier
1338¿ReturnStatement¿¿1835¿¿¿¿¿¿ReturnStatement
1339¿Identifier¿¿1835¿v144¿¿¿¿¿Identifier
1340¿BlockStatement¿¿1835¿¿¿¿¿¿BlockStatement
1341¿VariableDeclarator¿¿1832¿list¿¿¿{"start":{"line":36,"column":10},"end":{"line":40,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1342¿CallExpression¿¿1832¿¿¿¿{"start":{"line":36,"column":17},"end":{"line":40,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1343¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1344¿Identifier¿¿1832¿entries¿¿¿{"start":{"line":36,"column":17},"end":{"line":36,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1345¿Identifier¿¿1832¿map¿¿¿{"start":{"line":36,"column":25},"end":{"line":36,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1346¿Identifier¿¿1832¿v145¿¿¿¿¿Identifier
1347¿VariableDeclarator¿¿1832¿v146¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1348¿ObjectExpression¿¿1832¿¿¿¿{"start":{"line":41,"column":13},"end":{"line":41,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ObjectExpression
1349¿Property¿¿1832¿¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Property
1350¿Identifier¿¿1832¿dir¿¿¿{"start":{"line":41,"column":15},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1351¿Identifier¿¿1832¿normalized¿¿¿{"start":{"line":41,"column":20},"end":{"line":41,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1352¿Property¿¿1832¿¿¿¿{"start":{"line":41,"column":32},"end":{"line":41,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Property
1353¿Identifier¿¿1832¿list¿¿¿{"start":{"line":41,"column":32},"end":{"line":41,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1354¿Identifier¿¿1832¿list¿¿¿{"start":{"line":41,"column":32},"end":{"line":41,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1355¿VariableDeclarator¿¿1832¿v147¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1356¿CallExpression¿¿1832¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1357¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1358¿Identifier¿¿1832¿res¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1359¿Identifier¿¿1832¿json¿¿¿{"start":{"line":41,"column":8},"end":{"line":41,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1360¿Identifier¿¿1832¿v146¿¿¿¿¿Identifier
1361¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":41,"column":4},"end":{"line":41,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1362¿Identifier¿¿1832¿v147¿¿¿¿¿Identifier
1363¿BlockStatement¿¿1832¿¿¿¿{"start":{"line":34,"column":64},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1364¿VariableDeclarator¿¿1829¿v149¿¿¿{"start":{"line":34,"column":2},"end":{"line":42,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1365¿CallExpression¿¿1829¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":42,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1366¿MemberExpression¿¿1829¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1367¿Identifier¿¿1829¿fs¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1368¿Identifier¿¿1829¿readdir¿¿¿{"start":{"line":34,"column":5},"end":{"line":34,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1369¿Identifier¿¿1829¿target¿¿¿{"start":{"line":34,"column":13},"end":{"line":34,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1370¿Identifier¿¿1829¿v134¿¿¿¿¿Identifier
1371¿Identifier¿¿1829¿v148¿¿¿¿¿Identifier
1372¿ExpressionStatement¿¿1829¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":42,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1373¿Identifier¿¿1829¿v149¿¿¿¿¿Identifier
1374¿BlockStatement¿¿1829¿¿¿¿{"start":{"line":24,"column":33},"end":{"line":43,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1375¿VariableDeclarator¿¿1823¿v151¿¿¿{"start":{"line":24,"column":0},"end":{"line":43,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1376¿CallExpression¿¿1823¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":43,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1377¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1378¿Identifier¿¿1823¿app¿¿¿{"start":{"line":24,"column":0},"end":{"line":24,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1379¿Identifier¿¿1823¿get¿¿¿{"start":{"line":24,"column":4},"end":{"line":24,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1380¿Literal¿string¿1823¿¿'/browse'¿¿{"start":{"line":24,"column":8},"end":{"line":24,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1381¿Identifier¿¿1823¿v150¿¿¿¿¿Identifier
1382¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":24,"column":0},"end":{"line":43,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1383¿Identifier¿¿1823¿v151¿¿¿¿¿Identifier
1384¿VariableDeclarator¿¿1823¿v164¿¿¿{"start":{"line":46,"column":20},"end":{"line":57,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1385¿ArrowFunctionExpression¿¿1823¿¿¿¿{"start":{"line":46,"column":20},"end":{"line":57,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ArrowFunctionExpression
1386¿Identifier¿¿0¿req¿¿¿{"start":{"line":46,"column":21},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1387¿Identifier¿¿0¿res¿¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1388¿VariableDeclarator¿¿1838¿v152¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1389¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1390¿Identifier¿¿1838¿req¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1391¿Identifier¿¿1838¿query¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1392¿VariableDeclarator¿¿1838¿v153¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1393¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1394¿Identifier¿¿1838¿v152¿¿¿¿¿Identifier
1395¿Identifier¿¿1838¿p¿¿¿{"start":{"line":47,"column":22},"end":{"line":47,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1396¿VariableDeclarator¿¿1838¿p¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1397¿LogicalExpression¿||¿1838¿¿¿¿{"start":{"line":47,"column":12},"end":{"line":47,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿LogicalExpression
1398¿Identifier¿¿1838¿v153¿¿¿¿¿Identifier
1399¿Literal¿string¿1838¿¿'README.md'¿¿{"start":{"line":47,"column":27},"end":{"line":47,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1400¿VariableDeclarator¿¿1838¿file¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1401¿CallExpression¿¿1838¿¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1402¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1403¿Identifier¿¿1838¿path¿¿¿{"start":{"line":48,"column":15},"end":{"line":48,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1404¿Identifier¿¿1838¿join¿¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1405¿Identifier¿¿1838¿ROOT¿¿¿{"start":{"line":48,"column":25},"end":{"line":48,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1406¿Identifier¿¿1838¿p¿¿¿{"start":{"line":48,"column":31},"end":{"line":48,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1407¿VariableDeclarator¿¿1838¿v154¿¿¿{"start":{"line":50,"column":7},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1408¿CallExpression¿¿1838¿¿¿¿{"start":{"line":50,"column":7},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1409¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":50,"column":7},"end":{"line":50,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1410¿Identifier¿¿1838¿file¿¿¿{"start":{"line":50,"column":7},"end":{"line":50,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1411¿Identifier¿¿1838¿startsWith¿¿¿{"start":{"line":50,"column":12},"end":{"line":50,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1412¿Identifier¿¿1838¿ROOT¿¿¿{"start":{"line":50,"column":23},"end":{"line":50,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1413¿VariableDeclarator¿¿1838¿v155¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1414¿UnaryExpression¿!¿1838¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿UnaryExpression
1415¿Identifier¿¿1838¿v154¿¿¿¿¿Identifier
1416¿IfStatement¿¿1838¿¿¿¿{"start":{"line":50,"column":2},"end":{"line":52,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿IfStatement
1417¿Identifier¿¿1838¿v155¿¿¿¿¿Identifier
1418¿VariableDeclarator¿¿1838¿v156¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1419¿CallExpression¿¿1838¿¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1420¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1421¿Identifier¿¿1838¿res¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1422¿Identifier¿¿1838¿status¿¿¿{"start":{"line":51,"column":15},"end":{"line":51,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1423¿Literal¿number¿1838¿¿400¿¿{"start":{"line":51,"column":22},"end":{"line":51,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1424¿VariableDeclarator¿¿1838¿v157¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
