Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
582¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Program
827¿Identifier¿¿1025¿toLocaleString¿¿¿{"start":{"line":42,"column":35},"end":{"line":42,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
828¿VariableDeclarator¿¿1025¿v102¿¿¿{"start":{"line":42,"column":65},"end":{"line":42,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
829¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":42,"column":65},"end":{"line":42,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
830¿Identifier¿¿1025¿Request¿¿¿{"start":{"line":42,"column":65},"end":{"line":42,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
831¿Identifier¿¿1025¿url¿¿¿{"start":{"line":42,"column":73},"end":{"line":42,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
832¿VariableDeclarator¿¿1025¿v103¿¿¿{"start":{"line":42,"column":19},"end":{"line":42,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
833¿TemplateLiteral¿¿1025¿¿¿¿{"start":{"line":42,"column":19},"end":{"line":42,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
834¿Identifier¿¿1025¿v101¿¿¿¿¿Identifier
835¿Identifier¿¿1025¿v102¿¿¿¿¿Identifier
836¿VariableDeclarator¿¿1025¿v104¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
837¿CallExpression¿¿1025¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
838¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
839¿Identifier¿¿1025¿console¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
840¿Identifier¿¿1025¿log¿¿¿{"start":{"line":42,"column":14},"end":{"line":42,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
841¿Identifier¿¿1025¿v103¿¿¿¿¿Identifier
842¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
843¿Identifier¿¿1025¿v104¿¿¿¿¿Identifier
844¿BlockStatement¿¿1025¿¿¿¿{"start":{"line":37,"column":38},"end":{"line":43,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
845¿VariableDeclarator¿¿1025¿v105¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
846¿CallExpression¿¿1025¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
847¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
848¿Identifier¿¿1025¿Response¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
849¿Identifier¿¿1025¿writeHead¿¿¿{"start":{"line":46,"column":15},"end":{"line":46,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
850¿Literal¿number¿1025¿¿500¿¿{"start":{"line":46,"column":26},"end":{"line":46,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
851¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":46,"column":6},"end":{"line":46,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
852¿Identifier¿¿1025¿v105¿¿¿¿¿Identifier
853¿VariableDeclarator¿¿1025¿v106¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
854¿CallExpression¿¿1025¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
855¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
856¿Identifier¿¿1025¿Response¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
857¿Identifier¿¿1025¿end¿¿¿{"start":{"line":47,"column":15},"end":{"line":47,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
858¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":47,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
859¿Identifier¿¿1025¿v106¿¿¿¿¿Identifier
860¿VariableDeclarator¿¿1025¿v107¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
861¿NewExpression¿¿1025¿¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿NewExpression
862¿Identifier¿¿1025¿Date¿¿¿{"start":{"line":49,"column":27},"end":{"line":49,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
863¿VariableDeclarator¿¿1025¿v108¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
864¿CallExpression¿¿1025¿¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
865¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":49,"column":23},"end":{"line":49,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
866¿Identifier¿¿1025¿v107¿¿¿¿¿Identifier
867¿Identifier¿¿1025¿toLocaleString¿¿¿{"start":{"line":49,"column":35},"end":{"line":49,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
868¿VariableDeclarator¿¿1025¿v109¿¿¿{"start":{"line":49,"column":59},"end":{"line":49,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
869¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":49,"column":59},"end":{"line":49,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
870¿Identifier¿¿1025¿Request¿¿¿{"start":{"line":49,"column":59},"end":{"line":49,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
871¿Identifier¿¿1025¿url¿¿¿{"start":{"line":49,"column":67},"end":{"line":49,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
872¿VariableDeclarator¿¿1025¿v110¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
873¿TemplateLiteral¿¿1025¿¿¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
874¿Identifier¿¿1025¿v108¿¿¿¿¿Identifier
875¿Identifier¿¿1025¿v109¿¿¿¿¿Identifier
876¿VariableDeclarator¿¿1025¿v111¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
877¿CallExpression¿¿1025¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
878¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
879¿Identifier¿¿1025¿console¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
880¿Identifier¿¿1025¿log¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
881¿Identifier¿¿1025¿v110¿¿¿¿¿Identifier
882¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":49,"column":6},"end":{"line":49,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
883¿Identifier¿¿1025¿v111¿¿¿¿¿Identifier
884¿VariableDeclarator¿¿1025¿v112¿¿¿{"start":{"line":50,"column":45},"end":{"line":50,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
885¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":50,"column":45},"end":{"line":50,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
886¿Identifier¿¿1025¿SomeError¿¿¿{"start":{"line":50,"column":45},"end":{"line":50,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
887¿Identifier¿¿1025¿code¿¿¿{"start":{"line":50,"column":55},"end":{"line":50,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
888¿VariableDeclarator¿¿1025¿v113¿¿¿{"start":{"line":50,"column":19},"end":{"line":50,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
889¿TemplateLiteral¿¿1025¿¿¿¿{"start":{"line":50,"column":19},"end":{"line":50,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
890¿Identifier¿¿1025¿v112¿¿¿¿¿Identifier
891¿VariableDeclarator¿¿1025¿v114¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
892¿CallExpression¿¿1025¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
893¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
894¿Identifier¿¿1025¿console¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
895¿Identifier¿¿1025¿log¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
896¿Identifier¿¿1025¿v113¿¿¿¿¿Identifier
897¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
898¿Identifier¿¿1025¿v114¿¿¿¿¿Identifier
899¿BlockStatement¿¿1025¿¿¿¿{"start":{"line":44,"column":10},"end":{"line":51,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
900¿BlockStatement¿¿1025¿¿¿¿{"start":{"line":35,"column":9},"end":{"line":52,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
901¿BlockStatement¿¿1025¿¿¿¿{"start":{"line":26,"column":61},"end":{"line":53,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
902¿VariableDeclarator¿¿1023¿v116¿¿¿{"start":{"line":26,"column":3},"end":{"line":53,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
903¿CallExpression¿¿1023¿¿¿¿{"start":{"line":26,"column":3},"end":{"line":53,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
904¿MemberExpression¿¿1023¿¿¿¿{"start":{"line":26,"column":3},"end":{"line":26,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
905¿Identifier¿¿1023¿FileSystem¿¿¿{"start":{"line":26,"column":3},"end":{"line":26,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
906¿Identifier¿¿1023¿readFile¿¿¿{"start":{"line":26,"column":14},"end":{"line":26,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
907¿Identifier¿¿1023¿FilePath¿¿¿{"start":{"line":26,"column":24},"end":{"line":26,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
908¿Identifier¿¿1023¿v115¿¿¿¿¿Identifier
909¿ExpressionStatement¿¿1023¿¿¿¿{"start":{"line":26,"column":3},"end":{"line":53,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
910¿Identifier¿¿1023¿v116¿¿¿¿¿Identifier
911¿BlockStatement¿¿1023¿¿¿¿{"start":{"line":17,"column":58},"end":{"line":54,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
912¿VariableDeclarator¿¿1020¿v118¿¿¿{"start":{"line":17,"column":2},"end":{"line":54,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
913¿CallExpression¿¿1020¿¿¿¿{"start":{"line":17,"column":16},"end":{"line":54,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
914¿MemberExpression¿¿1020¿¿¿¿{"start":{"line":17,"column":16},"end":{"line":17,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
915¿Identifier¿¿1020¿HTTP¿¿¿{"start":{"line":17,"column":16},"end":{"line":17,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
916¿Identifier¿¿1020¿createServer¿¿¿{"start":{"line":17,"column":21},"end":{"line":17,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
917¿Identifier¿¿1020¿v117¿¿¿¿¿Identifier
918¿ExpressionStatement¿¿1020¿¿¿¿{"start":{"line":17,"column":2},"end":{"line":54,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
919¿AssignmentExpression¿=¿1020¿¿¿¿{"start":{"line":17,"column":2},"end":{"line":54,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
920¿MemberExpression¿¿1020¿¿¿¿{"start":{"line":17,"column":2},"end":{"line":17,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
921¿ThisExpression¿¿1020¿¿¿¿{"start":{"line":17,"column":2},"end":{"line":17,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
922¿Identifier¿¿1020¿Server¿¿¿{"start":{"line":17,"column":7},"end":{"line":17,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
923¿Identifier¿¿1020¿v118¿¿¿¿¿Identifier
924¿BlockStatement¿¿1020¿¿¿¿{"start":{"line":8,"column":28},"end":{"line":55,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
925¿VariableDeclarator¿¿1018¿Start¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
926¿FunctionExpression¿¿1018¿Start¿¿¿{"start":{"line":57,"column":7},"end":{"line":61,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿FunctionExpression
927¿VariableDeclarator¿¿1029¿v119¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
928¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
929¿ThisExpression¿¿1029¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
930¿Identifier¿¿1029¿Server¿¿¿{"start":{"line":59,"column":7},"end":{"line":59,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
931¿VariableDeclarator¿¿1029¿v120¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
932¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
933¿ThisExpression¿¿1029¿¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
934¿Identifier¿¿1029¿Options¿¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
935¿VariableDeclarator¿¿1029¿v121¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
936¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
937¿Identifier¿¿1029¿v120¿¿¿¿¿Identifier
938¿Identifier¿¿1029¿Port¿¿¿{"start":{"line":59,"column":35},"end":{"line":59,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
939¿VariableDeclarator¿¿1029¿v122¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
940¿CallExpression¿¿1029¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
941¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
942¿Identifier¿¿1029¿v119¿¿¿¿¿Identifier
943¿Identifier¿¿1029¿listen¿¿¿{"start":{"line":59,"column":14},"end":{"line":59,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
944¿Identifier¿¿1029¿v121¿¿¿¿¿Identifier
945¿ExpressionStatement¿¿1029¿¿¿¿{"start":{"line":59,"column":2},"end":{"line":59,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
946¿Identifier¿¿1029¿v122¿¿¿¿¿Identifier
947¿VariableDeclarator¿¿1029¿v123¿¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
948¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
949¿ThisExpression¿¿1029¿¿¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
