Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4968¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":997,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Program
7039¿VariableDeclarator¿¿8832¿v768¿¿¿{"start":{"line":541,"column":9},"end":{"line":541,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7040¿CallExpression¿¿8832¿¿¿¿{"start":{"line":541,"column":9},"end":{"line":541,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7041¿MemberExpression¿¿8832¿¿¿¿{"start":{"line":541,"column":9},"end":{"line":541,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7042¿ThisExpression¿¿8832¿¿¿¿{"start":{"line":541,"column":9},"end":{"line":541,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
7043¿Identifier¿¿8832¿isRangeFresh¿¿¿{"start":{"line":541,"column":14},"end":{"line":541,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7044¿VariableDeclarator¿¿8832¿v769¿¿¿{"start":{"line":541,"column":8},"end":{"line":541,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7045¿UnaryExpression¿!¿8832¿¿¿¿{"start":{"line":541,"column":8},"end":{"line":541,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿UnaryExpression
7046¿Identifier¿¿8832¿v768¿¿¿¿¿Identifier
7047¿IfStatement¿¿8832¿¿¿¿{"start":{"line":541,"column":4},"end":{"line":544,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿IfStatement
7048¿Identifier¿¿8832¿v769¿¿¿¿¿Identifier
7049¿VariableDeclarator¿¿8832¿v770¿¿¿{"start":{"line":542,"column":6},"end":{"line":542,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7050¿CallExpression¿¿8832¿¿¿¿{"start":{"line":542,"column":6},"end":{"line":542,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7051¿Identifier¿¿8832¿debug¿¿¿{"start":{"line":542,"column":6},"end":{"line":542,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7052¿Literal¿string¿8832¿¿'range stale'¿¿{"start":{"line":542,"column":12},"end":{"line":542,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7053¿ExpressionStatement¿¿8832¿¿¿¿{"start":{"line":542,"column":6},"end":{"line":542,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
7054¿Identifier¿¿8832¿v770¿¿¿¿¿Identifier
7055¿VariableDeclarator¿¿8832¿v771¿¿¿{"start":{"line":543,"column":15},"end":{"line":543,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7056¿UnaryExpression¿-¿8832¿¿¿¿{"start":{"line":543,"column":15},"end":{"line":543,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿UnaryExpression
7057¿Literal¿number¿8832¿¿2¿¿{"start":{"line":543,"column":16},"end":{"line":543,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7058¿ExpressionStatement¿¿8832¿¿¿¿{"start":{"line":543,"column":6},"end":{"line":543,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
7059¿AssignmentExpression¿=¿8832¿¿¿¿{"start":{"line":543,"column":6},"end":{"line":543,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
7060¿Identifier¿¿8832¿ranges¿¿¿{"start":{"line":543,"column":6},"end":{"line":543,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7061¿Identifier¿¿8832¿v771¿¿¿¿¿Identifier
7062¿BlockStatement¿¿8832¿¿¿¿{"start":{"line":541,"column":30},"end":{"line":544,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BlockStatement
7063¿VariableDeclarator¿¿8832¿v772¿¿¿{"start":{"line":547,"column":19},"end":{"line":547,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7064¿UnaryExpression¿-¿8832¿¿¿¿{"start":{"line":547,"column":19},"end":{"line":547,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿UnaryExpression
7065¿Literal¿number¿8832¿¿1¿¿{"start":{"line":547,"column":20},"end":{"line":547,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7066¿VariableDeclarator¿¿8832¿v773¿¿¿{"start":{"line":547,"column":8},"end":{"line":547,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7067¿BinaryExpression¿===¿8832¿¿¿¿{"start":{"line":547,"column":8},"end":{"line":547,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
7068¿Identifier¿¿8832¿ranges¿¿¿{"start":{"line":547,"column":8},"end":{"line":547,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7069¿Identifier¿¿8832¿v772¿¿¿¿¿Identifier
7070¿IfStatement¿¿8832¿¿¿¿{"start":{"line":547,"column":4},"end":{"line":557,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿IfStatement
7071¿Identifier¿¿8832¿v773¿¿¿¿¿Identifier
7072¿VariableDeclarator¿¿8832¿v774¿¿¿{"start":{"line":548,"column":6},"end":{"line":548,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7073¿CallExpression¿¿8832¿¿¿¿{"start":{"line":548,"column":6},"end":{"line":548,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7074¿Identifier¿¿8832¿debug¿¿¿{"start":{"line":548,"column":6},"end":{"line":548,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7075¿Literal¿string¿8832¿¿'range unsatisfiable'¿¿{"start":{"line":548,"column":12},"end":{"line":548,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7076¿ExpressionStatement¿¿8832¿¿¿¿{"start":{"line":548,"column":6},"end":{"line":548,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
7077¿Identifier¿¿8832¿v774¿¿¿¿¿Identifier
7078¿VariableDeclarator¿¿8832¿v775¿¿¿{"start":{"line":551,"column":37},"end":{"line":551,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7079¿CallExpression¿¿8832¿¿¿¿{"start":{"line":551,"column":37},"end":{"line":551,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7080¿Identifier¿¿8832¿contentRange¿¿¿{"start":{"line":551,"column":37},"end":{"line":551,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7081¿Literal¿string¿8832¿¿'bytes'¿¿{"start":{"line":551,"column":50},"end":{"line":551,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7082¿Identifier¿¿8832¿len¿¿¿{"start":{"line":551,"column":59},"end":{"line":551,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7083¿VariableDeclarator¿¿8832¿v776¿¿¿{"start":{"line":551,"column":6},"end":{"line":551,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7084¿CallExpression¿¿8832¿¿¿¿{"start":{"line":551,"column":6},"end":{"line":551,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7085¿MemberExpression¿¿8832¿¿¿¿{"start":{"line":551,"column":6},"end":{"line":551,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7086¿Identifier¿¿8832¿res¿¿¿{"start":{"line":551,"column":6},"end":{"line":551,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7087¿Identifier¿¿8832¿setHeader¿¿¿{"start":{"line":551,"column":10},"end":{"line":551,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7088¿Literal¿string¿8832¿¿'Content-Range'¿¿{"start":{"line":551,"column":20},"end":{"line":551,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7089¿Identifier¿¿8832¿v775¿¿¿¿¿Identifier
7090¿ExpressionStatement¿¿8832¿¿¿¿{"start":{"line":551,"column":6},"end":{"line":551,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
7091¿Identifier¿¿8832¿v776¿¿¿¿¿Identifier
7092¿VariableDeclarator¿¿8832¿v777¿¿¿{"start":{"line":555,"column":36},"end":{"line":555,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7093¿CallExpression¿¿8832¿¿¿¿{"start":{"line":555,"column":36},"end":{"line":555,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7094¿MemberExpression¿¿8832¿¿¿¿{"start":{"line":555,"column":36},"end":{"line":555,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7095¿Identifier¿¿8832¿res¿¿¿{"start":{"line":555,"column":36},"end":{"line":555,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7096¿Identifier¿¿8832¿getHeader¿¿¿{"start":{"line":555,"column":40},"end":{"line":555,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7097¿Literal¿string¿8832¿¿'Content-Range'¿¿{"start":{"line":555,"column":50},"end":{"line":555,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7098¿VariableDeclarator¿¿8832¿v778¿¿¿{"start":{"line":555,"column":17},"end":{"line":555,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7099¿ObjectExpression¿¿8832¿¿¿¿¿¿ObjectExpression
7100¿ExpressionStatement¿¿8832¿¿¿¿{"start":{"line":555,"column":17},"end":{"line":555,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
7101¿AssignmentExpression¿=¿8832¿¿¿¿{"start":{"line":555,"column":17},"end":{"line":555,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
7102¿MemberExpression¿computed¿8832¿¿¿¿{"start":{"line":555,"column":17},"end":{"line":555,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7103¿Identifier¿¿8832¿v778¿¿¿¿¿Identifier
7104¿Literal¿string¿8832¿¿'Content-Range'¿¿{"start":{"line":555,"column":19},"end":{"line":555,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7105¿Identifier¿¿8832¿v777¿¿¿¿¿Identifier
7106¿VariableDeclarator¿¿8832¿v779¿¿¿{"start":{"line":554,"column":29},"end":{"line":556,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7107¿ObjectExpression¿¿8832¿¿¿¿{"start":{"line":554,"column":29},"end":{"line":556,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ObjectExpression
7108¿Property¿¿8832¿¿¿¿{"start":{"line":555,"column":8},"end":{"line":555,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Property
7109¿Identifier¿¿8832¿headers¿¿¿{"start":{"line":555,"column":8},"end":{"line":555,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7110¿Identifier¿¿8832¿v778¿¿¿¿¿Identifier
7111¿VariableDeclarator¿¿8832¿v780¿¿¿{"start":{"line":554,"column":13},"end":{"line":556,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7112¿CallExpression¿¿8832¿¿¿¿{"start":{"line":554,"column":13},"end":{"line":556,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7113¿MemberExpression¿¿8832¿¿¿¿{"start":{"line":554,"column":13},"end":{"line":554,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7114¿ThisExpression¿¿8832¿¿¿¿{"start":{"line":554,"column":13},"end":{"line":554,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ThisExpression
7115¿Identifier¿¿8832¿error¿¿¿{"start":{"line":554,"column":18},"end":{"line":554,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7116¿Literal¿number¿8832¿¿416¿¿{"start":{"line":554,"column":24},"end":{"line":554,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7117¿Identifier¿¿8832¿v779¿¿¿¿¿Identifier
7118¿ReturnStatement¿¿8832¿¿¿¿{"start":{"line":554,"column":6},"end":{"line":556,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ReturnStatement
7119¿Identifier¿¿8832¿v780¿¿¿¿¿Identifier
7120¿BlockStatement¿¿8832¿¿¿¿{"start":{"line":547,"column":23},"end":{"line":557,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BlockStatement
7121¿VariableDeclarator¿¿8832¿v781¿¿¿{"start":{"line":560,"column":19},"end":{"line":560,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7122¿UnaryExpression¿-¿8832¿¿¿¿{"start":{"line":560,"column":19},"end":{"line":560,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿UnaryExpression
7123¿Literal¿number¿8832¿¿2¿¿{"start":{"line":560,"column":20},"end":{"line":560,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7124¿VariableDeclarator¿¿8832¿v782¿¿¿{"start":{"line":560,"column":8},"end":{"line":560,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7125¿BinaryExpression¿!==¿8832¿¿¿¿{"start":{"line":560,"column":8},"end":{"line":560,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
7126¿Identifier¿¿8832¿ranges¿¿¿{"start":{"line":560,"column":8},"end":{"line":560,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7127¿Identifier¿¿8832¿v781¿¿¿¿¿Identifier
7128¿VariableDeclarator¿¿8832¿v783¿¿¿{"start":{"line":560,"column":25},"end":{"line":560,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7129¿MemberExpression¿¿8832¿¿¿¿{"start":{"line":560,"column":25},"end":{"line":560,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7130¿Identifier¿¿8832¿ranges¿¿¿{"start":{"line":560,"column":25},"end":{"line":560,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7131¿Identifier¿¿8832¿length¿¿¿{"start":{"line":560,"column":32},"end":{"line":560,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7132¿VariableDeclarator¿¿8832¿v784¿¿¿{"start":{"line":560,"column":25},"end":{"line":560,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7133¿BinaryExpression¿===¿8832¿¿¿¿{"start":{"line":560,"column":25},"end":{"line":560,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
7134¿Identifier¿¿8832¿v783¿¿¿¿¿Identifier
7135¿Literal¿number¿8832¿¿1¿¿{"start":{"line":560,"column":43},"end":{"line":560,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7136¿VariableDeclarator¿¿8832¿v785¿¿¿{"start":{"line":560,"column":8},"end":{"line":560,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7137¿LogicalExpression¿&&¿8832¿¿¿¿{"start":{"line":560,"column":8},"end":{"line":560,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿LogicalExpression
7138¿Identifier¿¿8832¿v782¿¿¿¿¿Identifier
7139¿Identifier¿¿8832¿v784¿¿¿¿¿Identifier
7140¿IfStatement¿¿8832¿¿¿¿{"start":{"line":560,"column":4},"end":{"line":570,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿IfStatement
7141¿Identifier¿¿8832¿v785¿¿¿¿¿Identifier
7142¿VariableDeclarator¿¿8832¿v786¿¿¿{"start":{"line":561,"column":6},"end":{"line":561,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7143¿CallExpression¿¿8832¿¿¿¿{"start":{"line":561,"column":6},"end":{"line":561,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7144¿Identifier¿¿8832¿debug¿¿¿{"start":{"line":561,"column":6},"end":{"line":561,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7145¿Literal¿string¿8832¿¿'range %j'¿¿{"start":{"line":561,"column":12},"end":{"line":561,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7146¿Identifier¿¿8832¿ranges¿¿¿{"start":{"line":561,"column":24},"end":{"line":561,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7147¿ExpressionStatement¿¿8832¿¿¿¿{"start":{"line":561,"column":6},"end":{"line":561,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
7148¿Identifier¿¿8832¿v786¿¿¿¿¿Identifier
7149¿ExpressionStatement¿¿8832¿¿¿¿{"start":{"line":564,"column":6},"end":{"line":564,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
7150¿AssignmentExpression¿=¿8832¿¿¿¿{"start":{"line":564,"column":6},"end":{"line":564,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
7151¿MemberExpression¿¿8832¿¿¿¿{"start":{"line":564,"column":6},"end":{"line":564,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7152¿Identifier¿¿8832¿res¿¿¿{"start":{"line":564,"column":6},"end":{"line":564,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7153¿Identifier¿¿8832¿statusCode¿¿¿{"start":{"line":564,"column":10},"end":{"line":564,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7154¿Literal¿number¿8832¿¿206¿¿{"start":{"line":564,"column":23},"end":{"line":564,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7155¿VariableDeclarator¿¿8832¿v787¿¿¿{"start":{"line":565,"column":64},"end":{"line":565,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7156¿MemberExpression¿computed¿8832¿¿¿¿{"start":{"line":565,"column":64},"end":{"line":565,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7157¿Identifier¿¿8832¿ranges¿¿¿{"start":{"line":565,"column":64},"end":{"line":565,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7158¿Literal¿number¿8832¿¿0¿¿{"start":{"line":565,"column":71},"end":{"line":565,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7159¿VariableDeclarator¿¿8832¿v788¿¿¿{"start":{"line":565,"column":37},"end":{"line":565,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7160¿CallExpression¿¿8832¿¿¿¿{"start":{"line":565,"column":37},"end":{"line":565,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7161¿Identifier¿¿8832¿contentRange¿¿¿{"start":{"line":565,"column":37},"end":{"line":565,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7162¿Literal¿string¿8832¿¿'bytes'¿¿{"start":{"line":565,"column":50},"end":{"line":565,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7163¿Identifier¿¿8832¿len¿¿¿{"start":{"line":565,"column":59},"end":{"line":565,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7164¿Identifier¿¿8832¿v787¿¿¿¿¿Identifier
7165¿VariableDeclarator¿¿8832¿v789¿¿¿{"start":{"line":565,"column":6},"end":{"line":565,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7166¿CallExpression¿¿8832¿¿¿¿{"start":{"line":565,"column":6},"end":{"line":565,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
7167¿MemberExpression¿¿8832¿¿¿¿{"start":{"line":565,"column":6},"end":{"line":565,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7168¿Identifier¿¿8832¿res¿¿¿{"start":{"line":565,"column":6},"end":{"line":565,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7169¿Identifier¿¿8832¿setHeader¿¿¿{"start":{"line":565,"column":10},"end":{"line":565,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
7170¿Literal¿string¿8832¿¿'Content-Range'¿¿{"start":{"line":565,"column":20},"end":{"line":565,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
7171¿Identifier¿¿8832¿v788¿¿¿¿¿Identifier
7172¿ExpressionStatement¿¿8832¿¿¿¿{"start":{"line":565,"column":6},"end":{"line":565,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
7173¿Identifier¿¿8832¿v789¿¿¿¿¿Identifier
7174¿VariableDeclarator¿¿8832¿v790¿¿¿{"start":{"line":568,"column":16},"end":{"line":568,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
7175¿MemberExpression¿computed¿8832¿¿¿¿{"start":{"line":568,"column":16},"end":{"line":568,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
7176¿Identifier¿¿8832¿ranges¿¿¿{"start":{"line":568,"column":16},"end":{"line":568,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
