Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
668¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Program
909¿Identifier¿¿0¿req¿¿¿{"start":{"line":42,"column":33},"end":{"line":42,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
910¿Identifier¿¿0¿res¿¿¿{"start":{"line":42,"column":38},"end":{"line":42,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
911¿TryStatement¿¿1179¿¿¿¿{"start":{"line":43,"column":4},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿TryStatement
912¿VariableDeclarator¿¿1179¿challs¿¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
913¿AwaitExpression¿¿1179¿¿¿¿{"start":{"line":44,"column":23},"end":{"line":44,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿AwaitExpression
914¿CallExpression¿¿1179¿¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
915¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
916¿Identifier¿¿1179¿ChallengesTbl¿¿¿{"start":{"line":44,"column":29},"end":{"line":44,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
917¿Identifier¿¿1179¿find¿¿¿{"start":{"line":44,"column":43},"end":{"line":44,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
918¿VariableDeclarator¿¿1179¿v85¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
919¿CallExpression¿¿1179¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
920¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
921¿Identifier¿¿1179¿res¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
922¿Identifier¿¿1179¿status¿¿¿{"start":{"line":45,"column":12},"end":{"line":45,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
923¿Literal¿number¿1179¿¿200¿¿{"start":{"line":45,"column":19},"end":{"line":45,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
924¿VariableDeclarator¿¿1179¿v86¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
925¿CallExpression¿¿1179¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
926¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
927¿Identifier¿¿1179¿v85¿¿¿¿¿Identifier
928¿Identifier¿¿1179¿json¿¿¿{"start":{"line":45,"column":24},"end":{"line":45,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
929¿Identifier¿¿1179¿challs¿¿¿{"start":{"line":45,"column":29},"end":{"line":45,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
930¿ExpressionStatement¿¿1179¿¿¿¿{"start":{"line":45,"column":8},"end":{"line":45,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
931¿Identifier¿¿1179¿v86¿¿¿¿¿Identifier
932¿BlockStatement¿¿1179¿¿¿¿{"start":{"line":43,"column":8},"end":{"line":47,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
933¿CatchClause¿¿1179¿¿¿¿{"start":{"line":47,"column":6},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CatchClause
934¿VariableDeclarator¿¿1179¿v87¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
935¿CallExpression¿¿1179¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
936¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
937¿Identifier¿¿1179¿console¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
938¿Identifier¿¿1179¿error¿¿¿{"start":{"line":48,"column":16},"end":{"line":48,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
939¿Identifier¿¿1179¿error¿¿¿{"start":{"line":48,"column":22},"end":{"line":48,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
940¿ExpressionStatement¿¿1179¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
941¿Identifier¿¿1179¿v87¿¿¿¿¿Identifier
942¿VariableDeclarator¿¿1179¿v88¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
943¿CallExpression¿¿1179¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
944¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
945¿Identifier¿¿1179¿res¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
946¿Identifier¿¿1179¿status¿¿¿{"start":{"line":49,"column":12},"end":{"line":49,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
947¿Literal¿number¿1179¿¿500¿¿{"start":{"line":49,"column":19},"end":{"line":49,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
948¿VariableDeclarator¿¿1179¿v89¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
949¿ObjectExpression¿¿1179¿¿¿¿{"start":{"line":49,"column":29},"end":{"line":49,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
950¿Property¿¿1179¿¿¿¿{"start":{"line":49,"column":30},"end":{"line":49,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
951¿Identifier¿¿1179¿error¿¿¿{"start":{"line":49,"column":30},"end":{"line":49,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
952¿Literal¿string¿1179¿¿'Database error'¿¿{"start":{"line":49,"column":37},"end":{"line":49,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
953¿VariableDeclarator¿¿1179¿v90¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
954¿CallExpression¿¿1179¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
955¿MemberExpression¿¿1179¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
956¿Identifier¿¿1179¿v88¿¿¿¿¿Identifier
957¿Identifier¿¿1179¿json¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
958¿Identifier¿¿1179¿v89¿¿¿¿¿Identifier
959¿ExpressionStatement¿¿1179¿¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
960¿Identifier¿¿1179¿v90¿¿¿¿¿Identifier
961¿BlockStatement¿¿1179¿¿¿¿{"start":{"line":47,"column":20},"end":{"line":50,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
962¿Identifier¿¿1179¿error¿¿¿{"start":{"line":47,"column":13},"end":{"line":47,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
963¿BlockStatement¿¿1179¿¿¿¿{"start":{"line":42,"column":46},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
964¿VariableDeclarator¿¿1169¿v92¿¿¿{"start":{"line":42,"column":0},"end":{"line":51,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
965¿CallExpression¿¿1169¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":51,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
966¿MemberExpression¿¿1169¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
967¿Identifier¿¿1169¿router¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
968¿Identifier¿¿1169¿get¿¿¿{"start":{"line":42,"column":7},"end":{"line":42,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
969¿Literal¿string¿1169¿¿'/challenges'¿¿{"start":{"line":42,"column":11},"end":{"line":42,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
970¿Identifier¿¿1169¿v91¿¿¿¿¿Identifier
971¿ExpressionStatement¿¿1169¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
972¿Identifier¿¿1169¿v92¿¿¿¿¿Identifier
973¿VariableDeclarator¿¿1169¿v100¿¿¿{"start":{"line":54,"column":24},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
974¿ArrowFunctionExpression¿¿1169¿¿¿¿{"start":{"line":54,"column":24},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ArrowFunctionExpression
975¿Identifier¿¿0¿req¿¿¿{"start":{"line":54,"column":31},"end":{"line":54,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
976¿Identifier¿¿0¿res¿¿¿{"start":{"line":54,"column":36},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
977¿TryStatement¿¿1182¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿TryStatement
978¿VariableDeclarator¿¿1182¿v93¿¿¿{"start":{"line":56,"column":48},"end":{"line":56,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
979¿ObjectExpression¿¿1182¿¿¿¿{"start":{"line":56,"column":48},"end":{"line":56,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
980¿VariableDeclarator¿¿1182¿projects¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
981¿AwaitExpression¿¿1182¿¿¿¿{"start":{"line":56,"column":25},"end":{"line":56,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿AwaitExpression
982¿CallExpression¿¿1182¿¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
983¿MemberExpression¿¿1182¿¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
984¿Identifier¿¿1182¿ProjectsTbl¿¿¿{"start":{"line":56,"column":31},"end":{"line":56,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
985¿Identifier¿¿1182¿find¿¿¿{"start":{"line":56,"column":43},"end":{"line":56,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
986¿Identifier¿¿1182¿v93¿¿¿¿¿Identifier
987¿VariableDeclarator¿¿1182¿v94¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
988¿CallExpression¿¿1182¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
989¿MemberExpression¿¿1182¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
990¿Identifier¿¿1182¿res¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
991¿Identifier¿¿1182¿status¿¿¿{"start":{"line":57,"column":12},"end":{"line":57,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
992¿Literal¿number¿1182¿¿200¿¿{"start":{"line":57,"column":19},"end":{"line":57,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
993¿VariableDeclarator¿¿1182¿v95¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
994¿CallExpression¿¿1182¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
995¿MemberExpression¿¿1182¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
996¿Identifier¿¿1182¿v94¿¿¿¿¿Identifier
997¿Identifier¿¿1182¿json¿¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
998¿Identifier¿¿1182¿projects¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
999¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
1000¿Identifier¿¿1182¿v95¿¿¿¿¿Identifier
1001¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":55,"column":8},"end":{"line":58,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
1002¿CatchClause¿¿1182¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CatchClause
1003¿VariableDeclarator¿¿1182¿v96¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1004¿CallExpression¿¿1182¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1005¿MemberExpression¿¿1182¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1006¿Identifier¿¿1182¿console¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1007¿Identifier¿¿1182¿error¿¿¿{"start":{"line":59,"column":16},"end":{"line":59,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1008¿Identifier¿¿1182¿error¿¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1009¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
1010¿Identifier¿¿1182¿v96¿¿¿¿¿Identifier
1011¿VariableDeclarator¿¿1182¿v97¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1012¿CallExpression¿¿1182¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1013¿MemberExpression¿¿1182¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1014¿Identifier¿¿1182¿res¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1015¿Identifier¿¿1182¿status¿¿¿{"start":{"line":60,"column":12},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1016¿Literal¿number¿1182¿¿500¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1017¿VariableDeclarator¿¿1182¿v98¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1018¿ObjectExpression¿¿1182¿¿¿¿{"start":{"line":60,"column":29},"end":{"line":60,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
1019¿Property¿¿1182¿¿¿¿{"start":{"line":60,"column":30},"end":{"line":60,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1020¿Identifier¿¿1182¿error¿¿¿{"start":{"line":60,"column":30},"end":{"line":60,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1021¿Literal¿string¿1182¿¿'Database error'¿¿{"start":{"line":60,"column":37},"end":{"line":60,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1022¿VariableDeclarator¿¿1182¿v99¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1023¿CallExpression¿¿1182¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1024¿MemberExpression¿¿1182¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1025¿Identifier¿¿1182¿v97¿¿¿¿¿Identifier
1026¿Identifier¿¿1182¿json¿¿¿{"start":{"line":60,"column":24},"end":{"line":60,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1027¿Identifier¿¿1182¿v98¿¿¿¿¿Identifier
1028¿ExpressionStatement¿¿1182¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
1029¿Identifier¿¿1182¿v99¿¿¿¿¿Identifier
1030¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":58,"column":19},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
