Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
726¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Program
977¿ThisExpression¿¿1265¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
978¿Identifier¿¿1265¿fetchRequests¿¿¿{"start":{"line":54,"column":9},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
979¿VariableDeclarator¿¿1265¿v144¿¿¿{"start":{"line":54,"column":30},"end":{"line":81,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
980¿ArrowFunctionExpression¿¿1265¿¿¿¿{"start":{"line":54,"column":30},"end":{"line":81,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
981¿Identifier¿¿0¿results¿¿¿{"start":{"line":54,"column":30},"end":{"line":54,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
982¿VariableDeclarator¿¿1267¿v106¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
983¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
984¿Identifier¿¿1267¿process¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
985¿Identifier¿¿1267¿stdout¿¿¿{"start":{"line":56,"column":22},"end":{"line":56,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
986¿VariableDeclarator¿¿1267¿v107¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
987¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
988¿Identifier¿¿1267¿v106¿¿¿¿¿Identifier
989¿Identifier¿¿1267¿columns¿¿¿{"start":{"line":56,"column":29},"end":{"line":56,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
990¿VariableDeclarator¿¿1267¿v108¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
991¿BinaryExpression¿-¿1267¿¿¿¿{"start":{"line":56,"column":14},"end":{"line":56,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BinaryExpression
992¿Identifier¿¿1267¿v107¿¿¿¿¿Identifier
993¿Literal¿number¿1267¿¿4¿¿{"start":{"line":56,"column":39},"end":{"line":56,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
994¿VariableDeclarator¿¿1267¿v109¿¿¿{"start":{"line":55,"column":24},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
995¿ObjectExpression¿¿1267¿¿¿¿{"start":{"line":55,"column":24},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ObjectExpression
996¿Property¿¿1267¿¿¿¿{"start":{"line":56,"column":7},"end":{"line":56,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Property
997¿Identifier¿¿1267¿width¿¿¿{"start":{"line":56,"column":7},"end":{"line":56,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
998¿Identifier¿¿1267¿v108¿¿¿¿¿Identifier
999¿Property¿¿1267¿¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Property
1000¿Identifier¿¿1267¿x¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1001¿Literal¿number¿1267¿¿0¿¿{"start":{"line":57,"column":11},"end":{"line":57,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1002¿Property¿¿1267¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Property
1003¿Identifier¿¿1267¿y¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1004¿Literal¿number¿1267¿¿2¿¿{"start":{"line":58,"column":11},"end":{"line":58,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1005¿VariableDeclarator¿¿1267¿menu¿¿¿{"start":{"line":55,"column":12},"end":{"line":59,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1006¿CallExpression¿¿1267¿¿¿¿{"start":{"line":55,"column":19},"end":{"line":59,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1007¿Identifier¿¿1267¿Menu¿¿¿{"start":{"line":55,"column":19},"end":{"line":55,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1008¿Identifier¿¿1267¿v109¿¿¿¿¿Identifier
1009¿VariableDeclarator¿¿1267¿v110¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1010¿CallExpression¿¿1267¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1011¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1012¿Identifier¿¿1267¿menu¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1013¿Identifier¿¿1267¿reset¿¿¿{"start":{"line":60,"column":11},"end":{"line":60,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1014¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1015¿Identifier¿¿1267¿v110¿¿¿¿¿Identifier
1016¿VariableDeclarator¿¿1267¿v111¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1017¿CallExpression¿¿1267¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1018¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1019¿Identifier¿¿1267¿menu¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1020¿Identifier¿¿1267¿write¿¿¿{"start":{"line":61,"column":11},"end":{"line":61,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1021¿Literal¿string¿1267¿¿'Currently open pull requests:\n'¿¿{"start":{"line":61,"column":17},"end":{"line":61,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1022¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1023¿Identifier¿¿1267¿v111¿¿¿¿¿Identifier
1024¿VariableDeclarator¿¿1267¿v112¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1025¿CallExpression¿¿1267¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1026¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1027¿Identifier¿¿1267¿menu¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1028¿Identifier¿¿1267¿write¿¿¿{"start":{"line":62,"column":11},"end":{"line":62,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1029¿Literal¿string¿1267¿¿'-------------------------\n'¿¿{"start":{"line":62,"column":17},"end":{"line":62,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1030¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":62,"column":6},"end":{"line":62,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1031¿Identifier¿¿1267¿v112¿¿¿¿¿Identifier
1032¿VariableDeclarator¿¿1267¿v113¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1033¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1034¿Identifier¿¿1267¿results¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1035¿Identifier¿¿1267¿data¿¿¿{"start":{"line":64,"column":14},"end":{"line":64,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1036¿VariableDeclarator¿¿1267¿v121¿¿¿{"start":{"line":64,"column":27},"end":{"line":66,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1037¿ArrowFunctionExpression¿¿1267¿¿¿¿{"start":{"line":64,"column":27},"end":{"line":66,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1038¿Identifier¿¿0¿element¿¿¿{"start":{"line":64,"column":27},"end":{"line":64,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1039¿VariableDeclarator¿¿1269¿v114¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1040¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1041¿Identifier¿¿1269¿element¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1042¿Identifier¿¿1269¿number¿¿¿{"start":{"line":65,"column":28},"end":{"line":65,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1043¿VariableDeclarator¿¿1269¿v115¿¿¿{"start":{"line":65,"column":40},"end":{"line":65,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1044¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":65,"column":40},"end":{"line":65,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1045¿Identifier¿¿1269¿element¿¿¿{"start":{"line":65,"column":40},"end":{"line":65,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1046¿Identifier¿¿1269¿title¿¿¿{"start":{"line":65,"column":48},"end":{"line":65,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1047¿VariableDeclarator¿¿1269¿v116¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1048¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1049¿Identifier¿¿1269¿element¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1050¿Identifier¿¿1269¿head¿¿¿{"start":{"line":65,"column":67},"end":{"line":65,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1051¿VariableDeclarator¿¿1269¿v117¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1052¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1053¿Identifier¿¿1269¿v116¿¿¿¿¿Identifier
1054¿Identifier¿¿1269¿user¿¿¿{"start":{"line":65,"column":72},"end":{"line":65,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1055¿VariableDeclarator¿¿1269¿v118¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1056¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":65,"column":59},"end":{"line":65,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1057¿Identifier¿¿1269¿v117¿¿¿¿¿Identifier
1058¿Identifier¿¿1269¿login¿¿¿{"start":{"line":65,"column":77},"end":{"line":65,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1059¿VariableDeclarator¿¿1269¿v119¿¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1060¿TemplateLiteral¿¿1269¿¿¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿TemplateLiteral
1061¿Identifier¿¿1269¿v114¿¿¿¿¿Identifier
1062¿Identifier¿¿1269¿v115¿¿¿¿¿Identifier
1063¿Identifier¿¿1269¿v118¿¿¿¿¿Identifier
1064¿VariableDeclarator¿¿1269¿v120¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1065¿CallExpression¿¿1269¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1066¿MemberExpression¿¿1269¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1067¿Identifier¿¿1269¿menu¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1068¿Identifier¿¿1269¿add¿¿¿{"start":{"line":65,"column":13},"end":{"line":65,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1069¿Identifier¿¿1269¿v119¿¿¿¿¿Identifier
1070¿ExpressionStatement¿¿1269¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1071¿Identifier¿¿1269¿v120¿¿¿¿¿Identifier
1072¿BlockStatement¿¿1269¿¿¿¿{"start":{"line":64,"column":38},"end":{"line":66,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1073¿VariableDeclarator¿¿1267¿v122¿¿¿{"start":{"line":64,"column":6},"end":{"line":66,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1074¿CallExpression¿¿1267¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":66,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1075¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1076¿Identifier¿¿1267¿v113¿¿¿¿¿Identifier
1077¿Identifier¿¿1267¿forEach¿¿¿{"start":{"line":64,"column":19},"end":{"line":64,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1078¿Identifier¿¿1267¿v121¿¿¿¿¿Identifier
1079¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":66,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1080¿Identifier¿¿1267¿v122¿¿¿¿¿Identifier
1081¿VariableDeclarator¿¿1267¿v123¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1082¿TemplateLiteral¿¿1267¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿TemplateLiteral
1083¿VariableDeclarator¿¿1267¿v124¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1084¿CallExpression¿¿1267¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1085¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1086¿Identifier¿¿1267¿menu¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1087¿Identifier¿¿1267¿add¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1088¿Identifier¿¿1267¿v123¿¿¿¿¿Identifier
1089¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":68,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1090¿Identifier¿¿1267¿v124¿¿¿¿¿Identifier
1091¿VariableDeclarator¿¿1267¿v129¿¿¿{"start":{"line":70,"column":24},"end":{"line":73,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1092¿ArrowFunctionExpression¿¿1267¿¿¿¿{"start":{"line":70,"column":24},"end":{"line":73,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1093¿Identifier¿¿0¿label¿¿¿{"start":{"line":70,"column":24},"end":{"line":70,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1094¿VariableDeclarator¿¿1271¿v125¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1095¿CallExpression¿¿1271¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1096¿MemberExpression¿¿1271¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1097¿Identifier¿¿1271¿menu¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1098¿Identifier¿¿1271¿close¿¿¿{"start":{"line":71,"column":13},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1099¿ExpressionStatement¿¿1271¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1100¿Identifier¿¿1271¿v125¿¿¿¿¿Identifier
1101¿VariableDeclarator¿¿1271¿v126¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1102¿CallExpression¿¿1271¿¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1103¿MemberExpression¿¿1271¿¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1104¿Identifier¿¿1271¿label¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1105¿Identifier¿¿1271¿split¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
