Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
874¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Program
1108¿VariableDeclarator¿¿1522¿v104¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1109¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1110¿Identifier¿¿1522¿commandResult¿¿¿{"start":{"line":58,"column":23},"end":{"line":58,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1111¿Identifier¿¿1522¿status¿¿¿{"start":{"line":58,"column":37},"end":{"line":58,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1112¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1113¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1114¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1115¿Identifier¿¿1522¿error¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1116¿Identifier¿¿1522¿code¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1117¿Identifier¿¿1522¿v104¿¿¿¿¿Identifier
1118¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1119¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1120¿Identifier¿¿1522¿error¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1121¿ObjectExpression¿¿1522¿¿¿¿¿¿ObjectExpression
1122¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1123¿AssignmentExpression¿=¿1522¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿AssignmentExpression
1124¿Identifier¿¿1522¿error¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1125¿ObjectExpression¿¿1522¿¿¿¿¿¿ObjectExpression
1126¿BlockStatement¿¿1522¿¿¿¿{"start":{"line":57,"column":32},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1127¿VariableDeclarator¿¿1522¿v105¿¿¿{"start":{"line":61,"column":37},"end":{"line":61,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1128¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":61,"column":37},"end":{"line":61,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1129¿Identifier¿¿1522¿commandResult¿¿¿{"start":{"line":61,"column":37},"end":{"line":61,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1130¿Identifier¿¿1522¿stdout¿¿¿{"start":{"line":61,"column":51},"end":{"line":61,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1131¿VariableDeclarator¿¿1522¿v106¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1132¿ObjectExpression¿¿1522¿¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ObjectExpression
1133¿Property¿¿1522¿¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Property
1134¿Identifier¿¿1522¿error¿¿¿{"start":{"line":61,"column":15},"end":{"line":61,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1135¿Identifier¿¿1522¿error¿¿¿{"start":{"line":61,"column":22},"end":{"line":61,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1136¿Property¿¿1522¿¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Property
1137¿Identifier¿¿1522¿report¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1138¿Identifier¿¿1522¿v105¿¿¿¿¿Identifier
1139¿VariableDeclarator¿¿1522¿v107¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1140¿CallExpression¿¿1522¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1141¿Identifier¿¿1522¿resolve¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1142¿Identifier¿¿1522¿v106¿¿¿¿¿Identifier
1143¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1144¿Identifier¿¿1522¿v107¿¿¿¿¿Identifier
1145¿BlockStatement¿¿1522¿¿¿¿{"start":{"line":53,"column":41},"end":{"line":62,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1146¿VariableDeclarator¿¿1522¿v108¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1147¿MemberExpression¿computed¿1522¿¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1148¿Identifier¿¿1522¿command¿¿¿{"start":{"line":63,"column":29},"end":{"line":63,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1149¿Literal¿number¿1522¿¿0¿¿{"start":{"line":63,"column":37},"end":{"line":63,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1150¿VariableDeclarator¿¿1522¿v109¿¿¿{"start":{"line":63,"column":41},"end":{"line":63,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1151¿CallExpression¿¿1522¿¿¿¿{"start":{"line":63,"column":41},"end":{"line":63,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1152¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":63,"column":41},"end":{"line":63,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1153¿Identifier¿¿1522¿command¿¿¿{"start":{"line":63,"column":41},"end":{"line":63,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1154¿Identifier¿¿1522¿slice¿¿¿{"start":{"line":63,"column":49},"end":{"line":63,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1155¿Literal¿number¿1522¿¿1¿¿{"start":{"line":63,"column":55},"end":{"line":63,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1156¿VariableDeclarator¿¿1522¿v112¿¿¿{"start":{"line":63,"column":75},"end":{"line":65,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1157¿FunctionExpression¿¿1522¿anon¿¿¿{"start":{"line":63,"column":75},"end":{"line":65,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿FunctionExpression
1158¿Identifier¿¿0¿error¿¿¿{"start":{"line":63,"column":84},"end":{"line":63,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1159¿Identifier¿¿0¿report¿¿¿{"start":{"line":63,"column":91},"end":{"line":63,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1160¿VariableDeclarator¿¿1525¿v110¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1161¿ObjectExpression¿¿1525¿¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ObjectExpression
1162¿Property¿¿1525¿¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Property
1163¿Identifier¿¿1525¿error¿¿¿{"start":{"line":64,"column":17},"end":{"line":64,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1164¿Identifier¿¿1525¿error¿¿¿{"start":{"line":64,"column":24},"end":{"line":64,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1165¿Property¿¿1525¿¿¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Property
1166¿Identifier¿¿1525¿report¿¿¿{"start":{"line":64,"column":31},"end":{"line":64,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1167¿Identifier¿¿1525¿report¿¿¿{"start":{"line":64,"column":39},"end":{"line":64,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1168¿VariableDeclarator¿¿1525¿v111¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1169¿CallExpression¿¿1525¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1170¿Identifier¿¿1525¿resolve¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1171¿Identifier¿¿1525¿v110¿¿¿¿¿Identifier
1172¿ExpressionStatement¿¿1525¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1173¿Identifier¿¿1525¿v111¿¿¿¿¿Identifier
1174¿BlockStatement¿¿1525¿¿¿¿{"start":{"line":63,"column":99},"end":{"line":65,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1175¿VariableDeclarator¿¿1522¿v113¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1176¿CallExpression¿¿1522¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1177¿MemberExpression¿¿1522¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1178¿Identifier¿¿1522¿child_process¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1179¿Identifier¿¿1522¿execFile¿¿¿{"start":{"line":63,"column":20},"end":{"line":63,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1180¿Identifier¿¿1522¿v108¿¿¿¿¿Identifier
1181¿Identifier¿¿1522¿v109¿¿¿¿¿Identifier
1182¿Identifier¿¿1522¿commandOptions¿¿¿{"start":{"line":63,"column":59},"end":{"line":63,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1183¿Identifier¿¿1522¿v112¿¿¿¿¿Identifier
1184¿ExpressionStatement¿¿1522¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":65,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1185¿Identifier¿¿1522¿v113¿¿¿¿¿Identifier
1186¿BlockStatement¿¿1522¿¿¿¿{"start":{"line":62,"column":11},"end":{"line":66,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1187¿BlockStatement¿¿1522¿¿¿¿{"start":{"line":43,"column":47},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1188¿VariableDeclarator¿¿1520¿v115¿¿¿{"start":{"line":43,"column":9},"end":{"line":67,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1189¿NewExpression¿¿1520¿¿¿¿{"start":{"line":43,"column":9},"end":{"line":67,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿NewExpression
1190¿Identifier¿¿1520¿Promise¿¿¿{"start":{"line":43,"column":13},"end":{"line":43,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1191¿Identifier¿¿1520¿v114¿¿¿¿¿Identifier
1192¿ReturnStatement¿¿1520¿¿¿¿{"start":{"line":43,"column":2},"end":{"line":67,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ReturnStatement
1193¿Identifier¿¿1520¿v115¿¿¿¿¿Identifier
1194¿BlockStatement¿¿1520¿¿¿¿{"start":{"line":42,"column":39},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1195¿VariableDeclarator¿¿1515¿configFileReadError¿¿¿{"start":{"line":70,"column":0},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1196¿FunctionExpression¿¿1515¿anon¿¿¿{"start":{"line":70,"column":0},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿FunctionExpression
1197¿Identifier¿¿0¿report¿¿¿{"start":{"line":70,"column":29},"end":{"line":70,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1198¿Identifier¿¿0¿options¿¿¿{"start":{"line":70,"column":37},"end":{"line":70,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1199¿VariableDeclarator¿¿1528¿v116¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1200¿MemberExpression¿¿1528¿¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1201¿Identifier¿¿1528¿options¿¿¿{"start":{"line":71,"column":56},"end":{"line":71,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1202¿Identifier¿¿1528¿config¿¿¿{"start":{"line":71,"column":64},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1203¿VariableDeclarator¿¿1528¿v117¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1204¿BinaryExpression¿+¿1528¿¿¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1205¿Literal¿string¿1528¿¿'No such file or directory(.*)'¿¿{"start":{"line":71,"column":22},"end":{"line":71,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1206¿Identifier¿¿1528¿v116¿¿¿¿¿Identifier
1207¿VariableDeclarator¿¿1528¿re¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1208¿NewExpression¿¿1528¿¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿NewExpression
1209¿Identifier¿¿1528¿RegExp¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1210¿Identifier¿¿1528¿v117¿¿¿¿¿Identifier
1211¿Literal¿string¿1528¿¿'g'¿¿{"start":{"line":71,"column":72},"end":{"line":71,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1212¿VariableDeclarator¿¿1528¿v118¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1213¿CallExpression¿¿1528¿¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1214¿MemberExpression¿¿1528¿¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1215¿Identifier¿¿1528¿re¿¿¿{"start":{"line":72,"column":9},"end":{"line":72,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1216¿Identifier¿¿1528¿test¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1217¿Identifier¿¿1528¿report¿¿¿{"start":{"line":72,"column":17},"end":{"line":72,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1218¿ReturnStatement¿¿1528¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":72,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ReturnStatement
1219¿Identifier¿¿1528¿v118¿¿¿¿¿Identifier
1220¿BlockStatement¿¿1528¿¿¿¿{"start":{"line":70,"column":46},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1221¿VariableDeclarator¿¿1515¿execLintCommand¿¿¿{"start":{"line":75,"column":0},"end":{"line":104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1222¿FunctionExpression¿¿1515¿anon¿¿¿{"start":{"line":75,"column":0},"end":{"line":104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿FunctionExpression
1223¿Identifier¿¿0¿command¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1224¿Identifier¿¿0¿options¿¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1225¿VariableDeclarator¿¿1530¿v165¿¿¿{"start":{"line":76,"column":21},"end":{"line":103,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1226¿FunctionExpression¿¿1530¿anon¿¿¿{"start":{"line":76,"column":21},"end":{"line":103,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿FunctionExpression
1227¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1228¿Identifier¿¿0¿reject¿¿¿{"start":{"line":76,"column":39},"end":{"line":76,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1229¿VariableDeclarator¿¿1532¿v119¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1230¿CallExpression¿¿1532¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
