Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4329¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1142,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Program
5996¿MemberExpression¿computed¿7668¿¿¿¿{"start":{"line":560,"column":8},"end":{"line":560,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
5997¿Identifier¿¿7668¿headers¿¿¿{"start":{"line":560,"column":8},"end":{"line":560,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5998¿Identifier¿¿7668¿key¿¿¿{"start":{"line":560,"column":16},"end":{"line":560,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
5999¿Identifier¿¿7668¿v563¿¿¿¿¿Identifier
6000¿BlockStatement¿¿7668¿¿¿¿{"start":{"line":559,"column":55},"end":{"line":561,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
6001¿VariableDeclarator¿¿7668¿v559¿¿¿{"start":{"line":557,"column":37},"end":{"line":557,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6002¿UpdateExpression¿¿7668¿¿¿¿{"start":{"line":557,"column":37},"end":{"line":557,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿UpdateExpression
6003¿Identifier¿¿7668¿i¿¿¿{"start":{"line":557,"column":37},"end":{"line":557,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6004¿ExpressionStatement¿¿7668¿¿¿¿{"start":{"line":557,"column":4},"end":{"line":562,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6005¿AssignmentExpression¿=¿7668¿¿¿¿{"start":{"line":557,"column":4},"end":{"line":562,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6006¿Identifier¿¿7668¿v558¿¿¿{"start":{"line":557,"column":4},"end":{"line":562,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6007¿BinaryExpression¿<¿7668¿¿¿¿{"start":{"line":557,"column":20},"end":{"line":557,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
6008¿Identifier¿¿7668¿i¿¿¿{"start":{"line":557,"column":20},"end":{"line":557,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6009¿Identifier¿¿7668¿v557¿¿¿¿¿Identifier
6010¿BlockStatement¿¿7668¿¿¿¿¿¿BlockStatement
6011¿BlockStatement¿¿7668¿¿¿¿{"start":{"line":555,"column":28},"end":{"line":563,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
6012¿ExpressionStatement¿¿7668¿¿¿¿{"start":{"line":566,"column":2},"end":{"line":566,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6013¿AssignmentExpression¿=¿7668¿¿¿¿{"start":{"line":566,"column":2},"end":{"line":566,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6014¿Identifier¿¿7668¿opts¿¿¿{"start":{"line":566,"column":2},"end":{"line":566,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6015¿CallExpression¿¿7668¿¿¿¿{"start":{"line":566,"column":9},"end":{"line":566,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6016¿MemberExpression¿¿7668¿¿¿¿{"start":{"line":566,"column":9},"end":{"line":566,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6017¿Identifier¿¿7668¿Object¿¿¿{"start":{"line":566,"column":9},"end":{"line":566,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6018¿Identifier¿¿7668¿create¿¿¿{"start":{"line":566,"column":16},"end":{"line":566,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6019¿Identifier¿¿7668¿opts¿¿¿{"start":{"line":566,"column":23},"end":{"line":566,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6020¿ExpressionStatement¿¿7668¿¿¿¿{"start":{"line":567,"column":2},"end":{"line":567,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6021¿AssignmentExpression¿=¿7668¿¿¿¿{"start":{"line":567,"column":2},"end":{"line":567,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6022¿MemberExpression¿¿7668¿¿¿¿{"start":{"line":567,"column":2},"end":{"line":567,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6023¿Identifier¿¿7668¿opts¿¿¿{"start":{"line":567,"column":2},"end":{"line":567,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6024¿Identifier¿¿7668¿headers¿¿¿{"start":{"line":567,"column":7},"end":{"line":567,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6025¿Identifier¿¿7668¿headers¿¿¿{"start":{"line":567,"column":17},"end":{"line":567,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6026¿VariableDeclarator¿¿7668¿fullPath¿¿¿{"start":{"line":570,"column":6},"end":{"line":570,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6027¿CallExpression¿¿7668¿¿¿¿{"start":{"line":570,"column":17},"end":{"line":570,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6028¿Identifier¿¿7668¿resolve¿¿¿{"start":{"line":570,"column":17},"end":{"line":570,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6029¿Identifier¿¿7668¿path¿¿¿{"start":{"line":570,"column":25},"end":{"line":570,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6030¿VariableDeclarator¿¿7668¿v564¿¿¿{"start":{"line":573,"column":9},"end":{"line":573,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6031¿CallExpression¿¿7668¿¿¿¿{"start":{"line":573,"column":9},"end":{"line":573,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6032¿MemberExpression¿¿7668¿¿¿¿{"start":{"line":573,"column":9},"end":{"line":573,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6033¿ThisExpression¿¿7668¿¿¿¿{"start":{"line":573,"column":9},"end":{"line":573,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
6034¿Identifier¿¿7668¿sendFile¿¿¿{"start":{"line":573,"column":14},"end":{"line":573,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6035¿Identifier¿¿7668¿fullPath¿¿¿{"start":{"line":573,"column":23},"end":{"line":573,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6036¿Identifier¿¿7668¿opts¿¿¿{"start":{"line":573,"column":33},"end":{"line":573,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6037¿Identifier¿¿7668¿done¿¿¿{"start":{"line":573,"column":39},"end":{"line":573,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6038¿ReturnStatement¿¿7668¿¿¿¿{"start":{"line":573,"column":2},"end":{"line":573,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ReturnStatement
6039¿Identifier¿¿7668¿v564¿¿¿¿¿Identifier
6040¿BlockStatement¿¿7668¿¿¿¿{"start":{"line":534,"column":69},"end":{"line":574,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
6041¿ExpressionStatement¿¿7601¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":574,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6042¿AssignmentExpression¿=¿7601¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":574,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6043¿MemberExpression¿¿7601¿¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6044¿Identifier¿¿7601¿res¿¿¿{"start":{"line":534,"column":0},"end":{"line":534,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6045¿Identifier¿¿7601¿download¿¿¿{"start":{"line":534,"column":4},"end":{"line":534,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6046¿Identifier¿¿7601¿download¿¿¿¿¿Identifier
6047¿VariableDeclarator¿¿7601¿contentType¿¿¿{"start":{"line":594,"column":0},"end":{"line":600,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6048¿FunctionExpression¿¿7601¿anon¿¿¿{"start":{"line":594,"column":11},"end":{"line":600,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
6049¿Identifier¿¿0¿type¿¿¿{"start":{"line":594,"column":32},"end":{"line":594,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6050¿VariableDeclarator¿¿7675¿ct¿¿¿{"start":{"line":595,"column":6},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6051¿VariableDeclarator¿¿7675¿v565¿¿¿{"start":{"line":595,"column":11},"end":{"line":595,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6052¿CallExpression¿¿7675¿¿¿¿{"start":{"line":595,"column":11},"end":{"line":595,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6053¿MemberExpression¿¿7675¿¿¿¿{"start":{"line":595,"column":11},"end":{"line":595,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6054¿Identifier¿¿7675¿type¿¿¿{"start":{"line":595,"column":11},"end":{"line":595,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6055¿Identifier¿¿7675¿indexOf¿¿¿{"start":{"line":595,"column":16},"end":{"line":595,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6056¿Literal¿string¿7675¿¿'/'¿¿{"start":{"line":595,"column":24},"end":{"line":595,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
6057¿VariableDeclarator¿¿7675¿v566¿¿¿{"start":{"line":595,"column":33},"end":{"line":595,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6058¿UnaryExpression¿-¿7675¿¿¿¿{"start":{"line":595,"column":33},"end":{"line":595,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿UnaryExpression
6059¿Literal¿number¿7675¿¿1¿¿{"start":{"line":595,"column":34},"end":{"line":595,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
6060¿VariableDeclarator¿¿7675¿v567¿¿¿{"start":{"line":595,"column":11},"end":{"line":595,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6061¿BinaryExpression¿===¿7675¿¿¿¿{"start":{"line":595,"column":11},"end":{"line":595,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
6062¿Identifier¿¿7675¿v565¿¿¿¿¿Identifier
6063¿Identifier¿¿7675¿v566¿¿¿¿¿Identifier
6064¿VariableDeclarator¿¿7675¿v568¿¿¿{"start":{"line":596,"column":6},"end":{"line":596,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6065¿CallExpression¿¿7675¿¿¿¿{"start":{"line":596,"column":6},"end":{"line":596,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6066¿MemberExpression¿¿7675¿¿¿¿{"start":{"line":596,"column":6},"end":{"line":596,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6067¿Identifier¿¿7675¿mime¿¿¿{"start":{"line":596,"column":6},"end":{"line":596,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6068¿Identifier¿¿7675¿lookup¿¿¿{"start":{"line":596,"column":11},"end":{"line":596,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6069¿Identifier¿¿7675¿type¿¿¿{"start":{"line":596,"column":18},"end":{"line":596,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6070¿IfStatement¿¿7675¿¿¿¿{"start":{"line":595,"column":11},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
6071¿Identifier¿¿7675¿v567¿¿¿¿¿Identifier
6072¿ExpressionStatement¿¿7675¿¿¿¿{"start":{"line":595,"column":11},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6073¿AssignmentExpression¿=¿7675¿¿¿¿{"start":{"line":595,"column":11},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6074¿Identifier¿¿7675¿ct¿¿¿{"start":{"line":595,"column":11},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6075¿Identifier¿¿7675¿v568¿¿¿¿¿Identifier
6076¿BlockStatement¿¿7675¿¿¿¿¿¿BlockStatement
6077¿ExpressionStatement¿¿7675¿¿¿¿{"start":{"line":595,"column":11},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6078¿AssignmentExpression¿=¿7675¿¿¿¿{"start":{"line":595,"column":11},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6079¿Identifier¿¿7675¿ct¿¿¿{"start":{"line":595,"column":11},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6080¿Identifier¿¿7675¿type¿¿¿{"start":{"line":597,"column":6},"end":{"line":597,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6081¿BlockStatement¿¿7675¿¿¿¿¿¿BlockStatement
6082¿VariableDeclarator¿¿7675¿v569¿¿¿{"start":{"line":599,"column":9},"end":{"line":599,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6083¿CallExpression¿¿7675¿¿¿¿{"start":{"line":599,"column":9},"end":{"line":599,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
6084¿MemberExpression¿¿7675¿¿¿¿{"start":{"line":599,"column":9},"end":{"line":599,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6085¿ThisExpression¿¿7675¿¿¿¿{"start":{"line":599,"column":9},"end":{"line":599,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
6086¿Identifier¿¿7675¿set¿¿¿{"start":{"line":599,"column":14},"end":{"line":599,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6087¿Literal¿string¿7675¿¿'Content-Type'¿¿{"start":{"line":599,"column":18},"end":{"line":599,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
6088¿Identifier¿¿7675¿ct¿¿¿{"start":{"line":599,"column":34},"end":{"line":599,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6089¿ReturnStatement¿¿7675¿¿¿¿{"start":{"line":599,"column":2},"end":{"line":599,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ReturnStatement
6090¿Identifier¿¿7675¿v569¿¿¿¿¿Identifier
6091¿BlockStatement¿¿7675¿¿¿¿{"start":{"line":594,"column":38},"end":{"line":600,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
6092¿ExpressionStatement¿¿7601¿¿¿¿{"start":{"line":593,"column":0},"end":{"line":600,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6093¿AssignmentExpression¿=¿7601¿¿¿¿{"start":{"line":593,"column":0},"end":{"line":600,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6094¿MemberExpression¿¿7601¿¿¿¿{"start":{"line":593,"column":0},"end":{"line":600,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6095¿Identifier¿¿7601¿res¿¿¿{"start":{"line":594,"column":0},"end":{"line":594,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6096¿Identifier¿¿7601¿type¿¿¿{"start":{"line":594,"column":4},"end":{"line":594,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6097¿Identifier¿¿7601¿contentType¿¿¿¿¿Identifier
6098¿ExpressionStatement¿¿7601¿¿¿¿{"start":{"line":593,"column":0},"end":{"line":600,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
6099¿AssignmentExpression¿=¿7601¿¿¿¿{"start":{"line":593,"column":0},"end":{"line":600,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
6100¿MemberExpression¿¿7601¿¿¿¿{"start":{"line":593,"column":0},"end":{"line":593,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6101¿Identifier¿¿7601¿res¿¿¿{"start":{"line":593,"column":0},"end":{"line":593,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6102¿Identifier¿¿7601¿contentType¿¿¿{"start":{"line":593,"column":4},"end":{"line":593,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6103¿MemberExpression¿¿7601¿¿¿¿{"start":{"line":594,"column":0},"end":{"line":594,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6104¿Identifier¿¿7601¿res¿¿¿{"start":{"line":594,"column":0},"end":{"line":594,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6105¿Identifier¿¿7601¿type¿¿¿{"start":{"line":594,"column":4},"end":{"line":594,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6106¿VariableDeclarator¿¿7601¿v586¿¿¿{"start":{"line":659,"column":0},"end":{"line":686,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6107¿FunctionExpression¿¿7601¿anon¿¿¿{"start":{"line":659,"column":13},"end":{"line":686,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
6108¿Identifier¿¿0¿obj¿¿¿{"start":{"line":659,"column":22},"end":{"line":659,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6109¿VariableDeclarator¿¿7678¿req¿¿¿{"start":{"line":660,"column":6},"end":{"line":660,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6110¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":660,"column":12},"end":{"line":660,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6111¿ThisExpression¿¿7678¿¿¿¿{"start":{"line":660,"column":12},"end":{"line":660,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
6112¿Identifier¿¿7678¿req¿¿¿{"start":{"line":660,"column":17},"end":{"line":660,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6113¿VariableDeclarator¿¿7678¿next¿¿¿{"start":{"line":661,"column":6},"end":{"line":661,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6114¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":661,"column":13},"end":{"line":661,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6115¿Identifier¿¿7678¿req¿¿¿{"start":{"line":661,"column":13},"end":{"line":661,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6116¿Identifier¿¿7678¿next¿¿¿{"start":{"line":661,"column":17},"end":{"line":661,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6117¿VariableDeclarator¿¿7678¿fn¿¿¿{"start":{"line":663,"column":6},"end":{"line":663,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6118¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":663,"column":11},"end":{"line":663,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6119¿Identifier¿¿7678¿obj¿¿¿{"start":{"line":663,"column":11},"end":{"line":663,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6120¿Identifier¿¿7678¿default¿¿¿{"start":{"line":663,"column":15},"end":{"line":663,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6121¿IfStatement¿¿7678¿¿¿¿{"start":{"line":664,"column":2},"end":{"line":664,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
6122¿Identifier¿¿7678¿fn¿¿¿{"start":{"line":664,"column":6},"end":{"line":664,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6123¿VariableDeclarator¿¿7678¿v570¿¿¿{"start":{"line":664,"column":17},"end":{"line":664,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
6124¿MemberExpression¿¿7678¿¿¿¿{"start":{"line":664,"column":17},"end":{"line":664,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
6125¿Identifier¿¿7678¿obj¿¿¿{"start":{"line":664,"column":17},"end":{"line":664,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
6126¿Identifier¿¿7678¿default¿¿¿{"start":{"line":664,"column":21},"end":{"line":664,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
