Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1007¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Program
1268¿ExpressionStatement¿¿1730¿¿¿¿{"start":{"line":34,"column":6},"end":{"line":36,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1269¿Identifier¿¿1730¿v135¿¿¿¿¿Identifier
1270¿BlockStatement¿¿1730¿¿¿¿{"start":{"line":30,"column":45},"end":{"line":37,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1271¿VariableDeclarator¿¿1719¿v146¿¿¿{"start":{"line":39,"column":9},"end":{"line":45,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1272¿FunctionExpression¿¿1719¿anon¿¿¿{"start":{"line":39,"column":9},"end":{"line":45,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1273¿Identifier¿¿0¿sourceFile¿¿¿{"start":{"line":39,"column":18},"end":{"line":39,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1274¿Identifier¿¿0¿callback¿¿¿{"start":{"line":39,"column":30},"end":{"line":39,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1275¿VariableDeclarator¿¿1732¿v137¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1276¿CallExpression¿¿1732¿¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1277¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1278¿Identifier¿¿1732¿chalk¿¿¿{"start":{"line":40,"column":26},"end":{"line":40,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1279¿Identifier¿¿1732¿yellow¿¿¿{"start":{"line":40,"column":32},"end":{"line":40,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1280¿Identifier¿¿1732¿sourceFile¿¿¿{"start":{"line":40,"column":39},"end":{"line":40,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1281¿VariableDeclarator¿¿1732¿v138¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1282¿BinaryExpression¿+¿1732¿¿¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BinaryExpression
1283¿Literal¿string¿1732¿¿'...'¿¿{"start":{"line":40,"column":18},"end":{"line":40,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1284¿Identifier¿¿1732¿v137¿¿¿¿¿Identifier
1285¿VariableDeclarator¿¿1732¿v139¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1732¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1287¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1288¿Identifier¿¿1732¿console¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1289¿Identifier¿¿1732¿log¿¿¿{"start":{"line":40,"column":14},"end":{"line":40,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1290¿Identifier¿¿1732¿v138¿¿¿¿¿Identifier
1291¿ExpressionStatement¿¿1732¿¿¿¿{"start":{"line":40,"column":6},"end":{"line":40,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1292¿Identifier¿¿1732¿v139¿¿¿¿¿Identifier
1293¿VariableDeclarator¿¿1732¿v140¿¿¿{"start":{"line":41,"column":47},"end":{"line":41,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1294¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":41,"column":47},"end":{"line":41,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1295¿Identifier¿¿1732¿config¿¿¿{"start":{"line":41,"column":47},"end":{"line":41,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1296¿Identifier¿¿1732¿tmpFolder¿¿¿{"start":{"line":41,"column":54},"end":{"line":41,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1297¿VariableDeclarator¿¿1732¿v141¿¿¿{"start":{"line":41,"column":37},"end":{"line":41,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1298¿CallExpression¿¿1732¿¿¿¿{"start":{"line":41,"column":37},"end":{"line":41,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1299¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":41,"column":37},"end":{"line":41,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1300¿Identifier¿¿1732¿path¿¿¿{"start":{"line":41,"column":37},"end":{"line":41,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1301¿Identifier¿¿1732¿join¿¿¿{"start":{"line":41,"column":42},"end":{"line":41,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1302¿Identifier¿¿1732¿v140¿¿¿¿¿Identifier
1303¿Identifier¿¿1732¿sourceFile¿¿¿{"start":{"line":41,"column":65},"end":{"line":41,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1304¿VariableDeclarator¿¿1732¿out¿¿¿{"start":{"line":41,"column":10},"end":{"line":41,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1305¿CallExpression¿¿1732¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1306¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1307¿Identifier¿¿1732¿fs¿¿¿{"start":{"line":41,"column":16},"end":{"line":41,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1308¿Identifier¿¿1732¿createWriteStream¿¿¿{"start":{"line":41,"column":19},"end":{"line":41,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1309¿Identifier¿¿1732¿v141¿¿¿¿¿Identifier
1310¿VariableDeclarator¿¿1732¿v142¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1311¿CallExpression¿¿1732¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1312¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1313¿Identifier¿¿1732¿out¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1314¿Identifier¿¿1732¿on¿¿¿{"start":{"line":42,"column":10},"end":{"line":42,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1315¿Literal¿string¿1732¿¿'finish'¿¿{"start":{"line":42,"column":13},"end":{"line":42,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1316¿Identifier¿¿1732¿callback¿¿¿{"start":{"line":42,"column":23},"end":{"line":42,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1317¿ExpressionStatement¿¿1732¿¿¿¿{"start":{"line":42,"column":6},"end":{"line":42,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1318¿Identifier¿¿1732¿v142¿¿¿¿¿Identifier
1319¿VariableDeclarator¿¿1732¿v143¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1320¿CallExpression¿¿1732¿¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1321¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1322¿Identifier¿¿1732¿path¿¿¿{"start":{"line":43,"column":26},"end":{"line":43,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1323¿Identifier¿¿1732¿join¿¿¿{"start":{"line":43,"column":31},"end":{"line":43,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1324¿Literal¿string¿1732¿¿'packages/'¿¿{"start":{"line":43,"column":36},"end":{"line":43,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1325¿Identifier¿¿1732¿sourceFile¿¿¿{"start":{"line":43,"column":49},"end":{"line":43,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1326¿VariableDeclarator¿¿1732¿v144¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1327¿CallExpression¿¿1732¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1328¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1329¿Identifier¿¿1732¿fs¿¿¿{"start":{"line":43,"column":6},"end":{"line":43,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1330¿Identifier¿¿1732¿createReadStream¿¿¿{"start":{"line":43,"column":9},"end":{"line":43,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1331¿Identifier¿¿1732¿v143¿¿¿¿¿Identifier
1332¿VariableDeclarator¿¿1732¿v145¿¿¿{"start":{"line":43,"column":6},"end":{"line":44,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1333¿CallExpression¿¿1732¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":44,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1334¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":44,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1335¿Identifier¿¿1732¿v144¿¿¿¿¿Identifier
1336¿Identifier¿¿1732¿pipe¿¿¿{"start":{"line":44,"column":9},"end":{"line":44,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1337¿Identifier¿¿1732¿out¿¿¿{"start":{"line":44,"column":14},"end":{"line":44,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1338¿ExpressionStatement¿¿1732¿¿¿¿{"start":{"line":43,"column":6},"end":{"line":44,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1339¿Identifier¿¿1732¿v145¿¿¿¿¿Identifier
1340¿BlockStatement¿¿1732¿¿¿¿{"start":{"line":39,"column":40},"end":{"line":45,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1341¿VariableDeclarator¿¿1719¿v162¿¿¿{"start":{"line":47,"column":11},"end":{"line":60,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1342¿FunctionExpression¿¿1719¿anon¿¿¿{"start":{"line":47,"column":11},"end":{"line":60,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1343¿Identifier¿¿0¿callback¿¿¿{"start":{"line":47,"column":20},"end":{"line":47,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1344¿VariableDeclarator¿¿1734¿v147¿¿¿{"start":{"line":48,"column":26},"end":{"line":48,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1345¿CallExpression¿¿1734¿¿¿¿{"start":{"line":48,"column":26},"end":{"line":48,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1346¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":48,"column":26},"end":{"line":48,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1347¿Identifier¿¿1734¿chalk¿¿¿{"start":{"line":48,"column":26},"end":{"line":48,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1348¿Identifier¿¿1734¿magenta¿¿¿{"start":{"line":48,"column":32},"end":{"line":48,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1349¿Literal¿string¿1734¿¿'LaTeX'¿¿{"start":{"line":48,"column":40},"end":{"line":48,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1350¿VariableDeclarator¿¿1734¿v148¿¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1351¿BinaryExpression¿+¿1734¿¿¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BinaryExpression
1352¿Literal¿string¿1734¿¿'...'¿¿{"start":{"line":48,"column":18},"end":{"line":48,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1353¿Identifier¿¿1734¿v147¿¿¿¿¿Identifier
1354¿VariableDeclarator¿¿1734¿v149¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1355¿CallExpression¿¿1734¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1356¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1357¿Identifier¿¿1734¿console¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1358¿Identifier¿¿1734¿log¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1359¿Identifier¿¿1734¿v148¿¿¿¿¿Identifier
1360¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":48,"column":6},"end":{"line":48,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1361¿Identifier¿¿1734¿v149¿¿¿¿¿Identifier
1362¿VariableDeclarator¿¿1734¿v150¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1363¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1364¿Identifier¿¿1734¿config¿¿¿{"start":{"line":49,"column":26},"end":{"line":49,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1365¿Identifier¿¿1734¿engine¿¿¿{"start":{"line":49,"column":33},"end":{"line":49,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1734¿v151¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1367¿ArrayExpression¿¿1734¿¿¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ArrayExpression
1368¿Literal¿string¿1734¿¿'-shell-escape'¿¿{"start":{"line":49,"column":42},"end":{"line":49,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1369¿Literal¿string¿1734¿¿'-interaction'¿¿{"start":{"line":49,"column":59},"end":{"line":49,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1370¿Literal¿string¿1734¿¿'nonstopmode'¿¿{"start":{"line":49,"column":75},"end":{"line":49,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1371¿Literal¿string¿1734¿¿'template.tex'¿¿{"start":{"line":49,"column":90},"end":{"line":49,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1372¿VariableDeclarator¿¿1734¿v152¿¿¿{"start":{"line":49,"column":114},"end":{"line":49,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1373¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":49,"column":114},"end":{"line":49,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1374¿Identifier¿¿1734¿config¿¿¿{"start":{"line":49,"column":114},"end":{"line":49,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1375¿Identifier¿¿1734¿tmpFolder¿¿¿{"start":{"line":49,"column":121},"end":{"line":49,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1376¿VariableDeclarator¿¿1734¿v153¿¿¿{"start":{"line":49,"column":107},"end":{"line":49,"column":131},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1377¿ObjectExpression¿¿1734¿¿¿¿{"start":{"line":49,"column":107},"end":{"line":49,"column":131},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ObjectExpression
1378¿Property¿¿1734¿¿¿¿{"start":{"line":49,"column":109},"end":{"line":49,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Property
1379¿Identifier¿¿1734¿cwd¿¿¿{"start":{"line":49,"column":109},"end":{"line":49,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1380¿Identifier¿¿1734¿v152¿¿¿¿¿Identifier
1381¿VariableDeclarator¿¿1734¿compile¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1382¿CallExpression¿¿1734¿¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1383¿Identifier¿¿1734¿spawn¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1384¿Identifier¿¿1734¿v150¿¿¿¿¿Identifier
1385¿Identifier¿¿1734¿v151¿¿¿¿¿Identifier
1386¿Identifier¿¿1734¿v153¿¿¿¿¿Identifier
1387¿VariableDeclarator¿¿1734¿v155¿¿¿{"start":{"line":50,"column":26},"end":{"line":56,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1388¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":50,"column":26},"end":{"line":56,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1389¿Identifier¿¿0¿code¿¿¿{"start":{"line":50,"column":35},"end":{"line":50,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1390¿VariableDeclarator¿¿1736¿v154¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1391¿CallExpression¿¿1736¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1392¿Identifier¿¿1736¿callback¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1393¿Literal¿object¿1736¿¿null¿¿{"start":{"line":54,"column":19},"end":{"line":54,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1394¿Literal¿boolean¿1736¿¿true¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1395¿ExpressionStatement¿¿1736¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1396¿Identifier¿¿1736¿v154¿¿¿¿¿Identifier
1397¿BlockStatement¿¿1736¿¿¿¿{"start":{"line":50,"column":41},"end":{"line":56,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1398¿VariableDeclarator¿¿1734¿v156¿¿¿{"start":{"line":50,"column":6},"end":{"line":56,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1399¿CallExpression¿¿1734¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":56,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
