Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
753¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":90,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Program
1011¿ExpressionStatement¿¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1012¿AssignmentExpression¿=¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
1013¿MemberExpression¿¿1294¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1014¿Identifier¿¿1294¿Pullit¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1015¿Identifier¿¿1294¿fetchRequests¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1016¿Identifier¿¿1294¿fetchRequests¿¿¿{"start":{"line":43,"column":2},"end":{"line":43,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1017¿VariableDeclarator¿¿1294¿display¿¿¿{"start":{"line":6,"column":0},"end":{"line":88,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1018¿FunctionExpression¿¿1294¿display¿¿¿{"start":{"line":50,"column":9},"end":{"line":87,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿FunctionExpression
1019¿VariableDeclarator¿¿1310¿v109¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1020¿CallExpression¿¿1310¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1021¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1022¿ThisExpression¿¿1310¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
1023¿Identifier¿¿1310¿fetchRequests¿¿¿{"start":{"line":51,"column":9},"end":{"line":51,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1024¿VariableDeclarator¿¿1310¿v148¿¿¿{"start":{"line":52,"column":12},"end":{"line":81,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1025¿ArrowFunctionExpression¿¿1310¿¿¿¿{"start":{"line":52,"column":12},"end":{"line":81,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1026¿Identifier¿¿0¿results¿¿¿{"start":{"line":52,"column":12},"end":{"line":52,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1027¿VariableDeclarator¿¿1312¿v110¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1028¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1029¿Identifier¿¿1312¿process¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1030¿Identifier¿¿1312¿stdout¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1031¿VariableDeclarator¿¿1312¿v111¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1032¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1033¿Identifier¿¿1312¿v110¿¿¿¿¿Identifier
1034¿Identifier¿¿1312¿columns¿¿¿{"start":{"line":54,"column":32},"end":{"line":54,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1035¿VariableDeclarator¿¿1312¿v112¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1036¿BinaryExpression¿-¿1312¿¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BinaryExpression
1037¿Identifier¿¿1312¿v111¿¿¿¿¿Identifier
1038¿Literal¿number¿1312¿¿4¿¿{"start":{"line":54,"column":42},"end":{"line":54,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1039¿VariableDeclarator¿¿1312¿v113¿¿¿{"start":{"line":53,"column":26},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1040¿ObjectExpression¿¿1312¿¿¿¿{"start":{"line":53,"column":26},"end":{"line":57,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ObjectExpression
1041¿Property¿¿1312¿¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Property
1042¿Identifier¿¿1312¿width¿¿¿{"start":{"line":54,"column":10},"end":{"line":54,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1043¿Identifier¿¿1312¿v112¿¿¿¿¿Identifier
1044¿Property¿¿1312¿¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Property
1045¿Identifier¿¿1312¿x¿¿¿{"start":{"line":55,"column":10},"end":{"line":55,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1046¿Literal¿number¿1312¿¿0¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1047¿Property¿¿1312¿¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Property
1048¿Identifier¿¿1312¿y¿¿¿{"start":{"line":56,"column":10},"end":{"line":56,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1049¿Literal¿number¿1312¿¿2¿¿{"start":{"line":56,"column":13},"end":{"line":56,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1050¿VariableDeclarator¿¿1312¿menu¿¿¿{"start":{"line":53,"column":14},"end":{"line":57,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1051¿CallExpression¿¿1312¿¿¿¿{"start":{"line":53,"column":21},"end":{"line":57,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1052¿Identifier¿¿1312¿Menu¿¿¿{"start":{"line":53,"column":21},"end":{"line":53,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1053¿Identifier¿¿1312¿v113¿¿¿¿¿Identifier
1054¿VariableDeclarator¿¿1312¿v114¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1055¿CallExpression¿¿1312¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1056¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1057¿Identifier¿¿1312¿menu¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1058¿Identifier¿¿1312¿reset¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1059¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1060¿Identifier¿¿1312¿v114¿¿¿¿¿Identifier
1061¿VariableDeclarator¿¿1312¿v115¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1062¿CallExpression¿¿1312¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1063¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1064¿Identifier¿¿1312¿menu¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1065¿Identifier¿¿1312¿write¿¿¿{"start":{"line":59,"column":13},"end":{"line":59,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1066¿Literal¿string¿1312¿¿'Currently open pull requests:\n'¿¿{"start":{"line":59,"column":19},"end":{"line":59,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1067¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1068¿Identifier¿¿1312¿v115¿¿¿¿¿Identifier
1069¿VariableDeclarator¿¿1312¿v116¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1070¿CallExpression¿¿1312¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1071¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1072¿Identifier¿¿1312¿menu¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1073¿Identifier¿¿1312¿write¿¿¿{"start":{"line":60,"column":13},"end":{"line":60,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1074¿Literal¿string¿1312¿¿'-------------------------\n'¿¿{"start":{"line":60,"column":19},"end":{"line":60,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1075¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1076¿Identifier¿¿1312¿v116¿¿¿¿¿Identifier
1077¿VariableDeclarator¿¿1312¿v117¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1078¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1079¿Identifier¿¿1312¿results¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1080¿Identifier¿¿1312¿data¿¿¿{"start":{"line":62,"column":16},"end":{"line":62,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1081¿VariableDeclarator¿¿1312¿v125¿¿¿{"start":{"line":62,"column":29},"end":{"line":66,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1082¿ArrowFunctionExpression¿¿1312¿¿¿¿{"start":{"line":62,"column":29},"end":{"line":66,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1083¿Identifier¿¿0¿element¿¿¿{"start":{"line":62,"column":29},"end":{"line":62,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1084¿VariableDeclarator¿¿1314¿v118¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1085¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1086¿Identifier¿¿1314¿element¿¿¿{"start":{"line":64,"column":15},"end":{"line":64,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1087¿Identifier¿¿1314¿number¿¿¿{"start":{"line":64,"column":23},"end":{"line":64,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1088¿VariableDeclarator¿¿1314¿v119¿¿¿{"start":{"line":64,"column":35},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1089¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":64,"column":35},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1090¿Identifier¿¿1314¿element¿¿¿{"start":{"line":64,"column":35},"end":{"line":64,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1091¿Identifier¿¿1314¿title¿¿¿{"start":{"line":64,"column":43},"end":{"line":64,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1092¿VariableDeclarator¿¿1314¿v120¿¿¿{"start":{"line":64,"column":54},"end":{"line":64,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1093¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":64,"column":54},"end":{"line":64,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1094¿Identifier¿¿1314¿element¿¿¿{"start":{"line":64,"column":54},"end":{"line":64,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1095¿Identifier¿¿1314¿head¿¿¿{"start":{"line":64,"column":62},"end":{"line":64,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1096¿VariableDeclarator¿¿1314¿v121¿¿¿{"start":{"line":64,"column":54},"end":{"line":64,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1097¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":64,"column":54},"end":{"line":64,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1098¿Identifier¿¿1314¿v120¿¿¿¿¿Identifier
1099¿Identifier¿¿1314¿user¿¿¿{"start":{"line":64,"column":67},"end":{"line":64,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1314¿v122¿¿¿{"start":{"line":64,"column":54},"end":{"line":64,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1101¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":64,"column":54},"end":{"line":64,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1102¿Identifier¿¿1314¿v121¿¿¿¿¿Identifier
1103¿Identifier¿¿1314¿login¿¿¿{"start":{"line":64,"column":72},"end":{"line":64,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1104¿VariableDeclarator¿¿1314¿v123¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1105¿TemplateLiteral¿¿1314¿¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿TemplateLiteral
1106¿Identifier¿¿1314¿v118¿¿¿¿¿Identifier
1107¿Identifier¿¿1314¿v119¿¿¿¿¿Identifier
1108¿Identifier¿¿1314¿v122¿¿¿¿¿Identifier
1109¿VariableDeclarator¿¿1314¿v124¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1110¿CallExpression¿¿1314¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1111¿MemberExpression¿¿1314¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1112¿Identifier¿¿1314¿menu¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1113¿Identifier¿¿1314¿add¿¿¿{"start":{"line":63,"column":15},"end":{"line":63,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1114¿Identifier¿¿1314¿v123¿¿¿¿¿Identifier
1115¿ExpressionStatement¿¿1314¿¿¿¿{"start":{"line":63,"column":10},"end":{"line":65,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1116¿Identifier¿¿1314¿v124¿¿¿¿¿Identifier
1117¿BlockStatement¿¿1314¿¿¿¿{"start":{"line":62,"column":40},"end":{"line":66,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1118¿VariableDeclarator¿¿1312¿v126¿¿¿{"start":{"line":62,"column":8},"end":{"line":66,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1119¿CallExpression¿¿1312¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":66,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1120¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1121¿Identifier¿¿1312¿v117¿¿¿¿¿Identifier
1122¿Identifier¿¿1312¿forEach¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1123¿Identifier¿¿1312¿v125¿¿¿¿¿Identifier
1124¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":66,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1125¿Identifier¿¿1312¿v126¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1312¿v127¿¿¿{"start":{"line":68,"column":17},"end":{"line":68,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1127¿TemplateLiteral¿¿1312¿¿¿¿{"start":{"line":68,"column":17},"end":{"line":68,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿TemplateLiteral
1128¿VariableDeclarator¿¿1312¿v128¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1129¿CallExpression¿¿1312¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1130¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1131¿Identifier¿¿1312¿menu¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1132¿Identifier¿¿1312¿add¿¿¿{"start":{"line":68,"column":13},"end":{"line":68,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1133¿Identifier¿¿1312¿v127¿¿¿¿¿Identifier
1134¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1135¿Identifier¿¿1312¿v128¿¿¿¿¿Identifier
1136¿VariableDeclarator¿¿1312¿v133¿¿¿{"start":{"line":70,"column":26},"end":{"line":73,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1137¿ArrowFunctionExpression¿¿1312¿¿¿¿{"start":{"line":70,"column":26},"end":{"line":73,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1138¿Identifier¿¿0¿label¿¿¿{"start":{"line":70,"column":26},"end":{"line":70,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1139¿VariableDeclarator¿¿1316¿v129¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1140¿CallExpression¿¿1316¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
