Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
643¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":40,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Program
897¿VariableDeclarator¿¿1136¿v128¿¿¿{"start":{"line":9,"column":102},"end":{"line":9,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
898¿BinaryExpression¿!==¿1136¿¿¿¿{"start":{"line":9,"column":102},"end":{"line":9,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
899¿Identifier¿¿1136¿v127¿¿¿¿¿Identifier
900¿Literal¿string¿1136¿¿''¿¿{"start":{"line":9,"column":154},"end":{"line":9,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
901¿VariableDeclarator¿¿1136¿v129¿¿¿{"start":{"line":9,"column":49},"end":{"line":9,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
902¿LogicalExpression¿&&¿1136¿¿¿¿{"start":{"line":9,"column":49},"end":{"line":9,"column":156},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿LogicalExpression
903¿Identifier¿¿1136¿v122¿¿¿¿¿Identifier
904¿Identifier¿¿1136¿v128¿¿¿¿¿Identifier
905¿VariableDeclarator¿¿1136¿v130¿¿¿{"start":{"line":9,"column":183},"end":{"line":9,"column":197},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
906¿MemberExpression¿¿1136¿¿¿¿{"start":{"line":9,"column":183},"end":{"line":9,"column":197},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
907¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":9,"column":183},"end":{"line":9,"column":190},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
908¿Identifier¿¿1136¿length¿¿¿{"start":{"line":9,"column":191},"end":{"line":9,"column":197},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
909¿VariableDeclarator¿¿1136¿v131¿¿¿{"start":{"line":9,"column":183},"end":{"line":9,"column":201},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
910¿BinaryExpression¿-¿1136¿¿¿¿{"start":{"line":9,"column":183},"end":{"line":9,"column":201},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BinaryExpression
911¿Identifier¿¿1136¿v130¿¿¿¿¿Identifier
912¿Literal¿number¿1136¿¿1¿¿{"start":{"line":9,"column":200},"end":{"line":9,"column":201},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
913¿VariableDeclarator¿¿1136¿v132¿¿¿{"start":{"line":9,"column":175},"end":{"line":9,"column":202},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
914¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":9,"column":175},"end":{"line":9,"column":202},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
915¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":9,"column":175},"end":{"line":9,"column":182},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
916¿Identifier¿¿1136¿v131¿¿¿¿¿Identifier
917¿VariableDeclarator¿¿1136¿v133¿¿¿{"start":{"line":9,"column":163},"end":{"line":9,"column":203},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
918¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":9,"column":163},"end":{"line":9,"column":203},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
919¿Identifier¿¿1136¿accumulator¿¿¿{"start":{"line":9,"column":163},"end":{"line":9,"column":174},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
920¿Identifier¿¿1136¿v132¿¿¿¿¿Identifier
921¿VariableDeclarator¿¿1136¿v134¿¿¿{"start":{"line":9,"column":48},"end":{"line":9,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
922¿IfStatement¿¿1136¿¿¿¿{"start":{"line":9,"column":48},"end":{"line":9,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿IfStatement
923¿Identifier¿¿1136¿v129¿¿¿¿¿Identifier
924¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":9,"column":48},"end":{"line":9,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
925¿AssignmentExpression¿=¿1136¿¿¿¿{"start":{"line":9,"column":48},"end":{"line":9,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
926¿Identifier¿¿1136¿v134¿¿¿¿¿Identifier
927¿TemplateLiteral¿¿1136¿¿¿¿{"start":{"line":9,"column":160},"end":{"line":9,"column":221},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿TemplateLiteral
928¿Identifier¿¿1136¿v133¿¿¿¿¿Identifier
929¿Identifier¿¿1136¿currentValue¿¿¿{"start":{"line":9,"column":207},"end":{"line":9,"column":219},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
930¿BlockStatement¿¿1136¿¿¿¿¿¿BlockStatement
931¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":9,"column":48},"end":{"line":9,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
932¿AssignmentExpression¿=¿1136¿¿¿¿{"start":{"line":9,"column":48},"end":{"line":9,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
933¿Identifier¿¿1136¿v134¿¿¿¿¿Identifier
934¿Identifier¿¿1136¿currentValue¿¿¿{"start":{"line":9,"column":224},"end":{"line":9,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
935¿BlockStatement¿¿1136¿¿¿¿¿¿BlockStatement
936¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":9,"column":5},"end":{"line":9,"column":237},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
937¿AssignmentExpression¿=¿1136¿¿¿¿{"start":{"line":9,"column":5},"end":{"line":9,"column":236},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
938¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":9,"column":5},"end":{"line":9,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
939¿Identifier¿¿1136¿accumulator¿¿¿{"start":{"line":9,"column":5},"end":{"line":9,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
940¿Identifier¿¿1136¿v115¿¿¿¿¿Identifier
941¿Identifier¿¿1136¿v134¿¿¿¿¿Identifier
942¿BlockStatement¿¿1136¿¿¿¿{"start":{"line":8,"column":36},"end":{"line":10,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
943¿VariableDeclarator¿¿1136¿v135¿¿¿{"start":{"line":11,"column":17},"end":{"line":11,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
944¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":11,"column":17},"end":{"line":11,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
945¿Identifier¿¿1136¿headers¿¿¿{"start":{"line":11,"column":17},"end":{"line":11,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
946¿Identifier¿¿1136¿index¿¿¿{"start":{"line":11,"column":25},"end":{"line":11,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
947¿ExpressionStatement¿¿1136¿¿¿¿{"start":{"line":11,"column":5},"end":{"line":11,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
948¿AssignmentExpression¿=¿1136¿¿¿¿{"start":{"line":11,"column":5},"end":{"line":11,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
949¿MemberExpression¿computed¿1136¿¿¿¿{"start":{"line":11,"column":5},"end":{"line":11,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
950¿Identifier¿¿1136¿accumulator¿¿¿{"start":{"line":11,"column":5},"end":{"line":11,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
951¿Identifier¿¿1136¿v135¿¿¿¿¿Identifier
952¿Identifier¿¿1136¿currentValue¿¿¿{"start":{"line":11,"column":35},"end":{"line":11,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
953¿BlockStatement¿¿1136¿¿¿¿{"start":{"line":10,"column":11},"end":{"line":12,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
954¿ReturnStatement¿¿1136¿¿¿¿{"start":{"line":13,"column":4},"end":{"line":13,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
955¿Identifier¿¿1136¿accumulator¿¿¿{"start":{"line":13,"column":11},"end":{"line":13,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
956¿BlockStatement¿¿1136¿¿¿¿{"start":{"line":7,"column":141},"end":{"line":14,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
957¿VariableDeclarator¿¿1132¿v137¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
958¿ObjectExpression¿¿1132¿¿¿¿{"start":{"line":14,"column":6},"end":{"line":14,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ObjectExpression
959¿VariableDeclarator¿¿1132¿v138¿¿¿{"start":{"line":7,"column":20},"end":{"line":14,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
960¿CallExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":20},"end":{"line":14,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
961¿MemberExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
962¿Identifier¿¿1132¿v109¿¿¿¿¿Identifier
963¿Identifier¿¿1132¿reduce¿¿¿{"start":{"line":7,"column":96},"end":{"line":7,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
964¿Identifier¿¿1132¿v136¿¿¿¿¿Identifier
965¿Identifier¿¿1132¿v137¿¿¿¿¿Identifier
966¿VariableDeclarator¿¿1132¿v139¿¿¿{"start":{"line":7,"column":3},"end":{"line":14,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
967¿CallExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":3},"end":{"line":14,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
968¿MemberExpression¿¿1132¿¿¿¿{"start":{"line":7,"column":3},"end":{"line":7,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
969¿Identifier¿¿1132¿accumulator¿¿¿{"start":{"line":7,"column":3},"end":{"line":7,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
970¿Identifier¿¿1132¿push¿¿¿{"start":{"line":7,"column":15},"end":{"line":7,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
971¿Identifier¿¿1132¿v138¿¿¿¿¿Identifier
972¿ExpressionStatement¿¿1132¿¿¿¿{"start":{"line":7,"column":3},"end":{"line":14,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
973¿Identifier¿¿1132¿v139¿¿¿¿¿Identifier
974¿ReturnStatement¿¿1132¿¿¿¿{"start":{"line":15,"column":3},"end":{"line":15,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
975¿Identifier¿¿1132¿accumulator¿¿¿{"start":{"line":15,"column":10},"end":{"line":15,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
976¿BlockStatement¿¿1132¿¿¿¿{"start":{"line":6,"column":106},"end":{"line":16,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
977¿VariableDeclarator¿¿1124¿v141¿¿¿{"start":{"line":16,"column":5},"end":{"line":16,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
978¿ArrayExpression¿¿1124¿¿¿¿{"start":{"line":16,"column":5},"end":{"line":16,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrayExpression
979¿VariableDeclarator¿¿1124¿v142¿¿¿{"start":{"line":6,"column":9},"end":{"line":16,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
980¿CallExpression¿¿1124¿¿¿¿{"start":{"line":6,"column":9},"end":{"line":16,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
981¿MemberExpression¿¿1124¿¿¿¿{"start":{"line":6,"column":9},"end":{"line":6,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
982¿Identifier¿¿1124¿v100¿¿¿¿¿Identifier
983¿Identifier¿¿1124¿reduce¿¿¿{"start":{"line":6,"column":68},"end":{"line":6,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
984¿Identifier¿¿1124¿v140¿¿¿¿¿Identifier
985¿Identifier¿¿1124¿v141¿¿¿¿¿Identifier
986¿ReturnStatement¿¿1124¿¿¿¿{"start":{"line":6,"column":2},"end":{"line":16,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
987¿Identifier¿¿1124¿v142¿¿¿¿¿Identifier
988¿BlockStatement¿¿1124¿¿¿¿{"start":{"line":3,"column":5},"end":{"line":17,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
989¿CatchClause¿¿1124¿¿¿¿{"start":{"line":17,"column":3},"end":{"line":19,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CatchClause
990¿VariableDeclarator¿¿1124¿v143¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
991¿CallExpression¿¿1124¿¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
992¿MemberExpression¿¿1124¿¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
993¿Identifier¿¿1124¿console¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
994¿Identifier¿¿1124¿error¿¿¿{"start":{"line":18,"column":10},"end":{"line":18,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
995¿Identifier¿¿1124¿e¿¿¿{"start":{"line":18,"column":16},"end":{"line":18,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
996¿ExpressionStatement¿¿1124¿¿¿¿{"start":{"line":18,"column":2},"end":{"line":18,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
997¿Identifier¿¿1124¿v143¿¿¿¿¿Identifier
998¿BlockStatement¿¿1124¿¿¿¿{"start":{"line":17,"column":13},"end":{"line":19,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
999¿Identifier¿¿1124¿e¿¿¿{"start":{"line":17,"column":10},"end":{"line":17,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1000¿BlockStatement¿¿1124¿¿¿¿{"start":{"line":2,"column":79},"end":{"line":20,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1001¿ExpressionStatement¿¿1122¿¿¿¿{"start":{"line":2,"column":28},"end":{"line":20,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1002¿AssignmentExpression¿=¿1122¿¿¿¿{"start":{"line":2,"column":28},"end":{"line":20,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1003¿MemberExpression¿¿1122¿¿¿¿{"start":{"line":2,"column":28},"end":{"line":2,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1004¿Identifier¿¿1122¿v78¿¿¿¿¿Identifier
1005¿Identifier¿¿1122¿listProcessesOnPort¿¿¿{"start":{"line":2,"column":43},"end":{"line":2,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1006¿Identifier¿¿1122¿v144¿¿¿¿¿Identifier
1007¿VariableDeclarator¿¿1122¿listProcessesOnPort¿¿¿{"start":{"line":2,"column":6},"end":{"line":20,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1008¿MemberExpression¿¿1122¿¿¿¿{"start":{"line":2,"column":28},"end":{"line":2,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1009¿Identifier¿¿1122¿v78¿¿¿¿¿Identifier
1010¿Identifier¿¿1122¿listProcessesOnPort¿¿¿{"start":{"line":2,"column":43},"end":{"line":2,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1011¿VariableDeclarator¿¿1122¿v145¿¿¿{"start":{"line":21,"column":20},"end":{"line":21,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1012¿MemberExpression¿¿1122¿¿¿¿{"start":{"line":21,"column":20},"end":{"line":21,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1013¿Identifier¿¿1122¿module¿¿¿{"start":{"line":21,"column":20},"end":{"line":21,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1014¿Identifier¿¿1122¿exports¿¿¿{"start":{"line":21,"column":27},"end":{"line":21,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1015¿VariableDeclarator¿¿1122¿v147¿¿¿{"start":{"line":21,"column":20},"end":{"line":28,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1016¿ArrowFunctionExpression¿¿1122¿¿¿¿{"start":{"line":21,"column":49},"end":{"line":28,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
1017¿Identifier¿¿0¿pid¿¿¿{"start":{"line":21,"column":55},"end":{"line":21,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1018¿TryStatement¿¿1141¿¿¿¿{"start":{"line":22,"column":1},"end":{"line":27,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿TryStatement
1019¿VariableDeclarator¿¿1141¿v146¿¿¿{"start":{"line":23,"column":13},"end":{"line":23,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1020¿TemplateLiteral¿¿1141¿¿¿¿{"start":{"line":23,"column":13},"end":{"line":23,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿TemplateLiteral
1021¿Identifier¿¿1141¿pid¿¿¿{"start":{"line":23,"column":21},"end":{"line":23,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1022¿ExpressionStatement¿¿1141¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1023¿AwaitExpression¿¿1141¿¿¿¿{"start":{"line":23,"column":2},"end":{"line":23,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AwaitExpression
1024¿CallExpression¿¿1141¿¿¿¿{"start":{"line":23,"column":8},"end":{"line":23,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1025¿Identifier¿¿1141¿exec¿¿¿{"start":{"line":23,"column":8},"end":{"line":23,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
