Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
635¿Program¿¿-1¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":131,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Program
897¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
898¿AssignmentExpression¿=¿1112¿¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
899¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
900¿Identifier¿¿1112¿resp¿¿¿{"start":{"line":85,"column":5},"end":{"line":85,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
901¿Identifier¿¿1112¿error¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
902¿Literal¿boolean¿1112¿¿false¿¿{"start":{"line":85,"column":18},"end":{"line":85,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
903¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
904¿AssignmentExpression¿=¿1112¿¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
905¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
906¿Identifier¿¿1112¿resp¿¿¿{"start":{"line":86,"column":5},"end":{"line":86,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
907¿Identifier¿¿1112¿html¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
908¿Identifier¿¿1112¿html¿¿¿{"start":{"line":86,"column":17},"end":{"line":86,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
909¿BlockStatement¿¿1112¿¿¿¿{"start":{"line":84,"column":58},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
910¿BlockStatement¿¿1112¿¿¿¿{"start":{"line":82,"column":31},"end":{"line":88,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
911¿VariableDeclarator¿¿1112¿v79¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
912¿CallExpression¿¿1112¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
913¿Identifier¿¿1112¿debug¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
914¿Literal¿string¿1112¿¿'Invalid get_help request'¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
915¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":89,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
916¿Identifier¿¿1112¿v79¿¿¿¿¿Identifier
917¿BlockStatement¿¿1112¿¿¿¿{"start":{"line":88,"column":10},"end":{"line":90,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
918¿VariableDeclarator¿¿1112¿v80¿¿¿{"start":{"line":92,"column":3},"end":{"line":92,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
919¿CallExpression¿¿1112¿¿¿¿{"start":{"line":92,"column":3},"end":{"line":92,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
920¿MemberExpression¿¿1112¿¿¿¿{"start":{"line":92,"column":3},"end":{"line":92,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
921¿Identifier¿¿1112¿client¿¿¿{"start":{"line":92,"column":3},"end":{"line":92,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
922¿Identifier¿¿1112¿emit¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
923¿Literal¿string¿1112¿¿'get_help:result'¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
924¿Identifier¿¿1112¿resp¿¿¿{"start":{"line":92,"column":34},"end":{"line":92,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
925¿ExpressionStatement¿¿1112¿¿¿¿{"start":{"line":92,"column":3},"end":{"line":92,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
926¿Identifier¿¿1112¿v80¿¿¿¿¿Identifier
927¿BlockStatement¿¿1112¿¿¿¿{"start":{"line":70,"column":39},"end":{"line":93,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
928¿VariableDeclarator¿¿1110¿v82¿¿¿{"start":{"line":70,"column":2},"end":{"line":93,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
929¿CallExpression¿¿1110¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":93,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
930¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
931¿Identifier¿¿1110¿client¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
932¿Identifier¿¿1110¿on¿¿¿{"start":{"line":70,"column":9},"end":{"line":70,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
933¿Literal¿string¿1110¿¿'get_help'¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
934¿Identifier¿¿1110¿v81¿¿¿¿¿Identifier
935¿ExpressionStatement¿¿1110¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":93,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
936¿Identifier¿¿1110¿v82¿¿¿¿¿Identifier
937¿VariableDeclarator¿¿1110¿v97¿¿¿{"start":{"line":95,"column":27},"end":{"line":127,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
938¿FunctionExpression¿¿1110¿anon¿¿¿{"start":{"line":95,"column":27},"end":{"line":127,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿FunctionExpression
939¿Identifier¿¿0¿req¿¿¿{"start":{"line":95,"column":37},"end":{"line":95,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
940¿Identifier¿¿0¿answer¿¿¿{"start":{"line":95,"column":42},"end":{"line":95,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
941¿VariableDeclarator¿¿1116¿v83¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
942¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
943¿Identifier¿¿1116¿req¿¿¿{"start":{"line":103,"column":10},"end":{"line":103,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
944¿Identifier¿¿1116¿file¿¿¿{"start":{"line":103,"column":14},"end":{"line":103,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
945¿VariableDeclarator¿¿1116¿resp¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
946¿ObjectExpression¿¿1116¿¿¿¿¿¿ObjectExpression
947¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
948¿AssignmentExpression¿=¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
949¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
950¿Identifier¿¿1116¿resp¿¿¿{"start":{"line":101,"column":7},"end":{"line":101,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
951¿Identifier¿¿1116¿error¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
952¿Literal¿boolean¿1116¿¿true¿¿{"start":{"line":102,"column":11},"end":{"line":102,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
953¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
954¿AssignmentExpression¿=¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
955¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
956¿Identifier¿¿1116¿resp¿¿¿{"start":{"line":101,"column":7},"end":{"line":101,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
957¿Identifier¿¿1116¿file¿¿¿{"start":{"line":103,"column":4},"end":{"line":103,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
958¿Identifier¿¿1116¿v83¿¿¿¿¿Identifier
959¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
960¿AssignmentExpression¿=¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
961¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":101,"column":7},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
962¿Identifier¿¿1116¿resp¿¿¿{"start":{"line":101,"column":7},"end":{"line":101,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
963¿Identifier¿¿1116¿markdown¿¿¿{"start":{"line":104,"column":4},"end":{"line":104,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
964¿Literal¿string¿1116¿¿''¿¿{"start":{"line":104,"column":14},"end":{"line":104,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
965¿VariableDeclarator¿¿1116¿v84¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
966¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
967¿Identifier¿¿1116¿req¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
968¿Identifier¿¿1116¿file¿¿¿{"start":{"line":107,"column":11},"end":{"line":107,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
969¿VariableDeclarator¿¿1116¿v85¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
970¿BinaryExpression¿!==¿1116¿¿¿¿{"start":{"line":107,"column":7},"end":{"line":107,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
971¿Identifier¿¿1116¿v84¿¿¿¿¿Identifier
972¿Identifier¿¿1116¿undefined¿¿¿{"start":{"line":107,"column":20},"end":{"line":107,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
973¿IfStatement¿¿1116¿¿¿¿{"start":{"line":107,"column":3},"end":{"line":124,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿IfStatement
974¿Identifier¿¿1116¿v85¿¿¿¿¿Identifier
975¿VariableDeclarator¿¿1116¿v86¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
976¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
977¿Identifier¿¿1116¿req¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
978¿Identifier¿¿1116¿file¿¿¿{"start":{"line":109,"column":33},"end":{"line":109,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
979¿VariableDeclarator¿¿1116¿markdownFilename¿¿¿{"start":{"line":109,"column":10},"end":{"line":109,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
980¿CallExpression¿¿1116¿¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
981¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":109,"column":29},"end":{"line":109,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
982¿Identifier¿¿1116¿v86¿¿¿¿¿Identifier
983¿Identifier¿¿1116¿replace¿¿¿{"start":{"line":109,"column":38},"end":{"line":109,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
984¿Literal¿object¿1116¿¿/(\.\.|\/)/g¿¿{"start":{"line":109,"column":46},"end":{"line":109,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
985¿Literal¿string¿1116¿¿''¿¿{"start":{"line":109,"column":60},"end":{"line":109,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
986¿VariableDeclarator¿¿1116¿v87¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
987¿CallExpression¿¿1116¿¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
988¿Identifier¿¿1116¿require¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
989¿Literal¿string¿1116¿¿'app-root-path'¿¿{"start":{"line":110,"column":25},"end":{"line":110,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
990¿VariableDeclarator¿¿1116¿v88¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
991¿BinaryExpression¿+¿1116¿¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
992¿Identifier¿¿1116¿v87¿¿¿¿¿Identifier
993¿Literal¿string¿1116¿¿'/documentation/'¿¿{"start":{"line":110,"column":44},"end":{"line":110,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
994¿VariableDeclarator¿¿1116¿path¿¿¿{"start":{"line":110,"column":10},"end":{"line":110,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
995¿BinaryExpression¿+¿1116¿¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
996¿Identifier¿¿1116¿v88¿¿¿¿¿Identifier
997¿Identifier¿¿1116¿markdownFilename¿¿¿{"start":{"line":110,"column":64},"end":{"line":110,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
998¿VariableDeclarator¿¿1116¿v89¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
999¿CallExpression¿¿1116¿¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1000¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1001¿Identifier¿¿1116¿fs¿¿¿{"start":{"line":112,"column":8},"end":{"line":112,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1002¿Identifier¿¿1116¿existsSync¿¿¿{"start":{"line":112,"column":11},"end":{"line":112,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1003¿Identifier¿¿1116¿path¿¿¿{"start":{"line":112,"column":22},"end":{"line":112,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1004¿IfStatement¿¿1116¿¿¿¿{"start":{"line":112,"column":4},"end":{"line":121,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿IfStatement
1005¿Identifier¿¿1116¿v89¿¿¿¿¿Identifier
1006¿TryStatement¿¿1116¿¿¿¿{"start":{"line":113,"column":5},"end":{"line":120,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿TryStatement
1007¿VariableDeclarator¿¿1116¿v90¿¿¿{"start":{"line":114,"column":22},"end":{"line":114,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1008¿CallExpression¿¿1116¿¿¿¿{"start":{"line":114,"column":22},"end":{"line":114,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1009¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":114,"column":22},"end":{"line":114,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1010¿Identifier¿¿1116¿fs¿¿¿{"start":{"line":114,"column":22},"end":{"line":114,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1011¿Identifier¿¿1116¿readFileSync¿¿¿{"start":{"line":114,"column":25},"end":{"line":114,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1012¿Identifier¿¿1116¿path¿¿¿{"start":{"line":114,"column":38},"end":{"line":114,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1013¿VariableDeclarator¿¿1116¿v91¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1014¿CallExpression¿¿1116¿¿¿¿{"start":{"line":114,"column":22},"end":{"line":114,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1015¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":114,"column":22},"end":{"line":114,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1016¿Identifier¿¿1116¿v90¿¿¿¿¿Identifier
1017¿Identifier¿¿1116¿toString¿¿¿{"start":{"line":114,"column":44},"end":{"line":114,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1018¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1019¿AssignmentExpression¿=¿1116¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
1020¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1021¿Identifier¿¿1116¿resp¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1022¿Identifier¿¿1116¿markdown¿¿¿{"start":{"line":114,"column":11},"end":{"line":114,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1023¿Identifier¿¿1116¿v91¿¿¿¿¿Identifier
1024¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1025¿AssignmentExpression¿=¿1116¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
1026¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1027¿Identifier¿¿1116¿resp¿¿¿{"start":{"line":115,"column":6},"end":{"line":115,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
